Type-Aware?,Library,InFunction,name,line,column,IsFromParameter,HasTypeInfo,InferredType,TypeHint,DocString,MissingTypesOnPath,TypeOutsideOfPackage,Decrease,Increase,FoundType
Yes,safeds,safeds.data.tabular.containers._table.add_column.860.4,has_column,888,11,No,Yes,Yes,No,No,No,No,-2,+0,['safeds/data/tabular/containers/_table/Table']
Yes,safeds,safeds.data.tabular.containers._table.add_column.860.4,ColumnSizeError,892,18,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,safeds,safeds.data.tabular.containers._table.add_column.860.4,str,892,34,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,safeds,safeds.data.tabular.containers._table.add_column.860.4,str,892,60,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,safeds,safeds.data.tabular.containers._table.add_column.860.4,reset_index,894,17,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,safeds,safeds.data.tabular.containers._table.add_column.860.4,_from_pandas_dataframe,897,15,No,Yes,Yes,No,No,No,No,-2,+0,['safeds/data/tabular/containers/_table/Table']
Yes,safeds,safeds.data.tabular.containers._table.add_columns.899.4,to_columns,934,22,Yes,Yes,Yes,Yes,Yes,No,No,-0,+0,"['safeds/data/tabular/containers/_column/Column', 'safeds/data/tabular/containers/_table/Table']"
Yes,safeds,safeds.data.tabular.containers._table.add_columns.899.4,isinstance,933,11,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,safeds,safeds.data.tabular.containers._table.add_columns.899.4,reset_index,935,17,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,safeds,safeds.data.tabular.containers._table.add_columns.899.4,DuplicateColumnNameError,939,22,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,safeds,safeds.data.tabular.containers._table.add_columns.899.4,ColumnSizeError,942,22,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,safeds,safeds.data.tabular.containers._table.add_columns.899.4,str,942,38,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,safeds,safeds.data.tabular.containers._table.add_columns.899.4,str,942,64,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,safeds,safeds.data.tabular.containers._table.add_columns.899.4,_from_pandas_dataframe,945,15,No,Yes,Yes,No,No,No,No,-2,+0,['safeds/data/tabular/containers/_table/Table']
Yes,safeds,safeds.data.tabular.containers._table.add_row.947.4,from_rows,986,19,No,Yes,Yes,No,No,No,No,-0,+0,['safeds/data/tabular/containers/_table/Table']
Yes,safeds,safeds.data.tabular.containers._table.add_row.947.4,UnknownColumnNameError,988,18,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,safeds,safeds.data.tabular.containers._table.add_row.947.4,sorted,989,16,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,safeds,safeds.data.tabular.containers._table.add_row.947.4,set,990,20,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,safeds,safeds.data.tabular.containers._table.add_row.947.4,set,990,45,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,safeds,safeds.data.tabular.containers._table.add_row.947.4,enumerate,991,48,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,safeds,safeds.data.tabular.containers._table.add_row.947.4,len,987,11,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,safeds,safeds.data.tabular.containers._table.add_row.947.4,set,987,15,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,safeds,safeds.data.tabular.containers._table.add_row.947.4,set,987,40,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,safeds,safeds.data.tabular.containers._table.add_row.947.4,list,996,26,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,safeds,safeds.data.tabular.containers._table.add_row.947.4,filter,996,31,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,safeds,safeds.data.tabular.containers._table.add_row.947.4,isinstance,996,51,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,safeds,safeds.data.tabular.containers._table.add_row.947.4,infer_objects,998,17,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,safeds,safeds.data.tabular.containers._table.add_row.947.4,concat,998,17,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,safeds,safeds.data.tabular.containers._table.add_row.947.4,merge_multiple_schemas,1000,17,No,Yes,Yes,No,No,No,No,-0,+0,['safeds/data/tabular/typing/_schema/Schema']
Yes,safeds,safeds.data.tabular.containers._table.add_row.947.4,_from_pandas_dataframe,1001,17,No,Yes,Yes,No,No,No,No,-1,+0,['safeds/data/tabular/containers/_table/Table']
Yes,safeds,safeds.data.tabular.containers._table.add_row.947.4,replace_column,1004,21,No,Yes,Yes,No,No,No,No,-0,+0,['safeds/data/tabular/containers/_table/Table']
Yes,safeds,safeds.data.tabular.containers._table.add_row.947.4,transform,1004,52,No,Yes,Yes,No,No,No,No,-7,+0,['safeds/data/tabular/containers/_column/Column']
Yes,safeds,safeds.data.tabular.containers._table.add_row.947.4,get_column,1004,52,No,Yes,Yes,No,No,No,No,-0,+0,['safeds/data/tabular/containers/_table/Table']
Yes,safeds,safeds.data.tabular.containers._table.add_row.947.4,int,1004,99,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,safeds,safeds.data.tabular.containers._table.add_rows.1008.4,to_rows,1045,19,Yes,Yes,Yes,Yes,Yes,No,No,-0,+0,"['safeds/data/tabular/containers/_row/Row', 'safeds/data/tabular/containers/_table/Table']"
Yes,safeds,safeds.data.tabular.containers._table.add_rows.1008.4,isinstance,1044,11,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,safeds,safeds.data.tabular.containers._table.add_rows.1008.4,len,1047,11,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,safeds,safeds.data.tabular.containers._table.add_rows.1008.4,set,1050,33,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,safeds,safeds.data.tabular.containers._table.add_rows.1008.4,update,1052,12,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,safeds,safeds.data.tabular.containers._table.add_rows.1008.4,set,1052,42,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,safeds,safeds.data.tabular.containers._table.add_rows.1008.4,set,1052,67,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,safeds,safeds.data.tabular.containers._table.add_rows.1008.4,UnknownColumnNameError,1054,18,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,safeds,safeds.data.tabular.containers._table.add_rows.1008.4,sorted,1055,16,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,safeds,safeds.data.tabular.containers._table.add_rows.1008.4,enumerate,1057,48,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,safeds,safeds.data.tabular.containers._table.add_rows.1008.4,len,1053,11,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,safeds,safeds.data.tabular.containers._table.add_rows.1008.4,add_row,1063,21,No,Yes,Yes,No,No,No,No,-0,+0,['safeds/data/tabular/containers/_table/Table']
Yes,safeds,safeds.data.tabular.containers._table.filter_rows.1067.4,query,1091,60,Yes,Yes,Yes,Yes,No,No,No,-0,+0,[]
Yes,safeds,safeds.data.tabular.containers._table.filter_rows.1067.4,to_rows,1091,42,No,Yes,Yes,No,No,No,No,-0,+0,['safeds/data/tabular/containers/_table/Table']
Yes,safeds,safeds.data.tabular.containers._table.filter_rows.1067.4,_from_pandas_dataframe,1093,27,No,Yes,Yes,No,No,No,No,-1,+0,['safeds/data/tabular/containers/_table/Table']
Yes,safeds,safeds.data.tabular.containers._table.filter_rows.1067.4,DataFrame,1093,56,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,safeds,safeds.data.tabular.containers._table.filter_rows.1067.4,from_rows,1095,27,No,Yes,Yes,No,No,No,No,-0,+0,['safeds/data/tabular/containers/_table/Table']
Yes,safeds,safeds.data.tabular.containers._table.filter_rows.1067.4,len,1092,11,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,safeds,safeds.data.tabular.containers._table.group_rows_by.1100.4,key_selector,1119,27,Yes,Yes,Yes,Yes,Yes,No,No,-0,+0,[]
Yes,safeds,safeds.data.tabular.containers._table.group_rows_by.1100.4,add_row,1119,48,No,Yes,Yes,No,No,No,No,-0,+0,['safeds/data/tabular/containers/_table/Table']
Yes,safeds,safeds.data.tabular.containers._table.group_rows_by.1100.4,key_selector,1119,59,Yes,Yes,Yes,Yes,Yes,No,No,-0,+0,[]
Yes,safeds,safeds.data.tabular.containers._table.group_rows_by.1100.4,key_selector,1121,27,Yes,Yes,Yes,Yes,Yes,No,No,-0,+0,[]
Yes,safeds,safeds.data.tabular.containers._table.group_rows_by.1100.4,from_rows,1121,48,No,Yes,Yes,No,No,No,No,-0,+0,['safeds/data/tabular/containers/_table/Table']
Yes,safeds,safeds.data.tabular.containers._table.group_rows_by.1100.4,key_selector,1118,15,Yes,Yes,Yes,Yes,Yes,No,No,-0,+0,[]
Yes,safeds,safeds.data.tabular.containers._table.group_rows_by.1100.4,to_rows,1117,19,No,Yes,Yes,No,No,No,No,-0,+0,['safeds/data/tabular/containers/_table/Table']
Yes,safeds,safeds.data.tabular.containers._table.keep_only_columns.1124.4,_get_similar_columns,1162,52,No,Yes,Yes,No,No,No,No,-0,+0,['safeds/data/tabular/containers/_table/Table']
Yes,safeds,safeds.data.tabular.containers._table.keep_only_columns.1124.4,append,1163,16,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,safeds,safeds.data.tabular.containers._table.keep_only_columns.1124.4,has_column,1161,19,No,Yes,Yes,No,No,No,No,-2,+0,['safeds/data/tabular/typing/_schema/Schema']
Yes,safeds,safeds.data.tabular.containers._table.keep_only_columns.1124.4,UnknownColumnNameError,1165,18,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,safeds,safeds.data.tabular.containers._table.keep_only_columns.1124.4,len,1164,11,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,safeds,safeds.data.tabular.containers._table.keep_only_columns.1124.4,remove_columns,1167,15,No,Yes,Yes,No,No,No,No,-0,+0,['safeds/data/tabular/containers/_table/Table']
Yes,safeds,safeds.data.tabular.containers._table.keep_only_columns.1124.4,list,1167,35,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,safeds,safeds.data.tabular.containers._table.keep_only_columns.1124.4,set,1167,40,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,safeds,safeds.data.tabular.containers._table.keep_only_columns.1124.4,set,1167,65,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,safeds,safeds.data.tabular.containers._table.remove_columns.1169.4,_get_similar_columns,1207,52,No,Yes,Yes,No,No,No,No,-0,+0,['safeds/data/tabular/containers/_table/Table']
Yes,safeds,safeds.data.tabular.containers._table.remove_columns.1169.4,append,1208,16,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,safeds,safeds.data.tabular.containers._table.remove_columns.1169.4,has_column,1206,19,No,Yes,Yes,No,No,No,No,-2,+0,['safeds/data/tabular/typing/_schema/Schema']
Yes,safeds,safeds.data.tabular.containers._table.remove_columns.1169.4,UnknownColumnNameError,1210,18,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,safeds,safeds.data.tabular.containers._table.remove_columns.1169.4,len,1209,11,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,safeds,safeds.data.tabular.containers._table.remove_columns.1169.4,drop,1212,27,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,safeds,safeds.data.tabular.containers._table.remove_columns.1169.4,Table,1216,19,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,safeds,safeds.data.tabular.containers._table.remove_columns.1169.4,len,1215,11,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,safeds,safeds.data.tabular.containers._table.remove_columns.1169.4,_from_pandas_dataframe,1218,15,No,Yes,Yes,No,No,No,No,-2,+0,['safeds/data/tabular/containers/_table/Table']
Yes,safeds,safeds.data.tabular.containers._table.remove_columns_with_missing_values.1220.4,from_columns,1247,15,No,Yes,Yes,No,No,No,No,-0,+0,['safeds/data/tabular/containers/_table/Table']
Yes,safeds,safeds.data.tabular.containers._table.remove_columns_with_missing_values.1220.4,has_missing_values,1247,81,No,Yes,Yes,No,No,No,No,-0,+0,['safeds/data/tabular/containers/_column/Column']
Yes,safeds,safeds.data.tabular.containers._table.remove_columns_with_missing_values.1220.4,to_columns,1247,56,No,Yes,Yes,No,No,No,No,-0,+0,['safeds/data/tabular/containers/_table/Table']
Yes,safeds,safeds.data.tabular.containers._table.remove_columns_with_non_numerical_values.1249.4,from_columns,1276,15,No,Yes,Yes,No,No,No,No,-0,+0,['safeds/data/tabular/containers/_table/Table']
Yes,safeds,safeds.data.tabular.containers._table.remove_columns_with_non_numerical_values.1249.4,is_numeric,1276,77,No,Yes,Yes,No,No,No,No,-0,+0,['safeds/data/tabular/typing/_column_type/ColumnType']
Yes,safeds,safeds.data.tabular.containers._table.remove_columns_with_non_numerical_values.1249.4,to_columns,1276,56,No,Yes,Yes,No,No,No,No,-0,+0,['safeds/data/tabular/containers/_table/Table']
Yes,safeds,safeds.data.tabular.containers._table.remove_duplicate_rows.1278.4,drop_duplicates,1298,17,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,safeds,safeds.data.tabular.containers._table.remove_duplicate_rows.1278.4,_from_pandas_dataframe,1300,15,No,Yes,Yes,No,No,No,No,-2,+0,['safeds/data/tabular/containers/_table/Table']
Yes,safeds,safeds.data.tabular.containers._table.remove_rows_with_missing_values.1302.4,dropna,1321,17,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,safeds,safeds.data.tabular.containers._table.remove_rows_with_missing_values.1302.4,_from_pandas_dataframe,1322,15,No,Yes,Yes,No,No,No,No,-2,+0,['safeds/data/tabular/containers/_table/Table']
Yes,safeds,safeds.data.tabular.containers._table.remove_rows_with_outliers.1324.4,remove_columns_with_non_numerical_values,1361,38,No,Yes,Yes,No,No,No,No,-0,+0,['safeds/data/tabular/containers/_table/Table']
Yes,safeds,safeds.data.tabular.containers._table.remove_rows_with_outliers.1324.4,absolute,1362,19,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,safeds,safeds.data.tabular.containers._table.remove_rows_with_outliers.1324.4,zscore,1362,31,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,safeds,safeds.data.tabular.containers._table.remove_rows_with_outliers.1324.4,all,1363,19,No,No,No,No,No,No,No,-0,+0,[]
Yes,safeds,safeds.data.tabular.containers._table.remove_rows_with_outliers.1324.4,isnan,1363,36,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,safeds,safeds.data.tabular.containers._table.remove_rows_with_outliers.1324.4,_from_pandas_dataframe,1365,15,No,Yes,Yes,No,No,No,No,-1,+0,['safeds/data/tabular/containers/_table/Table']
Yes,safeds,safeds.data.tabular.containers._table.rename_column.1367.4,_get_similar_columns,1401,30,No,Yes,Yes,No,No,No,No,-0,+0,['safeds/data/tabular/containers/_table/Table']
Yes,safeds,safeds.data.tabular.containers._table.rename_column.1367.4,UnknownColumnNameError,1402,18,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,safeds,safeds.data.tabular.containers._table.rename_column.1367.4,DuplicateColumnNameError,1406,18,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,safeds,safeds.data.tabular.containers._table.rename_column.1367.4,reset_index,1408,17,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,safeds,safeds.data.tabular.containers._table.rename_column.1367.4,_from_pandas_dataframe,1410,15,No,Yes,Yes,No,No,No,No,-2,+0,['safeds/data/tabular/containers/_table/Table']
Yes,safeds,safeds.data.tabular.containers._table.rename_column.1367.4,rename,1410,44,No,No,Yes,No,No,No,Yes,-0,+0,[]
Yes,safeds,safeds.data.tabular.containers._table.replace_column.1412.4,_get_similar_columns,1454,30,No,Yes,Yes,No,No,No,No,-0,+0,['safeds/data/tabular/containers/_table/Table']
Yes,safeds,safeds.data.tabular.containers._table.replace_column.1412.4,UnknownColumnNameError,1455,18,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,safeds,safeds.data.tabular.containers._table.replace_column.1412.4,list,1457,18,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,safeds,safeds.data.tabular.containers._table.replace_column.1412.4,DuplicateColumnNameError,1462,30,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,safeds,safeds.data.tabular.containers._table.replace_column.1412.4,ColumnSizeError,1465,30,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,safeds,safeds.data.tabular.containers._table.replace_column.1412.4,str,1465,46,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,safeds,safeds.data.tabular.containers._table.replace_column.1412.4,str,1465,72,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,safeds,safeds.data.tabular.containers._table.replace_column.1412.4,append,1466,20,No,Yes,Yes,No,No,No,No,-0,+0,['safeds/data/tabular/containers/_column/Column']
Yes,safeds,safeds.data.tabular.containers._table.replace_column.1412.4,append,1468,16,No,Yes,Yes,No,No,No,No,-0,+0,['safeds/data/tabular/containers/_column/Column']
Yes,safeds,safeds.data.tabular.containers._table.replace_column.1412.4,get_column,1468,31,No,Yes,Yes,No,No,No,No,-0,+0,['safeds/data/tabular/containers/_table/Table']
Yes,safeds,safeds.data.tabular.containers._table.replace_column.1412.4,from_columns,1470,15,No,Yes,Yes,No,No,No,No,-0,+0,['safeds/data/tabular/containers/_table/Table']
Yes,safeds,safeds.data.tabular.containers._table.shuffle_rows.1472.4,sample,1495,17,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,safeds,safeds.data.tabular.containers._table.shuffle_rows.1472.4,_from_pandas_dataframe,1497,15,No,Yes,Yes,No,No,No,No,-2,+0,['safeds/data/tabular/containers/_table/Table']
Yes,safeds,safeds.data.tabular.containers._table.slice_rows.1499.4,IndexOutOfBoundsError,1545,18,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,safeds,safeds.data.tabular.containers._table.slice_rows.1499.4,slice,1545,40,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,safeds,safeds.data.tabular.containers._table.slice_rows.1499.4,IndexOutOfBoundsError,1547,18,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,safeds,safeds.data.tabular.containers._table.slice_rows.1499.4,_from_pandas_dataframe,1551,15,No,Yes,Yes,No,No,No,No,-2,+0,['safeds/data/tabular/containers/_table/Table']
Yes,safeds,safeds.data.tabular.containers._table.sort_columns.1553.4,to_columns,1597,18,No,Yes,Yes,No,No,No,No,-0,+0,['safeds/data/tabular/containers/_table/Table']
Yes,safeds,safeds.data.tabular.containers._table.sort_columns.1553.4,sort,1598,8,No,Yes,Yes,No,No,No,No,-0,+0,['safeds/data/tabular/containers/_column/Column']
Yes,safeds,safeds.data.tabular.containers._table.sort_columns.1553.4,cmp_to_key,1598,25,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,safeds,safeds.data.tabular.containers._table.sort_columns.1553.4,from_columns,1599,15,No,Yes,Yes,No,No,No,No,-0,+0,['safeds/data/tabular/containers/_table/Table']
Yes,safeds,safeds.data.tabular.containers._table.sort_rows.1601.4,to_rows,1644,15,No,Yes,Yes,No,No,No,No,-0,+0,['safeds/data/tabular/containers/_table/Table']
Yes,safeds,safeds.data.tabular.containers._table.sort_rows.1601.4,sort,1645,8,No,Yes,Yes,No,No,No,No,-0,+0,['safeds/data/tabular/containers/_row/Row']
Yes,safeds,safeds.data.tabular.containers._table.sort_rows.1601.4,cmp_to_key,1645,22,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,safeds,safeds.data.tabular.containers._table.sort_rows.1601.4,from_rows,1646,15,No,Yes,Yes,No,No,No,No,-0,+0,['safeds/data/tabular/containers/_table/Table']
Yes,safeds,safeds.data.tabular.containers._table.split_rows.1648.4,ValueError,1686,18,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,safeds,safeds.data.tabular.containers._table.split_rows.1648.4,Table,1688,19,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,safeds,safeds.data.tabular.containers._table.split_rows.1648.4,Table,1688,28,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,safeds,safeds.data.tabular.containers._table.split_rows.1648.4,slice_rows,1690,12,No,Yes,Yes,No,No,No,No,-0,+0,['safeds/data/tabular/containers/_table/Table']
Yes,safeds,safeds.data.tabular.containers._table.split_rows.1648.4,round,1690,31,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,safeds,safeds.data.tabular.containers._table.split_rows.1648.4,slice_rows,1691,12,No,Yes,Yes,No,No,No,No,-0,+0,['safeds/data/tabular/containers/_table/Table']
Yes,safeds,safeds.data.tabular.containers._table.split_rows.1648.4,round,1691,28,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,safeds,safeds.data.tabular.containers._table.tag_columns.1694.4,_from_table,1727,15,No,Yes,Yes,No,No,No,No,-0,+0,['safeds/data/tabular/containers/_tagged_table/TaggedTable']
Yes,safeds,safeds.data.tabular.containers._table.time_columns.1729.4,_from_table_to_time_series,1764,15,No,Yes,Yes,No,No,No,No,-0,+0,['safeds/data/tabular/containers/_time_series/TimeSeries']
Yes,safeds,safeds.data.tabular.containers._table.transform_column.1766.4,transformer,1793,27,Yes,Yes,Yes,Yes,No,No,No,-0,+0,[]
Yes,safeds,safeds.data.tabular.containers._table.transform_column.1766.4,to_rows,1793,57,No,Yes,Yes,No,No,No,No,-0,+0,['safeds/data/tabular/containers/_table/Table']
Yes,safeds,safeds.data.tabular.containers._table.transform_column.1766.4,Column,1794,36,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,safeds,safeds.data.tabular.containers._table.transform_column.1766.4,replace_column,1795,19,No,Yes,Yes,No,No,No,No,-0,+0,['safeds/data/tabular/containers/_table/Table']
Yes,safeds,safeds.data.tabular.containers._table.transform_column.1766.4,has_column,1792,11,No,Yes,Yes,No,No,No,No,-2,+0,['safeds/data/tabular/containers/_table/Table']
Yes,safeds,safeds.data.tabular.containers._table.transform_column.1766.4,_get_similar_columns,1796,26,No,Yes,Yes,No,No,No,No,-0,+0,['safeds/data/tabular/containers/_table/Table']
Yes,safeds,safeds.data.tabular.containers._table.transform_column.1766.4,UnknownColumnNameError,1797,14,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,safeds,safeds.data.tabular.containers._table.transform_table.1799.4,transform,1835,15,Yes,Yes,Yes,Yes,Yes,No,No,-1,+0,['safeds/data/tabular/transformation/_table_transformer/TableTransformer']
Yes,safeds,safeds.data.tabular.containers._table.inverse_transform_table.1837.4,inverse_transform,1877,15,Yes,Yes,Yes,Yes,Yes,No,No,-0,+0,['safeds/data/tabular/transformation/_table_transformer/InvertibleTableTransformer']
Yes,safeds,safeds.data.tabular.containers._table.plot_correlation_heatmap.1883.4,remove_columns_with_non_numerical_values,1898,25,No,Yes,Yes,No,No,No,No,-0,+0,['safeds/data/tabular/containers/_table/Table']
Yes,safeds,safeds.data.tabular.containers._table.plot_correlation_heatmap.1883.4,warn,1901,12,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,safeds,safeds.data.tabular.containers._table.plot_correlation_heatmap.1883.4,filterwarnings,1907,16,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,safeds,safeds.data.tabular.containers._table.plot_correlation_heatmap.1883.4,figure,1914,22,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,safeds,safeds.data.tabular.containers._table.plot_correlation_heatmap.1883.4,heatmap,1915,16,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,safeds,safeds.data.tabular.containers._table.plot_correlation_heatmap.1883.4,corr,1916,25,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,safeds,safeds.data.tabular.containers._table.plot_correlation_heatmap.1883.4,tight_layout,1923,16,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,safeds,safeds.data.tabular.containers._table.plot_correlation_heatmap.1883.4,catch_warnings,1906,17,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,safeds,safeds.data.tabular.containers._table.plot_correlation_heatmap.1883.4,figure,1925,18,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,safeds,safeds.data.tabular.containers._table.plot_correlation_heatmap.1883.4,heatmap,1926,12,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,safeds,safeds.data.tabular.containers._table.plot_correlation_heatmap.1883.4,corr,1927,21,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,safeds,safeds.data.tabular.containers._table.plot_correlation_heatmap.1883.4,tight_layout,1934,12,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,safeds,safeds.data.tabular.containers._table.plot_correlation_heatmap.1883.4,BytesIO,1936,17,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,safeds,safeds.data.tabular.containers._table.plot_correlation_heatmap.1883.4,savefig,1937,8,No,No,No,No,No,No,No,-0,+0,[]
Yes,safeds,safeds.data.tabular.containers._table.plot_correlation_heatmap.1883.4,close,1938,8,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,safeds,safeds.data.tabular.containers._table.plot_correlation_heatmap.1883.4,seek,1939,8,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,safeds,safeds.data.tabular.containers._table.plot_correlation_heatmap.1883.4,from_bytes,1940,15,No,Yes,Yes,No,No,No,No,-0,+0,['safeds/data/image/containers/_image/Image']
Yes,safeds,safeds.data.tabular.containers._table.plot_correlation_heatmap.1883.4,read,1940,32,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,safeds,safeds.data.tabular.containers._table.plot_lineplot.1942.4,_get_similar_columns,1973,32,No,Yes,Yes,No,No,No,No,-0,+0,['safeds/data/tabular/containers/_table/Table']
Yes,safeds,safeds.data.tabular.containers._table.plot_lineplot.1942.4,_get_similar_columns,1974,32,No,Yes,Yes,No,No,No,No,-0,+0,['safeds/data/tabular/containers/_table/Table']
Yes,safeds,safeds.data.tabular.containers._table.plot_lineplot.1942.4,UnknownColumnNameError,1975,18,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,safeds,safeds.data.tabular.containers._table.plot_lineplot.1942.4,has_column,1976,40,No,Yes,Yes,No,No,No,No,-2,+0,['safeds/data/tabular/containers/_table/Table']
Yes,safeds,safeds.data.tabular.containers._table.plot_lineplot.1942.4,has_column,1977,42,No,Yes,Yes,No,No,No,No,-2,+0,['safeds/data/tabular/containers/_table/Table']
Yes,safeds,safeds.data.tabular.containers._table.plot_lineplot.1942.4,has_column,1978,42,No,Yes,Yes,No,No,No,No,-2,+0,['safeds/data/tabular/containers/_table/Table']
Yes,safeds,safeds.data.tabular.containers._table.plot_lineplot.1942.4,has_column,1979,44,No,Yes,Yes,No,No,No,No,-2,+0,['safeds/data/tabular/containers/_table/Table']
Yes,safeds,safeds.data.tabular.containers._table.plot_lineplot.1942.4,has_column,1972,15,No,Yes,Yes,No,No,No,No,-2,+0,['safeds/data/tabular/containers/_table/Table']
Yes,safeds,safeds.data.tabular.containers._table.plot_lineplot.1942.4,has_column,1972,53,No,Yes,Yes,No,No,No,No,-2,+0,['safeds/data/tabular/containers/_table/Table']
Yes,safeds,safeds.data.tabular.containers._table.plot_lineplot.1942.4,figure,1982,14,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,safeds,safeds.data.tabular.containers._table.plot_lineplot.1942.4,lineplot,1983,13,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,safeds,safeds.data.tabular.containers._table.plot_lineplot.1942.4,set,1988,8,No,No,No,No,No,No,No,-0,+0,[]
Yes,safeds,safeds.data.tabular.containers._table.plot_lineplot.1942.4,set_xticks,1989,8,No,No,No,No,No,No,No,-0,+0,[]
