Type-Aware,Library,FunctionId,Runtime of body analysis,Date
Yes,seaborn,seaborn/algorithms/bootstrap,0.0039975643157958984,2025-03-07 00:31:38.137105
Yes,seaborn,seaborn/algorithms/_structured_bootstrap,0.002000093460083008,2025-03-07 00:31:38.137105
Yes,seaborn,seaborn/algorithms/_handle_random_seed,0.0019979476928710938,2025-03-07 00:31:38.137105
Yes,seaborn,seaborn/axisgrid/_BaseGrid/set,0.0,2025-03-07 00:31:38.137105
Yes,seaborn,seaborn/axisgrid/_BaseGrid/fig,0.0,2025-03-07 00:31:38.137105
Yes,seaborn,seaborn/axisgrid/_BaseGrid/figure,0.0,2025-03-07 00:31:38.138104
Yes,seaborn,seaborn/axisgrid/_BaseGrid/apply,0.0,2025-03-07 00:31:38.138104
Yes,seaborn,seaborn/axisgrid/_BaseGrid/pipe,0.0009822845458984375,2025-03-07 00:31:38.138104
Yes,seaborn,seaborn/axisgrid/_BaseGrid/savefig,0.0009989738464355469,2025-03-07 00:31:38.138104
Yes,seaborn,seaborn/axisgrid/Grid/__init__,0.00099945068359375,2025-03-07 00:31:38.138104
Yes,seaborn,seaborn/axisgrid/Grid/tight_layout,0.0010004043579101562,2025-03-07 00:31:38.138104
Yes,seaborn,seaborn/axisgrid/Grid/add_legend,0.004993915557861328,2025-03-07 00:31:38.138104
Yes,seaborn,seaborn/axisgrid/Grid/_update_legend_data,0.0019979476928710938,2025-03-07 00:31:38.138104
Yes,seaborn,seaborn/axisgrid/Grid/_get_palette,0.0009989738464355469,2025-03-07 00:31:38.138104
Yes,seaborn,seaborn/axisgrid/Grid/legend,0.0,2025-03-07 00:31:38.138104
Yes,seaborn,seaborn/axisgrid/Grid/tick_params,0.0,2025-03-07 00:31:38.138104
Yes,seaborn,seaborn/axisgrid/FacetGrid/__init__,0.015983104705810547,2025-03-07 00:31:38.138104
Yes,seaborn,seaborn/axisgrid/FacetGrid/facet_data,0.00499415397644043,2025-03-07 00:31:38.138104
Yes,seaborn,seaborn/axisgrid/FacetGrid/map,0.006992340087890625,2025-03-07 00:31:38.138104
Yes,seaborn,seaborn/axisgrid/FacetGrid/map_dataframe,0.003997325897216797,2025-03-07 00:31:38.138104
Yes,seaborn,seaborn/axisgrid/FacetGrid/_facet_color,0.0,2025-03-07 00:31:38.138104
Yes,seaborn,seaborn/axisgrid/FacetGrid/_facet_plot,0.001997709274291992,2025-03-07 00:31:38.138104
Yes,seaborn,seaborn/axisgrid/FacetGrid/_finalize_grid,0.0,2025-03-07 00:31:38.138104
Yes,seaborn,seaborn/axisgrid/FacetGrid/facet_axis,0.0,2025-03-07 00:31:38.138104
Yes,seaborn,seaborn/axisgrid/FacetGrid/despine,0.0,2025-03-07 00:31:38.138104
Yes,seaborn,seaborn/axisgrid/FacetGrid/set_axis_labels,0.0009987354278564453,2025-03-07 00:31:38.138104
Yes,seaborn,seaborn/axisgrid/FacetGrid/set_xlabels,0.0009989738464355469,2025-03-07 00:31:38.138104
Yes,seaborn,seaborn/axisgrid/FacetGrid/set_ylabels,0.0010018348693847656,2025-03-07 00:31:38.138104
Yes,seaborn,seaborn/axisgrid/FacetGrid/set_xticklabels,0.002997159957885742,2025-03-07 00:31:38.138104
Yes,seaborn,seaborn/axisgrid/FacetGrid/set_yticklabels,0.0015501976013183594,2025-03-07 00:31:38.138104
Yes,seaborn,seaborn/axisgrid/FacetGrid/set_titles,0.01398921012878418,2025-03-07 00:31:38.138104
Yes,seaborn,seaborn/axisgrid/FacetGrid/refline,0.001997232437133789,2025-03-07 00:31:38.138104
Yes,seaborn,seaborn/axisgrid/FacetGrid/axes,0.0,2025-03-07 00:31:38.138104
Yes,seaborn,seaborn/axisgrid/FacetGrid/ax,0.0009999275207519531,2025-03-07 00:31:38.138104
Yes,seaborn,seaborn/axisgrid/FacetGrid/axes_dict,0.0,2025-03-07 00:31:38.138104
Yes,seaborn,seaborn/axisgrid/FacetGrid/_inner_axes,0.0009989738464355469,2025-03-07 00:31:38.138104
Yes,seaborn,seaborn/axisgrid/FacetGrid/_left_axes,0.0009992122650146484,2025-03-07 00:31:38.138104
Yes,seaborn,seaborn/axisgrid/FacetGrid/_not_left_axes,0.0009999275207519531,2025-03-07 00:31:38.138104
Yes,seaborn,seaborn/axisgrid/FacetGrid/_bottom_axes,0.0009989738464355469,2025-03-07 00:31:38.138104
Yes,seaborn,seaborn/axisgrid/FacetGrid/_not_bottom_axes,0.001998424530029297,2025-03-07 00:31:38.138104
Yes,seaborn,seaborn/axisgrid/PairGrid/__init__,0.00699162483215332,2025-03-07 00:31:38.138104
Yes,seaborn,seaborn/axisgrid/PairGrid/map,0.0009982585906982422,2025-03-07 00:31:38.138104
Yes,seaborn,seaborn/axisgrid/PairGrid/map_lower,0.0,2025-03-07 00:31:38.138104
Yes,seaborn,seaborn/axisgrid/PairGrid/map_upper,0.0009996891021728516,2025-03-07 00:31:38.138104
Yes,seaborn,seaborn/axisgrid/PairGrid/map_offdiag,0.001996755599975586,2025-03-07 00:31:38.138104
Yes,seaborn,seaborn/axisgrid/PairGrid/map_diag,0.004995584487915039,2025-03-07 00:31:38.138104
Yes,seaborn,seaborn/axisgrid/PairGrid/_map_diag_iter_hue,0.0019979476928710938,2025-03-07 00:31:38.138104
Yes,seaborn,seaborn/axisgrid/PairGrid/_map_bivariate,0.0009987354278564453,2025-03-07 00:31:38.138104
Yes,seaborn,seaborn/axisgrid/PairGrid/_plot_bivariate,0.002996683120727539,2025-03-07 00:31:38.138104
Yes,seaborn,seaborn/axisgrid/PairGrid/_plot_bivariate_iter_hue,0.006992816925048828,2025-03-07 00:31:38.138104
Yes,seaborn,seaborn/axisgrid/PairGrid/_add_axis_labels,0.0026421546936035156,2025-03-07 00:31:38.138104
Yes,seaborn,seaborn/axisgrid/PairGrid/_find_numeric_cols,0.0015697479248046875,2025-03-07 00:31:38.138104
Yes,seaborn,seaborn/axisgrid/JointGrid/__init__,0.007993221282958984,2025-03-07 00:31:38.138104
Yes,seaborn,seaborn/axisgrid/JointGrid/_inject_kwargs,0.0009989738464355469,2025-03-07 00:31:38.138104
Yes,seaborn,seaborn/axisgrid/JointGrid/plot,0.0009987354278564453,2025-03-07 00:31:38.138104
