Type-Aware,Library,FunctionId,Runtime of body analysis,Date
No,seaborn,seaborn/algorithms/bootstrap,0.004972696304321289,2025-02-28 19:10:29.335103
No,seaborn,seaborn/algorithms/_structured_bootstrap,0.001997232437133789,2025-02-28 19:10:29.335103
No,seaborn,seaborn/algorithms/_handle_random_seed,0.0011124610900878906,2025-02-28 19:10:29.335103
No,seaborn,seaborn/axisgrid/_BaseGrid/set,0.0,2025-02-28 19:10:29.335103
No,seaborn,seaborn/axisgrid/_BaseGrid/fig,0.0,2025-02-28 19:10:29.335103
No,seaborn,seaborn/axisgrid/_BaseGrid/figure,0.0,2025-02-28 19:10:29.335103
No,seaborn,seaborn/axisgrid/_BaseGrid/apply,0.0,2025-02-28 19:10:29.335103
No,seaborn,seaborn/axisgrid/_BaseGrid/pipe,0.0,2025-02-28 19:10:29.335103
No,seaborn,seaborn/axisgrid/_BaseGrid/savefig,0.0010023117065429688,2025-02-28 19:10:29.335103
No,seaborn,seaborn/axisgrid/Grid/__init__,0.0009980201721191406,2025-02-28 19:10:29.335103
No,seaborn,seaborn/axisgrid/Grid/tight_layout,0.0010137557983398438,2025-02-28 19:10:29.335103
No,seaborn,seaborn/axisgrid/Grid/add_legend,0.004122018814086914,2025-02-28 19:10:29.335103
No,seaborn,seaborn/axisgrid/Grid/_update_legend_data,0.0009989738464355469,2025-02-28 19:10:29.335103
No,seaborn,seaborn/axisgrid/Grid/_get_palette,0.002225160598754883,2025-02-28 19:10:29.335103
No,seaborn,seaborn/axisgrid/Grid/legend,0.0,2025-02-28 19:10:29.335103
No,seaborn,seaborn/axisgrid/Grid/tick_params,0.0,2025-02-28 19:10:29.335103
No,seaborn,seaborn/axisgrid/FacetGrid/__init__,0.011298418045043945,2025-02-28 19:10:29.335103
No,seaborn,seaborn/axisgrid/FacetGrid/facet_data,0.0019974708557128906,2025-02-28 19:10:29.335103
No,seaborn,seaborn/axisgrid/FacetGrid/map,0.003004789352416992,2025-02-28 19:10:29.335103
No,seaborn,seaborn/axisgrid/FacetGrid/map_dataframe,0.0021812915802001953,2025-02-28 19:10:29.335103
No,seaborn,seaborn/axisgrid/FacetGrid/_facet_color,0.0,2025-02-28 19:10:29.335103
No,seaborn,seaborn/axisgrid/FacetGrid/_facet_plot,0.0011119842529296875,2025-02-28 19:10:29.335103
No,seaborn,seaborn/axisgrid/FacetGrid/_finalize_grid,0.0,2025-02-28 19:10:29.335103
No,seaborn,seaborn/axisgrid/FacetGrid/facet_axis,0.0,2025-02-28 19:10:29.335103
No,seaborn,seaborn/axisgrid/FacetGrid/despine,0.0,2025-02-28 19:10:29.335103
No,seaborn,seaborn/axisgrid/FacetGrid/set_axis_labels,0.0,2025-02-28 19:10:29.335103
No,seaborn,seaborn/axisgrid/FacetGrid/set_xlabels,0.001085042953491211,2025-02-28 19:10:29.335103
No,seaborn,seaborn/axisgrid/FacetGrid/set_ylabels,0.0009987354278564453,2025-02-28 19:10:29.335103
No,seaborn,seaborn/axisgrid/FacetGrid/set_xticklabels,0.0010180473327636719,2025-02-28 19:10:29.335103
No,seaborn,seaborn/axisgrid/FacetGrid/set_yticklabels,0.0009987354278564453,2025-02-28 19:10:29.335103
No,seaborn,seaborn/axisgrid/FacetGrid/set_titles,0.0061266422271728516,2025-02-28 19:10:29.335103
No,seaborn,seaborn/axisgrid/FacetGrid/refline,0.0010044574737548828,2025-02-28 19:10:29.335103
No,seaborn,seaborn/axisgrid/FacetGrid/axes,0.0,2025-02-28 19:10:29.335103
No,seaborn,seaborn/axisgrid/FacetGrid/ax,0.0,2025-02-28 19:10:29.335103
No,seaborn,seaborn/axisgrid/FacetGrid/axes_dict,0.0,2025-02-28 19:10:29.335103
No,seaborn,seaborn/axisgrid/FacetGrid/_inner_axes,0.0011088848114013672,2025-02-28 19:10:29.335103
No,seaborn,seaborn/axisgrid/FacetGrid/_left_axes,0.0,2025-02-28 19:10:29.335103
No,seaborn,seaborn/axisgrid/FacetGrid/_not_left_axes,0.0010166168212890625,2025-02-28 19:10:29.335103
No,seaborn,seaborn/axisgrid/FacetGrid/_bottom_axes,0.000993490219116211,2025-02-28 19:10:29.335103
No,seaborn,seaborn/axisgrid/FacetGrid/_not_bottom_axes,0.0010139942169189453,2025-02-28 19:10:29.335103
No,seaborn,seaborn/axisgrid/PairGrid/__init__,0.006123781204223633,2025-02-28 19:10:29.335103
No,seaborn,seaborn/axisgrid/PairGrid/map,0.0,2025-02-28 19:10:29.335103
No,seaborn,seaborn/axisgrid/PairGrid/map_lower,0.0,2025-02-28 19:10:29.335103
No,seaborn,seaborn/axisgrid/PairGrid/map_upper,0.0,2025-02-28 19:10:29.335103
No,seaborn,seaborn/axisgrid/PairGrid/map_offdiag,0.0009992122650146484,2025-02-28 19:10:29.335103
No,seaborn,seaborn/axisgrid/PairGrid/map_diag,0.0041217803955078125,2025-02-28 19:10:29.335103
No,seaborn,seaborn/axisgrid/PairGrid/_map_diag_iter_hue,0.0021560192108154297,2025-02-28 19:10:29.335103
No,seaborn,seaborn/axisgrid/PairGrid/_map_bivariate,0.0019986629486083984,2025-02-28 19:10:29.335103
No,seaborn,seaborn/axisgrid/PairGrid/_plot_bivariate,0.0021257400512695312,2025-02-28 19:10:29.335103
No,seaborn,seaborn/axisgrid/PairGrid/_plot_bivariate_iter_hue,0.002110719680786133,2025-02-28 19:10:29.335103
No,seaborn,seaborn/axisgrid/PairGrid/_add_axis_labels,0.0,2025-02-28 19:10:29.335103
No,seaborn,seaborn/axisgrid/PairGrid/_find_numeric_cols,0.0,2025-02-28 19:10:29.335103
No,seaborn,seaborn/axisgrid/JointGrid/__init__,0.0061452388763427734,2025-02-28 19:10:29.335103
No,seaborn,seaborn/axisgrid/JointGrid/_inject_kwargs,0.0,2025-02-28 19:10:29.335103
No,seaborn,seaborn/axisgrid/JointGrid/plot,0.0,2025-02-28 19:10:29.335103
No,seaborn,seaborn/axisgrid/JointGrid/plot_joint,0.0010783672332763672,2025-02-28 19:10:29.335103
No,seaborn,seaborn/axisgrid/JointGrid/plot_marginals,0.0029926300048828125,2025-02-28 19:10:29.335103
No,seaborn,seaborn/axisgrid/JointGrid/refline,0.0009987354278564453,2025-02-28 19:10:29.335103
No,seaborn,seaborn/axisgrid/JointGrid/set_axis_labels,0.0009992122650146484,2025-02-28 19:10:29.335103
No,seaborn,seaborn/axisgrid/pairplot,0.0051267147064208984,2025-02-28 19:10:29.335103
No,seaborn,seaborn/axisgrid/jointplot,0.007368564605712891,2025-02-28 19:10:29.335103
No,seaborn,seaborn/categorical/_CategoricalPlotterNew/__init__,0.0031805038452148438,2025-02-28 19:10:29.335103
No,seaborn,seaborn/categorical/_CategoricalPlotterNew/_hue_backcompat,0.0021219253540039062,2025-02-28 19:10:29.335103
