Type-Aware,Library,FunctionId,Runtime of body analysis,Date
Yes,seaborn,seaborn/algorithms/bootstrap,0.010047197341918945,2025-03-02 12:44:32.942031
Yes,seaborn,seaborn/algorithms/_structured_bootstrap,0.003999948501586914,2025-03-02 12:44:32.942031
Yes,seaborn,seaborn/algorithms/_handle_random_seed,0.002000093460083008,2025-03-02 12:44:32.942031
Yes,seaborn,seaborn/axisgrid/_BaseGrid/set,0.001018524169921875,2025-03-02 12:44:32.942031
Yes,seaborn,seaborn/axisgrid/_BaseGrid/fig,0.0,2025-03-02 12:44:32.942031
Yes,seaborn,seaborn/axisgrid/_BaseGrid/figure,0.0,2025-03-02 12:44:32.942031
Yes,seaborn,seaborn/axisgrid/_BaseGrid/apply,0.0010025501251220703,2025-03-02 12:44:32.942031
Yes,seaborn,seaborn/axisgrid/_BaseGrid/pipe,0.0,2025-03-02 12:44:32.942031
Yes,seaborn,seaborn/axisgrid/_BaseGrid/savefig,0.0010042190551757812,2025-03-02 12:44:32.942031
Yes,seaborn,seaborn/axisgrid/Grid/__init__,0.0009601116180419922,2025-03-02 12:44:32.942031
Yes,seaborn,seaborn/axisgrid/Grid/tight_layout,0.0009996891021728516,2025-03-02 12:44:32.942031
Yes,seaborn,seaborn/axisgrid/Grid/add_legend,0.008002519607543945,2025-03-02 12:44:32.942031
Yes,seaborn,seaborn/axisgrid/Grid/_update_legend_data,0.0030426979064941406,2025-03-02 12:44:32.942031
Yes,seaborn,seaborn/axisgrid/Grid/_get_palette,0.0030024051666259766,2025-03-02 12:44:32.942031
Yes,seaborn,seaborn/axisgrid/Grid/legend,0.0010006427764892578,2025-03-02 12:44:32.942031
Yes,seaborn,seaborn/axisgrid/Grid/tick_params,0.0009982585906982422,2025-03-02 12:44:32.942031
Yes,seaborn,seaborn/axisgrid/FacetGrid/__init__,0.02498912811279297,2025-03-02 12:44:32.942031
Yes,seaborn,seaborn/axisgrid/FacetGrid/facet_data,0.006007671356201172,2025-03-02 12:44:32.942031
Yes,seaborn,seaborn/axisgrid/FacetGrid/map,0.008997917175292969,2025-03-02 12:44:32.942031
Yes,seaborn,seaborn/axisgrid/FacetGrid/map_dataframe,0.005998849868774414,2025-03-02 12:44:32.942031
Yes,seaborn,seaborn/axisgrid/FacetGrid/_facet_color,0.00099945068359375,2025-03-02 12:44:32.942031
Yes,seaborn,seaborn/axisgrid/FacetGrid/_facet_plot,0.001997232437133789,2025-03-02 12:44:32.942031
Yes,seaborn,seaborn/axisgrid/FacetGrid/_finalize_grid,0.0010008811950683594,2025-03-02 12:44:32.942031
Yes,seaborn,seaborn/axisgrid/FacetGrid/facet_axis,0.0019986629486083984,2025-03-02 12:44:32.942031
Yes,seaborn,seaborn/axisgrid/FacetGrid/despine,0.0010001659393310547,2025-03-02 12:44:32.942031
