Type-Aware,Library,FunctionId,Runtime of body analysis,Date
Yes,seaborn,seaborn/algorithms/bootstrap,0.004141092300415039,2025-03-02 12:33:23.003231
Yes,seaborn,seaborn/algorithms/_structured_bootstrap,0.0019981861114501953,2025-03-02 12:33:23.003231
Yes,seaborn,seaborn/algorithms/_handle_random_seed,0.001997709274291992,2025-03-02 12:33:23.003231
Yes,seaborn,seaborn/axisgrid/_BaseGrid/set,0.0011603832244873047,2025-03-02 12:33:23.003231
Yes,seaborn,seaborn/axisgrid/_BaseGrid/fig,0.0,2025-03-02 12:33:23.003231
Yes,seaborn,seaborn/axisgrid/_BaseGrid/figure,0.0010128021240234375,2025-03-02 12:33:23.003231
Yes,seaborn,seaborn/axisgrid/_BaseGrid/apply,0.0,2025-03-02 12:33:23.003231
Yes,seaborn,seaborn/axisgrid/_BaseGrid/pipe,0.0,2025-03-02 12:33:23.003231
Yes,seaborn,seaborn/axisgrid/_BaseGrid/savefig,0.0,2025-03-02 12:33:23.003231
Yes,seaborn,seaborn/axisgrid/Grid/__init__,0.0010128021240234375,2025-03-02 12:33:23.003231
Yes,seaborn,seaborn/axisgrid/Grid/tight_layout,0.0009987354278564453,2025-03-02 12:33:23.003231
Yes,seaborn,seaborn/axisgrid/Grid/add_legend,0.004122734069824219,2025-03-02 12:33:23.003231
Yes,seaborn,seaborn/axisgrid/Grid/_update_legend_data,0.001157999038696289,2025-03-02 12:33:23.003231
Yes,seaborn,seaborn/axisgrid/Grid/_get_palette,0.0019981861114501953,2025-03-02 12:33:23.003231
Yes,seaborn,seaborn/axisgrid/Grid/legend,0.0,2025-03-02 12:33:23.003231
Yes,seaborn,seaborn/axisgrid/Grid/tick_params,0.0,2025-03-02 12:33:23.003231
Yes,seaborn,seaborn/axisgrid/FacetGrid/__init__,0.01127934455871582,2025-03-02 12:33:23.003231
Yes,seaborn,seaborn/axisgrid/FacetGrid/facet_data,0.002162933349609375,2025-03-02 12:33:23.003231
Yes,seaborn,seaborn/axisgrid/FacetGrid/map,0.0031108856201171875,2025-03-02 12:33:23.003231
Yes,seaborn,seaborn/axisgrid/FacetGrid/map_dataframe,0.0019974708557128906,2025-03-02 12:33:23.003231
Yes,seaborn,seaborn/axisgrid/FacetGrid/_facet_color,0.0,2025-03-02 12:33:23.003231
Yes,seaborn,seaborn/axisgrid/FacetGrid/_facet_plot,0.0010030269622802734,2025-03-02 12:33:23.003231
Yes,seaborn,seaborn/axisgrid/FacetGrid/_finalize_grid,0.0009987354278564453,2025-03-02 12:33:23.003231
Yes,seaborn,seaborn/axisgrid/FacetGrid/facet_axis,0.0,2025-03-02 12:33:23.003231
Yes,seaborn,seaborn/axisgrid/FacetGrid/despine,0.0,2025-03-02 12:33:23.003231
Yes,seaborn,seaborn/axisgrid/FacetGrid/set_axis_labels,0.0005233287811279297,2025-03-02 12:33:23.003231
Yes,seaborn,seaborn/axisgrid/FacetGrid/set_xlabels,0.0008394718170166016,2025-03-02 12:33:23.003231
Yes,seaborn,seaborn/axisgrid/FacetGrid/set_ylabels,0.0006341934204101562,2025-03-02 12:33:23.003231
Yes,seaborn,seaborn/axisgrid/FacetGrid/set_xticklabels,0.0010182857513427734,2025-03-02 12:33:23.003231
Yes,seaborn,seaborn/axisgrid/FacetGrid/set_yticklabels,0.0,2025-03-02 12:33:23.003231
Yes,seaborn,seaborn/axisgrid/FacetGrid/set_titles,0.005174160003662109,2025-03-02 12:33:23.003231
Yes,seaborn,seaborn/axisgrid/FacetGrid/refline,0.0009989738464355469,2025-03-02 12:33:23.003231
Yes,seaborn,seaborn/axisgrid/FacetGrid/axes,0.0,2025-03-02 12:33:23.003231
Yes,seaborn,seaborn/axisgrid/FacetGrid/ax,0.0009989738464355469,2025-03-02 12:33:23.003231
Yes,seaborn,seaborn/axisgrid/FacetGrid/axes_dict,0.0010883808135986328,2025-03-02 12:33:23.003231
Yes,seaborn,seaborn/axisgrid/FacetGrid/_inner_axes,0.0010006427764892578,2025-03-02 12:33:23.003231
Yes,seaborn,seaborn/axisgrid/FacetGrid/_left_axes,0.0,2025-03-02 12:33:23.003231
Yes,seaborn,seaborn/axisgrid/FacetGrid/_not_left_axes,0.0,2025-03-02 12:33:23.003231
Yes,seaborn,seaborn/axisgrid/FacetGrid/_bottom_axes,0.0010793209075927734,2025-03-02 12:33:23.003231
Yes,seaborn,seaborn/axisgrid/FacetGrid/_not_bottom_axes,0.0009992122650146484,2025-03-02 12:33:23.003231
Yes,seaborn,seaborn/axisgrid/PairGrid/__init__,0.00610804557800293,2025-03-02 12:33:23.003231
Yes,seaborn,seaborn/axisgrid/PairGrid/map,0.0,2025-03-02 12:33:23.003231
Yes,seaborn,seaborn/axisgrid/PairGrid/map_lower,0.0010004043579101562,2025-03-02 12:33:23.003231
Yes,seaborn,seaborn/axisgrid/PairGrid/map_upper,0.0,2025-03-02 12:33:23.003231
Yes,seaborn,seaborn/axisgrid/PairGrid/map_offdiag,0.0009996891021728516,2025-03-02 12:33:23.003231
Yes,seaborn,seaborn/axisgrid/PairGrid/map_diag,0.004123687744140625,2025-03-02 12:33:23.003231
Yes,seaborn,seaborn/axisgrid/PairGrid/_map_diag_iter_hue,0.0021097660064697266,2025-03-02 12:33:23.003231
Yes,seaborn,seaborn/axisgrid/PairGrid/_map_bivariate,0.0009987354278564453,2025-03-02 12:33:23.003231
Yes,seaborn,seaborn/axisgrid/PairGrid/_plot_bivariate,0.0020766258239746094,2025-03-02 12:33:23.003231
Yes,seaborn,seaborn/axisgrid/PairGrid/_plot_bivariate_iter_hue,0.002130746841430664,2025-03-02 12:33:23.003231
Yes,seaborn,seaborn/axisgrid/PairGrid/_add_axis_labels,0.0,2025-03-02 12:33:23.003231
Yes,seaborn,seaborn/axisgrid/PairGrid/_find_numeric_cols,0.0,2025-03-02 12:33:23.003231
Yes,seaborn,seaborn/axisgrid/JointGrid/__init__,0.0071451663970947266,2025-03-02 12:33:23.003231
Yes,seaborn,seaborn/axisgrid/JointGrid/_inject_kwargs,0.0009987354278564453,2025-03-02 12:33:23.003231
Yes,seaborn,seaborn/axisgrid/JointGrid/plot,0.0,2025-03-02 12:33:23.003231
Yes,seaborn,seaborn/axisgrid/JointGrid/plot_joint,0.0011110305786132812,2025-03-02 12:33:23.003231
Yes,seaborn,seaborn/axisgrid/JointGrid/plot_marginals,0.0019979476928710938,2025-03-02 12:33:23.003231
