Type-Aware,Library,FunctionId,Runtime of body analysis,Date
Yes,safeds,safeds/config/_device/_get_device,0.0009989738464355469,2025-02-27 09:16:43.968283
Yes,safeds,safeds/data/image/containers/_image/Image/from_file,0.0010173320770263672,2025-02-27 09:16:43.968283
Yes,safeds,safeds/data/image/containers/_image/Image/from_bytes,0.0009992122650146484,2025-02-27 09:16:43.968283
Yes,safeds,safeds/data/image/containers/_image/Image/__init__,0.0,2025-02-27 09:16:43.968283
Yes,safeds,safeds/data/image/containers/_image/Image/__eq__,0.0,2025-02-27 09:16:43.968283
Yes,safeds,safeds/data/image/containers/_image/Image/__sizeof__,0.0,2025-02-27 09:16:43.968283
Yes,safeds,safeds/data/image/containers/_image/Image/_repr_jpeg_,0.0010175704956054688,2025-02-27 09:16:43.968283
Yes,safeds,safeds/data/image/containers/_image/Image/_repr_png_,0.0,2025-02-27 09:16:43.968283
Yes,safeds,safeds/data/image/containers/_image/Image/_set_device,0.0,2025-02-27 09:16:43.968283
Yes,safeds,safeds/data/image/containers/_image/Image/width,0.0,2025-02-27 09:16:43.968283
Yes,safeds,safeds/data/image/containers/_image/Image/height,3.528594970703125e-05,2025-02-27 09:16:43.968283
Yes,safeds,safeds/data/image/containers/_image/Image/channel,0.0005116462707519531,2025-02-27 09:16:43.968283
Yes,safeds,safeds/data/image/containers/_image/Image/device,0.0002849102020263672,2025-02-27 09:16:43.968283
Yes,safeds,safeds/data/image/containers/_image/Image/to_jpeg_file,0.0010387897491455078,2025-02-27 09:16:43.968283
Yes,safeds,safeds/data/image/containers/_image/Image/to_png_file,0.0005259513854980469,2025-02-27 09:16:43.968283
Yes,safeds,safeds/data/image/containers/_image/Image/resize,0.0010006427764892578,2025-02-27 09:16:43.968283
Yes,safeds,safeds/data/image/containers/_image/Image/convert_to_grayscale,0.0009992122650146484,2025-02-27 09:16:43.968283
Yes,safeds,safeds/data/image/containers/_image/Image/crop,0.0,2025-02-27 09:16:43.968283
Yes,safeds,safeds/data/image/containers/_image/Image/flip_vertically,0.0,2025-02-27 09:16:43.968283
Yes,safeds,safeds/data/image/containers/_image/Image/flip_horizontally,0.0009992122650146484,2025-02-27 09:16:43.968283
Yes,safeds,safeds/data/image/containers/_image/Image/adjust_brightness,0.0010006427764892578,2025-02-27 09:16:43.968283
Yes,safeds,safeds/data/image/containers/_image/Image/add_noise,0.0,2025-02-27 09:16:43.968283
Yes,safeds,safeds/data/image/containers/_image/Image/adjust_contrast,0.000997304916381836,2025-02-27 09:16:43.968283
Yes,safeds,safeds/data/image/containers/_image/Image/adjust_color_balance,0.0009989738464355469,2025-02-27 09:16:43.968283
Yes,safeds,safeds/data/image/containers/_image/Image/blur,0.00101470947265625,2025-02-27 09:16:43.968283
Yes,safeds,safeds/data/image/containers/_image/Image/sharpen,0.0009982585906982422,2025-02-27 09:16:43.968283
Yes,safeds,safeds/data/image/containers/_image/Image/invert_colors,0.0,2025-02-27 09:16:43.968283
Yes,safeds,safeds/data/image/containers/_image/Image/rotate_right,0.0,2025-02-27 09:16:43.968283
Yes,safeds,safeds/data/image/containers/_image/Image/rotate_left,0.0,2025-02-27 09:16:43.968283
Yes,safeds,safeds/data/image/containers/_image/Image/find_edges,0.0019795894622802734,2025-02-27 09:16:43.968283
Yes,safeds,safeds/data/tabular/containers/_column/Column/_from_pandas_series,0.0,2025-02-27 09:16:43.968283
Yes,safeds,safeds/data/tabular/containers/_column/Column/__init__,0.0009987354278564453,2025-02-27 09:16:43.968283
Yes,safeds,safeds/data/tabular/containers/_column/Column/__contains__,0.0009815692901611328,2025-02-27 09:16:43.968283
Yes,safeds,safeds/data/tabular/containers/_column/Column/__eq__,0.001140594482421875,2025-02-27 09:16:43.968283
