Type-Aware,Library,FunctionId,Runtime of body analysis,Date
Yes,safeds,safeds/config/_device/_get_device,0.0009987354278564453,2025-03-06 17:24:04.416952
Yes,safeds,safeds/data/image/containers/_image/Image/from_file,0.0,2025-03-06 17:24:04.416952
Yes,safeds,safeds/data/image/containers/_image/Image/from_bytes,0.0,2025-03-06 17:24:04.416952
Yes,safeds,safeds/data/image/containers/_image/Image/__init__,0.0,2025-03-06 17:24:04.416952
Yes,safeds,safeds/data/image/containers/_image/Image/__eq__,0.0011208057403564453,2025-03-06 17:24:04.416952
Yes,safeds,safeds/data/image/containers/_image/Image/__sizeof__,0.0010175704956054688,2025-03-06 17:24:04.416952
Yes,safeds,safeds/data/image/containers/_image/Image/_repr_jpeg_,0.0009987354278564453,2025-03-06 17:24:04.416952
Yes,safeds,safeds/data/image/containers/_image/Image/_repr_png_,0.0009987354278564453,2025-03-06 17:24:04.416952
Yes,safeds,safeds/data/image/containers/_image/Image/_set_device,0.0,2025-03-06 17:24:04.416952
Yes,safeds,safeds/data/image/containers/_image/Image/width,0.0,2025-03-06 17:24:04.416952
Yes,safeds,safeds/data/image/containers/_image/Image/height,0.0,2025-03-06 17:24:04.416952
Yes,safeds,safeds/data/image/containers/_image/Image/channel,0.0,2025-03-06 17:24:04.416952
Yes,safeds,safeds/data/image/containers/_image/Image/device,0.0,2025-03-06 17:24:04.416952
Yes,safeds,safeds/data/image/containers/_image/Image/to_jpeg_file,0.0,2025-03-06 17:24:04.416952
Yes,safeds,safeds/data/image/containers/_image/Image/to_png_file,0.0009989738464355469,2025-03-06 17:24:04.416952
Yes,safeds,safeds/data/image/containers/_image/Image/resize,0.0011124610900878906,2025-03-06 17:24:04.416952
Yes,safeds,safeds/data/image/containers/_image/Image/convert_to_grayscale,0.0010170936584472656,2025-03-06 17:24:04.416952
Yes,safeds,safeds/data/image/containers/_image/Image/crop,0.0,2025-03-06 17:24:04.416952
Yes,safeds,safeds/data/image/containers/_image/Image/flip_vertically,0.0,2025-03-06 17:24:04.416952
Yes,safeds,safeds/data/image/containers/_image/Image/flip_horizontally,0.0,2025-03-06 17:24:04.416952
Yes,safeds,safeds/data/image/containers/_image/Image/adjust_brightness,0.0011136531829833984,2025-03-06 17:24:04.416952
Yes,safeds,safeds/data/image/containers/_image/Image/add_noise,0.0010166168212890625,2025-03-06 17:24:04.416952
Yes,safeds,safeds/data/image/containers/_image/Image/adjust_contrast,0.0009989738464355469,2025-03-06 17:24:04.416952
Yes,safeds,safeds/data/image/containers/_image/Image/adjust_color_balance,0.0011382102966308594,2025-03-06 17:24:04.416952
Yes,safeds,safeds/data/image/containers/_image/Image/blur,0.0010128021240234375,2025-03-06 17:24:04.416952
Yes,safeds,safeds/data/image/containers/_image/Image/sharpen,0.0009984970092773438,2025-03-06 17:24:04.416952
Yes,safeds,safeds/data/image/containers/_image/Image/invert_colors,0.0,2025-03-06 17:24:04.416952
Yes,safeds,safeds/data/image/containers/_image/Image/rotate_right,0.0,2025-03-06 17:24:04.416952
Yes,safeds,safeds/data/image/containers/_image/Image/rotate_left,0.0,2025-03-06 17:24:04.416952
Yes,safeds,safeds/data/image/containers/_image/Image/find_edges,0.0010139942169189453,2025-03-06 17:24:04.416952
Yes,safeds,safeds/data/tabular/containers/_column/Column/_from_pandas_series,0.0009989738464355469,2025-03-06 17:24:04.416952
Yes,safeds,safeds/data/tabular/containers/_column/Column/__init__,0.0,2025-03-06 17:24:04.416952
Yes,safeds,safeds/data/tabular/containers/_column/Column/__contains__,0.0,2025-03-06 17:24:04.416952
Yes,safeds,safeds/data/tabular/containers/_column/Column/__eq__,0.0,2025-03-06 17:24:04.416952
Yes,safeds,safeds/data/tabular/containers/_column/Column/__getitem__,0.00099945068359375,2025-03-06 17:24:04.416952
Yes,safeds,safeds/data/tabular/containers/_column/Column/__iter__,0.0,2025-03-06 17:24:04.416952
Yes,safeds,safeds/data/tabular/containers/_column/Column/__len__,0.0,2025-03-06 17:24:04.416952
Yes,safeds,safeds/data/tabular/containers/_column/Column/__repr__,0.0,2025-03-06 17:24:04.416952
Yes,safeds,safeds/data/tabular/containers/_column/Column/__sizeof__,0.0,2025-03-06 17:24:04.416952
Yes,safeds,safeds/data/tabular/containers/_column/Column/__str__,0.0009992122650146484,2025-03-06 17:24:04.416952
Yes,safeds,safeds/data/tabular/containers/_column/Column/name,0.0,2025-03-06 17:24:04.416952
Yes,safeds,safeds/data/tabular/containers/_column/Column/number_of_rows,0.0009992122650146484,2025-03-06 17:24:04.416952
Yes,safeds,safeds/data/tabular/containers/_column/Column/type,0.0,2025-03-06 17:24:04.416952
Yes,safeds,safeds/data/tabular/containers/_column/Column/get_unique_values,0.0010943412780761719,2025-03-06 17:24:04.416952
Yes,safeds,safeds/data/tabular/containers/_column/Column/get_value,0.0,2025-03-06 17:24:04.416952
Yes,safeds,safeds/data/tabular/containers/_column/Column/all,0.0,2025-03-06 17:24:04.416952
Yes,safeds,safeds/data/tabular/containers/_column/Column/any,0.0,2025-03-06 17:24:04.416952
