Type-Aware,Library,Runtime [seconds],Expressions,Type coverage,Expr with 3 type sources,Expr with 2 type sources,Expr with 1 type source,Expr with 0 type sources,Conflicted Types,Expressions with both type hint and docstring,Expressions with type hint,Expressions with comment type info,Expressions with inferred type info,mp_nodes.StrExpr,mp_nodes.NameExpr,mp_nodes.CallExpr,mp_nodes.OpExpr,mp_nodes.MemberExpr,mp_nodes.IndexExpr,mp_nodes.ComparisonExpr,mp_nodes.TupleExpr,mp_nodes.UnaryExpr,mp_nodes.IntExpr,mp_nodes.SliceExpr,mp_nodes.ListExp,mp_nodes.GeneratorExpr,mp_nodes.ConditionalExpr,mp_nodes.DictExpr,mp_nodes.YieldFromExpr,,mp_nodes.FloatExpr,mp_nodes.LambdaExpr,mp_nodes.CastExpr,mp_nodes.SetExpr,mp_nodes.SuperExpr,mp_nodes.EllipsisExpr,mp_nodes.StarExp,mp_nodes.NamedTupleExpr,mp_nodes.BytesExpr,mp_nodes.AssignmentExpr,mp_nodes.ComplexExpr,mp_nodes.AwaitExpr,mp_nodes.TypeVarExpr,mp_nodes.EnumCallExpr,Date
-,pandas,560.809228181839,1138506,0.5716640931185255,0,24946,627622,485938,1725,0,29182,0,648332,126645,428855,169553,13658,144042,22921,25126,13846,8888,105522,3764,48233,2207,1092,8380,19,2246,10778,1365,266,203,475,47,15,6,190,2,156,4,1,1,2025-02-11 17:01:04.282710
Yes,pandas,174.33415627479553,242985,0.7639936621602157,0,24621,162664,55700,1646,0,28267,0,183639,14297,120921,34866,5136,33830,4778,8297,3606,2925,6186,577,3137,1131,603,424,15,1137,183,209,265,84,298,23,11,1,43,2,2025-02-28 21:40:55.512504
No,pandas,171.3454988002777,242985,0.7639936621602157,0,24621,162664,55700,1646,0,28267,0,183639,14297,120921,34866,5136,33830,4778,8297,3606,2925,6186,577,3137,1131,603,424,15,1137,183,209,265,84,298,23,11,1,43,2,2025-02-28 21:53:48.069454
No,pandas,206.45847535133362,242985,0.7639936621602157,0,24621,162664,55700,1646,0,28267,0,183639,14297,120921,34866,5136,33830,4778,8297,3606,2925,6186,577,3137,1131,603,424,15,1137,183,209,265,84,298,23,11,1,43,2,2025-03-01 01:59:59.224957
Yes,pandas,152.1601676940918,242985,0.7639936621602157,0,24621,162664,55700,1646,0,28267,0,183639,14297,120921,34866,5136,33830,4778,8297,3606,2925,6186,577,3137,1131,603,424,15,1137,183,209,265,84,298,23,11,1,43,2,2025-03-01 16:51:27.530933
