Type-Aware,Library,Module,Line,Column,Expr kind,Type Hint,DocString,Mypy inferred type,Date
Yes,pandas,pandas.core.ops,165,11,UnaryExpr,Series,,"Any, Series",2025-02-28 21:39:36.661807
Yes,pandas,pandas._testing,352,31,OpExpr,int,,OpExpr,2025-02-28 21:39:36.946369
Yes,pandas,pandas._testing,358,33,OpExpr,int,,OpExpr,2025-02-28 21:39:36.952437
Yes,pandas,pandas._testing,367,44,OpExpr,int,,OpExpr,2025-02-28 21:39:36.957541
Yes,pandas,pandas._testing,433,9,OpExpr,int,,OpExpr,2025-02-28 21:39:37.004268
Yes,pandas,pandas._testing,437,11,SliceExpr,int,,SliceExpr,2025-02-28 21:39:37.005372
Yes,pandas,pandas._testing,769,12,GeneratorExpr,None,,GeneratorExpr,2025-02-28 21:39:37.119910
Yes,pandas,pandas._testing,781,18,OpExpr,float,,OpExpr,2025-02-28 21:39:37.130107
Yes,pandas,pandas.util.version,490,7,OpExpr,"UnionType[str, bytes, SupportsInt]",,OpExpr,2025-02-28 21:39:37.458506
Yes,pandas,pandas.compat._optional,155,22,ConditionalExpr,"UnionType[str, None]",,ConditionalExpr,2025-02-28 21:39:39.224314
Yes,pandas,pandas.compat.numpy.function,163,16,CastExpr,"UnionType[bool, int, None]",,bool,2025-02-28 21:39:39.272417
Yes,pandas,pandas.compat.numpy.function,390,37,OpExpr,"UnionType[int, None]",,OpExpr,2025-02-28 21:39:39.314437
Yes,pandas,pandas.core.accessor,121,16,OpExpr,bool,,OpExpr,2025-02-28 21:39:39.361010
Yes,pandas,pandas.core.algorithms,137,17,CastExpr,ArrayLike,,BaseMaskedArray,2025-02-28 21:39:39.409008
Yes,pandas,pandas.core.algorithms,147,17,CastExpr,ArrayLike,,Categorical,2025-02-28 21:39:39.412007
Yes,pandas,pandas.core.algorithms,171,15,CastExpr,ArrayLike,,ndarray,2025-02-28 21:39:39.421272
Yes,pandas,pandas.core.algorithms,786,7,OpExpr,bool,,OpExpr,2025-02-28 21:39:39.591343
Yes,pandas,pandas.core.algorithms,836,11,ConditionalExpr,bool,,ConditionalExpr,2025-02-28 21:39:39.603479
Yes,pandas,pandas.core.algorithms,933,27,IndexExpr,"UnionType[NDArray, None]",,ndarray,2025-02-28 21:39:39.665935
Yes,pandas,pandas.core.algorithms,933,39,IndexExpr,"UnionType[NDArray, None]",,NDArray,2025-02-28 21:39:39.666934
Yes,pandas,pandas.core.algorithms,961,17,CastExpr,ArrayLike,,BaseMaskedArray,2025-02-28 21:39:39.673055
Yes,pandas,pandas.core.algorithms,991,17,CastExpr,ArrayLike,,ExtensionArray,2025-02-28 21:39:39.681202
Yes,pandas,pandas.core.algorithms,1153,13,OpExpr,"UnionType[int, NDArray]",,OpExpr,2025-02-28 21:39:39.720428
Yes,pandas,pandas.core.algorithms,1340,29,CastExpr,"UnionType[NumpyValueArrayLike, ExtensionArray]",,ArrayLike,2025-02-28 21:39:39.749949
Yes,pandas,pandas.core.algorithms,1436,4,IndexExpr,int,,List[slice],2025-02-28 21:39:39.810029
Yes,pandas,pandas.core.algorithms,1447,8,IndexExpr,int,,List[slice],2025-02-28 21:39:39.814094
Yes,pandas,pandas.core.algorithms,1451,8,IndexExpr,int,,List[slice],2025-02-28 21:39:39.816092
Yes,pandas,pandas.core.algorithms,1596,7,OpExpr,bool,,OpExpr,2025-02-28 21:39:39.875678
Yes,pandas,pandas.core.algorithms,1663,22,CallExpr,"UnionType[ArrayLike, Index]",,"UnionType[ArrayLike, Index], UnionType[ArrayLike, Index]",2025-02-28 21:39:39.914620
