Type-Aware,Library,Module,Line,Column,Expr kind,Type Hint,DocString,Mypy inferred type,Date
Yes,pandas,pandas.core.ops,165,11,UnaryExpr,Series,,"Any, Series",2025-03-01 16:50:23.013316
Yes,pandas,pandas._testing,352,31,OpExpr,int,,OpExpr,2025-03-01 16:50:23.251376
Yes,pandas,pandas._testing,358,33,OpExpr,int,,OpExpr,2025-03-01 16:50:23.255511
Yes,pandas,pandas._testing,367,44,OpExpr,int,,OpExpr,2025-03-01 16:50:23.258522
Yes,pandas,pandas._testing,433,9,OpExpr,int,,OpExpr,2025-03-01 16:50:23.294746
Yes,pandas,pandas._testing,437,11,SliceExpr,int,,SliceExpr,2025-03-01 16:50:23.295745
Yes,pandas,pandas._testing,769,12,GeneratorExpr,None,,GeneratorExpr,2025-03-01 16:50:23.380427
Yes,pandas,pandas._testing,781,18,OpExpr,float,,OpExpr,2025-03-01 16:50:23.390485
Yes,pandas,pandas.util.version,490,7,OpExpr,"UnionType[str, bytes, SupportsInt]",,OpExpr,2025-03-01 16:50:23.651964
Yes,pandas,pandas.compat._optional,155,22,ConditionalExpr,"UnionType[str, None]",,ConditionalExpr,2025-03-01 16:50:25.066415
Yes,pandas,pandas.compat.numpy.function,163,16,CastExpr,"UnionType[bool, int, None]",,bool,2025-03-01 16:50:25.142809
Yes,pandas,pandas.compat.numpy.function,390,37,OpExpr,"UnionType[int, None]",,OpExpr,2025-03-01 16:50:25.176964
Yes,pandas,pandas.core.accessor,121,16,OpExpr,bool,,OpExpr,2025-03-01 16:50:25.214789
Yes,pandas,pandas.core.algorithms,137,17,CastExpr,ArrayLike,,BaseMaskedArray,2025-03-01 16:50:25.254679
Yes,pandas,pandas.core.algorithms,147,17,CastExpr,ArrayLike,,Categorical,2025-03-01 16:50:25.256657
Yes,pandas,pandas.core.algorithms,171,15,CastExpr,ArrayLike,,ndarray,2025-03-01 16:50:25.263745
Yes,pandas,pandas.core.algorithms,786,7,OpExpr,bool,,OpExpr,2025-03-01 16:50:25.384591
Yes,pandas,pandas.core.algorithms,836,11,ConditionalExpr,bool,,ConditionalExpr,2025-03-01 16:50:25.392782
Yes,pandas,pandas.core.algorithms,933,27,IndexExpr,"UnionType[NDArray, None]",,ndarray,2025-03-01 16:50:25.445964
Yes,pandas,pandas.core.algorithms,933,39,IndexExpr,"UnionType[NDArray, None]",,NDArray,2025-03-01 16:50:25.445964
Yes,pandas,pandas.core.algorithms,961,17,CastExpr,ArrayLike,,BaseMaskedArray,2025-03-01 16:50:25.449036
Yes,pandas,pandas.core.algorithms,991,17,CastExpr,ArrayLike,,ExtensionArray,2025-03-01 16:50:25.456029
