Type-Aware,Library,Module,Line,Column,Expr kind,Type Hint,DocString,Mypy inferred type,Date
No,pandas,pandas.core.ops,165,11,UnaryExpr,Series,,"Any, Series",2025-03-01 01:58:25.785087
No,pandas,pandas._testing,352,31,OpExpr,int,,OpExpr,2025-03-01 01:58:26.152279
No,pandas,pandas._testing,358,33,OpExpr,int,,OpExpr,2025-03-01 01:58:26.158572
No,pandas,pandas._testing,367,44,OpExpr,int,,OpExpr,2025-03-01 01:58:26.164780
No,pandas,pandas._testing,433,9,OpExpr,int,,OpExpr,2025-03-01 01:58:26.223149
No,pandas,pandas._testing,437,11,SliceExpr,int,,SliceExpr,2025-03-01 01:58:26.225781
No,pandas,pandas._testing,769,12,GeneratorExpr,None,,GeneratorExpr,2025-03-01 01:58:26.363795
No,pandas,pandas._testing,781,18,OpExpr,float,,OpExpr,2025-03-01 01:58:26.378111
No,pandas,pandas.util.version,490,7,OpExpr,"UnionType[str, bytes, SupportsInt]",,OpExpr,2025-03-01 01:58:26.821138
No,pandas,pandas.compat._optional,155,22,ConditionalExpr,"UnionType[str, None]",,ConditionalExpr,2025-03-01 01:58:28.967068
No,pandas,pandas.compat.numpy.function,163,16,CastExpr,"UnionType[bool, int, None]",,bool,2025-03-01 01:58:29.028888
No,pandas,pandas.compat.numpy.function,390,37,OpExpr,"UnionType[int, None]",,OpExpr,2025-03-01 01:58:29.079501
No,pandas,pandas.core.accessor,121,16,OpExpr,bool,,OpExpr,2025-03-01 01:58:29.135981
No,pandas,pandas.core.algorithms,137,17,CastExpr,ArrayLike,,BaseMaskedArray,2025-03-01 01:58:29.205332
No,pandas,pandas.core.algorithms,147,17,CastExpr,ArrayLike,,Categorical,2025-03-01 01:58:29.209415
No,pandas,pandas.core.algorithms,171,15,CastExpr,ArrayLike,,ndarray,2025-03-01 01:58:29.224087
No,pandas,pandas.core.algorithms,786,7,OpExpr,bool,,OpExpr,2025-03-01 01:58:29.433928
No,pandas,pandas.core.algorithms,836,11,ConditionalExpr,bool,,ConditionalExpr,2025-03-01 01:58:29.448667
