Type-Aware,Library,Module,Line,Column,Expr kind,Type Hint,DocString,Mypy inferred type,Date
Yes,pandas,pandas.core.ops,165,11,UnaryExpr,Series,,"Any, Series",2025-03-07 09:34:53.403513
Yes,pandas,pandas._testing,352,31,OpExpr,int,,OpExpr,2025-03-07 09:34:53.733164
Yes,pandas,pandas._testing,358,33,OpExpr,int,,OpExpr,2025-03-07 09:34:53.737254
Yes,pandas,pandas._testing,367,44,OpExpr,int,,OpExpr,2025-03-07 09:34:53.740250
Yes,pandas,pandas._testing,433,9,OpExpr,int,,OpExpr,2025-03-07 09:34:53.788306
Yes,pandas,pandas._testing,437,11,SliceExpr,int,,SliceExpr,2025-03-07 09:34:53.790326
Yes,pandas,pandas._testing,769,12,GeneratorExpr,None,,GeneratorExpr,2025-03-07 09:34:53.891245
Yes,pandas,pandas._testing,781,18,OpExpr,float,,OpExpr,2025-03-07 09:34:53.901184
Yes,pandas,pandas.util.version,490,7,OpExpr,"UnionType[str, bytes, SupportsInt]",,OpExpr,2025-03-07 09:34:54.172024
Yes,pandas,pandas.compat._optional,155,22,ConditionalExpr,"UnionType[str, None]",,ConditionalExpr,2025-03-07 09:34:55.738689
Yes,pandas,pandas.compat.numpy.function,163,16,CastExpr,"UnionType[bool, int, None]",,bool,2025-03-07 09:34:55.781596
Yes,pandas,pandas.compat.numpy.function,390,37,OpExpr,"UnionType[int, None]",,OpExpr,2025-03-07 09:34:55.819058
Yes,pandas,pandas.core.accessor,121,16,OpExpr,bool,,OpExpr,2025-03-07 09:34:55.868085
Yes,pandas,pandas.core.algorithms,137,17,CastExpr,ArrayLike,,BaseMaskedArray,2025-03-07 09:34:55.923321
Yes,pandas,pandas.core.algorithms,147,17,CastExpr,ArrayLike,,Categorical,2025-03-07 09:34:55.926324
Yes,pandas,pandas.core.algorithms,171,15,CastExpr,ArrayLike,,ndarray,2025-03-07 09:34:55.934586
Yes,pandas,pandas.core.algorithms,786,7,OpExpr,bool,,OpExpr,2025-03-07 09:34:56.092650
Yes,pandas,pandas.core.algorithms,836,11,ConditionalExpr,bool,,ConditionalExpr,2025-03-07 09:34:56.101772
Yes,pandas,pandas.core.algorithms,933,27,IndexExpr,"UnionType[NDArray, None]",,ndarray,2025-03-07 09:34:56.151328
Yes,pandas,pandas.core.algorithms,933,39,IndexExpr,"UnionType[NDArray, None]",,NDArray,2025-03-07 09:34:56.151328
Yes,pandas,pandas.core.algorithms,961,17,CastExpr,ArrayLike,,BaseMaskedArray,2025-03-07 09:34:56.154444
Yes,pandas,pandas.core.algorithms,991,17,CastExpr,ArrayLike,,ExtensionArray,2025-03-07 09:34:56.164713
Yes,pandas,pandas.core.algorithms,1153,13,OpExpr,"UnionType[int, NDArray]",,OpExpr,2025-03-07 09:34:56.201610
Yes,pandas,pandas.core.algorithms,1340,29,CastExpr,"UnionType[NumpyValueArrayLike, ExtensionArray]",,ArrayLike,2025-03-07 09:34:56.231842
Yes,pandas,pandas.core.algorithms,1436,4,IndexExpr,int,,List[slice],2025-03-07 09:34:56.292172
Yes,pandas,pandas.core.algorithms,1447,8,IndexExpr,int,,List[slice],2025-03-07 09:34:56.297025
Yes,pandas,pandas.core.algorithms,1451,8,IndexExpr,int,,List[slice],2025-03-07 09:34:56.299732
Yes,pandas,pandas.core.algorithms,1596,7,OpExpr,bool,,OpExpr,2025-03-07 09:34:56.356542
Yes,pandas,pandas.core.algorithms,1663,22,CallExpr,"UnionType[ArrayLike, Index]",,"UnionType[ArrayLike, Index], UnionType[ArrayLike, Index]",2025-03-07 09:34:56.393950
Yes,pandas,pandas.core.algorithms,1663,22,MemberExpr,"UnionType[ArrayLike, Index]",,"UnionType[ArrayLike, Index], UnionType[ArrayLike, Index]",2025-03-07 09:34:56.393950
Yes,pandas,pandas.core.apply,1304,31,MemberExpr,"List[Tuple[Any, Any]]",,"List[Tuple[Any, Any]], int",2025-03-07 09:34:56.813465
Yes,pandas,pandas.core.apply,1348,12,MemberExpr,"UnionType[DataFrame, Series]",,"UnionType[DataFrame, Series], str",2025-03-07 09:34:56.824723
Yes,pandas,pandas.core.arraylike,399,11,OpExpr,"Dict[str, Any]",,OpExpr,2025-03-07 09:34:57.050313
Yes,pandas,pandas.core.arraylike,504,18,IndexExpr,ufunc,,"Dict[str, str]",2025-03-07 09:34:57.105281
Yes,pandas,pandas.core.base,555,19,OpExpr,bool,,OpExpr,2025-03-07 09:34:57.230634
Yes,pandas,pandas.core.base,550,12,OpExpr,bool,,OpExpr,2025-03-07 09:34:57.237811
Yes,pandas,pandas.core.base,1141,11,OpExpr,bool,,OpExpr,2025-03-07 09:34:57.397945
Yes,pandas,pandas.core.common,302,10,CastExpr,"UnionType[Iterable, T]",,List[Any],2025-03-07 09:34:57.502008
