Library,Module,Line,Column,Expr kind,Type Hint,DocString,Mypy inferred type,Date
safeds,safeds.data.image.containers._image,82,12,CallExpr,,,,2025-02-10 22:58:16.851698
safeds,safeds.data.image.containers._image,82,12,MemberExpr,,,,2025-02-10 22:58:16.852694
safeds,safeds.data.image.containers._image,86,12,NameExpr,,,Any,2025-02-10 22:58:16.852694
safeds,safeds.data.image.containers._image,81,13,CallExpr,,,,2025-02-10 22:58:16.853698
safeds,safeds.data.image.containers._image,81,13,MemberExpr,,,,2025-02-10 22:58:16.854694
safeds,safeds.data.image.containers._image,87,62,NameExpr,,,Any,2025-02-10 22:58:16.857698
safeds,safeds.data.image.containers._image,120,15,CallExpr,,,,2025-02-10 22:58:16.865698
safeds,safeds.data.image.containers._image,120,15,MemberExpr,,,,2025-02-10 22:58:16.866697
safeds,safeds.data.image.containers._image,135,17,CallExpr,,,,2025-02-10 22:58:16.869698
safeds,safeds.data.image.containers._image,135,17,MemberExpr,,,,2025-02-10 22:58:16.869698
safeds,safeds.data.image.containers._image,152,17,CallExpr,,,,2025-02-10 22:58:16.874697
safeds,safeds.data.image.containers._image,152,17,MemberExpr,,,,2025-02-10 22:58:16.875698
safeds,safeds.data.image.containers._image,375,12,CallExpr,,,,2025-02-10 22:58:16.906699
safeds,safeds.data.image.containers._image,375,12,MemberExpr,,,,2025-02-10 22:58:16.907696
safeds,safeds.data.image.containers._image,446,12,CallExpr,,,,2025-02-10 22:58:16.917695
safeds,safeds.data.image.containers._image,446,12,MemberExpr,,,,2025-02-10 22:58:16.917695
safeds,safeds.data.image.containers._image,484,12,CallExpr,,,,2025-02-10 22:58:16.925695
safeds,safeds.data.image.containers._image,484,12,MemberExpr,,,,2025-02-10 22:58:16.925695
safeds,safeds.data.image.containers._image,490,12,CallExpr,,,,2025-02-10 22:58:16.926695
safeds,safeds.data.image.containers._image,490,12,MemberExpr,,,,2025-02-10 22:58:16.926695
safeds,safeds.data.image.containers._image,546,12,CallExpr,,,,2025-02-10 22:58:16.933692
safeds,safeds.data.image.containers._image,546,12,MemberExpr,,,,2025-02-10 22:58:16.933692
