Library,Module,Line,Column,Expr kind,Type Hint,DocString,Mypy inferred type,Date
safeds,safeds.data.image.containers._image,109,55,MemberExpr,object,,"Image, object",2025-01-21 12:03:58.716359
safeds,safeds.data.image.containers._image,383,69,OpExpr,float,,OpExpr,2025-01-21 12:03:58.771325
safeds,safeds.data.image.containers._image,389,69,OpExpr,float,,OpExpr,2025-01-21 12:03:58.775321
safeds,safeds.data.image.containers._image,454,67,OpExpr,float,,OpExpr,2025-01-21 12:03:58.789307
safeds,safeds.data.image.containers._image,460,67,OpExpr,float,,OpExpr,2025-01-21 12:03:58.793303
safeds,safeds.data.image.containers._image,496,63,OpExpr,float,,OpExpr,2025-01-21 12:03:58.804292
safeds,safeds.data.image.containers._image,496,101,OpExpr,float,,OpExpr,2025-01-21 12:03:58.805290
safeds,safeds.data.image.containers._image,554,68,OpExpr,float,,OpExpr,2025-01-21 12:03:58.813282
safeds,safeds.data.image.containers._image,560,68,OpExpr,float,,OpExpr,2025-01-21 12:03:58.815280
safeds,safeds.data.tabular.containers._column,81,23,ConditionalExpr,"UnionType[ColumnType, None]",,ConditionalExpr,2025-01-21 12:03:58.841069
safeds,safeds.data.tabular.containers._column,109,32,ConditionalExpr,"UnionType[List[T], None]",,ConditionalExpr,2025-01-21 12:03:58.846879
safeds,safeds.data.tabular.containers._column,184,19,IndexExpr,"UnionType[int, slice]",,Column,2025-01-21 12:03:58.861369
safeds,safeds.data.tabular.containers._column,191,19,CallExpr,"UnionType[int, slice]",,"bool, Column, UnionType[int, slice]",2025-01-21 12:03:58.868362
safeds,safeds.data.tabular.containers._column,191,19,IndexExpr,"UnionType[int, slice]",,Column,2025-01-21 12:03:58.869360
safeds,safeds.data.tabular.containers._column,388,15,IndexExpr,int,,Column,2025-01-21 12:03:58.895334
safeds,safeds.data.tabular.containers._column,418,18,GeneratorExpr,"Callable[[T], bool]",,GeneratorExpr,2025-01-21 12:03:58.897332
safeds,safeds.data.tabular.containers._column,444,18,GeneratorExpr,"Callable[[T], bool]",,GeneratorExpr,2025-01-21 12:03:58.900328
safeds,safeds.data.tabular.containers._column,471,18,GeneratorExpr,"Callable[[T], bool]",,GeneratorExpr,2025-01-21 12:03:58.904326
safeds,safeds.data.tabular.containers._column,471,19,UnaryExpr,"Callable[[T], bool]",,"Any, Callable[[T], bool]",2025-01-21 12:03:58.905325
safeds,safeds.data.tabular.containers._column,581,11,OpExpr,Column,,OpExpr,2025-01-21 12:03:58.917312
safeds,safeds.data.tabular.containers._table,618,12,IndexExpr,str,,Table,2025-01-21 12:03:59.253854
safeds,safeds.data.tabular.containers._table,897,8,IndexExpr,Column,,DataFrame,2025-01-21 12:03:59.290814
safeds,safeds.data.tabular.containers._table,1120,16,IndexExpr,"Callable[[Row], _T]",,"Dict[_T, Table]",2025-01-21 12:03:59.321784
safeds,safeds.data.tabular.containers._table,1120,48,CallExpr,"Callable[[Row], _T]",,"Dict[_T, Table], Row, Callable[[Row], _T]",2025-01-21 12:03:59.322783
safeds,safeds.data.tabular.containers._table,1120,48,IndexExpr,"Callable[[Row], _T]",,"Dict[_T, Table]",2025-01-21 12:03:59.325402
safeds,safeds.data.tabular.containers._table,1122,16,IndexExpr,"Callable[[Row], _T]",,"Dict[_T, Table]",2025-01-21 12:03:59.326400
safeds,safeds.data.tabular.containers._table,1548,40,ConditionalExpr,"UnionType[int, None]",,ConditionalExpr,2025-01-21 12:03:59.385705
safeds,safeds.data.tabular.containers._table,1550,17,SliceExpr,int,,SliceExpr,2025-01-21 12:03:59.389701
safeds,safeds.data.tabular.containers._table,1794,26,GeneratorExpr,"Callable[[Row], Any]",,GeneratorExpr,2025-01-21 12:03:59.411680
safeds,safeds.data.tabular.containers._tagged_table,266,36,ConditionalExpr,"UnionType[List[Column], Table]",,ConditionalExpr,2025-01-21 12:03:59.612478
safeds,safeds.data.tabular.containers._tagged_table,638,24,ConditionalExpr,str,,ConditionalExpr,2025-01-21 12:03:59.671497
safeds,safeds.data.tabular.containers._time_series,665,28,ConditionalExpr,str,,ConditionalExpr,2025-01-21 12:03:59.804880
safeds,safeds.data.tabular.containers._time_series,675,22,ConditionalExpr,str,,ConditionalExpr,2025-01-21 12:03:59.807877
safeds,safeds.data.tabular.transformation._discretizer,82,19,UnaryExpr,Table,,"str, Table",2025-01-21 12:03:59.873037
safeds,safeds.data.tabular.transformation._discretizer,82,23,CallExpr,Table,,"str, Table",2025-01-21 12:03:59.874035
safeds,safeds.data.tabular.transformation._discretizer,82,23,MemberExpr,Table,,"str, Table",2025-01-21 12:03:59.876033
safeds,safeds.data.tabular.transformation._discretizer,86,32,IndexExpr,"UnionType[List[str], None]",,Table,2025-01-21 12:03:59.880028
safeds,safeds.data.tabular.transformation._discretizer,139,15,UnaryExpr,Table,,"str, Table",2025-01-21 12:03:59.893015
safeds,safeds.data.tabular.transformation._discretizer,139,19,CallExpr,Table,,"str, Table",2025-01-21 12:03:59.895013
safeds,safeds.data.tabular.transformation._discretizer,139,19,MemberExpr,Table,,"str, Table",2025-01-21 12:03:59.897011
safeds,safeds.data.tabular.transformation._imputer,139,28,MemberExpr,Table,,"UnionType[List[str], None], Table",2025-01-21 12:03:59.936041
safeds,safeds.data.tabular.transformation._imputer,141,28,MemberExpr,Table,,"UnionType[List[str], None], Table",2025-01-21 12:03:59.937299
safeds,safeds.data.tabular.transformation._imputer,141,28,CallExpr,Table,,"UnionType[List[str], None], Table",2025-01-21 12:03:59.937813
