Library,Module,Line,Column,Expr kind,Type Hint,DocString,Mypy inferred type,Date
safeds,safeds.data.image.containers._image,82,12,CallExpr,,,,2025-02-08 13:21:02.564902
safeds,safeds.data.image.containers._image,82,12,MemberExpr,,,,2025-02-08 13:21:02.567270
safeds,safeds.data.image.containers._image,86,12,NameExpr,,,Any,2025-02-08 13:21:02.568358
safeds,safeds.data.image.containers._image,81,13,CallExpr,,,,2025-02-08 13:21:02.569573
safeds,safeds.data.image.containers._image,81,13,MemberExpr,,,,2025-02-08 13:21:02.569573
safeds,safeds.data.image.containers._image,87,62,NameExpr,,,Any,2025-02-08 13:21:02.571760
safeds,safeds.data.image.containers._image,120,15,CallExpr,,,,2025-02-08 13:21:02.582139
safeds,safeds.data.image.containers._image,120,15,MemberExpr,,,,2025-02-08 13:21:02.584621
safeds,safeds.data.image.containers._image,135,17,CallExpr,,,,2025-02-08 13:21:02.589324
safeds,safeds.data.image.containers._image,135,17,MemberExpr,,,,2025-02-08 13:21:02.590365
safeds,safeds.data.image.containers._image,152,17,CallExpr,,,,2025-02-08 13:21:02.596446
safeds,safeds.data.image.containers._image,152,17,MemberExpr,,,,2025-02-08 13:21:02.598442
safeds,safeds.data.image.containers._image,375,12,CallExpr,,,,2025-02-08 13:21:02.632852
safeds,safeds.data.image.containers._image,375,12,MemberExpr,,,,2025-02-08 13:21:02.633918
safeds,safeds.data.image.containers._image,446,12,CallExpr,,,,2025-02-08 13:21:02.643864
safeds,safeds.data.image.containers._image,446,12,MemberExpr,,,,2025-02-08 13:21:02.644954
safeds,safeds.data.image.containers._image,484,12,CallExpr,,,,2025-02-08 13:21:02.653058
safeds,safeds.data.image.containers._image,484,12,MemberExpr,,,,2025-02-08 13:21:02.653058
safeds,safeds.data.image.containers._image,490,12,CallExpr,,,,2025-02-08 13:21:02.653058
safeds,safeds.data.image.containers._image,490,12,MemberExpr,,,,2025-02-08 13:21:02.654532
safeds,safeds.data.image.containers._image,546,12,CallExpr,,,,2025-02-08 13:21:02.661785
safeds,safeds.data.image.containers._image,546,12,MemberExpr,,,,2025-02-08 13:21:02.662823
safeds,safeds.data.image.containers._image,592,54,UnaryExpr,,,,2025-02-08 13:21:02.673269
safeds,safeds.data.image.containers._image,618,8,NameExpr,,,Any,2025-02-08 13:21:02.675765
safeds,safeds.data.image.containers._image,623,8,NameExpr,,,Any,2025-02-08 13:21:02.676769
safeds,safeds.data.image.containers._image,626,16,NameExpr,,,Any,2025-02-08 13:21:02.684140
safeds,safeds.data.image.containers._image,633,25,CallExpr,,,Any,2025-02-08 13:21:02.685184
safeds,safeds.data.image.containers._image,633,25,MemberExpr,,,Any,2025-02-08 13:21:02.686220
safeds,safeds.data.image.containers._image,636,27,CallExpr,,,Any,2025-02-08 13:21:02.687224
safeds,safeds.data.image.containers._image,636,27,MemberExpr,,,Any,2025-02-08 13:21:02.687224
safeds,safeds.data.image.containers._image,640,25,NameExpr,,,Any,2025-02-08 13:21:02.689300
safeds,safeds.data.tabular.containers._column,109,70,MemberExpr,,,,2025-02-08 13:21:02.696283
safeds,safeds.data.tabular.containers._column,109,70,NameExpr,,,,2025-02-08 13:21:02.696283
safeds,safeds.data.tabular.containers._column,109,86,CallExpr,,,,2025-02-08 13:21:02.697614
safeds,safeds.data.tabular.containers._column,109,86,MemberExpr,,,,2025-02-08 13:21:02.698621
safeds,safeds.data.tabular.containers._column,191,12,NameExpr,,,Any,2025-02-08 13:21:02.711595
safeds,safeds.data.tabular.containers._column,192,46,NameExpr,,,Any,2025-02-08 13:21:02.714648
safeds,safeds.data.tabular.containers._column,249,15,CallExpr,,,,2025-02-08 13:21:02.719081
safeds,safeds.data.tabular.containers._column,249,15,MemberExpr,,,,2025-02-08 13:21:02.720121
safeds,safeds.data.tabular.containers._column,259,15,CallExpr,,,,2025-02-08 13:21:02.723577
safeds,safeds.data.tabular.containers._column,259,15,MemberExpr,,,,2025-02-08 13:21:02.723577
safeds,safeds.data.tabular.containers._column,259,43,CallExpr,,,,2025-02-08 13:21:02.724936
