Type-Aware,Library,Module,Line,Column,Expr kind,Type Hint,DocString,Mypy inferred type,Date
No,safeds,safeds.data.image.containers._image,109,55,MemberExpr,object,,"Image, object",2025-03-02 12:05:49.004593
No,safeds,safeds.data.image.containers._image,383,69,OpExpr,float,,OpExpr,2025-03-02 12:05:49.049213
No,safeds,safeds.data.image.containers._image,389,69,OpExpr,float,,OpExpr,2025-03-02 12:05:49.050212
No,safeds,safeds.data.image.containers._image,454,67,OpExpr,float,,OpExpr,2025-03-02 12:05:49.061414
No,safeds,safeds.data.image.containers._image,460,67,OpExpr,float,,OpExpr,2025-03-02 12:05:49.064517
No,safeds,safeds.data.image.containers._image,496,63,OpExpr,float,,OpExpr,2025-03-02 12:05:49.079837
No,safeds,safeds.data.image.containers._image,496,101,OpExpr,float,,OpExpr,2025-03-02 12:05:49.080836
No,safeds,safeds.data.image.containers._image,554,68,OpExpr,float,,OpExpr,2025-03-02 12:05:49.087029
No,safeds,safeds.data.image.containers._image,560,68,OpExpr,float,,OpExpr,2025-03-02 12:05:49.089028
No,safeds,safeds.data.tabular.containers._column,81,23,ConditionalExpr,"UnionType[ColumnType, None]",,ConditionalExpr,2025-03-02 12:05:49.113534
No,safeds,safeds.data.tabular.containers._column,109,32,ConditionalExpr,"UnionType[List[T], None]",,ConditionalExpr,2025-03-02 12:05:49.116530
No,safeds,safeds.data.tabular.containers._column,184,19,IndexExpr,"UnionType[int, slice]",,Column,2025-03-02 12:05:49.125728
No,safeds,safeds.data.tabular.containers._column,191,19,CallExpr,"UnionType[int, slice]",,"bool, Column, UnionType[int, slice]",2025-03-02 12:05:49.128838
No,safeds,safeds.data.tabular.containers._column,191,19,IndexExpr,"UnionType[int, slice]",,Column,2025-03-02 12:05:49.130836
No,safeds,safeds.data.tabular.containers._column,388,15,IndexExpr,int,,Column,2025-03-02 12:05:49.151277
No,safeds,safeds.data.tabular.containers._column,418,18,GeneratorExpr,"Callable[[T], bool]",,GeneratorExpr,2025-03-02 12:05:49.153357
No,safeds,safeds.data.tabular.containers._column,444,18,GeneratorExpr,"Callable[[T], bool]",,GeneratorExpr,2025-03-02 12:05:49.156355
No,safeds,safeds.data.tabular.containers._column,471,18,GeneratorExpr,"Callable[[T], bool]",,GeneratorExpr,2025-03-02 12:05:49.159487
No,safeds,safeds.data.tabular.containers._column,471,19,UnaryExpr,"Callable[[T], bool]",,"Any, Callable[[T], bool]",2025-03-02 12:05:49.160486
No,safeds,safeds.data.tabular.containers._column,581,11,OpExpr,Column,,OpExpr,2025-03-02 12:05:49.171729
No,safeds,safeds.data.tabular.containers._table,618,12,IndexExpr,str,,Table,2025-03-02 12:05:49.363495
No,safeds,safeds.data.tabular.containers._table,897,8,IndexExpr,Column,,DataFrame,2025-03-02 12:05:49.390121
No,safeds,safeds.data.tabular.containers._table,1120,16,IndexExpr,"Callable[[Row], _T]",,"Dict[_T, Table]",2025-03-02 12:05:49.416697
No,safeds,safeds.data.tabular.containers._table,1120,48,CallExpr,"Callable[[Row], _T]",,"Dict[_T, Table], Row, Callable[[Row], _T]",2025-03-02 12:05:49.417793
No,safeds,safeds.data.tabular.containers._table,1120,48,IndexExpr,"Callable[[Row], _T]",,"Dict[_T, Table]",2025-03-02 12:05:49.418792
No,safeds,safeds.data.tabular.containers._table,1122,16,IndexExpr,"Callable[[Row], _T]",,"Dict[_T, Table]",2025-03-02 12:05:49.419793
No,safeds,safeds.data.tabular.containers._table,1548,40,ConditionalExpr,"UnionType[int, None]",,ConditionalExpr,2025-03-02 12:05:49.459737
No,safeds,safeds.data.tabular.containers._table,1550,17,SliceExpr,int,,SliceExpr,2025-03-02 12:05:49.461886
No,safeds,safeds.data.tabular.containers._table,1794,26,GeneratorExpr,"Callable[[Row], Any]",,GeneratorExpr,2025-03-02 12:05:49.478062
No,safeds,safeds.data.tabular.containers._tagged_table,266,36,ConditionalExpr,"UnionType[List[Column], Table]",,ConditionalExpr,2025-03-02 12:05:49.647889
No,safeds,safeds.data.tabular.containers._tagged_table,638,24,ConditionalExpr,str,,ConditionalExpr,2025-03-02 12:05:49.710879
No,safeds,safeds.data.tabular.containers._time_series,665,28,ConditionalExpr,str,,ConditionalExpr,2025-03-02 12:05:49.822802
No,safeds,safeds.data.tabular.containers._time_series,675,22,ConditionalExpr,str,,ConditionalExpr,2025-03-02 12:05:49.824800
No,safeds,safeds.data.tabular.transformation._discretizer,82,19,UnaryExpr,Table,,"str, Table",2025-03-02 12:05:49.864543
No,safeds,safeds.data.tabular.transformation._discretizer,82,23,CallExpr,Table,,"str, Table",2025-03-02 12:05:49.865543
No,safeds,safeds.data.tabular.transformation._discretizer,82,23,MemberExpr,Table,,"str, Table",2025-03-02 12:05:49.866549
No,safeds,safeds.data.tabular.transformation._discretizer,86,32,IndexExpr,"UnionType[List[str], None]",,Table,2025-03-02 12:05:49.867542
No,safeds,safeds.data.tabular.transformation._discretizer,139,15,UnaryExpr,Table,,"str, Table",2025-03-02 12:05:49.879628
No,safeds,safeds.data.tabular.transformation._discretizer,139,19,CallExpr,Table,,"str, Table",2025-03-02 12:05:49.880728
No,safeds,safeds.data.tabular.transformation._discretizer,139,19,MemberExpr,Table,,"str, Table",2025-03-02 12:05:49.880728
No,safeds,safeds.data.tabular.transformation._imputer,139,28,MemberExpr,Table,,"UnionType[List[str], None], Table",2025-03-02 12:05:49.903229
No,safeds,safeds.data.tabular.transformation._imputer,141,28,MemberExpr,Table,,"UnionType[List[str], None], Table",2025-03-02 12:05:49.904233
No,safeds,safeds.data.tabular.transformation._imputer,141,28,CallExpr,Table,,"UnionType[List[str], None], Table",2025-03-02 12:05:49.905229
No,safeds,safeds.data.tabular.transformation._imputer,131,93,MemberExpr,Table,,"UnionType[List[str], None], Table",2025-03-02 12:05:49.909225
No,safeds,safeds.data.tabular.transformation._imputer,131,93,CallExpr,Table,,"UnionType[List[str], None], Table",2025-03-02 12:05:49.910224
