Library,Module,Line,Column,Expr kind,Type Hint,DocString,Mypy inferred type,Date
safeds,safeds.data.image.containers._image,82,12,CallExpr,,,,2025-02-09 18:54:09.463431
safeds,safeds.data.image.containers._image,82,12,MemberExpr,,,,2025-02-09 18:54:09.464434
safeds,safeds.data.image.containers._image,86,12,NameExpr,,,Any,2025-02-09 18:54:09.465424
safeds,safeds.data.image.containers._image,81,13,CallExpr,,,,2025-02-09 18:54:09.466445
safeds,safeds.data.image.containers._image,81,13,MemberExpr,,,,2025-02-09 18:54:09.466445
safeds,safeds.data.image.containers._image,87,62,NameExpr,,,Any,2025-02-09 18:54:09.470665
safeds,safeds.data.image.containers._image,120,15,CallExpr,,,,2025-02-09 18:54:09.481097
safeds,safeds.data.image.containers._image,120,15,MemberExpr,,,,2025-02-09 18:54:09.482134
safeds,safeds.data.image.containers._image,135,17,CallExpr,,,,2025-02-09 18:54:09.485158
safeds,safeds.data.image.containers._image,135,17,MemberExpr,,,,2025-02-09 18:54:09.486158
safeds,safeds.data.image.containers._image,152,17,CallExpr,,,,2025-02-09 18:54:09.490158
safeds,safeds.data.image.containers._image,152,17,MemberExpr,,,,2025-02-09 18:54:09.491158
safeds,safeds.data.image.containers._image,375,12,CallExpr,,,,2025-02-09 18:54:09.532325
safeds,safeds.data.image.containers._image,375,12,MemberExpr,,,,2025-02-09 18:54:09.533329
safeds,safeds.data.image.containers._image,446,12,CallExpr,,,,2025-02-09 18:54:09.545391
safeds,safeds.data.image.containers._image,446,12,MemberExpr,,,,2025-02-09 18:54:09.546391
safeds,safeds.data.image.containers._image,484,12,CallExpr,,,,2025-02-09 18:54:09.553389
safeds,safeds.data.image.containers._image,484,12,MemberExpr,,,,2025-02-09 18:54:09.554402
safeds,safeds.data.image.containers._image,490,12,CallExpr,,,,2025-02-09 18:54:09.554402
safeds,safeds.data.image.containers._image,490,12,MemberExpr,,,,2025-02-09 18:54:09.555640
safeds,safeds.data.image.containers._image,546,12,CallExpr,,,,2025-02-09 18:54:09.567385
safeds,safeds.data.image.containers._image,546,12,MemberExpr,,,,2025-02-09 18:54:09.568479
safeds,safeds.data.image.containers._image,592,54,UnaryExpr,,,,2025-02-09 18:54:09.582404
safeds,safeds.data.image.containers._image,618,8,NameExpr,,,Any,2025-02-09 18:54:09.585628
safeds,safeds.data.image.containers._image,623,8,NameExpr,,,Any,2025-02-09 18:54:09.587247
safeds,safeds.data.image.containers._image,626,16,NameExpr,,,Any,2025-02-09 18:54:09.596908
safeds,safeds.data.image.containers._image,633,25,CallExpr,,,Any,2025-02-09 18:54:09.598442
safeds,safeds.data.image.containers._image,633,25,MemberExpr,,,Any,2025-02-09 18:54:09.599478
safeds,safeds.data.image.containers._image,636,27,CallExpr,,,Any,2025-02-09 18:54:09.600490
safeds,safeds.data.image.containers._image,636,27,MemberExpr,,,Any,2025-02-09 18:54:09.601485
safeds,safeds.data.image.containers._image,640,25,NameExpr,,,Any,2025-02-09 18:54:09.603098
