Library,Module,Line,Column,Expr kind,Type Hint,DocString,Mypy inferred type,Date
safeds,safeds.data.image.containers._image,109,55,MemberExpr,object,,"Image, object",2025-01-22 22:34:16.829847
safeds,safeds.data.image.containers._image,383,69,OpExpr,float,,OpExpr,2025-01-22 22:34:16.882161
safeds,safeds.data.image.containers._image,389,69,OpExpr,float,,OpExpr,2025-01-22 22:34:16.884156
safeds,safeds.data.image.containers._image,454,67,OpExpr,float,,OpExpr,2025-01-22 22:34:16.890553
safeds,safeds.data.image.containers._image,460,67,OpExpr,float,,OpExpr,2025-01-22 22:34:16.892549
safeds,safeds.data.image.containers._image,496,63,OpExpr,float,,OpExpr,2025-01-22 22:34:16.900638
safeds,safeds.data.image.containers._image,496,101,OpExpr,float,,OpExpr,2025-01-22 22:34:16.900638
safeds,safeds.data.image.containers._image,554,68,OpExpr,float,,OpExpr,2025-01-22 22:34:16.906586
safeds,safeds.data.image.containers._image,560,68,OpExpr,float,,OpExpr,2025-01-22 22:34:16.908048
safeds,safeds.data.tabular.containers._column,81,23,ConditionalExpr,"UnionType[ColumnType, None]",,ConditionalExpr,2025-01-22 22:34:16.933226
safeds,safeds.data.tabular.containers._column,109,32,ConditionalExpr,"UnionType[List[T], None]",,ConditionalExpr,2025-01-22 22:34:16.935300
safeds,safeds.data.tabular.containers._column,184,19,IndexExpr,"UnionType[int, slice]",,Column,2025-01-22 22:34:16.947367
safeds,safeds.data.tabular.containers._column,191,19,CallExpr,"UnionType[int, slice]",,"bool, Column, UnionType[int, slice]",2025-01-22 22:34:16.950358
safeds,safeds.data.tabular.containers._column,191,19,IndexExpr,"UnionType[int, slice]",,Column,2025-01-22 22:34:16.951356
safeds,safeds.data.tabular.containers._column,388,15,IndexExpr,int,,Column,2025-01-22 22:34:16.971515
safeds,safeds.data.tabular.containers._column,418,18,GeneratorExpr,"Callable[[T], bool]",,GeneratorExpr,2025-01-22 22:34:16.973681
safeds,safeds.data.tabular.containers._column,444,18,GeneratorExpr,"Callable[[T], bool]",,GeneratorExpr,2025-01-22 22:34:16.975164
safeds,safeds.data.tabular.containers._column,471,18,GeneratorExpr,"Callable[[T], bool]",,GeneratorExpr,2025-01-22 22:34:16.977398
safeds,safeds.data.tabular.containers._column,471,19,UnaryExpr,"Callable[[T], bool]",,"Any, Callable[[T], bool]",2025-01-22 22:34:16.978566
safeds,safeds.data.tabular.containers._column,581,11,OpExpr,Column,,OpExpr,2025-01-22 22:34:16.991059
safeds,safeds.data.tabular.containers._table,618,12,IndexExpr,str,,Table,2025-01-22 22:34:17.183398
safeds,safeds.data.tabular.containers._table,897,8,IndexExpr,Column,,DataFrame,2025-01-22 22:34:17.209903
safeds,safeds.data.tabular.containers._table,1120,16,IndexExpr,"Callable[[Row], _T]",,"Dict[_T, Table]",2025-01-22 22:34:17.237558
safeds,safeds.data.tabular.containers._table,1120,48,CallExpr,"Callable[[Row], _T]",,"Dict[_T, Table], Row, Callable[[Row], _T]",2025-01-22 22:34:17.238594
safeds,safeds.data.tabular.containers._table,1120,48,IndexExpr,"Callable[[Row], _T]",,"Dict[_T, Table]",2025-01-22 22:34:17.239597
safeds,safeds.data.tabular.containers._table,1122,16,IndexExpr,"Callable[[Row], _T]",,"Dict[_T, Table]",2025-01-22 22:34:17.239597
safeds,safeds.data.tabular.containers._table,1548,40,ConditionalExpr,"UnionType[int, None]",,ConditionalExpr,2025-01-22 22:34:17.277132
safeds,safeds.data.tabular.containers._table,1550,17,SliceExpr,int,,SliceExpr,2025-01-22 22:34:17.280840
safeds,safeds.data.tabular.containers._table,1794,26,GeneratorExpr,"Callable[[Row], Any]",,GeneratorExpr,2025-01-22 22:34:17.297650
safeds,safeds.data.tabular.containers._tagged_table,266,36,ConditionalExpr,"UnionType[List[Column], Table]",,ConditionalExpr,2025-01-22 22:34:17.444036
safeds,safeds.data.tabular.containers._tagged_table,638,24,ConditionalExpr,str,,ConditionalExpr,2025-01-22 22:34:17.490554
safeds,safeds.data.tabular.containers._time_series,665,28,ConditionalExpr,str,,ConditionalExpr,2025-01-22 22:34:17.587776
safeds,safeds.data.tabular.containers._time_series,675,22,ConditionalExpr,str,,ConditionalExpr,2025-01-22 22:34:17.589810
safeds,safeds.data.tabular.transformation._discretizer,82,19,UnaryExpr,Table,,"str, Table",2025-01-22 22:34:17.628520
safeds,safeds.data.tabular.transformation._discretizer,82,23,CallExpr,Table,,"str, Table",2025-01-22 22:34:17.629526
safeds,safeds.data.tabular.transformation._discretizer,82,23,MemberExpr,Table,,"str, Table",2025-01-22 22:34:17.630532
safeds,safeds.data.tabular.transformation._discretizer,86,32,IndexExpr,"UnionType[List[str], None]",,Table,2025-01-22 22:34:17.632550
safeds,safeds.data.tabular.transformation._discretizer,139,15,UnaryExpr,Table,,"str, Table",2025-01-22 22:34:17.639920
safeds,safeds.data.tabular.transformation._discretizer,139,19,CallExpr,Table,,"str, Table",2025-01-22 22:34:17.640954
safeds,safeds.data.tabular.transformation._discretizer,139,19,MemberExpr,Table,,"str, Table",2025-01-22 22:34:17.641988
safeds,safeds.data.tabular.transformation._imputer,139,28,MemberExpr,Table,,"UnionType[List[str], None], Table",2025-01-22 22:34:17.667956
safeds,safeds.data.tabular.transformation._imputer,141,28,MemberExpr,Table,,"UnionType[List[str], None], Table",2025-01-22 22:34:17.668953
safeds,safeds.data.tabular.transformation._imputer,141,28,CallExpr,Table,,"UnionType[List[str], None], Table",2025-01-22 22:34:17.668953
safeds,safeds.data.tabular.transformation._imputer,131,93,MemberExpr,Table,,"UnionType[List[str], None], Table",2025-01-22 22:34:17.671945
safeds,safeds.data.tabular.transformation._imputer,131,93,CallExpr,Table,,"UnionType[List[str], None], Table",2025-01-22 22:34:17.673062
safeds,safeds.data.tabular.transformation._imputer,153,51,CallExpr,Table,,"str, Table",2025-01-22 22:34:17.675178
safeds,safeds.data.tabular.transformation._imputer,153,51,MemberExpr,Table,,"str, Table",2025-01-22 22:34:17.676188
safeds,safeds.data.tabular.transformation._imputer,152,23,CallExpr,Table,,"str, Table",2025-01-22 22:34:17.677193
safeds,safeds.data.tabular.transformation._imputer,152,23,MemberExpr,Table,,"str, Table",2025-01-22 22:34:17.678190
safeds,safeds.data.tabular.transformation._imputer,165,32,IndexExpr,"UnionType[List[str], None]",,Table,2025-01-22 22:34:17.684359
