Type-Aware?,Library,Combined Callgraph,NodeID,#Nodes,#Edges,#Leaves,#Cycles,Max Depth,Branching Factor,Percentage of Leaves,Purity Result,Expected Purity,Date
Yes,sklearn,No,sklearn._build_utils.pre_build_helpers.basic_check_build.61.0,128446,129647,105229,732,21,1.009350232782648,0.8192469987387696,Impure,Impure,2025-03-09 05:47:45.261068
Yes,sklearn,No,sklearn._config.get_config.32.0,3,2,1,0,2,0.6666666666666666,0.3333333333333333,Impure,Impure,2025-03-09 05:47:45.262049
Yes,sklearn,No,sklearn._loss.link.includes.30.4,4,3,3,0,1,0.75,0.75,Impure,Impure,2025-03-09 05:47:45.263050
Yes,sklearn,No,sklearn.base.decorator.1133.4,1,0,1,0,0,0.0,1.0,Pure,Pure,2025-03-09 05:47:45.264049
Yes,sklearn,No,sklearn.base.get_indices.808.4,2,1,1,0,1,0.5,0.5,Impure,Impure,2025-03-09 05:47:45.269060
Yes,sklearn,No,sklearn.base.score.993.4,1,0,1,0,0,0.0,1.0,Pure,Pure,2025-03-09 05:47:45.270041
Yes,sklearn,No,sklearn.calibration.__init__.274.4,1,0,1,0,0,0.0,1.0,Impure,Pure,2025-03-09 05:47:45.270041
Yes,sklearn,No,sklearn.calibration.grad.881.4,4,3,3,0,1,0.75,0.75,Impure,Impure,2025-03-09 05:47:45.271040
Yes,sklearn,No,sklearn.cluster._affinity_propagation._more_tags.469.4,1,0,1,0,0,0.0,1.0,Impure,Impure,2025-03-09 05:47:45.271040
Yes,sklearn,No,sklearn.cluster._affinity_propagation.fit.473.4,94225,98519,72906,2277,26,1.0455717697001856,0.7737436985937914,Impure,Impure,2025-03-09 05:47:45.282047
Yes,sklearn,No,sklearn.cluster._affinity_propagation.predict.536.4,27389,28637,21200,661,21,1.045565738070028,0.774033371061375,Impure,Impure,2025-03-09 05:47:45.283027
Yes,sklearn,No,sklearn.cluster._birch.radius.354.4,3,2,2,0,1,0.6666666666666666,0.6666666666666666,Impure,Impure,2025-03-09 05:47:45.283027
Yes,sklearn,Yes,sklearn.cluster._dbscan.fit_predict.423.4,76221128447701,79535358356756,59199341840002,1758481427285,67,1.0434817743656086,0.7766788952832354,Impure,Impure,2025-03-09 05:47:45.668623
Yes,sklearn,No,sklearn.cluster._hdbscan.hdbscan._get_finite_row_indices.395.0,6,5,5,0,1,0.8333333333333334,0.8333333333333334,Impure,Impure,2025-03-09 05:47:45.668623
Yes,sklearn,No,sklearn.cluster._kmeans.fit.1444.4,33503,35028,25920,810,25,1.0455183117929738,0.7736620601140196,Impure,Impure,2025-03-09 05:47:45.669604
Yes,sklearn,No,sklearn.cluster._kmeans.predict.1070.4,60824,63598,47067,1471,25,1.0456069972379325,0.7738228330922005,Impure,Impure,2025-03-09 05:47:45.669604
Yes,sklearn,No,sklearn.cluster._optics._xi_cluster.929.0,11,10,7,0,2,0.9090909090909091,0.6363636363636364,Impure,Impure,2025-03-09 05:47:45.669604
Yes,sklearn,Yes,sklearn.cluster._spectral.fit.655.4,9979391512031670488604633725,10413313164184675420960542606,7750782773329368349962973812,230232418093277353952527812,142,1.043481774578124,0.776678895099428,Impure,Impure,2025-03-09 05:47:46.184483
Yes,sklearn,No,sklearn.cluster._spectral.spectral_clustering.196.0,19845633417494748677736908238,20708556776114339595512897612,15413684635248107447784785869,457854385690130962662571854,143,1.043481774578124,0.776678895099428,Impure,Impure,2025-03-09 05:47:46.186481
Yes,sklearn,No,sklearn.compose._column_transformer._transformers.253.4,1,0,1,0,0,0.0,1.0,Impure,Impure,2025-03-09 05:47:46.187480
Yes,sklearn,No,sklearn.compose._column_transformer._validate_transformers.415.4,4150,4226,3149,39,15,1.0183132530120482,0.7587951807228915,Impure,Impure,2025-03-09 05:47:46.187480
Yes,sklearn,No,sklearn.compose._column_transformer.named_transformers_.465.4,3,2,2,0,1,0.6666666666666666,0.6666666666666666,Impure,Impure,2025-03-09 05:47:46.187480
Yes,sklearn,No,sklearn.covariance._elliptic_envelope.score_samples.208.4,60897,63671,47123,1471,27,1.045552326058755,0.7738148020427935,Impure,Impure,2025-03-09 05:47:46.188477
Yes,sklearn,No,sklearn.covariance._empirical_covariance.score.251.4,60744,63513,47004,1468,25,1.0455847491110233,0.7738048202291584,Impure,Impure,2025-03-09 05:47:46.188477
Yes,sklearn,No,sklearn.covariance._shrunk_covariance.shrunk_covariance.111.0,33408,34931,25851,808,24,1.0455878831417624,0.7737966954022989,Impure,Impure,2025-03-09 05:47:46.189478
Yes,sklearn,No,sklearn.datasets._base.get_data_home.41.0,7,6,6,0,1,0.8571428571428571,0.8571428571428571,Impure,Impure,2025-03-09 05:47:46.189478
Yes,sklearn,No,sklearn.datasets._base.load_breast_cancer.711.0,33,32,25,0,4,0.9696969696969697,0.7575757575757576,Impure,Impure,2025-03-09 05:47:46.191476
Yes,sklearn,No,sklearn.datasets._base.load_sample_images.1231.0,18,17,13,0,3,0.9444444444444444,0.7222222222222222,Impure,Impure,2025-03-09 05:47:46.191476
Yes,sklearn,No,sklearn.datasets._base.load_wine.460.0,31,30,23,0,4,0.967741935483871,0.7419354838709677,Impure,Impure,2025-03-09 05:47:46.192475
Yes,sklearn,No,sklearn.datasets._openml.wrapper.91.8,7,6,6,0,1,0.8571428571428571,0.8571428571428571,Impure,Impure,2025-03-09 05:47:46.192475
Yes,sklearn,No,sklearn.datasets._samples_generator.make_blobs.877.0,33427,34950,25869,808,24,1.0455619708618782,0.7738953540551051,Impure,Impure,2025-03-09 05:47:46.193474
Yes,sklearn,No,sklearn.datasets._species_distributions.construct_grids.111.0,1,0,1,0,0,0.0,1.0,Impure,Impure,2025-03-09 05:47:46.193474
Yes,sklearn,No,sklearn.datasets._svmlight_format_io._load_svmlight_file.36.4,2,1,1,0,1,0.5,0.5,Pure,Pure,2025-03-09 05:47:46.194473
Yes,sklearn,No,sklearn.decomposition._dict_learning._transform.1262.4,27331,28576,21149,660,21,1.0455526691302917,0.7738099593867769,Impure,Impure,2025-03-09 05:47:46.194473
Yes,sklearn,No,sklearn.decomposition._dict_learning._update_dict.458.0,18,17,14,0,3,0.9444444444444444,0.7777777777777778,Impure,Impure,2025-03-09 05:47:46.195472
