Type-Aware?,Library,Combined Callgraph,NodeID,#Nodes,#Edges,#Leaves,#Cycles,Max Depth,Branching Factor,Percentage of Leaves,Purity Result,Expected Purity,Date
Yes,sklearn,No,sklearn._build_utils.pre_build_helpers.basic_check_build.61.0,61162,61690,50056,342,20,1.0086328112226546,0.8184166639416631,Impure,Impure,2025-04-09 06:14:27.249060
Yes,sklearn,No,sklearn._config.get_config.32.0,3,2,1,0,2,0.6666666666666666,0.3333333333333333,Impure,Impure,2025-04-09 06:14:27.250059
Yes,sklearn,No,sklearn._loss.link.includes.30.4,4,3,3,0,1,0.75,0.75,Impure,Impure,2025-04-09 06:14:27.251058
Yes,sklearn,No,sklearn.base.decorator.1133.4,1,0,1,0,0,0.0,1.0,Pure,Pure,2025-04-09 06:14:27.252057
Yes,sklearn,No,sklearn.base.get_indices.808.4,2,1,1,0,1,0.5,0.5,Impure,Impure,2025-04-09 06:14:27.253057
Yes,sklearn,No,sklearn.base.score.993.4,1,0,1,0,0,0.0,1.0,Pure,Pure,2025-04-09 06:14:27.254055
Yes,sklearn,No,sklearn.calibration.__init__.274.4,1,0,1,0,0,0.0,1.0,Impure,Pure,2025-04-09 06:14:27.254055
Yes,sklearn,No,sklearn.calibration.grad.881.4,4,3,3,0,1,0.75,0.75,Impure,Impure,2025-04-09 06:14:27.255054
Yes,sklearn,No,sklearn.cluster._affinity_propagation._more_tags.469.4,1,0,1,0,0,0.0,1.0,Impure,Impure,2025-04-09 06:14:27.256053
Yes,sklearn,No,sklearn.cluster._affinity_propagation.fit.473.4,1828,1925,1367,60,14,1.0530634573304158,0.7478118161925602,Impure,Impure,2025-04-09 06:14:27.268065
Yes,sklearn,No,sklearn.cluster._affinity_propagation.predict.536.4,1276,1345,963,42,14,1.0540752351097178,0.7547021943573667,Impure,Impure,2025-04-09 06:14:27.270272
Yes,sklearn,No,sklearn.cluster._birch.radius.354.4,3,2,2,0,1,0.6666666666666666,0.6666666666666666,Impure,Impure,2025-04-09 06:14:27.270272
Yes,sklearn,Yes,sklearn.cluster._dbscan.fit_predict.423.4,5176419588070,5272591290022,4180598995096,57203754214,58,1.0185788072847968,0.8076236719161929,Impure,Impure,2025-04-09 06:14:27.740282
Yes,sklearn,No,sklearn.cluster._hdbscan.hdbscan._get_finite_row_indices.395.0,6,5,5,0,1,0.8333333333333334,0.8333333333333334,Impure,Impure,2025-04-09 06:14:27.740282
Yes,sklearn,No,sklearn.cluster._kmeans.fit.1444.4,361,377,269,11,11,1.0443213296398892,0.7451523545706371,Impure,Impure,2025-04-09 06:14:27.741280
Yes,sklearn,No,sklearn.cluster._kmeans.predict.1070.4,1569,1655,1179,53,15,1.0548119821542383,0.751434034416826,Impure,Impure,2025-04-09 06:14:27.741280
Yes,sklearn,No,sklearn.cluster._optics._xi_cluster.929.0,11,10,7,0,2,0.9090909090909091,0.6363636363636364,Impure,Impure,2025-04-09 06:14:27.742279
Yes,sklearn,Yes,sklearn.cluster._spectral.fit.655.4,677732216179941371913157580,690323672744998585832954649,547352581486134709736112946,7489506472561867081280490,133,1.0185788077716438,0.8076236726229491,Impure,Impure,2025-04-09 06:14:28.436857
Yes,sklearn,No,sklearn.cluster._spectral.spectral_clustering.196.0,1347780082715201006733352351,1372820229790416793886276069,1088499100290512701312396818,14894094469909930829670840,134,1.0185788077716438,0.8076236726229491,Impure,Impure,2025-04-09 06:14:28.438855
Yes,sklearn,No,sklearn.compose._column_transformer._transformers.253.4,1,0,1,0,0,0.0,1.0,Impure,Impure,2025-04-09 06:14:28.439853
Yes,sklearn,No,sklearn.compose._column_transformer._validate_transformers.415.4,4866,4956,3693,45,15,1.0184956843403206,0.7589395807644883,Impure,Impure,2025-04-09 06:14:28.439853
Yes,sklearn,No,sklearn.compose._column_transformer.named_transformers_.465.4,3,2,2,0,1,0.6666666666666666,0.6666666666666666,Impure,Impure,2025-04-09 06:14:28.440852
Yes,sklearn,No,sklearn.covariance._elliptic_envelope.score_samples.208.4,1642,1728,1235,53,15,1.0523751522533495,0.7521315468940317,Impure,Impure,2025-04-09 06:14:28.440852
Yes,sklearn,No,sklearn.covariance._empirical_covariance.score.251.4,1489,1570,1116,50,14,1.0543989254533244,0.7494963062458025,Impure,Impure,2025-04-09 06:14:28.441851
