Type-Aware?,Library,Combined Callgraph,NodeID,#Nodes,#Edges,#Leaves,#Cycles,Max Depth,Branching Factor,Percentage of Leaves,Purity Result,Expected Purity,Date
Yes,sklearn,No,sklearn._build_utils.pre_build_helpers.basic_check_build.61.0,16,15,14,0,2,0.9375,0.875,Impure,Impure,2025-03-01 05:52:53.609856
Yes,sklearn,No,sklearn._config.get_config.32.0,3,2,1,0,2,0.6666666666666666,0.3333333333333333,Impure,Impure,2025-03-01 05:52:53.822016
Yes,sklearn,No,sklearn._loss.link.includes.30.4,4,3,3,0,1,0.75,0.75,Impure,Impure,2025-03-01 05:52:53.824754
Yes,sklearn,No,sklearn.base.decorator.1133.4,1,0,1,0,0,0.0,1.0,Pure,Pure,2025-03-01 05:52:53.825801
Yes,sklearn,No,sklearn.base.get_indices.808.4,2,1,1,0,1,0.5,0.5,Impure,Impure,2025-03-01 05:52:53.827889
Yes,sklearn,No,sklearn.base.score.993.4,1,0,1,0,0,0.0,1.0,Pure,Pure,2025-03-01 05:52:53.828915
Yes,sklearn,No,sklearn.calibration.__init__.274.4,1,0,1,0,0,0.0,1.0,Impure,Pure,2025-03-01 05:52:53.829429
Yes,sklearn,No,sklearn.calibration.grad.881.4,4,3,3,0,1,0.75,0.75,Impure,Impure,2025-03-01 05:52:53.830959
Yes,sklearn,No,sklearn.cluster._affinity_propagation._more_tags.469.4,1,0,1,0,0,0.0,1.0,Impure,Impure,2025-03-01 05:52:53.832350
Yes,sklearn,No,sklearn.cluster._affinity_propagation.fit.473.4,23,22,18,0,4,0.9565217391304348,0.782608695652174,Impure,Impure,2025-03-01 05:52:53.845844
Yes,sklearn,No,sklearn.cluster._affinity_propagation.predict.536.4,8,7,7,0,1,0.875,0.875,Impure,Impure,2025-03-01 05:52:53.869818
Yes,sklearn,No,sklearn.cluster._birch.radius.354.4,3,2,2,0,1,0.6666666666666666,0.6666666666666666,Impure,Impure,2025-03-01 05:52:53.870817
Yes,sklearn,No,sklearn.cluster._dbscan.fit_predict.423.4,13,12,11,0,2,0.9230769230769231,0.8461538461538461,Impure,Impure,2025-03-01 05:52:53.872814
Yes,sklearn,No,sklearn.cluster._hdbscan.hdbscan._get_finite_row_indices.395.0,6,5,5,0,1,0.8333333333333334,0.8333333333333334,Impure,Impure,2025-03-01 05:52:53.873814
Yes,sklearn,No,sklearn.cluster._kmeans.fit.1444.4,112,115,86,2,7,1.0267857142857142,0.7678571428571429,Impure,Impure,2025-03-01 05:52:53.877810
Yes,sklearn,No,sklearn.cluster._kmeans.predict.1070.4,8,7,5,0,3,0.875,0.625,Impure,Impure,2025-03-01 05:52:53.900786
