Type-Aware?,Library,Combined Callgraph,NodeID,#Nodes,#Edges,#Leaves,#Cycles,Max Depth,Branching Factor,Percentage of Leaves,Purity Result,Expected Purity,Date
Yes,sklearn,No,sklearn._build_utils.pre_build_helpers.basic_check_build.61.0,130990,132191,107773,732,21,1.0091686388273915,0.8227574624017101,Impure,Impure,2025-03-03 11:11:17.417690
Yes,sklearn,No,sklearn._config.get_config.32.0,3,2,1,0,2,0.6666666666666666,0.3333333333333333,Impure,Impure,2025-03-03 11:11:17.421734
Yes,sklearn,No,sklearn._loss.link.includes.30.4,4,3,3,0,1,0.75,0.75,Impure,Impure,2025-03-03 11:11:17.422736
Yes,sklearn,No,sklearn.base.decorator.1133.4,1,0,1,0,0,0.0,1.0,Pure,Pure,2025-03-03 11:11:17.423734
Yes,sklearn,No,sklearn.base.get_indices.808.4,2,1,1,0,1,0.5,0.5,Impure,Impure,2025-03-03 11:11:17.425732
Yes,sklearn,No,sklearn.base.score.993.4,1,0,1,0,0,0.0,1.0,Pure,Pure,2025-03-03 11:11:17.426732
Yes,sklearn,No,sklearn.calibration.__init__.274.4,1,0,1,0,0,0.0,1.0,Impure,Pure,2025-03-03 11:11:17.427733
Yes,sklearn,No,sklearn.calibration.grad.881.4,4,3,3,0,1,0.75,0.75,Impure,Impure,2025-03-03 11:11:17.429740
Yes,sklearn,No,sklearn.cluster._affinity_propagation._more_tags.469.4,1,0,1,0,0,0.0,1.0,Impure,Impure,2025-03-03 11:11:17.430734
Yes,sklearn,No,sklearn.cluster._affinity_propagation.fit.473.4,95841,100135,74522,2277,26,1.044803372251959,0.7775586648720276,Impure,Impure,2025-03-03 11:11:17.446737
Yes,sklearn,No,sklearn.cluster._affinity_propagation.predict.536.4,27853,29101,21664,661,21,1.0448066635550928,0.777797723764047,Impure,Impure,2025-03-03 11:11:17.448733
Yes,sklearn,No,sklearn.cluster._birch.radius.354.4,3,2,2,0,1,0.6666666666666666,0.6666666666666666,Impure,Impure,2025-03-03 11:11:17.449733
Yes,sklearn,Yes,sklearn.cluster._dbscan.fit_predict.423.4,77532642910675,80846872819730,60510694877001,1758481427285,67,1.0427462522188662,0.7804544331955134,Impure,Impure,2025-03-03 11:11:17.937735
Yes,sklearn,No,sklearn.cluster._hdbscan.hdbscan._get_finite_row_indices.395.0,7,6,6,0,1,0.8571428571428571,0.8571428571428571,Impure,Impure,2025-03-03 11:11:17.938732
Yes,sklearn,No,sklearn.cluster._kmeans.fit.1444.4,34102,35627,26519,810,25,1.0447187848220045,0.7776376752096651,Impure,Impure,2025-03-03 11:11:17.938732
Yes,sklearn,No,sklearn.cluster._kmeans.predict.1070.4,61864,64638,48107,1471,25,1.0448402948402948,0.7776251131514289,Impure,Impure,2025-03-03 11:11:17.939733
Yes,sklearn,No,sklearn.cluster._optics._xi_cluster.929.0,11,10,7,0,2,0.9090909090909091,0.6363636363636364,Impure,Impure,2025-03-03 11:11:17.940732
Yes,sklearn,Yes,sklearn.cluster._spectral.fit.655.4,10151103956504690114050333175,10585025608657695046406242056,7922474082809236544616851181,230232418093277353952527812,142,1.0427462524285305,0.7804544330109655,Impure,Impure,2025-03-03 11:11:18.568054
Yes,sklearn,No,sklearn.cluster._spectral.spectral_clustering.196.0,20187111374555048344306868486,21050034733174639262082857860,15755120561957572711050526057,457854385690130962662571854,143,1.0427462524285305,0.7804544330109655,Impure,Impure,2025-03-03 11:11:18.571055
Yes,sklearn,No,sklearn.compose._column_transformer._transformers.253.4,1,0,1,0,0,0.0,1.0,Impure,Impure,2025-03-03 11:11:18.571055
Yes,sklearn,No,sklearn.compose._column_transformer._validate_transformers.415.4,4150,4226,3149,39,15,1.0183132530120482,0.7587951807228915,Impure,Impure,2025-03-03 11:11:18.572068
Yes,sklearn,No,sklearn.compose._column_transformer.named_transformers_.465.4,3,2,2,0,1,0.6666666666666666,0.6666666666666666,Impure,Impure,2025-03-03 11:11:18.572068
Yes,sklearn,No,sklearn.covariance._elliptic_envelope.score_samples.208.4,61942,64716,48167,1471,27,1.0447838300345484,0.7776145426366601,Impure,Impure,2025-03-03 11:11:18.573068
Yes,sklearn,No,sklearn.covariance._empirical_covariance.score.251.4,61779,64548,48038,1468,25,1.0448210556985384,0.7775781414396478,Impure,Impure,2025-03-03 11:11:18.574055
Yes,sklearn,No,sklearn.covariance._shrunk_covariance.shrunk_covariance.111.0,33977,35500,26420,808,24,1.0448244400623952,0.7775848368013656,Impure,Impure,2025-03-03 11:11:18.574055
Yes,sklearn,No,sklearn.datasets._base.get_data_home.41.0,7,6,6,0,1,0.8571428571428571,0.8571428571428571,Impure,Impure,2025-03-03 11:11:18.575072
Yes,sklearn,No,sklearn.datasets._base.load_breast_cancer.711.0,33,32,25,0,4,0.9696969696969697,0.7575757575757576,Impure,Impure,2025-03-03 11:11:18.576054
Yes,sklearn,No,sklearn.datasets._base.load_sample_images.1231.0,19,18,14,0,3,0.9473684210526315,0.7368421052631579,Impure,Impure,2025-03-03 11:11:18.577084
Yes,sklearn,No,sklearn.datasets._base.load_wine.460.0,31,30,23,0,4,0.967741935483871,0.7419354838709677,Impure,Impure,2025-03-03 11:11:18.578053
Yes,sklearn,No,sklearn.datasets._openml.wrapper.91.8,7,6,6,0,1,0.8571428571428571,0.8571428571428571,Impure,Impure,2025-03-03 11:11:18.579055
Yes,sklearn,No,sklearn.datasets._samples_generator.make_blobs.877.0,33996,35519,26438,808,24,1.0447993881633133,0.7776797270267091,Impure,Impure,2025-03-03 11:11:18.581089
Yes,sklearn,No,sklearn.datasets._species_distributions.construct_grids.111.0,1,0,1,0,0,0.0,1.0,Impure,Impure,2025-03-03 11:11:18.581089
Yes,sklearn,No,sklearn.datasets._svmlight_format_io._load_svmlight_file.36.4,2,1,1,0,1,0.5,0.5,Pure,Pure,2025-03-03 11:11:18.582053
Yes,sklearn,No,sklearn.decomposition._dict_learning._transform.1262.4,27795,29040,21613,660,21,1.0447922288181328,0.7775858967440187,Impure,Impure,2025-03-03 11:11:18.583066
Yes,sklearn,No,sklearn.decomposition._dict_learning._update_dict.458.0,20,19,16,0,3,0.95,0.8,Impure,Impure,2025-03-03 11:11:18.583066
Yes,sklearn,No,sklearn.decomposition._dict_learning.dict_learning.1086.0,49854174007544405642871626718520185749105132529747907,51985253114286786532744907829915051921649759828146878,38908911108288082917721575303905171758224703914397348,1130719090552213968639458646754065528132045309317210,266,1.0427462524285305,0.7804544330109655,Impure,Impure,2025-03-03 11:11:18.865082
Yes,sklearn,No,sklearn.decomposition._factor_analysis.get_covariance.342.4,55,57,47,1,5,1.0363636363636364,0.8545454545454545,Impure,Impure,2025-03-03 11:11:18.866053
Yes,sklearn,No,sklearn.decomposition._factor_analysis.get_precision.358.4,133,138,110,2,6,1.037593984962406,0.8270676691729323,Impure,Impure,2025-03-03 11:11:18.867052
