Type-Aware,Library,Module,Line,Column,Expr kind,Type Hint,DocString,Mypy inferred type,Date
No,seaborn,seaborn.algorithms,37,11,CallExpr,,,,2025-03-08 21:58:47.326978
No,seaborn,seaborn.algorithms,37,11,MemberExpr,,,,2025-03-08 21:58:47.327976
No,seaborn,seaborn.algorithms,39,4,NameExpr,,,Any,2025-03-08 21:58:47.328976
No,seaborn,seaborn.algorithms,42,4,NameExpr,,,Any,2025-03-08 21:58:47.329066
No,seaborn,seaborn.algorithms,43,4,NameExpr,,,Any,2025-03-08 21:58:47.330068
No,seaborn,seaborn.algorithms,44,4,NameExpr,,,Any,2025-03-08 21:58:47.330068
No,seaborn,seaborn.algorithms,45,4,NameExpr,,,Any,2025-03-08 21:58:47.331066
No,seaborn,seaborn.algorithms,46,4,NameExpr,,,Any,2025-03-08 21:58:47.331066
No,seaborn,seaborn.algorithms,48,8,NameExpr,,,Any,2025-03-08 21:58:47.332250
No,seaborn,seaborn.algorithms,49,8,CallExpr,,,,2025-03-08 21:58:47.332250
No,seaborn,seaborn.algorithms,49,8,MemberExpr,,,,2025-03-08 21:58:47.333251
No,seaborn,seaborn.algorithms,49,22,NameExpr,,,Any,2025-03-08 21:58:47.333251
No,seaborn,seaborn.algorithms,47,7,NameExpr,,,Any,2025-03-08 21:58:47.333251
No,seaborn,seaborn.algorithms,50,4,NameExpr,,,Any,2025-03-08 21:58:47.334313
No,seaborn,seaborn.algorithms,50,30,NameExpr,,,Any,2025-03-08 21:58:47.334313
No,seaborn,seaborn.algorithms,52,8,NameExpr,,,Any,2025-03-08 21:58:47.334313
No,seaborn,seaborn.algorithms,54,8,NameExpr,,,Any,2025-03-08 21:58:47.335313
No,seaborn,seaborn.algorithms,54,32,NameExpr,,,Any,2025-03-08 21:58:47.335313
No,seaborn,seaborn.algorithms,51,7,NameExpr,,,Any,2025-03-08 21:58:47.336312
No,seaborn,seaborn.algorithms,57,4,NameExpr,,,Any,2025-03-08 21:58:47.336312
No,seaborn,seaborn.algorithms,57,10,CallExpr,,,,2025-03-08 21:58:47.336312
No,seaborn,seaborn.algorithms,57,10,NameExpr,,,,2025-03-08 21:58:47.337311
No,seaborn,seaborn.algorithms,57,30,NameExpr,,,Any,2025-03-08 21:58:47.337311
No,seaborn,seaborn.algorithms,60,20,MemberExpr,,,,2025-03-08 21:58:47.338328
No,seaborn,seaborn.algorithms,60,20,NameExpr,,,,2025-03-08 21:58:47.338328
No,seaborn,seaborn.algorithms,62,8,NameExpr,,,Any,2025-03-08 21:58:47.338328
No,seaborn,seaborn.algorithms,62,16,CallExpr,,,,2025-03-08 21:58:47.339310
No,seaborn,seaborn.algorithms,62,16,MemberExpr,,,,2025-03-08 21:58:47.339445
No,seaborn,seaborn.algorithms,62,27,NameExpr,,,Any,2025-03-08 21:58:47.339445
No,seaborn,seaborn.algorithms,61,7,NameExpr,,,Any,2025-03-08 21:58:47.340446
No,seaborn,seaborn.algorithms,67,8,NameExpr,,,Any,2025-03-08 21:58:47.340446
No,seaborn,seaborn.algorithms,67,20,NameExpr,,,,2025-03-08 21:58:47.340446
No,seaborn,seaborn.algorithms,67,24,NameExpr,,,Any,2025-03-08 21:58:47.340446
No,seaborn,seaborn.algorithms,70,8,NameExpr,,,Any,2025-03-08 21:58:47.341454
No,seaborn,seaborn.algorithms,70,23,CallExpr,,,,2025-03-08 21:58:47.341454
No,seaborn,seaborn.algorithms,70,23,MemberExpr,,,,2025-03-08 21:58:47.342444
No,seaborn,seaborn.algorithms,70,32,CallExpr,,,,2025-03-08 21:58:47.342444
No,seaborn,seaborn.algorithms,70,32,MemberExpr,,,,2025-03-08 21:58:47.342444
No,seaborn,seaborn.algorithms,70,39,CallExpr,,,,2025-03-08 21:58:47.343444
No,seaborn,seaborn.algorithms,70,39,MemberExpr,,,,2025-03-08 21:58:47.343444
No,seaborn,seaborn.algorithms,73,12,NameExpr,,,Any,2025-03-08 21:58:47.343444
No,seaborn,seaborn.algorithms,73,27,NameExpr,,,,2025-03-08 21:58:47.344524
No,seaborn,seaborn.algorithms,73,31,CallExpr,,,,2025-03-08 21:58:47.344524
No,seaborn,seaborn.algorithms,73,31,MemberExpr,,,,2025-03-08 21:58:47.344524
No,seaborn,seaborn.algorithms,73,31,NameExpr,,,Any,2025-03-08 21:58:47.345525
No,seaborn,seaborn.algorithms,75,16,NameExpr,,,Any,2025-03-08 21:58:47.345525
No,seaborn,seaborn.algorithms,75,22,CallExpr,,,,2025-03-08 21:58:47.346526
No,seaborn,seaborn.algorithms,75,22,MemberExpr,,,,2025-03-08 21:58:47.346526
No,seaborn,seaborn.algorithms,75,22,NameExpr,,,Any,2025-03-08 21:58:47.347523
No,seaborn,seaborn.algorithms,76,16,CallExpr,,,,2025-03-08 21:58:47.347523
No,seaborn,seaborn.algorithms,76,16,MemberExpr,,,,2025-03-08 21:58:47.347523
No,seaborn,seaborn.algorithms,76,30,NameExpr,,,Any,2025-03-08 21:58:47.348522
No,seaborn,seaborn.algorithms,78,16,NameExpr,,,Any,2025-03-08 21:58:47.348522
No,seaborn,seaborn.algorithms,78,20,NameExpr,,,Any,2025-03-08 21:58:47.348522
No,seaborn,seaborn.algorithms,74,15,NameExpr,,,Any,2025-03-08 21:58:47.349567
No,seaborn,seaborn.algorithms,72,11,NameExpr,,,Any,2025-03-08 21:58:47.349583
No,seaborn,seaborn.algorithms,72,28,UnaryExpr,,,Any,2025-03-08 21:58:47.349583
No,seaborn,seaborn.algorithms,72,32,CallExpr,,,Any,2025-03-08 21:58:47.350581
No,seaborn,seaborn.algorithms,72,32,MemberExpr,,,Any,2025-03-08 21:58:47.350581
No,seaborn,seaborn.algorithms,81,8,NameExpr,,,Any,2025-03-08 21:58:47.350581
No,seaborn,seaborn.algorithms,81,12,NameExpr,,,Any,2025-03-08 21:58:47.350581
No,seaborn,seaborn.algorithms,64,18,NameExpr,,,Any,2025-03-08 21:58:47.351581
No,seaborn,seaborn.algorithms,85,8,NameExpr,,,Any,2025-03-08 21:58:47.351581
No,seaborn,seaborn.algorithms,85,19,MemberExpr,,,Any,2025-03-08 21:58:47.351581
No,seaborn,seaborn.algorithms,85,19,NameExpr,,,Any,2025-03-08 21:58:47.352579
No,seaborn,seaborn.algorithms,87,8,NameExpr,,,Any,2025-03-08 21:58:47.352579
No,seaborn,seaborn.algorithms,87,19,MemberExpr,,,Any,2025-03-08 21:58:47.352579
No,seaborn,seaborn.algorithms,87,19,NameExpr,,,Any,2025-03-08 21:58:47.353578
No,seaborn,seaborn.algorithms,91,15,CallExpr,,,,2025-03-08 21:58:47.353578
No,seaborn,seaborn.algorithms,91,15,NameExpr,,,,2025-03-08 21:58:47.354749
No,seaborn,seaborn.algorithms,91,43,NameExpr,,,Any,2025-03-08 21:58:47.354749
No,seaborn,seaborn.algorithms,91,51,NameExpr,,,Any,2025-03-08 21:58:47.354749
No,seaborn,seaborn.algorithms,91,58,NameExpr,,,Any,2025-03-08 21:58:47.354749
No,seaborn,seaborn.algorithms,92,37,NameExpr,,,Any,2025-03-08 21:58:47.355748
No,seaborn,seaborn.algorithms,92,50,NameExpr,,,Any,2025-03-08 21:58:47.355748
No,seaborn,seaborn.algorithms,90,7,NameExpr,,,Any,2025-03-08 21:58:47.355748
No,seaborn,seaborn.algorithms,94,4,NameExpr,,,Any,2025-03-08 21:58:47.355748
No,seaborn,seaborn.algorithms,96,8,NameExpr,,,Any,2025-03-08 21:58:47.356751
No,seaborn,seaborn.algorithms,96,20,CallExpr,,,Any,2025-03-08 21:58:47.356751
No,seaborn,seaborn.algorithms,96,20,NameExpr,,,Any,2025-03-08 21:58:47.356751
No,seaborn,seaborn.algorithms,96,32,NameExpr,,,Any,2025-03-08 21:58:47.357759
No,seaborn,seaborn.algorithms,96,35,NameExpr,,,Any,2025-03-08 21:58:47.357759
No,seaborn,seaborn.algorithms,96,44,MemberExpr,,,,2025-03-08 21:58:47.357759
No,seaborn,seaborn.algorithms,96,44,NameExpr,,,,2025-03-08 21:58:47.358745
No,seaborn,seaborn.algorithms,97,8,NameExpr,,,Any,2025-03-08 21:58:47.358745
No,seaborn,seaborn.algorithms,97,17,,,,,2025-03-08 21:58:47.358745
No,seaborn,seaborn.algorithms,97,48,NameExpr,,,Any,2025-03-08 21:58:47.359826
No,seaborn,seaborn.algorithms,97,18,CallExpr,,,Any,2025-03-08 21:58:47.359826
No,seaborn,seaborn.algorithms,97,18,MemberExpr,,,Any,2025-03-08 21:58:47.359826
No,seaborn,seaborn.algorithms,97,25,NameExpr,,,Any,2025-03-08 21:58:47.360826
No,seaborn,seaborn.algorithms,98,8,CallExpr,,,Any,2025-03-08 21:58:47.360826
No,seaborn,seaborn.algorithms,98,8,MemberExpr,,,Any,2025-03-08 21:58:47.360826
No,seaborn,seaborn.algorithms,98,25,CallExpr,,,Any,2025-03-08 21:58:47.361825
No,seaborn,seaborn.algorithms,98,25,NameExpr,,,Any,2025-03-08 21:58:47.362035
No,seaborn,seaborn.algorithms,98,28,NameExpr,,,Any,2025-03-08 21:58:47.362035
No,seaborn,seaborn.algorithms,98,38,NameExpr,,,Any,2025-03-08 21:58:47.362035
No,seaborn,seaborn.algorithms,95,23,NameExpr,,,Any,2025-03-08 21:58:47.363036
No,seaborn,seaborn.algorithms,95,8,NameExpr,,,Any,2025-03-08 21:58:47.363036
No,seaborn,seaborn.algorithms,99,11,CallExpr,,,,2025-03-08 21:58:47.363036
No,seaborn,seaborn.algorithms,99,11,MemberExpr,,,,2025-03-08 21:58:47.364035
No,seaborn,seaborn.algorithms,99,20,NameExpr,,,Any,2025-03-08 21:58:47.364035
