Type-Aware,Library,Module,Line,Column,Expr kind,Type Hint,DocString,Mypy inferred type,Date
No,seaborn,seaborn.algorithms,37,11,CallExpr,,,,2025-03-01 10:01:03.517519
No,seaborn,seaborn.algorithms,37,11,MemberExpr,,,,2025-03-01 10:01:03.519023
No,seaborn,seaborn.algorithms,39,4,NameExpr,,,Any,2025-03-01 10:01:03.523923
No,seaborn,seaborn.algorithms,42,4,NameExpr,,,Any,2025-03-01 10:01:03.525920
No,seaborn,seaborn.algorithms,43,4,NameExpr,,,Any,2025-03-01 10:01:03.526822
No,seaborn,seaborn.algorithms,44,4,NameExpr,,,Any,2025-03-01 10:01:03.527823
No,seaborn,seaborn.algorithms,45,4,NameExpr,,,Any,2025-03-01 10:01:03.527823
No,seaborn,seaborn.algorithms,46,4,NameExpr,,,Any,2025-03-01 10:01:03.528822
No,seaborn,seaborn.algorithms,48,8,NameExpr,,,Any,2025-03-01 10:01:03.529821
No,seaborn,seaborn.algorithms,49,8,CallExpr,,,,2025-03-01 10:01:03.530820
No,seaborn,seaborn.algorithms,49,8,MemberExpr,,,,2025-03-01 10:01:03.531819
No,seaborn,seaborn.algorithms,49,22,NameExpr,,,Any,2025-03-01 10:01:03.531819
No,seaborn,seaborn.algorithms,47,7,NameExpr,,,Any,2025-03-01 10:01:03.532818
No,seaborn,seaborn.algorithms,50,4,NameExpr,,,Any,2025-03-01 10:01:03.533817
No,seaborn,seaborn.algorithms,50,30,NameExpr,,,Any,2025-03-01 10:01:03.534816
No,seaborn,seaborn.algorithms,52,8,NameExpr,,,Any,2025-03-01 10:01:03.535815
No,seaborn,seaborn.algorithms,54,8,NameExpr,,,Any,2025-03-01 10:01:03.536815
No,seaborn,seaborn.algorithms,54,32,NameExpr,,,Any,2025-03-01 10:01:03.537814
No,seaborn,seaborn.algorithms,51,7,NameExpr,,,Any,2025-03-01 10:01:03.538813
No,seaborn,seaborn.algorithms,57,4,NameExpr,,,Any,2025-03-01 10:01:03.538813
No,seaborn,seaborn.algorithms,57,10,CallExpr,,,,2025-03-01 10:01:03.539811
No,seaborn,seaborn.algorithms,57,10,NameExpr,,,,2025-03-01 10:01:03.540810
No,seaborn,seaborn.algorithms,57,30,NameExpr,,,Any,2025-03-01 10:01:03.540810
No,seaborn,seaborn.algorithms,60,20,MemberExpr,,,,2025-03-01 10:01:03.541809
No,seaborn,seaborn.algorithms,60,20,NameExpr,,,,2025-03-01 10:01:03.542808
No,seaborn,seaborn.algorithms,62,8,NameExpr,,,Any,2025-03-01 10:01:03.543807
No,seaborn,seaborn.algorithms,62,16,CallExpr,,,,2025-03-01 10:01:03.543807
No,seaborn,seaborn.algorithms,62,16,MemberExpr,,,,2025-03-01 10:01:03.544806
No,seaborn,seaborn.algorithms,62,27,NameExpr,,,Any,2025-03-01 10:01:03.545805
No,seaborn,seaborn.algorithms,61,7,NameExpr,,,Any,2025-03-01 10:01:03.546805
No,seaborn,seaborn.algorithms,67,8,NameExpr,,,Any,2025-03-01 10:01:03.547805
No,seaborn,seaborn.algorithms,67,20,NameExpr,,,,2025-03-01 10:01:03.547805
No,seaborn,seaborn.algorithms,67,24,NameExpr,,,Any,2025-03-01 10:01:03.548803
No,seaborn,seaborn.algorithms,70,8,NameExpr,,,Any,2025-03-01 10:01:03.549801
No,seaborn,seaborn.algorithms,70,23,CallExpr,,,,2025-03-01 10:01:03.550800
No,seaborn,seaborn.algorithms,70,23,MemberExpr,,,,2025-03-01 10:01:03.551799
No,seaborn,seaborn.algorithms,70,32,CallExpr,,,,2025-03-01 10:01:03.552798
No,seaborn,seaborn.algorithms,70,32,MemberExpr,,,,2025-03-01 10:01:03.553797
No,seaborn,seaborn.algorithms,70,39,CallExpr,,,,2025-03-01 10:01:03.553797
No,seaborn,seaborn.algorithms,70,39,MemberExpr,,,,2025-03-01 10:01:03.554796
No,seaborn,seaborn.algorithms,73,12,NameExpr,,,Any,2025-03-01 10:01:03.555795
No,seaborn,seaborn.algorithms,73,27,NameExpr,,,,2025-03-01 10:01:03.556794
No,seaborn,seaborn.algorithms,73,31,CallExpr,,,,2025-03-01 10:01:03.557794
No,seaborn,seaborn.algorithms,73,31,MemberExpr,,,,2025-03-01 10:01:03.557794
No,seaborn,seaborn.algorithms,73,31,NameExpr,,,Any,2025-03-01 10:01:03.559791
No,seaborn,seaborn.algorithms,75,16,NameExpr,,,Any,2025-03-01 10:01:03.560791
