Type-Aware,Library,Module,Line,Column,Expr kind,Type Hint,DocString,Mypy inferred type,Date
No,seaborn,seaborn.axisgrid,159,18,GeneratorExpr,None,,GeneratorExpr,2025-03-02 12:00:36.102877
No,seaborn,seaborn.axisgrid,399,18,ConditionalExpr,None,,ConditionalExpr,2025-03-02 12:00:36.231802
No,seaborn,seaborn.axisgrid,405,49,CallExpr,None,,"Any, Any",2025-03-02 12:00:36.234908
No,seaborn,seaborn.axisgrid,406,49,CallExpr,None,,"Any, Any",2025-03-02 12:00:36.236904
No,seaborn,seaborn.axisgrid,407,49,CallExpr,None,,"Any, Any",2025-03-02 12:00:36.238987
No,seaborn,seaborn.axisgrid,423,31,OpExpr,None,,OpExpr,2025-03-02 12:00:36.257201
No,seaborn,seaborn.axisgrid,430,19,OpExpr,int,,OpExpr,2025-03-02 12:00:36.260556
No,seaborn,seaborn.axisgrid,430,43,OpExpr,int,,OpExpr,2025-03-02 12:00:36.261557
No,seaborn,seaborn.axisgrid,437,22,ConditionalExpr,None,,ConditionalExpr,2025-03-02 12:00:36.262556
No,seaborn,seaborn.axisgrid,438,23,ConditionalExpr,None,,ConditionalExpr,2025-03-02 12:00:36.263555
No,seaborn,seaborn.axisgrid,918,29,SliceExpr,None,,SliceExpr,2025-03-02 12:00:36.489444
No,seaborn,seaborn.axisgrid,919,34,SliceExpr,None,,SliceExpr,2025-03-02 12:00:36.491442
No,seaborn,seaborn.axisgrid,1271,18,OpExpr,int,,OpExpr,2025-03-02 12:00:36.654113
No,seaborn,seaborn.axisgrid,1271,49,OpExpr,float,,OpExpr,2025-03-02 12:00:36.654113
No,seaborn,seaborn.axisgrid,1329,23,ConditionalExpr,None,,ConditionalExpr,2025-03-02 12:00:36.680606
No,seaborn,seaborn.axisgrid,1691,26,OpExpr,int,,OpExpr,2025-03-02 12:00:36.935140
No,seaborn,seaborn.axisgrid,1691,37,OpExpr,int,,OpExpr,2025-03-02 12:00:36.936277
No,seaborn,seaborn.axisgrid,2101,15,ConditionalExpr,None,,ConditionalExpr,2025-03-02 12:00:37.117152
No,seaborn,seaborn.axisgrid,2102,15,ConditionalExpr,None,,ConditionalExpr,2025-03-02 12:00:37.118272
No,seaborn,seaborn.axisgrid,2103,15,ConditionalExpr,None,,ConditionalExpr,2025-03-02 12:00:37.120270
No,seaborn,seaborn.axisgrid,2196,16,ConditionalExpr,None,,ConditionalExpr,2025-03-02 12:00:37.172852
No,seaborn,seaborn.axisgrid,2198,19,ConditionalExpr,None,,ConditionalExpr,2025-03-02 12:00:37.174851
No,seaborn,seaborn.categorical,140,11,OpExpr,bool,,OpExpr,2025-03-02 12:00:37.317858
No,seaborn,seaborn.categorical,495,40,GeneratorExpr,None,,GeneratorExpr,2025-03-02 12:00:37.569518
No,seaborn,seaborn.categorical,554,23,ConditionalExpr,None,,ConditionalExpr,2025-03-02 12:00:37.594005
No,seaborn,seaborn.categorical,1508,34,OpExpr,None,,OpExpr,2025-03-02 12:00:38.438190
No,seaborn,seaborn.categorical,1508,52,OpExpr,None,,OpExpr,2025-03-02 12:00:38.439204
No,seaborn,seaborn.categorical,1510,34,OpExpr,None,,OpExpr,2025-03-02 12:00:38.443309
No,seaborn,seaborn.categorical,1510,52,OpExpr,None,,OpExpr,2025-03-02 12:00:38.444309
No,seaborn,seaborn.categorical,1516,34,OpExpr,None,,OpExpr,2025-03-02 12:00:38.457803
No,seaborn,seaborn.categorical,1516,52,OpExpr,None,,OpExpr,2025-03-02 12:00:38.458818
No,seaborn,seaborn.categorical,1519,34,OpExpr,None,,OpExpr,2025-03-02 12:00:38.462883
No,seaborn,seaborn.categorical,1519,52,OpExpr,None,,OpExpr,2025-03-02 12:00:38.463967
No,seaborn,seaborn.categorical,1850,18,ConditionalExpr,None,,ConditionalExpr,2025-03-02 12:00:38.780747
No,seaborn,seaborn.categorical,1851,20,ConditionalExpr,None,,ConditionalExpr,2025-03-02 12:00:38.781745
No,seaborn,seaborn.categorical,1852,19,ConditionalExpr,None,,ConditionalExpr,2025-03-02 12:00:38.960052
No,seaborn,seaborn.categorical,1884,22,OpExpr,int,,OpExpr,2025-03-02 12:00:38.984417
No,seaborn,seaborn.categorical,1884,38,OpExpr,int,,OpExpr,2025-03-02 12:00:38.985416
No,seaborn,seaborn.categorical,1932,33,OpExpr,int,,OpExpr,2025-03-02 12:00:39.029372
No,seaborn,seaborn.categorical,1932,49,OpExpr,int,,OpExpr,2025-03-02 12:00:39.031380
No,seaborn,seaborn.categorical,1940,33,OpExpr,int,,OpExpr,2025-03-02 12:00:39.041673
No,seaborn,seaborn.categorical,1940,49,OpExpr,int,,OpExpr,2025-03-02 12:00:39.042991
No,seaborn,seaborn.categorical,2515,7,OpExpr,bool,,OpExpr,2025-03-02 12:00:39.165635
No,seaborn,seaborn.categorical,2532,10,OpExpr,int,,OpExpr,2025-03-02 12:00:39.175861
No,seaborn,seaborn.categorical,2637,7,OpExpr,bool,,OpExpr,2025-03-02 12:00:39.198195
