Type-Aware,Library,Module,Line,Column,Expr kind,Type Hint,DocString,Mypy inferred type,Date
Yes,seaborn,seaborn.axisgrid,159,18,GeneratorExpr,None,,GeneratorExpr,2025-02-20 09:23:19.609785
Yes,seaborn,seaborn.axisgrid,399,18,ConditionalExpr,None,,ConditionalExpr,2025-02-20 09:23:19.711518
Yes,seaborn,seaborn.axisgrid,405,49,CallExpr,None,,"Any, Any",2025-02-20 09:23:19.714523
Yes,seaborn,seaborn.axisgrid,406,49,CallExpr,None,,"Any, Any",2025-02-20 09:23:19.716518
Yes,seaborn,seaborn.axisgrid,407,49,CallExpr,None,,"Any, Any",2025-02-20 09:23:19.717561
Yes,seaborn,seaborn.axisgrid,423,31,OpExpr,None,,OpExpr,2025-02-20 09:23:19.729343
Yes,seaborn,seaborn.axisgrid,430,19,OpExpr,int,,OpExpr,2025-02-20 09:23:19.731862
Yes,seaborn,seaborn.axisgrid,430,43,OpExpr,int,,OpExpr,2025-02-20 09:23:19.732868
Yes,seaborn,seaborn.axisgrid,437,22,ConditionalExpr,None,,ConditionalExpr,2025-02-20 09:23:19.733867
Yes,seaborn,seaborn.axisgrid,438,23,ConditionalExpr,None,,ConditionalExpr,2025-02-20 09:23:19.733867
Yes,seaborn,seaborn.axisgrid,918,29,SliceExpr,None,,SliceExpr,2025-02-20 09:23:19.928950
Yes,seaborn,seaborn.axisgrid,919,34,SliceExpr,None,,SliceExpr,2025-02-20 09:23:19.930948
Yes,seaborn,seaborn.axisgrid,1271,18,OpExpr,int,,OpExpr,2025-02-20 09:23:20.066549
Yes,seaborn,seaborn.axisgrid,1271,49,OpExpr,float,,OpExpr,2025-02-20 09:23:20.066549
Yes,seaborn,seaborn.axisgrid,1329,23,ConditionalExpr,None,,ConditionalExpr,2025-02-20 09:23:20.090504
Yes,seaborn,seaborn.axisgrid,1691,26,OpExpr,int,,OpExpr,2025-02-20 09:23:20.302786
Yes,seaborn,seaborn.axisgrid,1691,37,OpExpr,int,,OpExpr,2025-02-20 09:23:20.303863
Yes,seaborn,seaborn.axisgrid,2101,15,ConditionalExpr,None,,ConditionalExpr,2025-02-20 09:23:20.435784
Yes,seaborn,seaborn.axisgrid,2102,15,ConditionalExpr,None,,ConditionalExpr,2025-02-20 09:23:20.438806
Yes,seaborn,seaborn.axisgrid,2103,15,ConditionalExpr,None,,ConditionalExpr,2025-02-20 09:23:20.438806
Yes,seaborn,seaborn.axisgrid,2196,16,ConditionalExpr,None,,ConditionalExpr,2025-02-20 09:23:20.475796
Yes,seaborn,seaborn.axisgrid,2198,19,ConditionalExpr,None,,ConditionalExpr,2025-02-20 09:23:20.476810
Yes,seaborn,seaborn.categorical,140,11,OpExpr,bool,,OpExpr,2025-02-20 09:23:20.588980
Yes,seaborn,seaborn.categorical,495,40,GeneratorExpr,None,,GeneratorExpr,2025-02-20 09:23:20.785475
Yes,seaborn,seaborn.categorical,554,23,ConditionalExpr,None,,ConditionalExpr,2025-02-20 09:23:20.808474
Yes,seaborn,seaborn.categorical,1508,34,OpExpr,None,,OpExpr,2025-02-20 09:23:21.482270
Yes,seaborn,seaborn.categorical,1508,52,OpExpr,None,,OpExpr,2025-02-20 09:23:21.483270
Yes,seaborn,seaborn.categorical,1510,34,OpExpr,None,,OpExpr,2025-02-20 09:23:21.486275
Yes,seaborn,seaborn.categorical,1510,52,OpExpr,None,,OpExpr,2025-02-20 09:23:21.488285
Yes,seaborn,seaborn.categorical,1516,34,OpExpr,None,,OpExpr,2025-02-20 09:23:21.494271
Yes,seaborn,seaborn.categorical,1516,52,OpExpr,None,,OpExpr,2025-02-20 09:23:21.494271
Yes,seaborn,seaborn.categorical,1519,34,OpExpr,None,,OpExpr,2025-02-20 09:23:21.497270
Yes,seaborn,seaborn.categorical,1519,52,OpExpr,None,,OpExpr,2025-02-20 09:23:21.497270
Yes,seaborn,seaborn.categorical,1850,18,ConditionalExpr,None,,ConditionalExpr,2025-02-20 09:23:21.731236
Yes,seaborn,seaborn.categorical,1851,20,ConditionalExpr,None,,ConditionalExpr,2025-02-20 09:23:21.732242
Yes,seaborn,seaborn.categorical,1852,19,ConditionalExpr,None,,ConditionalExpr,2025-02-20 09:23:21.733206
Yes,seaborn,seaborn.categorical,1884,22,OpExpr,int,,OpExpr,2025-02-20 09:23:21.754213
Yes,seaborn,seaborn.categorical,1884,38,OpExpr,int,,OpExpr,2025-02-20 09:23:21.755204
Yes,seaborn,seaborn.categorical,1932,33,OpExpr,int,,OpExpr,2025-02-20 09:23:21.785207
Yes,seaborn,seaborn.categorical,1932,49,OpExpr,int,,OpExpr,2025-02-20 09:23:21.788207
Yes,seaborn,seaborn.categorical,1940,33,OpExpr,int,,OpExpr,2025-02-20 09:23:21.794205
Yes,seaborn,seaborn.categorical,1940,49,OpExpr,int,,OpExpr,2025-02-20 09:23:21.794205
Yes,seaborn,seaborn.categorical,2515,7,OpExpr,bool,,OpExpr,2025-02-20 09:23:21.885206
Yes,seaborn,seaborn.categorical,2532,10,OpExpr,int,,OpExpr,2025-02-20 09:23:21.895235
Yes,seaborn,seaborn.categorical,2637,7,OpExpr,bool,,OpExpr,2025-02-20 09:23:21.909836
Yes,seaborn,seaborn.categorical,2657,20,OpExpr,int,,OpExpr,2025-02-20 09:23:21.919169
Yes,seaborn,seaborn.categorical,2660,10,OpExpr,int,,OpExpr,2025-02-20 09:23:21.921170
Yes,seaborn,seaborn.categorical,3016,30,OpExpr,str,,OpExpr,2025-02-20 09:23:21.977557
Yes,seaborn,seaborn.categorical,3071,11,OpExpr,bool,,OpExpr,2025-02-20 09:23:22.004530
Yes,seaborn,seaborn.categorical,3150,11,OpExpr,str,,OpExpr,2025-02-20 09:23:22.048214
Yes,seaborn,seaborn.categorical,3200,11,OpExpr,bool,,OpExpr,2025-02-20 09:23:22.067357
Yes,seaborn,seaborn.categorical,3202,11,OpExpr,bool,,OpExpr,2025-02-20 09:23:22.071359
Yes,seaborn,seaborn.categorical,3190,12,OpExpr,bool,,OpExpr,2025-02-20 09:23:22.073354
Yes,seaborn,seaborn.categorical,3191,12,OpExpr,bool,,OpExpr,2025-02-20 09:23:22.074356
Yes,seaborn,seaborn.categorical,3216,16,ConditionalExpr,None,,ConditionalExpr,2025-02-20 09:23:22.077356
Yes,seaborn,seaborn.categorical,3258,7,OpExpr,str,,OpExpr,2025-02-20 09:23:22.094357
Yes,seaborn,seaborn.distributions,1409,21,ConditionalExpr,None,,ConditionalExpr,2025-02-20 09:23:23.028461
Yes,seaborn,seaborn.distributions,1697,13,ConditionalExpr,None,,ConditionalExpr,2025-02-20 09:23:23.086582
Yes,seaborn,seaborn.distributions,2422,7,OpExpr,bool,,OpExpr,2025-02-20 09:23:23.282359
Yes,seaborn,seaborn.distributions,2466,16,OpExpr,bool,,OpExpr,2025-02-20 09:23:23.295361
Yes,seaborn,seaborn.distributions,2469,15,ConditionalExpr,None,,ConditionalExpr,2025-02-20 09:23:23.296359
Yes,seaborn,seaborn.distributions,2470,14,ConditionalExpr,None,,ConditionalExpr,2025-02-20 09:23:23.297361
Yes,seaborn,seaborn.distributions,2471,14,ConditionalExpr,None,,ConditionalExpr,2025-02-20 09:23:23.297361
