Type-Aware,Library,Module,Line,Column,Expr kind,Type Hint,DocString,Mypy inferred type,Date
Yes,seaborn,seaborn.axisgrid,159,18,GeneratorExpr,None,,GeneratorExpr,2025-03-02 11:54:44.949555
Yes,seaborn,seaborn.axisgrid,399,18,ConditionalExpr,None,,ConditionalExpr,2025-03-02 11:54:45.063233
Yes,seaborn,seaborn.axisgrid,405,49,CallExpr,None,,"Any, Any",2025-03-02 11:54:45.067318
Yes,seaborn,seaborn.axisgrid,406,49,CallExpr,None,,"Any, Any",2025-03-02 11:54:45.068316
Yes,seaborn,seaborn.axisgrid,407,49,CallExpr,None,,"Any, Any",2025-03-02 11:54:45.070316
Yes,seaborn,seaborn.axisgrid,423,31,OpExpr,None,,OpExpr,2025-03-02 11:54:45.087579
Yes,seaborn,seaborn.axisgrid,430,19,OpExpr,int,,OpExpr,2025-03-02 11:54:45.090595
Yes,seaborn,seaborn.axisgrid,430,43,OpExpr,int,,OpExpr,2025-03-02 11:54:45.091591
Yes,seaborn,seaborn.axisgrid,437,22,ConditionalExpr,None,,ConditionalExpr,2025-03-02 11:54:45.092667
Yes,seaborn,seaborn.axisgrid,438,23,ConditionalExpr,None,,ConditionalExpr,2025-03-02 11:54:45.093678
Yes,seaborn,seaborn.axisgrid,918,29,SliceExpr,None,,SliceExpr,2025-03-02 11:54:45.314922
Yes,seaborn,seaborn.axisgrid,919,34,SliceExpr,None,,SliceExpr,2025-03-02 11:54:45.317077
Yes,seaborn,seaborn.axisgrid,1271,18,OpExpr,int,,OpExpr,2025-03-02 11:54:45.469584
Yes,seaborn,seaborn.axisgrid,1271,49,OpExpr,float,,OpExpr,2025-03-02 11:54:45.470669
Yes,seaborn,seaborn.axisgrid,1329,23,ConditionalExpr,None,,ConditionalExpr,2025-03-02 11:54:45.499367
Yes,seaborn,seaborn.axisgrid,1691,26,OpExpr,int,,OpExpr,2025-03-02 11:54:45.749999
Yes,seaborn,seaborn.axisgrid,1691,37,OpExpr,int,,OpExpr,2025-03-02 11:54:45.750998
Yes,seaborn,seaborn.axisgrid,2101,15,ConditionalExpr,None,,ConditionalExpr,2025-03-02 11:54:45.925372
Yes,seaborn,seaborn.axisgrid,2102,15,ConditionalExpr,None,,ConditionalExpr,2025-03-02 11:54:45.926472
Yes,seaborn,seaborn.axisgrid,2103,15,ConditionalExpr,None,,ConditionalExpr,2025-03-02 11:54:45.928471
Yes,seaborn,seaborn.axisgrid,2196,16,ConditionalExpr,None,,ConditionalExpr,2025-03-02 11:54:45.969485
Yes,seaborn,seaborn.axisgrid,2198,19,ConditionalExpr,None,,ConditionalExpr,2025-03-02 11:54:45.970495
Yes,seaborn,seaborn.categorical,140,11,OpExpr,bool,,OpExpr,2025-03-02 11:54:46.099371
Yes,seaborn,seaborn.categorical,495,40,GeneratorExpr,None,,GeneratorExpr,2025-03-02 11:54:46.325713
Yes,seaborn,seaborn.categorical,554,23,ConditionalExpr,None,,ConditionalExpr,2025-03-02 11:54:46.353149
Yes,seaborn,seaborn.categorical,1508,34,OpExpr,None,,OpExpr,2025-03-02 11:54:47.137623
Yes,seaborn,seaborn.categorical,1508,52,OpExpr,None,,OpExpr,2025-03-02 11:54:47.138672
Yes,seaborn,seaborn.categorical,1510,34,OpExpr,None,,OpExpr,2025-03-02 11:54:47.142262
Yes,seaborn,seaborn.categorical,1510,52,OpExpr,None,,OpExpr,2025-03-02 11:54:47.143281
Yes,seaborn,seaborn.categorical,1516,34,OpExpr,None,,OpExpr,2025-03-02 11:54:47.151365
Yes,seaborn,seaborn.categorical,1516,52,OpExpr,None,,OpExpr,2025-03-02 11:54:47.152365
Yes,seaborn,seaborn.categorical,1519,34,OpExpr,None,,OpExpr,2025-03-02 11:54:47.157974
Yes,seaborn,seaborn.categorical,1519,52,OpExpr,None,,OpExpr,2025-03-02 11:54:47.158973
Yes,seaborn,seaborn.categorical,1850,18,ConditionalExpr,None,,ConditionalExpr,2025-03-02 11:54:47.524721
Yes,seaborn,seaborn.categorical,1851,20,ConditionalExpr,None,,ConditionalExpr,2025-03-02 11:54:47.525718
Yes,seaborn,seaborn.categorical,1852,19,ConditionalExpr,None,,ConditionalExpr,2025-03-02 11:54:47.526717
Yes,seaborn,seaborn.categorical,1884,22,OpExpr,int,,OpExpr,2025-03-02 11:54:47.552510
Yes,seaborn,seaborn.categorical,1884,38,OpExpr,int,,OpExpr,2025-03-02 11:54:47.553514
Yes,seaborn,seaborn.categorical,1932,33,OpExpr,int,,OpExpr,2025-03-02 11:54:47.595422
Yes,seaborn,seaborn.categorical,1932,49,OpExpr,int,,OpExpr,2025-03-02 11:54:47.596590
Yes,seaborn,seaborn.categorical,1940,33,OpExpr,int,,OpExpr,2025-03-02 11:54:47.605731
Yes,seaborn,seaborn.categorical,1940,49,OpExpr,int,,OpExpr,2025-03-02 11:54:47.606730
Yes,seaborn,seaborn.categorical,2515,7,OpExpr,bool,,OpExpr,2025-03-02 11:54:47.708667
Yes,seaborn,seaborn.categorical,2532,10,OpExpr,int,,OpExpr,2025-03-02 11:54:47.718924
Yes,seaborn,seaborn.categorical,2637,7,OpExpr,bool,,OpExpr,2025-03-02 11:54:47.734265
Yes,seaborn,seaborn.categorical,2657,20,OpExpr,int,,OpExpr,2025-03-02 11:54:47.745590
Yes,seaborn,seaborn.categorical,2660,10,OpExpr,int,,OpExpr,2025-03-02 11:54:47.747600
Yes,seaborn,seaborn.categorical,3016,30,OpExpr,str,,OpExpr,2025-03-02 11:54:47.805750
Yes,seaborn,seaborn.categorical,3071,11,OpExpr,bool,,OpExpr,2025-03-02 11:54:47.838521
Yes,seaborn,seaborn.categorical,3150,11,OpExpr,str,,OpExpr,2025-03-02 11:54:47.892882
Yes,seaborn,seaborn.categorical,3200,11,OpExpr,bool,,OpExpr,2025-03-02 11:54:47.915325
Yes,seaborn,seaborn.categorical,3202,11,OpExpr,bool,,OpExpr,2025-03-02 11:54:47.919487
Yes,seaborn,seaborn.categorical,3190,12,OpExpr,bool,,OpExpr,2025-03-02 11:54:47.921485
Yes,seaborn,seaborn.categorical,3191,12,OpExpr,bool,,OpExpr,2025-03-02 11:54:47.922562
Yes,seaborn,seaborn.categorical,3216,16,ConditionalExpr,None,,ConditionalExpr,2025-03-02 11:54:47.927673
Yes,seaborn,seaborn.categorical,3258,7,OpExpr,str,,OpExpr,2025-03-02 11:54:47.952096
Yes,seaborn,seaborn.distributions,1409,21,ConditionalExpr,None,,ConditionalExpr,2025-03-02 11:54:49.097697
Yes,seaborn,seaborn.distributions,1697,13,ConditionalExpr,None,,ConditionalExpr,2025-03-02 11:54:49.161784
Yes,seaborn,seaborn.distributions,2422,7,OpExpr,bool,,OpExpr,2025-03-02 11:54:49.394273
Yes,seaborn,seaborn.distributions,2466,16,OpExpr,bool,,OpExpr,2025-03-02 11:54:49.407636
Yes,seaborn,seaborn.distributions,2469,15,ConditionalExpr,None,,ConditionalExpr,2025-03-02 11:54:49.408649
Yes,seaborn,seaborn.distributions,2470,14,ConditionalExpr,None,,ConditionalExpr,2025-03-02 11:54:49.409648
Yes,seaborn,seaborn.distributions,2471,14,ConditionalExpr,None,,ConditionalExpr,2025-03-02 11:54:49.410647
Yes,seaborn,seaborn.distributions,2472,14,ConditionalExpr,None,,ConditionalExpr,2025-03-02 11:54:49.411646
Yes,seaborn,seaborn.distributions,2500,22,ConditionalExpr,bool,,ConditionalExpr,2025-03-02 11:54:49.420015
Yes,seaborn,seaborn.distributions,2507,11,ConditionalExpr,bool,,ConditionalExpr,2025-03-02 11:54:49.424092
Yes,seaborn,seaborn.distributions,2530,13,OpExpr,None,,OpExpr,2025-03-02 11:54:49.441274
Yes,seaborn,seaborn.miscplot,21,40,OpExpr,int,,OpExpr,2025-03-02 11:54:50.152116
Yes,seaborn,seaborn.palettes,191,22,IndexExpr,None,,"Dict[str, List[str]]",2025-03-02 11:54:50.235703
Yes,seaborn,seaborn.palettes,409,15,SliceExpr,int,,SliceExpr,2025-03-02 11:54:50.319388
Yes,seaborn,seaborn.palettes,480,13,ConditionalExpr,bool,,ConditionalExpr,2025-03-02 11:54:50.351008
Yes,seaborn,seaborn.palettes,528,13,ConditionalExpr,bool,,ConditionalExpr,2025-03-02 11:54:50.366317
Yes,seaborn,seaborn.palettes,571,14,IndexExpr,str,,dict,2025-03-02 11:54:50.373390
Yes,seaborn,seaborn.palettes,572,24,OpExpr,int,,OpExpr,2025-03-02 11:54:50.375499
Yes,seaborn,seaborn.palettes,575,15,IndexExpr,str,,dict,2025-03-02 11:54:50.381598
Yes,seaborn,seaborn.palettes,576,10,OpExpr,int,,OpExpr,2025-03-02 11:54:50.383582
Yes,seaborn,seaborn.palettes,728,17,OpExpr,float,,OpExpr,2025-03-02 11:54:50.417244
Yes,seaborn,seaborn.palettes,833,22,OpExpr,str,,OpExpr,2025-03-02 11:54:50.489798
Yes,seaborn,seaborn.palettes,834,17,IndexExpr,str,,"Dict[str, List[str]]",2025-03-02 11:54:50.490798
Yes,seaborn,seaborn.rcmod,417,18,IndexExpr,None,,dict,2025-03-02 11:54:50.573982
Yes,seaborn,seaborn.rcmod,422,24,OpExpr,int,,OpExpr,2025-03-02 11:54:50.583210
Yes,seaborn,seaborn.regression,86,20,ConditionalExpr,int,,ConditionalExpr,2025-03-02 11:54:50.665254
Yes,seaborn,seaborn.regression,639,7,OpExpr,bool,,OpExpr,2025-03-02 11:54:51.031562
Yes,seaborn,seaborn.regression,921,18,ConditionalExpr,None,,ConditionalExpr,2025-03-02 11:54:51.061331
Yes,seaborn,seaborn.regression,922,15,ConditionalExpr,None,,ConditionalExpr,2025-03-02 11:54:51.062312
Yes,seaborn,seaborn.relational,374,23,ConditionalExpr,None,,ConditionalExpr,2025-03-02 11:54:51.184140
Yes,seaborn,seaborn.relational,633,27,ConditionalExpr,bool,,ConditionalExpr,2025-03-02 11:54:51.405842
Yes,seaborn,seaborn.relational,856,64,OpExpr,str,,OpExpr,2025-03-02 11:54:51.447950
Yes,seaborn,seaborn.relational,945,16,ConditionalExpr,None,,ConditionalExpr,2025-03-02 11:54:51.510364
Yes,seaborn,seaborn.utils,343,11,OpExpr,bool,,OpExpr,2025-03-02 11:54:51.720447
Yes,seaborn,seaborn.utils,358,11,OpExpr,bool,,OpExpr,2025-03-02 11:54:51.735804
Yes,seaborn,seaborn.utils,501,13,OpExpr,int,,OpExpr,2025-03-02 11:54:51.863963
Yes,seaborn,seaborn.utils,501,29,OpExpr,int,,OpExpr,2025-03-02 11:54:51.864962
Yes,seaborn,seaborn.widgets,79,7,OpExpr,bool,,OpExpr,2025-03-02 11:54:52.122228
Yes,seaborn,seaborn._oldcore,585,20,IndexExpr,None,,"StyleMapping, Any",2025-03-02 11:54:52.663585
Yes,seaborn,seaborn._oldcore,1083,19,OpExpr,bool,,OpExpr,2025-03-02 11:54:52.944523
Yes,seaborn,seaborn._oldcore,1274,25,ConditionalExpr,None,,ConditionalExpr,2025-03-02 11:54:53.075294
Yes,seaborn,seaborn._oldcore,1275,25,ConditionalExpr,None,,ConditionalExpr,2025-03-02 11:54:53.077291
Yes,seaborn,seaborn._oldcore,1593,11,OpExpr,bool,,OpExpr,2025-03-02 11:54:53.194124
Yes,seaborn,seaborn._oldcore,1600,11,OpExpr,bool,,OpExpr,2025-03-02 11:54:53.199198
Yes,seaborn,seaborn._oldcore,1605,11,OpExpr,bool,,OpExpr,2025-03-02 11:54:53.202348
Yes,seaborn,seaborn._oldcore,1610,11,OpExpr,bool,,OpExpr,2025-03-02 11:54:53.204335
Yes,seaborn,seaborn._oldcore,1630,9,OpExpr,bool,,OpExpr,2025-03-02 11:54:53.209411
Yes,seaborn,seaborn.external.appdirs,125,7,OpExpr,None,,OpExpr,2025-03-02 11:54:53.729815
Yes,seaborn,seaborn.external.docscrape,117,24,OpExpr,int,,OpExpr,2025-03-02 11:54:53.825021
Yes,seaborn,seaborn.external.docscrape,116,11,OpExpr,int,,OpExpr,2025-03-02 11:54:53.825021
Yes,seaborn,seaborn.external.docscrape,446,22,OpExpr,str,,OpExpr,2025-03-02 11:54:54.042732
Yes,seaborn,seaborn.external.docscrape,565,17,OpExpr,int,,OpExpr,2025-03-02 11:54:54.165897
Yes,seaborn,seaborn.external.docscrape,652,11,OpExpr,str,,OpExpr,2025-03-02 11:54:54.234088
Yes,seaborn,seaborn.external.version,376,7,OpExpr,"UnionType[str, bytes, SupportsInt]",,OpExpr,2025-03-02 11:54:54.704553
Yes,seaborn,seaborn._core.groupby,95,12,CallExpr,DataFrame,,"UnionType[Index, MultiIndex], Tuple[Any], Dict[str, Any], UnionType[str, List[str]], bool, bool, DataFrame",2025-03-02 11:54:54.790470
Yes,seaborn,seaborn._core.groupby,95,12,MemberExpr,DataFrame,,"UnionType[Index, MultiIndex], Tuple[Any], Dict[str, Any], UnionType[str, List[str]], bool, bool, DataFrame",2025-03-02 11:54:54.791483
Yes,seaborn,seaborn._core.moves,71,12,IndexExpr,str,,DataFrame,2025-03-02 11:54:54.824270
Yes,seaborn,seaborn._core.moves,139,28,IndexExpr,str,,DataFrame,2025-03-02 11:54:54.863582
Yes,seaborn,seaborn._core.moves,143,12,CallExpr,DataFrame,,"str, DataFrame, List[str], DataFrame",2025-03-02 11:54:54.865697
Yes,seaborn,seaborn._core.moves,143,12,MemberExpr,DataFrame,,"str, DataFrame, List[str], DataFrame",2025-03-02 11:54:54.866701
Yes,seaborn,seaborn._core.plot,512,21,ConditionalExpr,VariableSpecList,,ConditionalExpr,2025-03-02 11:54:55.084558
Yes,seaborn,seaborn._core.plot,512,50,ConditionalExpr,VariableSpecList,,ConditionalExpr,2025-03-02 11:54:55.084558
Yes,seaborn,seaborn._core.plot,531,11,OpExpr,bool,,OpExpr,2025-03-02 11:54:55.092785
Yes,seaborn,seaborn._core.plot,952,12,CallExpr,Plot,,"None, Plot, Plot",2025-03-02 11:54:55.145493
Yes,seaborn,seaborn._core.plot,952,12,MemberExpr,Plot,,"None, Plot, Plot",2025-03-02 11:54:55.147066
Yes,seaborn,seaborn._core.plot,969,27,IndexExpr,str,,Plot,2025-03-02 11:54:55.152327
Yes,seaborn,seaborn._core.plot,1033,23,UnaryExpr,Plot,,"bool, Plot",2025-03-02 11:54:55.175918
Yes,seaborn,seaborn._core.plot,1067,19,OpExpr,Plot,,OpExpr,2025-03-02 11:54:55.194248
Yes,seaborn,seaborn._core.plot,1139,18,IndexExpr,str,,Plot,2025-03-02 11:54:55.219967
