Type-Aware,Library,Module,Line,Column,Expr kind,Type Hint,DocString,Mypy inferred type,Date
No,seaborn,seaborn.axisgrid,159,18,GeneratorExpr,None,,GeneratorExpr,2025-02-20 11:17:29.013477
No,seaborn,seaborn.axisgrid,399,18,ConditionalExpr,None,,ConditionalExpr,2025-02-20 11:17:29.116450
No,seaborn,seaborn.axisgrid,405,49,CallExpr,None,,"Any, Any",2025-02-20 11:17:29.119447
No,seaborn,seaborn.axisgrid,406,49,CallExpr,None,,"Any, Any",2025-02-20 11:17:29.120447
No,seaborn,seaborn.axisgrid,407,49,CallExpr,None,,"Any, Any",2025-02-20 11:17:29.122447
No,seaborn,seaborn.axisgrid,423,31,OpExpr,None,,OpExpr,2025-02-20 11:17:29.133451
No,seaborn,seaborn.axisgrid,430,19,OpExpr,int,,OpExpr,2025-02-20 11:17:29.136453
No,seaborn,seaborn.axisgrid,430,43,OpExpr,int,,OpExpr,2025-02-20 11:17:29.137452
No,seaborn,seaborn.axisgrid,437,22,ConditionalExpr,None,,ConditionalExpr,2025-02-20 11:17:29.138452
No,seaborn,seaborn.axisgrid,438,23,ConditionalExpr,None,,ConditionalExpr,2025-02-20 11:17:29.139452
No,seaborn,seaborn.axisgrid,918,29,SliceExpr,None,,SliceExpr,2025-02-20 11:17:29.339447
No,seaborn,seaborn.axisgrid,919,34,SliceExpr,None,,SliceExpr,2025-02-20 11:17:29.341447
No,seaborn,seaborn.axisgrid,1271,18,OpExpr,int,,OpExpr,2025-02-20 11:17:29.477452
No,seaborn,seaborn.axisgrid,1271,49,OpExpr,float,,OpExpr,2025-02-20 11:17:29.477452
No,seaborn,seaborn.axisgrid,1329,23,ConditionalExpr,None,,ConditionalExpr,2025-02-20 11:17:29.499451
No,seaborn,seaborn.axisgrid,1691,26,OpExpr,int,,OpExpr,2025-02-20 11:17:29.746447
No,seaborn,seaborn.axisgrid,1691,37,OpExpr,int,,OpExpr,2025-02-20 11:17:29.747448
No,seaborn,seaborn.axisgrid,2101,15,ConditionalExpr,None,,ConditionalExpr,2025-02-20 11:17:29.911452
No,seaborn,seaborn.axisgrid,2102,15,ConditionalExpr,None,,ConditionalExpr,2025-02-20 11:17:29.912451
No,seaborn,seaborn.axisgrid,2103,15,ConditionalExpr,None,,ConditionalExpr,2025-02-20 11:17:29.913451
No,seaborn,seaborn.axisgrid,2196,16,ConditionalExpr,None,,ConditionalExpr,2025-02-20 11:17:29.952446
No,seaborn,seaborn.axisgrid,2198,19,ConditionalExpr,None,,ConditionalExpr,2025-02-20 11:17:29.954477
No,seaborn,seaborn.categorical,140,11,OpExpr,bool,,OpExpr,2025-02-20 11:17:30.075446
No,seaborn,seaborn.categorical,495,40,GeneratorExpr,None,,GeneratorExpr,2025-02-20 11:17:30.291446
No,seaborn,seaborn.categorical,554,23,ConditionalExpr,None,,ConditionalExpr,2025-02-20 11:17:30.313454
No,seaborn,seaborn.categorical,1508,34,OpExpr,None,,OpExpr,2025-02-20 11:17:31.018450
No,seaborn,seaborn.categorical,1508,52,OpExpr,None,,OpExpr,2025-02-20 11:17:31.019450
No,seaborn,seaborn.categorical,1510,34,OpExpr,None,,OpExpr,2025-02-20 11:17:31.022448
No,seaborn,seaborn.categorical,1510,52,OpExpr,None,,OpExpr,2025-02-20 11:17:31.023448
No,seaborn,seaborn.categorical,1516,34,OpExpr,None,,OpExpr,2025-02-20 11:17:31.029451
No,seaborn,seaborn.categorical,1516,52,OpExpr,None,,OpExpr,2025-02-20 11:17:31.030449
No,seaborn,seaborn.categorical,1519,34,OpExpr,None,,OpExpr,2025-02-20 11:17:31.035451
No,seaborn,seaborn.categorical,1519,52,OpExpr,None,,OpExpr,2025-02-20 11:17:31.036448
No,seaborn,seaborn.categorical,1850,18,ConditionalExpr,None,,ConditionalExpr,2025-02-20 11:17:31.325447
No,seaborn,seaborn.categorical,1851,20,ConditionalExpr,None,,ConditionalExpr,2025-02-20 11:17:31.326447
No,seaborn,seaborn.categorical,1852,19,ConditionalExpr,None,,ConditionalExpr,2025-02-20 11:17:31.327448
No,seaborn,seaborn.categorical,1884,22,OpExpr,int,,OpExpr,2025-02-20 11:17:31.349456
No,seaborn,seaborn.categorical,1884,38,OpExpr,int,,OpExpr,2025-02-20 11:17:31.350469
No,seaborn,seaborn.categorical,1932,33,OpExpr,int,,OpExpr,2025-02-20 11:17:31.388448
No,seaborn,seaborn.categorical,1932,49,OpExpr,int,,OpExpr,2025-02-20 11:17:31.389447
No,seaborn,seaborn.categorical,1940,33,OpExpr,int,,OpExpr,2025-02-20 11:17:31.395448
No,seaborn,seaborn.categorical,1940,49,OpExpr,int,,OpExpr,2025-02-20 11:17:31.396447
No,seaborn,seaborn.categorical,2515,7,OpExpr,bool,,OpExpr,2025-02-20 11:17:31.493449
No,seaborn,seaborn.categorical,2532,10,OpExpr,int,,OpExpr,2025-02-20 11:17:31.506473
