Type-Aware,Library,Module,Line,Column,Expr kind,Type Hint,DocString,Mypy inferred type,Date
No,seaborn,seaborn.algorithms,37,11,CallExpr,,,,2025-03-02 12:00:35.945678
No,seaborn,seaborn.algorithms,37,11,MemberExpr,,,,2025-03-02 12:00:35.946677
No,seaborn,seaborn.algorithms,39,4,NameExpr,,,Any,2025-03-02 12:00:35.949274
No,seaborn,seaborn.algorithms,42,4,NameExpr,,,Any,2025-03-02 12:00:35.950934
No,seaborn,seaborn.algorithms,43,4,NameExpr,,,Any,2025-03-02 12:00:35.951933
No,seaborn,seaborn.algorithms,44,4,NameExpr,,,Any,2025-03-02 12:00:35.953727
No,seaborn,seaborn.algorithms,45,4,NameExpr,,,Any,2025-03-02 12:00:35.955815
No,seaborn,seaborn.algorithms,46,4,NameExpr,,,Any,2025-03-02 12:00:35.956622
No,seaborn,seaborn.algorithms,48,8,NameExpr,,,Any,2025-03-02 12:00:35.957137
No,seaborn,seaborn.algorithms,49,8,CallExpr,,,,2025-03-02 12:00:35.958156
No,seaborn,seaborn.algorithms,49,8,MemberExpr,,,,2025-03-02 12:00:35.958156
No,seaborn,seaborn.algorithms,49,22,NameExpr,,,Any,2025-03-02 12:00:35.959152
No,seaborn,seaborn.algorithms,47,7,NameExpr,,,Any,2025-03-02 12:00:35.959152
No,seaborn,seaborn.algorithms,50,4,NameExpr,,,Any,2025-03-02 12:00:35.960137
No,seaborn,seaborn.algorithms,50,30,NameExpr,,,Any,2025-03-02 12:00:35.961316
No,seaborn,seaborn.algorithms,52,8,NameExpr,,,Any,2025-03-02 12:00:35.962317
No,seaborn,seaborn.algorithms,54,8,NameExpr,,,Any,2025-03-02 12:00:35.962317
No,seaborn,seaborn.algorithms,54,32,NameExpr,,,Any,2025-03-02 12:00:35.963325
No,seaborn,seaborn.algorithms,51,7,NameExpr,,,Any,2025-03-02 12:00:35.963325
No,seaborn,seaborn.algorithms,57,4,NameExpr,,,Any,2025-03-02 12:00:35.964314
No,seaborn,seaborn.algorithms,57,10,CallExpr,,,,2025-03-02 12:00:35.965312
No,seaborn,seaborn.algorithms,57,10,NameExpr,,,,2025-03-02 12:00:35.965312
No,seaborn,seaborn.algorithms,57,30,NameExpr,,,Any,2025-03-02 12:00:35.966318
No,seaborn,seaborn.algorithms,60,20,MemberExpr,,,,2025-03-02 12:00:35.966429
No,seaborn,seaborn.algorithms,60,20,NameExpr,,,,2025-03-02 12:00:35.967439
No,seaborn,seaborn.algorithms,62,8,NameExpr,,,Any,2025-03-02 12:00:35.967439
No,seaborn,seaborn.algorithms,62,16,CallExpr,,,,2025-03-02 12:00:35.968438
No,seaborn,seaborn.algorithms,62,16,MemberExpr,,,,2025-03-02 12:00:35.968438
No,seaborn,seaborn.algorithms,62,27,NameExpr,,,Any,2025-03-02 12:00:35.969441
No,seaborn,seaborn.algorithms,61,7,NameExpr,,,Any,2025-03-02 12:00:35.970425
