Type-Aware?,Library,Module,Func Name,Line,Column,Improvement,#New,#Old,Reason for no improvement,Path,Left-most receiver,Possible reason for no found functions,Date
Yes,matplotlib,matplotlib.animation,correct_roundoff,92,11,No,1,1,Found same amount of functions,correct_roundoff.(),correct_roundoff,,2025-03-08 23:46:43.591310
Yes,matplotlib,matplotlib.animation,correct_roundoff,92,43,No,1,1,Found same amount of functions,correct_roundoff.(),correct_roundoff,,2025-03-08 23:46:43.592309
Yes,matplotlib,matplotlib.animation,type,287,11,No,0,0,Found same amount of functions,type.(),builtins.type,,2025-03-08 23:46:43.595325
Yes,matplotlib,matplotlib.animation,__init__,296,8,Yes,4,165,,super.().__init__.(),matplotlib.animation.MovieWriter,,2025-03-08 23:46:43.600725
Yes,matplotlib,matplotlib.animation,__init__,388,8,Yes,3,166,,super.().__init__.(),matplotlib.animation.FileMovieWriter,,2025-03-08 23:46:43.611510
Yes,matplotlib,matplotlib.animation,check_in_list,729,8,No,1,1,Found same amount of functions,_api.check_in_list.(),matplotlib._api,,2025-03-08 23:46:43.614613
Yes,matplotlib,matplotlib.animation,__init__,740,8,Yes,2,195,,super.().__init__.(),matplotlib.animation.HTMLWriter,,2025-03-08 23:46:43.618610
Yes,matplotlib,matplotlib.animation,new_frame_seq,868,25,No,2,2,Found same amount of functions,self.new_frame_seq.(),"NamedType(name='Animation', qname='matplotlib.animation.Animation')",,2025-03-08 23:46:43.622725
Yes,matplotlib,matplotlib.animation,mpl_connect,873,30,No,0,1,Found no referenced functions,fig.canvas.mpl_connect.(),fig,MemberExpr:873(  NameExpr(fig [l])  canvas) Type is Any No missing import name ,2025-03-08 23:46:43.622725
Yes,matplotlib,matplotlib.animation,mpl_connect,877,25,No,0,1,Found no referenced functions,self._fig.canvas.mpl_connect.(),"NamedType(name='Animation', qname='matplotlib.animation.Animation')","MemberExpr:877(  NameExpr(self [l])  _fig) Missing type info of: _fig, at path part _fig | ",2025-03-08 23:46:43.623724
Yes,matplotlib,matplotlib.animation,_setup_blit,880,12,No,1,1,Found same amount of functions,self._setup_blit.(),"NamedType(name='Animation', qname='matplotlib.animation.Animation')",,2025-03-08 23:46:43.623724
Yes,matplotlib,matplotlib.animation,new_timer,1415,27,No,0,2,Found no referenced functions,fig.canvas.new_timer.(),fig,MemberExpr:1415(  NameExpr(fig [l])  canvas) Type is Any No missing import name ,2025-03-08 23:46:43.628822
Yes,matplotlib,matplotlib.animation,__init__,1416,8,Yes,4,162,,super.().__init__.(),matplotlib.animation.TimedAnimation,,2025-03-08 23:46:43.632938
Yes,matplotlib,matplotlib.animation,__init__,1490,8,Yes,3,167,,super.().__init__.(),matplotlib.animation.ArtistAnimation,,2025-03-08 23:46:43.639087
Yes,matplotlib,matplotlib.animation,warn_external,1674,16,No,1,1,Found same amount of functions,_api.warn_external.(),matplotlib._api,,2025-03-08 23:46:43.641174
Yes,matplotlib,matplotlib.animation,warn_external,1679,12,No,1,1,Found same amount of functions,_api.warn_external.(),matplotlib._api,,2025-03-08 23:46:43.642173
Yes,matplotlib,matplotlib.animation,__init__,1694,8,Yes,3,166,,super.().__init__.(),matplotlib.animation.FuncAnimation,,2025-03-08 23:46:43.647295
Yes,matplotlib,matplotlib.artist,type,200,26,No,0,0,Found same amount of functions,type.(),builtins.type,,2025-03-08 23:46:43.652458
Yes,matplotlib,matplotlib.artist,list,1435,20,No,0,0,Found same amount of functions,list.(),builtins.list,,2025-03-08 23:46:43.662733
Yes,matplotlib,matplotlib.artist,type,1441,16,No,0,0,Found same amount of functions,type.(),builtins.type,,2025-03-08 23:46:43.662733
Yes,matplotlib,matplotlib.artist,get_aliases,1444,22,No,1,1,Found same amount of functions,self.get_aliases.(),"NamedType(name='ArtistInspector', qname='matplotlib.artist.ArtistInspector')",,2025-03-08 23:46:43.663733
Yes,matplotlib,matplotlib.axis,__init__,86,8,Yes,70,342,,super.().__init__.(),matplotlib.axis.Tick,,2025-03-08 23:46:43.849032
Yes,matplotlib,matplotlib.axis,set_figure,98,8,Yes,1,11,,self.set_figure.(),"NamedType(name='Tick', qname='matplotlib.axis.Tick')",,2025-03-08 23:46:43.850015
Yes,matplotlib,matplotlib.axis,_set_labelrotation,132,8,No,1,1,Found same amount of functions,self._set_labelrotation.(),"NamedType(name='Tick', qname='matplotlib.axis.Tick')",,2025-03-08 23:46:43.851030
