Type-Aware?,Library,Module,Func Name,Line,Column,Improvement,#New,#Old,Reason for no improvement,Path,Left-most receiver,Possible reason for no found functions,Date
No,matplotlib,matplotlib.animation,correct_roundoff,92,11,No,0,1,Found no referenced functions,,None,,2025-03-02 19:53:38.826176
No,matplotlib,matplotlib.animation,correct_roundoff,92,43,No,0,1,Found no referenced functions,,None,,2025-03-02 19:53:38.826176
No,matplotlib,matplotlib.animation,type,287,11,No,0,0,Found no referenced functions,,None,,2025-03-02 19:53:38.833419
No,matplotlib,matplotlib.animation,__init__,296,8,No,0,165,Found no referenced functions,,None,,2025-03-02 19:53:38.837526
No,matplotlib,matplotlib.animation,__init__,388,8,No,0,166,Found no referenced functions,,None,,2025-03-02 19:53:38.842662
No,matplotlib,matplotlib.animation,check_in_list,729,8,No,0,1,Found no referenced functions,,None,,2025-03-02 19:53:38.844742
No,matplotlib,matplotlib.animation,__init__,740,8,No,0,195,Found no referenced functions,,None,,2025-03-02 19:53:38.852236
No,matplotlib,matplotlib.animation,new_frame_seq,868,25,No,0,2,Found no referenced functions,,None,,2025-03-02 19:53:38.857390
No,matplotlib,matplotlib.animation,mpl_connect,873,30,No,0,1,Found no referenced functions,,None,,2025-03-02 19:53:38.858529
No,matplotlib,matplotlib.animation,mpl_connect,877,25,No,0,1,Found no referenced functions,,None,,2025-03-02 19:53:38.858529
No,matplotlib,matplotlib.animation,_setup_blit,880,12,No,0,1,Found no referenced functions,,None,,2025-03-02 19:53:38.859528
No,matplotlib,matplotlib.animation,new_timer,1415,27,No,0,2,Found no referenced functions,,None,,2025-03-02 19:53:38.865667
No,matplotlib,matplotlib.animation,__init__,1416,8,No,0,162,Found no referenced functions,,None,,2025-03-02 19:53:38.870802
No,matplotlib,matplotlib.animation,__init__,1490,8,No,0,167,Found no referenced functions,,None,,2025-03-02 19:53:38.877925
No,matplotlib,matplotlib.animation,warn_external,1674,16,No,0,1,Found no referenced functions,,None,,2025-03-02 19:53:38.880067
No,matplotlib,matplotlib.animation,warn_external,1679,12,No,0,1,Found no referenced functions,,None,,2025-03-02 19:53:38.880067
No,matplotlib,matplotlib.animation,__init__,1694,8,No,0,166,Found no referenced functions,,None,,2025-03-02 19:53:38.885190
No,matplotlib,matplotlib.artist,type,200,26,No,0,0,Found no referenced functions,,None,,2025-03-02 19:53:38.888187
No,matplotlib,matplotlib.artist,list,1435,20,No,0,0,Found no referenced functions,,None,,2025-03-02 19:53:38.896368
No,matplotlib,matplotlib.artist,type,1441,16,No,0,0,Found no referenced functions,,None,,2025-03-02 19:53:38.897367
No,matplotlib,matplotlib.artist,get_aliases,1444,22,No,0,1,Found no referenced functions,,None,,2025-03-02 19:53:38.897367
No,matplotlib,matplotlib.axis,__init__,86,8,No,0,342,Found no referenced functions,,None,,2025-03-02 19:53:39.133820
No,matplotlib,matplotlib.axis,set_figure,98,8,No,0,11,Found no referenced functions,,None,,2025-03-02 19:53:39.135929
No,matplotlib,matplotlib.axis,_set_labelrotation,132,8,No,0,1,Found no referenced functions,,None,,2025-03-02 19:53:39.136945
No,matplotlib,matplotlib.axis,_has_alpha_channel,147,38,No,0,1,Found no referenced functions,,None,,2025-03-02 19:53:39.136945
No,matplotlib,matplotlib.axis,get_path,172,8,No,0,17,Found no referenced functions,,None,,2025-03-02 19:53:39.138465
No,matplotlib,matplotlib.axis,_apply_tickdir,183,8,No,0,3,Found no referenced functions,,None,,2025-03-02 19:53:39.141293
No,matplotlib,matplotlib.axis,_set_artist_props,187,12,No,0,5,Found no referenced functions,,None,,2025-03-02 19:53:39.142822
No,matplotlib,matplotlib.axis,update_position,189,8,No,0,5,Found no referenced functions,,None,,2025-03-02 19:53:39.143353
No,matplotlib,matplotlib.axis,__init__,417,8,No,0,166,Found no referenced functions,,None,,2025-03-02 19:53:39.171414
No,matplotlib,matplotlib.axis,set,420,8,No,0,4,Found no referenced functions,,None,,2025-03-02 19:53:39.172513
No,matplotlib,matplotlib.axis,set,422,8,No,0,4,Found no referenced functions,,None,,2025-03-02 19:53:39.173513
No,matplotlib,matplotlib.axis,set,424,8,No,0,4,Found no referenced functions,,None,,2025-03-02 19:53:39.173513
No,matplotlib,matplotlib.axis,set,428,8,No,0,5,Found no referenced functions,,None,,2025-03-02 19:53:39.174529
No,matplotlib,matplotlib.axis,set,433,8,No,0,5,Found no referenced functions,,None,,2025-03-02 19:53:39.175510
No,matplotlib,matplotlib.axis,get_xaxis_transform,421,39,No,0,3,Found no referenced functions,,None,,2025-03-02 19:53:39.175510
No,matplotlib,matplotlib.axis,get_xaxis_transform,423,39,No,0,3,Found no referenced functions,,None,,2025-03-02 19:53:39.176509
No,matplotlib,matplotlib.axis,get_xaxis_transform,425,45,No,0,3,Found no referenced functions,,None,,2025-03-02 19:53:39.176509
No,matplotlib,matplotlib.axis,_get_text1_transform,427,24,No,0,3,Found no referenced functions,,None,,2025-03-02 19:53:39.176509
No,matplotlib,matplotlib.axis,_get_text2_transform,432,24,No,0,3,Found no referenced functions,,None,,2025-03-02 19:53:39.177615
No,matplotlib,matplotlib.axis,__init__,478,8,No,0,166,Found no referenced functions,,None,,2025-03-02 19:53:39.189894
No,matplotlib,matplotlib.axis,set,481,8,No,0,4,Found no referenced functions,,None,,2025-03-02 19:53:39.190881
No,matplotlib,matplotlib.axis,set,483,8,No,0,4,Found no referenced functions,,None,,2025-03-02 19:53:39.190881
No,matplotlib,matplotlib.axis,set,485,8,No,0,4,Found no referenced functions,,None,,2025-03-02 19:53:39.191874
No,matplotlib,matplotlib.axis,set,489,8,No,0,5,Found no referenced functions,,None,,2025-03-02 19:53:39.191874
No,matplotlib,matplotlib.axis,set,494,8,No,0,5,Found no referenced functions,,None,,2025-03-02 19:53:39.192983
No,matplotlib,matplotlib.axis,get_yaxis_transform,482,39,No,0,3,Found no referenced functions,,None,,2025-03-02 19:53:39.192983
No,matplotlib,matplotlib.axis,get_yaxis_transform,484,39,No,0,3,Found no referenced functions,,None,,2025-03-02 19:53:39.193983
No,matplotlib,matplotlib.axis,get_yaxis_transform,486,45,No,0,3,Found no referenced functions,,None,,2025-03-02 19:53:39.193983
No,matplotlib,matplotlib.axis,_get_text1_transform,488,24,No,0,3,Found no referenced functions,,None,,2025-03-02 19:53:39.194982
No,matplotlib,matplotlib.axis,_get_text2_transform,493,24,No,0,3,Found no referenced functions,,None,,2025-03-02 19:53:39.194982
No,matplotlib,matplotlib.axis,make_keyword_only,643,5,No,0,1,Found no referenced functions,,None,,2025-03-02 19:53:39.202080
No,matplotlib,matplotlib.axis,__init__,654,8,No,0,342,Found no referenced functions,,None,,2025-03-02 19:53:39.206187
No,matplotlib,matplotlib.axis,set_figure,657,8,No,0,11,Found no referenced functions,,None,,2025-03-02 19:53:39.208283
No,matplotlib,matplotlib.axis,_set_artist_props,674,8,No,0,5,Found no referenced functions,,None,,2025-03-02 19:53:39.209295
No,matplotlib,matplotlib.axis,_set_artist_props,676,8,No,0,5,Found no referenced functions,,None,,2025-03-02 19:53:39.209295
No,matplotlib,matplotlib.axis,clear,686,8,No,0,14,Found no referenced functions,,None,,2025-03-02 19:53:39.210300
No,matplotlib,matplotlib.axis,__init__,2234,8,No,0,166,Found no referenced functions,,None,,2025-03-02 19:53:39.223637
No,matplotlib,matplotlib.axis,_init,2235,8,No,0,7,Found no referenced functions,,None,,2025-03-02 19:53:39.224638
No,matplotlib,matplotlib.axis,__init__,2493,8,No,0,166,Found no referenced functions,,None,,2025-03-02 19:53:39.228753
No,matplotlib,matplotlib.axis,_init,2494,8,No,0,7,Found no referenced functions,,None,,2025-03-02 19:53:39.229752
No,matplotlib,matplotlib.backend_bases,__init__,173,8,No,0,342,Found no referenced functions,,None,,2025-03-02 19:53:39.234872
No,matplotlib,matplotlib.backend_bases,to_rgba,773,28,No,0,2,Found no referenced functions,,None,,2025-03-02 19:53:39.239005
