Type-Aware?,Library,Module,Func Name,Line,Column,Improvement,#New,#Old,Reason for no improvement,Path,Left-most receiver,Possible reason for no found functions,Date
No,matplotlib,matplotlib.animation,correct_roundoff,92,11,No,0,1,Found no referenced functions,,None,,2025-04-11 17:42:09.305548
No,matplotlib,matplotlib.animation,correct_roundoff,92,43,No,0,1,Found no referenced functions,,None,,2025-04-11 17:42:09.307550
No,matplotlib,matplotlib.animation,type,287,11,No,0,0,Found no referenced functions,,None,,2025-04-11 17:42:09.313551
No,matplotlib,matplotlib.animation,__init__,296,8,No,0,165,Found no referenced functions,,None,,2025-04-11 17:42:09.317548
No,matplotlib,matplotlib.animation,__init__,388,8,No,0,166,Found no referenced functions,,None,,2025-04-11 17:42:09.322547
No,matplotlib,matplotlib.animation,check_in_list,729,8,No,0,1,Found no referenced functions,,None,,2025-04-11 17:42:09.326548
No,matplotlib,matplotlib.animation,__init__,740,8,No,0,195,Found no referenced functions,,None,,2025-04-11 17:42:09.330557
No,matplotlib,matplotlib.animation,new_frame_seq,868,25,No,0,2,Found no referenced functions,,None,,2025-04-11 17:42:09.335557
No,matplotlib,matplotlib.animation,mpl_connect,873,30,No,0,1,Found no referenced functions,,None,,2025-04-11 17:42:09.336577
No,matplotlib,matplotlib.animation,mpl_connect,877,25,No,0,1,Found no referenced functions,,None,,2025-04-11 17:42:09.336577
No,matplotlib,matplotlib.animation,_setup_blit,880,12,No,0,1,Found no referenced functions,,None,,2025-04-11 17:42:09.336577
No,matplotlib,matplotlib.animation,new_timer,1415,27,No,0,2,Found no referenced functions,,None,,2025-04-11 17:42:09.350097
No,matplotlib,matplotlib.animation,__init__,1416,8,No,0,162,Found no referenced functions,,None,,2025-04-11 17:42:09.353093
No,matplotlib,matplotlib.animation,__init__,1490,8,No,0,167,Found no referenced functions,,None,,2025-04-11 17:42:09.362097
No,matplotlib,matplotlib.animation,warn_external,1674,16,No,0,1,Found no referenced functions,,None,,2025-04-11 17:42:09.365094
No,matplotlib,matplotlib.animation,warn_external,1679,12,No,0,1,Found no referenced functions,,None,,2025-04-11 17:42:09.365094
No,matplotlib,matplotlib.animation,__init__,1694,8,No,0,166,Found no referenced functions,,None,,2025-04-11 17:42:09.372102
No,matplotlib,matplotlib.artist,type,200,26,No,0,0,Found no referenced functions,,None,,2025-04-11 17:42:09.378095
No,matplotlib,matplotlib.artist,list,1435,20,No,0,0,Found no referenced functions,,None,,2025-04-11 17:42:09.387096
No,matplotlib,matplotlib.artist,type,1441,16,No,0,0,Found no referenced functions,,None,,2025-04-11 17:42:09.387096
No,matplotlib,matplotlib.artist,get_aliases,1444,22,No,0,1,Found no referenced functions,,None,,2025-04-11 17:42:09.388095
No,matplotlib,matplotlib.axis,__init__,86,8,No,0,342,Found no referenced functions,,None,,2025-04-11 17:42:09.697447
No,matplotlib,matplotlib.axis,set_figure,98,8,No,0,11,Found no referenced functions,,None,,2025-04-11 17:42:09.699447
No,matplotlib,matplotlib.axis,_set_labelrotation,132,8,No,0,1,Found no referenced functions,,None,,2025-04-11 17:42:09.700455
No,matplotlib,matplotlib.axis,_has_alpha_channel,147,38,No,0,1,Found no referenced functions,,None,,2025-04-11 17:42:09.701455
No,matplotlib,matplotlib.axis,get_path,172,8,No,0,17,Found no referenced functions,,None,,2025-04-11 17:42:09.702449
No,matplotlib,matplotlib.axis,_apply_tickdir,183,8,No,0,3,Found no referenced functions,,None,,2025-04-11 17:42:09.704449
No,matplotlib,matplotlib.axis,_set_artist_props,187,12,No,0,5,Found no referenced functions,,None,,2025-04-11 17:42:09.705449
No,matplotlib,matplotlib.axis,update_position,189,8,No,0,5,Found no referenced functions,,None,,2025-04-11 17:42:09.705449
No,matplotlib,matplotlib.axis,__init__,417,8,No,0,166,Found no referenced functions,,None,,2025-04-11 17:42:09.752976
No,matplotlib,matplotlib.axis,set,420,8,No,0,4,Found no referenced functions,,None,,2025-04-11 17:42:09.753975
No,matplotlib,matplotlib.axis,set,422,8,No,0,4,Found no referenced functions,,None,,2025-04-11 17:42:09.753975
No,matplotlib,matplotlib.axis,set,424,8,No,0,4,Found no referenced functions,,None,,2025-04-11 17:42:09.754974
No,matplotlib,matplotlib.axis,set,428,8,No,0,5,Found no referenced functions,,None,,2025-04-11 17:42:09.754974
No,matplotlib,matplotlib.axis,set,433,8,No,0,5,Found no referenced functions,,None,,2025-04-11 17:42:09.755975
No,matplotlib,matplotlib.axis,get_xaxis_transform,421,39,No,0,3,Found no referenced functions,,None,,2025-04-11 17:42:09.755975
No,matplotlib,matplotlib.axis,get_xaxis_transform,423,39,No,0,3,Found no referenced functions,,None,,2025-04-11 17:42:09.756973
