Type-Aware?,Library,Module,Func Name,Line,Column,Improvement,#New,#Old,Reason for no improvement,Path,Left-most receiver,Possible reason for no found functions,Date
No,matplotlib,matplotlib.animation,correct_roundoff,92,11,No,0,1,Found no referenced functions,,None,,2025-03-07 17:45:33.935152
No,matplotlib,matplotlib.animation,correct_roundoff,92,43,No,0,1,Found no referenced functions,,None,,2025-03-07 17:45:33.936151
No,matplotlib,matplotlib.animation,type,287,11,No,0,0,Found no referenced functions,,None,,2025-03-07 17:45:33.940270
No,matplotlib,matplotlib.animation,__init__,296,8,No,0,165,Found no referenced functions,,None,,2025-03-07 17:45:33.947452
No,matplotlib,matplotlib.animation,__init__,388,8,No,0,166,Found no referenced functions,,None,,2025-03-07 17:45:33.952621
No,matplotlib,matplotlib.animation,check_in_list,729,8,No,0,1,Found no referenced functions,,None,,2025-03-07 17:45:33.953606
No,matplotlib,matplotlib.animation,__init__,740,8,No,0,195,Found no referenced functions,,None,,2025-03-07 17:45:33.956743
No,matplotlib,matplotlib.animation,new_frame_seq,868,25,No,0,2,Found no referenced functions,,None,,2025-03-07 17:45:33.959871
No,matplotlib,matplotlib.animation,mpl_connect,873,30,No,0,1,Found no referenced functions,,None,,2025-03-07 17:45:33.960872
No,matplotlib,matplotlib.animation,mpl_connect,877,25,No,0,1,Found no referenced functions,,None,,2025-03-07 17:45:33.960872
No,matplotlib,matplotlib.animation,_setup_blit,880,12,No,0,1,Found no referenced functions,,None,,2025-03-07 17:45:33.961872
No,matplotlib,matplotlib.animation,new_timer,1415,27,No,0,2,Found no referenced functions,,None,,2025-03-07 17:45:33.970118
No,matplotlib,matplotlib.animation,__init__,1416,8,No,0,162,Found no referenced functions,,None,,2025-03-07 17:45:33.974132
No,matplotlib,matplotlib.animation,__init__,1490,8,No,0,167,Found no referenced functions,,None,,2025-03-07 17:45:33.980354
No,matplotlib,matplotlib.animation,warn_external,1674,16,No,0,1,Found no referenced functions,,None,,2025-03-07 17:45:33.983370
No,matplotlib,matplotlib.animation,warn_external,1679,12,No,0,1,Found no referenced functions,,None,,2025-03-07 17:45:33.983370
No,matplotlib,matplotlib.animation,__init__,1694,8,No,0,166,Found no referenced functions,,None,,2025-03-07 17:45:33.987458
No,matplotlib,matplotlib.artist,type,200,26,No,0,0,Found no referenced functions,,None,,2025-03-07 17:45:33.990546
No,matplotlib,matplotlib.artist,list,1435,20,No,0,0,Found no referenced functions,,None,,2025-03-07 17:45:34.002765
No,matplotlib,matplotlib.artist,type,1441,16,No,0,0,Found no referenced functions,,None,,2025-03-07 17:45:34.002765
No,matplotlib,matplotlib.artist,get_aliases,1444,22,No,0,1,Found no referenced functions,,None,,2025-03-07 17:45:34.003784
No,matplotlib,matplotlib.axis,__init__,86,8,No,0,342,Found no referenced functions,,None,,2025-03-07 17:45:34.245659
No,matplotlib,matplotlib.axis,set_figure,98,8,No,0,11,Found no referenced functions,,None,,2025-03-07 17:45:34.248794
No,matplotlib,matplotlib.axis,_set_labelrotation,132,8,No,0,1,Found no referenced functions,,None,,2025-03-07 17:45:34.248794
No,matplotlib,matplotlib.axis,_has_alpha_channel,147,38,No,0,1,Found no referenced functions,,None,,2025-03-07 17:45:34.249791
No,matplotlib,matplotlib.axis,get_path,172,8,No,0,17,Found no referenced functions,,None,,2025-03-07 17:45:34.250781
No,matplotlib,matplotlib.axis,_apply_tickdir,183,8,No,0,3,Found no referenced functions,,None,,2025-03-07 17:45:34.251778
