Type-Aware?,Library,Module,Func Name,Line,Column,Improvement,#New,#Old,Reason for no improvement,Path,Left-most receiver,Possible reason for no found functions,Date
No,matplotlib,matplotlib.animation,correct_roundoff,92,11,No,0,1,Found no referenced functions,,None,,2025-03-08 12:57:37.887623
No,matplotlib,matplotlib.animation,correct_roundoff,92,43,No,0,1,Found no referenced functions,,None,,2025-03-08 12:57:37.888374
No,matplotlib,matplotlib.animation,type,287,11,No,0,0,Found no referenced functions,,None,,2025-03-08 12:57:37.892152
No,matplotlib,matplotlib.animation,__init__,296,8,No,0,165,Found no referenced functions,,None,,2025-03-08 12:57:37.896164
No,matplotlib,matplotlib.animation,__init__,388,8,No,0,166,Found no referenced functions,,None,,2025-03-08 12:57:37.905507
No,matplotlib,matplotlib.animation,check_in_list,729,8,No,0,1,Found no referenced functions,,None,,2025-03-08 12:57:37.907644
No,matplotlib,matplotlib.animation,__init__,740,8,No,0,195,Found no referenced functions,,None,,2025-03-08 12:57:37.910643
No,matplotlib,matplotlib.animation,new_frame_seq,868,25,No,0,2,Found no referenced functions,,None,,2025-03-08 12:57:37.913639
No,matplotlib,matplotlib.animation,mpl_connect,873,30,No,0,1,Found no referenced functions,,None,,2025-03-08 12:57:37.914637
No,matplotlib,matplotlib.animation,mpl_connect,877,25,No,0,1,Found no referenced functions,,None,,2025-03-08 12:57:37.914637
No,matplotlib,matplotlib.animation,_setup_blit,880,12,No,0,1,Found no referenced functions,,None,,2025-03-08 12:57:37.914637
No,matplotlib,matplotlib.animation,new_timer,1415,27,No,0,2,Found no referenced functions,,None,,2025-03-08 12:57:37.918825
No,matplotlib,matplotlib.animation,__init__,1416,8,No,0,162,Found no referenced functions,,None,,2025-03-08 12:57:37.921822
No,matplotlib,matplotlib.animation,__init__,1490,8,No,0,167,Found no referenced functions,,None,,2025-03-08 12:57:37.928128
No,matplotlib,matplotlib.animation,warn_external,1674,16,No,0,1,Found no referenced functions,,None,,2025-03-08 12:57:37.930137
No,matplotlib,matplotlib.animation,warn_external,1679,12,No,0,1,Found no referenced functions,,None,,2025-03-08 12:57:37.930137
No,matplotlib,matplotlib.animation,__init__,1694,8,No,0,166,Found no referenced functions,,None,,2025-03-08 12:57:37.934297
No,matplotlib,matplotlib.artist,type,200,26,No,0,0,Found no referenced functions,,None,,2025-03-08 12:57:37.937296
No,matplotlib,matplotlib.artist,list,1435,20,No,0,0,Found no referenced functions,,None,,2025-03-08 12:57:37.945552
No,matplotlib,matplotlib.artist,type,1441,16,No,0,0,Found no referenced functions,,None,,2025-03-08 12:57:37.945552
No,matplotlib,matplotlib.artist,get_aliases,1444,22,No,0,1,Found no referenced functions,,None,,2025-03-08 12:57:37.945552
No,matplotlib,matplotlib.axis,__init__,86,8,No,0,342,Found no referenced functions,,None,,2025-03-08 12:57:38.153787
No,matplotlib,matplotlib.axis,set_figure,98,8,No,0,11,Found no referenced functions,,None,,2025-03-08 12:57:38.155907
No,matplotlib,matplotlib.axis,_set_labelrotation,132,8,No,0,1,Found no referenced functions,,None,,2025-03-08 12:57:38.156919
No,matplotlib,matplotlib.axis,_has_alpha_channel,147,38,No,0,1,Found no referenced functions,,None,,2025-03-08 12:57:38.156919
No,matplotlib,matplotlib.axis,get_path,172,8,No,0,17,Found no referenced functions,,None,,2025-03-08 12:57:38.157905
No,matplotlib,matplotlib.axis,_apply_tickdir,183,8,No,0,3,Found no referenced functions,,None,,2025-03-08 12:57:38.159903
No,matplotlib,matplotlib.axis,_set_artist_props,187,12,No,0,5,Found no referenced functions,,None,,2025-03-08 12:57:38.159903
No,matplotlib,matplotlib.axis,update_position,189,8,No,0,5,Found no referenced functions,,None,,2025-03-08 12:57:38.161026
No,matplotlib,matplotlib.axis,__init__,417,8,No,0,166,Found no referenced functions,,None,,2025-03-08 12:57:38.183656
No,matplotlib,matplotlib.axis,set,420,8,No,0,4,Found no referenced functions,,None,,2025-03-08 12:57:38.183656
No,matplotlib,matplotlib.axis,set,422,8,No,0,4,Found no referenced functions,,None,,2025-03-08 12:57:38.184637
No,matplotlib,matplotlib.axis,set,424,8,No,0,4,Found no referenced functions,,None,,2025-03-08 12:57:38.184637
No,matplotlib,matplotlib.axis,set,428,8,No,0,5,Found no referenced functions,,None,,2025-03-08 12:57:38.184637
No,matplotlib,matplotlib.axis,set,433,8,No,0,5,Found no referenced functions,,None,,2025-03-08 12:57:38.184637
No,matplotlib,matplotlib.axis,get_xaxis_transform,421,39,No,0,3,Found no referenced functions,,None,,2025-03-08 12:57:38.185636
No,matplotlib,matplotlib.axis,get_xaxis_transform,423,39,No,0,3,Found no referenced functions,,None,,2025-03-08 12:57:38.185636
No,matplotlib,matplotlib.axis,get_xaxis_transform,425,45,No,0,3,Found no referenced functions,,None,,2025-03-08 12:57:38.185636
No,matplotlib,matplotlib.axis,_get_text1_transform,427,24,No,0,3,Found no referenced functions,,None,,2025-03-08 12:57:38.185636
No,matplotlib,matplotlib.axis,_get_text2_transform,432,24,No,0,3,Found no referenced functions,,None,,2025-03-08 12:57:38.186720
No,matplotlib,matplotlib.axis,__init__,478,8,No,0,166,Found no referenced functions,,None,,2025-03-08 12:57:38.194518
No,matplotlib,matplotlib.axis,set,481,8,No,0,4,Found no referenced functions,,None,,2025-03-08 12:57:38.195045
No,matplotlib,matplotlib.axis,set,483,8,No,0,4,Found no referenced functions,,None,,2025-03-08 12:57:38.195560
No,matplotlib,matplotlib.axis,set,485,8,No,0,4,Found no referenced functions,,None,,2025-03-08 12:57:38.196072
No,matplotlib,matplotlib.axis,set,489,8,No,0,5,Found no referenced functions,,None,,2025-03-08 12:57:38.196072
No,matplotlib,matplotlib.axis,set,494,8,No,0,5,Found no referenced functions,,None,,2025-03-08 12:57:38.196585
No,matplotlib,matplotlib.axis,get_yaxis_transform,482,39,No,0,3,Found no referenced functions,,None,,2025-03-08 12:57:38.196585
No,matplotlib,matplotlib.axis,get_yaxis_transform,484,39,No,0,3,Found no referenced functions,,None,,2025-03-08 12:57:38.197088
No,matplotlib,matplotlib.axis,get_yaxis_transform,486,45,No,0,3,Found no referenced functions,,None,,2025-03-08 12:57:38.197088
No,matplotlib,matplotlib.axis,_get_text1_transform,488,24,No,0,3,Found no referenced functions,,None,,2025-03-08 12:57:38.197088
No,matplotlib,matplotlib.axis,_get_text2_transform,493,24,No,0,3,Found no referenced functions,,None,,2025-03-08 12:57:38.197088
No,matplotlib,matplotlib.axis,make_keyword_only,643,5,No,0,1,Found no referenced functions,,None,,2025-03-08 12:57:38.201228
No,matplotlib,matplotlib.axis,__init__,654,8,No,0,342,Found no referenced functions,,None,,2025-03-08 12:57:38.204372
No,matplotlib,matplotlib.axis,set_figure,657,8,No,0,11,Found no referenced functions,,None,,2025-03-08 12:57:38.206352
No,matplotlib,matplotlib.axis,_set_artist_props,674,8,No,0,5,Found no referenced functions,,None,,2025-03-08 12:57:38.207351
No,matplotlib,matplotlib.axis,_set_artist_props,676,8,No,0,5,Found no referenced functions,,None,,2025-03-08 12:57:38.207351
No,matplotlib,matplotlib.axis,clear,686,8,No,0,14,Found no referenced functions,,None,,2025-03-08 12:57:38.208426
No,matplotlib,matplotlib.axis,__init__,2234,8,No,0,166,Found no referenced functions,,None,,2025-03-08 12:57:38.220602
No,matplotlib,matplotlib.axis,_init,2235,8,No,0,7,Found no referenced functions,,None,,2025-03-08 12:57:38.221591
No,matplotlib,matplotlib.axis,__init__,2493,8,No,0,166,Found no referenced functions,,None,,2025-03-08 12:57:38.224737
No,matplotlib,matplotlib.axis,_init,2494,8,No,0,7,Found no referenced functions,,None,,2025-03-08 12:57:38.224737
No,matplotlib,matplotlib.backend_bases,__init__,173,8,No,0,342,Found no referenced functions,,None,,2025-03-08 12:57:38.228889
No,matplotlib,matplotlib.backend_bases,to_rgba,773,28,No,0,2,Found no referenced functions,,None,,2025-03-08 12:57:38.234034
No,matplotlib,matplotlib.backend_bases,copy,1123,54,No,0,5,Found no referenced functions,,None,,2025-03-08 12:57:38.238048
No,matplotlib,matplotlib.backend_bases,__init__,1289,8,No,0,339,Found no referenced functions,,None,,2025-03-08 12:57:38.243137
No,matplotlib,matplotlib.backend_bases,__init__,1309,8,No,0,339,Found no referenced functions,,None,,2025-03-08 12:57:38.248272
No,matplotlib,matplotlib.backend_bases,get_width_height,1310,34,No,0,0,Found no referenced functions,,None,,2025-03-08 12:57:38.248272
No,matplotlib,matplotlib.backend_bases,inverted,1361,24,No,0,24,Found no referenced functions,,None,,2025-03-08 12:57:38.250348
No,matplotlib,matplotlib.backend_bases,transform,1362,31,No,0,4,Found no referenced functions,,None,,2025-03-08 12:57:38.251328
No,matplotlib,matplotlib.backend_bases,__init__,1340,8,No,0,169,Found no referenced functions,,None,,2025-03-08 12:57:38.256456
No,matplotlib,matplotlib.backend_bases,inaxes,1355,26,No,0,1,Found no referenced functions,,None,,2025-03-08 12:57:38.257435
No,matplotlib,matplotlib.backend_bases,__init__,1432,8,No,0,154,Found no referenced functions,,None,,2025-03-08 12:57:38.269868
No,matplotlib,matplotlib.backend_bases,__init__,1496,8,No,0,273,Found no referenced functions,,None,,2025-03-08 12:57:38.276996
No,matplotlib,matplotlib.backend_bases,update,1499,8,No,0,6,Found no referenced functions,,None,,2025-03-08 12:57:38.277995
No,matplotlib,matplotlib.backend_bases,__init__,1535,8,No,0,159,Found no referenced functions,,None,,2025-03-08 12:57:38.285360
No,matplotlib,matplotlib.backend_bases,_fix_ipython_backend2gui,1677,8,No,0,1,Found no referenced functions,,None,,2025-03-08 12:57:38.287825
No,matplotlib,matplotlib.backend_bases,set_canvas,1682,8,No,0,1,Found no referenced functions,,None,,2025-03-08 12:57:38.288338
No,matplotlib,matplotlib.backend_bases,__init__,1695,8,No,0,342,Found no referenced functions,,None,,2025-03-08 12:57:38.293520
No,matplotlib,matplotlib.backend_bases,mpl_connect,3026,25,No,0,1,Found no referenced functions,,None,,2025-03-08 12:57:38.307575
No,matplotlib,matplotlib.backend_bases,mpl_connect,3028,27,No,0,1,Found no referenced functions,,None,,2025-03-08 12:57:38.307575
No,matplotlib,matplotlib.backend_bases,mpl_connect,3030,24,No,0,1,Found no referenced functions,,None,,2025-03-08 12:57:38.308576
No,matplotlib,matplotlib.backend_bases,set_history_buttons,3036,8,No,0,6,Found no referenced functions,,None,,2025-03-08 12:57:38.308576
No,matplotlib,matplotlib.backend_bases,toolmanager_connect,3407,8,No,0,1,Found no referenced functions,,None,,2025-03-08 12:57:38.314743
No,matplotlib,matplotlib.backend_bases,toolmanager_connect,3410,8,No,0,1,Found no referenced functions,,None,,2025-03-08 12:57:38.314743
No,matplotlib,matplotlib.backend_bases,set_message,3409,26,No,0,12,Found no referenced functions,,None,,2025-03-08 12:57:38.314743
No,matplotlib,matplotlib.backend_bases,remove_toolitem,3412,26,No,0,6,Found no referenced functions,,None,,2025-03-08 12:57:38.315725
No,matplotlib,matplotlib.backend_managers,__init__,16,8,No,0,225,Found no referenced functions,,None,,2025-03-08 12:57:38.319873
No,matplotlib,matplotlib.backend_managers,set_figure,60,8,No,0,11,Found no referenced functions,,None,,2025-03-08 12:57:38.321871
No,matplotlib,matplotlib.backend_tools,pop,197,24,No,0,0,Found no referenced functions,,None,,2025-03-08 12:57:38.324968
No,matplotlib,matplotlib.backend_tools,__init__,198,8,No,0,166,Found no referenced functions,,None,,2025-03-08 12:57:38.330114
No,matplotlib,matplotlib.backend_tools,__init__,263,8,No,0,166,Found no referenced functions,,None,,2025-03-08 12:57:38.335292
No,matplotlib,matplotlib.backend_tools,toolmanager_connect,268,8,No,0,1,Found no referenced functions,,None,,2025-03-08 12:57:38.335292
No,matplotlib,matplotlib.backend_tools,_add_tool,272,12,No,0,1,Found no referenced functions,,None,,2025-03-08 12:57:38.335292
No,matplotlib,matplotlib.backend_tools,__init__,322,8,No,0,166,Found no referenced functions,,None,,2025-03-08 12:57:38.342433
No,matplotlib,matplotlib.backend_tools,__init__,485,8,No,0,166,Found no referenced functions,,None,,2025-03-08 12:57:38.416108
No,matplotlib,matplotlib.backend_tools,__init__,655,8,No,0,390,Found no referenced functions,,None,,2025-03-08 12:57:38.423408
No,matplotlib,matplotlib.backend_tools,__init__,729,8,No,0,390,Found no referenced functions,,None,,2025-03-08 12:57:38.430583
No,matplotlib,matplotlib.backend_tools,__init__,850,8,No,0,390,Found no referenced functions,,None,,2025-03-08 12:57:38.434722
No,matplotlib,matplotlib.bezier,range,197,26,No,0,1,Found no referenced functions,,None,,2025-03-08 12:57:38.434722
No,matplotlib,matplotlib.category,update,181,12,No,0,6,Found no referenced functions,,None,,2025-03-08 12:57:38.441827
No,matplotlib,matplotlib.cm,set_norm,398,8,No,0,2,Found no referenced functions,,None,,2025-03-08 12:57:38.445091
No,matplotlib,matplotlib.cm,set_cmap,400,8,No,0,3,Found no referenced functions,,None,,2025-03-08 12:57:38.445091
No,matplotlib,matplotlib.collections,make_keyword_only,77,5,No,0,1,Found no referenced functions,,None,,2025-03-08 12:57:38.447088
No,matplotlib,matplotlib.collections,__init__,156,8,No,0,390,Found no referenced functions,,None,,2025-03-08 12:57:38.451196
No,matplotlib,matplotlib.collections,__init__,157,8,No,0,273,Found no referenced functions,,None,,2025-03-08 12:57:38.456339
No,matplotlib,matplotlib.collections,to_rgba,170,28,No,0,2,Found no referenced functions,,None,,2025-03-08 12:57:38.457337
No,matplotlib,matplotlib.collections,set_facecolor,171,8,No,0,4,Found no referenced functions,,None,,2025-03-08 12:57:38.457337
No,matplotlib,matplotlib.collections,set_edgecolor,172,8,No,0,3,Found no referenced functions,,None,,2025-03-08 12:57:38.457337
No,matplotlib,matplotlib.collections,set_linewidth,173,8,No,0,8,Found no referenced functions,,None,,2025-03-08 12:57:38.462400
No,matplotlib,matplotlib.collections,set_linestyle,174,8,No,0,3,Found no referenced functions,,None,,2025-03-08 12:57:38.463556
No,matplotlib,matplotlib.collections,set_antialiased,175,8,No,0,5,Found no referenced functions,,None,,2025-03-08 12:57:38.463556
No,matplotlib,matplotlib.collections,set_pickradius,176,8,No,0,3,Found no referenced functions,,None,,2025-03-08 12:57:38.463556
No,matplotlib,matplotlib.collections,set_urls,177,8,No,0,1,Found no referenced functions,,None,,2025-03-08 12:57:38.463556
