Type-Aware,Library,FunctionId,Runtime of body analysis,Date
Yes,matplotlib,matplotlib/_parse_to_version_info,0.0021970272064208984,2025-02-27 09:18:40.925487
Yes,matplotlib,matplotlib/_get_version,0.0009982585906982422,2025-02-27 09:18:40.925487
Yes,matplotlib,matplotlib/_check_versions,0.0010836124420166016,2025-02-27 09:18:40.925487
Yes,matplotlib,matplotlib/_ensure_handler,0.0,2025-02-27 09:18:40.925487
Yes,matplotlib,matplotlib/set_loglevel,0.0,2025-02-27 09:18:40.925487
Yes,matplotlib,matplotlib/_logged_cached,0.0009999275207519531,2025-02-27 09:18:40.925487
Yes,matplotlib,matplotlib/_get_executable_info,0.009237289428710938,2025-02-27 09:18:40.925487
Yes,matplotlib,matplotlib/checkdep_usetex,0.0015599727630615234,2025-02-27 09:18:40.925487
Yes,matplotlib,matplotlib/_get_xdg_config_dir,0.0006108283996582031,2025-02-27 09:18:40.925487
Yes,matplotlib,matplotlib/_get_xdg_cache_dir,0.001001119613647461,2025-02-27 09:18:40.925487
Yes,matplotlib,matplotlib/_get_config_or_cache_dir,0.004400968551635742,2025-02-27 09:18:40.925487
Yes,matplotlib,matplotlib/get_configdir,0.0009996891021728516,2025-02-27 09:18:40.925487
Yes,matplotlib,matplotlib/get_cachedir,0.0,2025-02-27 09:18:40.925487
Yes,matplotlib,matplotlib/get_data_path,0.0009992122650146484,2025-02-27 09:18:40.925487
Yes,matplotlib,matplotlib/matplotlib_fname,0.003101348876953125,2025-02-27 09:18:40.925487
Yes,matplotlib,matplotlib/RcParams/__init__,0.0,2025-02-27 09:18:40.925487
Yes,matplotlib,matplotlib/RcParams/_set,0.0,2025-02-27 09:18:40.925487
Yes,matplotlib,matplotlib/RcParams/_get,0.0,2025-02-27 09:18:40.925487
Yes,matplotlib,matplotlib/RcParams/__setitem__,0.006203174591064453,2025-02-27 09:18:40.925487
Yes,matplotlib,matplotlib/RcParams/__getitem__,0.004118680953979492,2025-02-27 09:18:40.925487
Yes,matplotlib,matplotlib/RcParams/_get_backend_or_none,0.0009996891021728516,2025-02-27 09:18:40.925487
Yes,matplotlib,matplotlib/RcParams/__repr__,0.0009987354278564453,2025-02-27 09:18:40.925487
Yes,matplotlib,matplotlib/RcParams/__str__,0.0009989738464355469,2025-02-27 09:18:40.925487
Yes,matplotlib,matplotlib/RcParams/__iter__,0.0,2025-02-27 09:18:40.925487
Yes,matplotlib,matplotlib/RcParams/__len__,0.0009989738464355469,2025-02-27 09:18:40.925487
Yes,matplotlib,matplotlib/RcParams/find_all,0.0011081695556640625,2025-02-27 09:18:40.925487
Yes,matplotlib,matplotlib/RcParams/copy,0.0,2025-02-27 09:18:40.925487
Yes,matplotlib,matplotlib/rc_params,0.0,2025-02-27 09:18:40.925487
Yes,matplotlib,matplotlib/_get_ssl_context,0.0,2025-02-27 09:18:40.925487
