Type-Aware?,Library,Module,Func Name,Line,Column,Improvement,#New,#Old,Reason for no improvement,Path,Left-most receiver,Possible reason for no found functions,Date
Yes,seaborn,seaborn.algorithms,map,37,26,Yes,0,3,,map.(),builtins.map,,2025-03-01 15:54:15.993116
Yes,seaborn,seaborn.algorithms,map,60,16,Yes,0,3,,map.(),builtins.map,,2025-03-01 15:54:15.997248
Yes,seaborn,seaborn.algorithms,_handle_random_seed,57,10,No,1,1,Found same amount of functions,_handle_random_seed.(),seaborn.algorithms._handle_random_seed,,2025-03-01 15:54:16.038232
Yes,seaborn,seaborn.algorithms,_structured_bootstrap,91,15,No,1,1,Found same amount of functions,_structured_bootstrap.(),seaborn.algorithms._structured_bootstrap,,2025-03-01 15:54:16.042259
Yes,seaborn,seaborn.algorithms,f,98,25,No,0,0,Found no referenced functions,f.(),f,NameExpr(f [l]) Type is Any No missing import name ,2025-03-01 15:54:16.043256
Yes,seaborn,seaborn.algorithms,map,113,18,Yes,0,3,,map.(),builtins.map,,2025-03-01 15:54:16.140234
Yes,seaborn,seaborn.algorithms,map,116,22,Yes,0,3,,map.(),builtins.map,,2025-03-01 15:54:16.140234
Yes,seaborn,seaborn.axisgrid,set,39,16,No,0,2,Found no referenced functions,ax.set.(),ax,MemberExpr:39(  NameExpr(ax [l])  set) Type is Any No missing import name ,2025-03-01 15:54:16.201236
Yes,seaborn,seaborn.rcmod,set_theme,132,4,No,1,0,Found more functions than old purity analysis,set_theme.(),seaborn.rcmod.set_theme,,2025-03-01 15:54:16.203233
Yes,seaborn,seaborn._core.groupby,_get_groups,110,26,No,1,1,Found same amount of functions,self._get_groups.(),"NamedType(name='GroupBy', qname='seaborn._core.groupby.GroupBy')",,2025-03-01 15:54:16.203233
Yes,seaborn,seaborn._core.groupby,_reorder_columns,113,19,No,1,1,Found same amount of functions,self._reorder_columns.(),"NamedType(name='GroupBy', qname='seaborn._core.groupby.GroupBy')",,2025-03-01 15:54:16.204234
Yes,seaborn,seaborn._core.groupby,_reorder_columns,129,15,No,1,1,Found same amount of functions,self._reorder_columns.(),"NamedType(name='GroupBy', qname='seaborn._core.groupby.GroupBy')",,2025-03-01 15:54:16.204234
Yes,seaborn,seaborn.axisgrid,savefig,95,8,No,0,1,Found no referenced functions,self.figure.savefig.(),"NamedType(name='_BaseGrid', qname='seaborn.axisgrid._BaseGrid')","MemberExpr:95(  NameExpr(self [l])  figure) The found method has no result figure and is not the last in path, at path part figure | ",2025-03-01 15:54:16.208233
Yes,seaborn,seaborn.axisgrid,__init__,376,8,Yes,3,24,,super.().__init__.(),seaborn.axisgrid.FacetGrid,,2025-03-01 15:54:16.211233
Yes,seaborn,seaborn.axisgrid,categorical_order,383,24,No,0,2,Found no referenced functions,categorical_order.(),seaborn._oldcore.categorical_order,,2025-03-01 15:54:16.211233
Yes,seaborn,seaborn.axisgrid,categorical_order,391,24,No,0,2,Found no referenced functions,categorical_order.(),seaborn._oldcore.categorical_order,,2025-03-01 15:54:16.212233
Yes,seaborn,seaborn.axisgrid,categorical_order,396,24,No,0,2,Found no referenced functions,categorical_order.(),seaborn._oldcore.categorical_order,,2025-03-01 15:54:16.212233
Yes,seaborn,seaborn.axisgrid,_get_palette,385,17,No,1,1,Found same amount of functions,self._get_palette.(),"NamedType(name='FacetGrid', qname='seaborn.axisgrid.FacetGrid')",,2025-03-01 15:54:16.213235
Yes,seaborn,seaborn.axisgrid,_disable_autolayout,446,13,No,0,1,Found no referenced functions,_disable_autolayout.(),seaborn.utils._disable_autolayout,NameExpr(_disable_autolayout [seaborn.utils._disable_autolayout]) Mypy Node is a mp_nodes.Decorator ,2025-03-01 15:54:16.216234
Yes,seaborn,seaborn.axisgrid,figure,447,18,No,0,0,Found no referenced functions,plt.figure.(),matplotlib.pyplot,MemberExpr:447(  NameExpr(plt [matplotlib.pyplot])  figure [matplotlib.pyplot.figure]) Mypy Node is a mp_nodes.MypyFile ,2025-03-01 15:54:16.217247
Yes,seaborn,seaborn.axisgrid,set_titles,525,8,No,1,1,Found same amount of functions,self.set_titles.(),"NamedType(name='FacetGrid', qname='seaborn.axisgrid.FacetGrid')",,2025-03-01 15:54:16.273231
Yes,seaborn,seaborn.axisgrid,tight_layout,526,8,No,1,1,Found same amount of functions,self.tight_layout.(),"NamedType(name='FacetGrid', qname='seaborn.axisgrid.FacetGrid')",,2025-03-01 15:54:16.274231
Yes,seaborn,seaborn.axisgrid,despine,529,12,Yes,1,2,,self.despine.(),"NamedType(name='FacetGrid', qname='seaborn.axisgrid.FacetGrid')",,2025-03-01 15:54:16.274231
Yes,seaborn,seaborn.axisgrid,__init__,1242,8,Yes,3,24,,super.().__init__.(),seaborn.axisgrid.PairGrid,,2025-03-01 15:54:16.283236
Yes,seaborn,seaborn.axisgrid,_find_numeric_cols,1245,23,No,1,1,Found same amount of functions,self._find_numeric_cols.(),"NamedType(name='PairGrid', qname='seaborn.axisgrid.PairGrid')",,2025-03-01 15:54:16.285233
Yes,seaborn,seaborn.axisgrid,_disable_autolayout,1273,13,No,0,1,Found no referenced functions,_disable_autolayout.(),seaborn.utils._disable_autolayout,NameExpr(_disable_autolayout [seaborn.utils._disable_autolayout]) Mypy Node is a mp_nodes.Decorator ,2025-03-01 15:54:16.286234
Yes,seaborn,seaborn.axisgrid,figure,1274,18,No,0,0,Found no referenced functions,plt.figure.(),matplotlib.pyplot,MemberExpr:1274(  NameExpr(plt [matplotlib.pyplot])  figure [matplotlib.pyplot.figure]) Mypy Node is a mp_nodes.MypyFile ,2025-03-01 15:54:16.286234
Yes,seaborn,seaborn.axisgrid,_add_axis_labels,1304,8,Yes,1,2,,self._add_axis_labels.(),"NamedType(name='PairGrid', qname='seaborn.axisgrid.PairGrid')",,2025-03-01 15:54:16.287236
Yes,seaborn,seaborn.axisgrid,categorical_order,1321,36,No,0,2,Found no referenced functions,categorical_order.(),seaborn._oldcore.categorical_order,,2025-03-01 15:54:16.288235
Yes,seaborn,seaborn.axisgrid,_get_palette,1333,23,No,1,1,Found same amount of functions,self._get_palette.(),"NamedType(name='PairGrid', qname='seaborn.axisgrid.PairGrid')",,2025-03-01 15:54:16.288235
Yes,seaborn,seaborn.axisgrid,despine,1357,12,Yes,1,2,,utils.despine.(),seaborn.utils,,2025-03-01 15:54:16.289234
Yes,seaborn,seaborn.axisgrid,tight_layout,1358,8,No,1,1,Found same amount of functions,self.tight_layout.(),"NamedType(name='PairGrid', qname='seaborn.axisgrid.PairGrid')",,2025-03-01 15:54:16.289234
Yes,seaborn,seaborn.axisgrid,get_var,1735,17,No,1,1,Found same amount of functions,get_var.(),seaborn.axisgrid.JointGrid.get_var,,2025-03-01 15:54:16.295232
Yes,seaborn,seaborn.axisgrid,get_var,1736,17,No,1,1,Found same amount of functions,get_var.(),seaborn.axisgrid.JointGrid.get_var,,2025-03-01 15:54:16.296232
Yes,seaborn,seaborn.axisgrid,get_var,1737,19,No,1,1,Found same amount of functions,get_var.(),seaborn.axisgrid.JointGrid.get_var,,2025-03-01 15:54:16.296551
Yes,seaborn,seaborn.axisgrid,despine,1753,8,Yes,1,2,,utils.despine.(),seaborn.utils,,2025-03-01 15:54:16.296551
Yes,seaborn,seaborn.axisgrid,despine,1755,12,Yes,1,2,,utils.despine.(),seaborn.utils,,2025-03-01 15:54:16.296551
Yes,seaborn,seaborn.axisgrid,despine,1756,12,Yes,1,2,,utils.despine.(),seaborn.utils,,2025-03-01 15:54:16.297560
Yes,seaborn,seaborn.axisgrid,tight_layout,1760,8,No,0,1,Found no referenced functions,f.tight_layout.(),f,MemberExpr:1760(  NameExpr(f [l])  tight_layout) Type is Any No missing import name ,2025-03-01 15:54:16.297560
Yes,seaborn,seaborn.categorical,__init__,66,8,Yes,3,7,,super.().__init__.(),seaborn.categorical._CategoricalPlotterNew,,2025-03-01 15:54:16.300566
Yes,seaborn,seaborn.categorical,set,79,29,Yes,0,2,,set.(),builtins.set,,2025-03-01 15:54:16.300566
Yes,seaborn,seaborn.categorical,infer_orient,96,22,No,1,1,Found same amount of functions,infer_orient.(),seaborn._oldcore.infer_orient,,2025-03-01 15:54:16.301565
Yes,seaborn,seaborn.categorical,categorical_order,118,21,Yes,1,2,,categorical_order.(),seaborn._oldcore.categorical_order,,2025-03-01 15:54:16.302558
Yes,seaborn,seaborn.categorical,establish_variables,785,8,Yes,1,2,,self.establish_variables.(),"NamedType(name='_BoxPlotter', qname='seaborn.categorical._BoxPlotter')",,2025-03-01 15:54:16.307558
Yes,seaborn,seaborn.categorical,establish_colors,786,8,No,1,1,Found same amount of functions,self.establish_colors.(),"NamedType(name='_BoxPlotter', qname='seaborn.categorical._BoxPlotter')",,2025-03-01 15:54:16.308592
Yes,seaborn,seaborn.categorical,establish_variables,901,8,Yes,1,2,,self.establish_variables.(),"NamedType(name='_ViolinPlotter', qname='seaborn.categorical._ViolinPlotter')",,2025-03-01 15:54:16.309592
Yes,seaborn,seaborn.categorical,establish_colors,902,8,No,1,1,Found same amount of functions,self.establish_colors.(),"NamedType(name='_ViolinPlotter', qname='seaborn.categorical._ViolinPlotter')",,2025-03-01 15:54:16.309592
Yes,seaborn,seaborn.categorical,estimate_densities,903,8,No,1,1,Found same amount of functions,self.estimate_densities.(),"NamedType(name='_ViolinPlotter', qname='seaborn.categorical._ViolinPlotter')",,2025-03-01 15:54:16.309592
Yes,seaborn,seaborn.categorical,establish_variables,1530,8,Yes,1,2,,self.establish_variables.(),"NamedType(name='_BarPlotter', qname='seaborn.categorical._BarPlotter')",,2025-03-01 15:54:16.310557
Yes,seaborn,seaborn.categorical,establish_colors,1532,8,No,1,1,Found same amount of functions,self.establish_colors.(),"NamedType(name='_BarPlotter', qname='seaborn.categorical._BarPlotter')",,2025-03-01 15:54:16.311557
Yes,seaborn,seaborn.categorical,estimate_statistic,1533,8,No,1,1,Found same amount of functions,self.estimate_statistic.(),"NamedType(name='_BarPlotter', qname='seaborn.categorical._BarPlotter')",,2025-03-01 15:54:16.311557
Yes,seaborn,seaborn.categorical,establish_variables,1601,8,Yes,1,2,,self.establish_variables.(),"NamedType(name='_PointPlotter', qname='seaborn.categorical._PointPlotter')",,2025-03-01 15:54:16.312558
Yes,seaborn,seaborn.categorical,establish_colors,1603,8,No,1,1,Found same amount of functions,self.establish_colors.(),"NamedType(name='_PointPlotter', qname='seaborn.categorical._PointPlotter')",,2025-03-01 15:54:16.312558
