Type-Aware?,Library,Module,Func Name,Line,Column,Improvement,#New,#Old,Reason for no improvement,Path,Left-most receiver,Possible reason for no found functions,Date
Yes,seaborn,seaborn.algorithms,map,37,26,Yes,0,3,,map.(),builtins.map,,2025-02-21 14:28:26.998565
Yes,seaborn,seaborn.algorithms,map,60,16,Yes,0,3,,map.(),builtins.map,,2025-02-21 14:28:27.000568
Yes,seaborn,seaborn.algorithms,_handle_random_seed,57,10,No,1,1,Found same amount of functions,_handle_random_seed.(),seaborn.algorithms._handle_random_seed,,2025-02-21 14:28:27.150902
Yes,seaborn,seaborn.algorithms,_structured_bootstrap,91,15,No,1,1,Found same amount of functions,_structured_bootstrap.(),seaborn.algorithms._structured_bootstrap,,2025-02-21 14:28:27.169858
Yes,seaborn,seaborn.algorithms,f,98,25,No,0,0,Found no referenced functions,f.(),f,NameExpr(f [l]) Type is Any No missing import name ,2025-02-21 14:28:27.170853
Yes,seaborn,seaborn.algorithms,map,113,18,Yes,0,3,,map.(),builtins.map,,2025-02-21 14:28:27.464922
Yes,seaborn,seaborn.algorithms,map,116,22,Yes,0,3,,map.(),builtins.map,,2025-02-21 14:28:27.465916
Yes,seaborn,seaborn.axisgrid,set,39,16,No,0,2,Found no referenced functions,ax.set.(),ax,MemberExpr:39(  NameExpr(ax [l])  set) Type is Any No missing import name ,2025-02-21 14:28:27.556945
Yes,seaborn,seaborn.rcmod,set_theme,132,4,No,1,0,Found more functions than old purity analysis,set_theme.(),seaborn.rcmod.set_theme,,2025-02-21 14:28:27.558944
Yes,seaborn,seaborn._core.groupby,_get_groups,110,26,No,1,1,Found same amount of functions,self._get_groups.(),"NamedType(name='GroupBy', qname='seaborn._core.groupby.GroupBy')",,2025-02-21 14:28:27.559944
Yes,seaborn,seaborn._core.groupby,_reorder_columns,113,19,No,1,1,Found same amount of functions,self._reorder_columns.(),"NamedType(name='GroupBy', qname='seaborn._core.groupby.GroupBy')",,2025-02-21 14:28:27.559944
Yes,seaborn,seaborn._core.groupby,_reorder_columns,129,15,No,1,1,Found same amount of functions,self._reorder_columns.(),"NamedType(name='GroupBy', qname='seaborn._core.groupby.GroupBy')",,2025-02-21 14:28:27.560944
Yes,seaborn,seaborn.axisgrid,savefig,95,8,No,0,1,Found no referenced functions,self.figure.savefig.(),"NamedType(name='_BaseGrid', qname='seaborn.axisgrid._BaseGrid')","MemberExpr:95(  NameExpr(self [l])  figure) The found method has no result figure and is not the last in path, at path part figure | ",2025-02-21 14:28:27.566327
Yes,seaborn,seaborn.axisgrid,__init__,376,8,Yes,3,24,,super.().__init__.(),seaborn.axisgrid.FacetGrid,,2025-02-21 14:28:27.569337
Yes,seaborn,seaborn.axisgrid,categorical_order,383,24,No,0,2,Found no referenced functions,categorical_order.(),seaborn._oldcore.categorical_order,,2025-02-21 14:28:27.570293
Yes,seaborn,seaborn.axisgrid,categorical_order,391,24,No,0,2,Found no referenced functions,categorical_order.(),seaborn._oldcore.categorical_order,,2025-02-21 14:28:27.571472
Yes,seaborn,seaborn.axisgrid,categorical_order,396,24,No,0,2,Found no referenced functions,categorical_order.(),seaborn._oldcore.categorical_order,,2025-02-21 14:28:27.572478
Yes,seaborn,seaborn.axisgrid,_get_palette,385,17,No,1,1,Found same amount of functions,self._get_palette.(),"NamedType(name='FacetGrid', qname='seaborn.axisgrid.FacetGrid')",,2025-02-21 14:28:27.572478
Yes,seaborn,seaborn.axisgrid,_disable_autolayout,446,13,No,0,1,Found no referenced functions,_disable_autolayout.(),seaborn.utils._disable_autolayout,NameExpr(_disable_autolayout [seaborn.utils._disable_autolayout]) Mypy Node is a mp_nodes.Decorator ,2025-02-21 14:28:27.579615
Yes,seaborn,seaborn.axisgrid,figure,447,18,No,0,0,Found no referenced functions,plt.figure.(),matplotlib.pyplot,MemberExpr:447(  NameExpr(plt [matplotlib.pyplot])  figure [matplotlib.pyplot.figure]) Mypy Node is a mp_nodes.MypyFile ,2025-02-21 14:28:27.579615
Yes,seaborn,seaborn.axisgrid,set_titles,525,8,No,1,1,Found same amount of functions,self.set_titles.(),"NamedType(name='FacetGrid', qname='seaborn.axisgrid.FacetGrid')",,2025-02-21 14:28:27.776798
Yes,seaborn,seaborn.axisgrid,tight_layout,526,8,No,1,1,Found same amount of functions,self.tight_layout.(),"NamedType(name='FacetGrid', qname='seaborn.axisgrid.FacetGrid')",,2025-02-21 14:28:27.777798
Yes,seaborn,seaborn.axisgrid,despine,529,12,Yes,1,2,,self.despine.(),"NamedType(name='FacetGrid', qname='seaborn.axisgrid.FacetGrid')",,2025-02-21 14:28:27.778799
Yes,seaborn,seaborn.axisgrid,__init__,1242,8,Yes,3,24,,super.().__init__.(),seaborn.axisgrid.PairGrid,,2025-02-21 14:28:27.810253
Yes,seaborn,seaborn.axisgrid,_find_numeric_cols,1245,23,No,1,1,Found same amount of functions,self._find_numeric_cols.(),"NamedType(name='PairGrid', qname='seaborn.axisgrid.PairGrid')",,2025-02-21 14:28:27.811426
Yes,seaborn,seaborn.axisgrid,_disable_autolayout,1273,13,No,0,1,Found no referenced functions,_disable_autolayout.(),seaborn.utils._disable_autolayout,NameExpr(_disable_autolayout [seaborn.utils._disable_autolayout]) Mypy Node is a mp_nodes.Decorator ,2025-02-21 14:28:27.814425
Yes,seaborn,seaborn.axisgrid,figure,1274,18,No,0,0,Found no referenced functions,plt.figure.(),matplotlib.pyplot,MemberExpr:1274(  NameExpr(plt [matplotlib.pyplot])  figure [matplotlib.pyplot.figure]) Mypy Node is a mp_nodes.MypyFile ,2025-02-21 14:28:27.814425
Yes,seaborn,seaborn.axisgrid,_add_axis_labels,1304,8,Yes,1,2,,self._add_axis_labels.(),"NamedType(name='PairGrid', qname='seaborn.axisgrid.PairGrid')",,2025-02-21 14:28:27.815428
Yes,seaborn,seaborn.axisgrid,categorical_order,1321,36,No,0,2,Found no referenced functions,categorical_order.(),seaborn._oldcore.categorical_order,,2025-02-21 14:28:27.817436
Yes,seaborn,seaborn.axisgrid,_get_palette,1333,23,No,1,1,Found same amount of functions,self._get_palette.(),"NamedType(name='PairGrid', qname='seaborn.axisgrid.PairGrid')",,2025-02-21 14:28:27.818436
Yes,seaborn,seaborn.axisgrid,despine,1357,12,Yes,1,2,,utils.despine.(),seaborn.utils,,2025-02-21 14:28:27.819435
Yes,seaborn,seaborn.axisgrid,tight_layout,1358,8,No,1,1,Found same amount of functions,self.tight_layout.(),"NamedType(name='PairGrid', qname='seaborn.axisgrid.PairGrid')",,2025-02-21 14:28:27.819435
Yes,seaborn,seaborn.axisgrid,get_var,1735,17,No,1,1,Found same amount of functions,get_var.(),seaborn.axisgrid.JointGrid.get_var,,2025-02-21 14:28:27.860523
