Type-Aware?,Library,Module,Func Name,Line,Column,Improvement,#New,#Old,Reason for no improvement,Path,Left-most receiver,Possible reason for no found functions,Date
No,seaborn,seaborn.algorithms,map,37,26,No,0,3,Found no referenced functions,,None,,2025-03-01 15:00:23.806850
No,seaborn,seaborn.algorithms,map,60,16,No,0,3,Found no referenced functions,,None,,2025-03-01 15:00:23.807853
No,seaborn,seaborn.algorithms,_handle_random_seed,57,10,No,0,1,Found no referenced functions,,None,,2025-03-01 15:00:23.809834
No,seaborn,seaborn.algorithms,_structured_bootstrap,91,15,No,0,1,Found no referenced functions,,None,,2025-03-01 15:00:23.812957
No,seaborn,seaborn.algorithms,f,98,25,No,0,0,Found no referenced functions,,None,,2025-03-01 15:00:23.824067
No,seaborn,seaborn.algorithms,map,113,18,No,0,3,Found no referenced functions,,None,,2025-03-01 15:00:23.834280
No,seaborn,seaborn.algorithms,map,116,22,No,0,3,Found no referenced functions,,None,,2025-03-01 15:00:23.835278
No,seaborn,seaborn.axisgrid,set,39,16,No,0,2,Found no referenced functions,,None,,2025-03-01 15:00:23.841429
No,seaborn,seaborn.rcmod,set_theme,132,4,No,0,0,Found no referenced functions,,None,,2025-03-01 15:00:23.842574
No,seaborn,seaborn._core.groupby,_get_groups,110,26,No,0,1,Found no referenced functions,,None,,2025-03-01 15:00:23.843573
No,seaborn,seaborn._core.groupby,_reorder_columns,113,19,No,0,1,Found no referenced functions,,None,,2025-03-01 15:00:23.843573
No,seaborn,seaborn._core.groupby,_reorder_columns,129,15,No,0,1,Found no referenced functions,,None,,2025-03-01 15:00:23.844572
No,seaborn,seaborn.axisgrid,savefig,95,8,No,0,1,Found no referenced functions,,None,,2025-03-01 15:00:23.847683
No,seaborn,seaborn.axisgrid,__init__,376,8,No,0,24,Found no referenced functions,,None,,2025-03-01 15:00:23.850681
No,seaborn,seaborn.axisgrid,categorical_order,383,24,No,0,2,Found no referenced functions,,None,,2025-03-01 15:00:23.851679
No,seaborn,seaborn.axisgrid,categorical_order,391,24,No,0,2,Found no referenced functions,,None,,2025-03-01 15:00:23.852845
