Type-Aware?,Library,Module,Func Name,Line,Column,Improvement,#New,#Old,Reason for no improvement,Path,Left-most receiver,Possible reason for no found functions,Date
Yes,seaborn,seaborn.algorithms,map,37,26,Yes,0,3,,map.(),builtins.map,,2025-03-02 11:55:01.972745
Yes,seaborn,seaborn.algorithms,map,60,16,Yes,0,3,,map.(),builtins.map,,2025-03-02 11:55:01.972745
Yes,seaborn,seaborn.algorithms,_handle_random_seed,57,10,No,1,1,Found same amount of functions,_handle_random_seed.(),seaborn.algorithms._handle_random_seed,,2025-03-02 11:55:05.620519
Yes,seaborn,seaborn.algorithms,_structured_bootstrap,91,15,No,1,1,Found same amount of functions,_structured_bootstrap.(),seaborn.algorithms._structured_bootstrap,,2025-03-02 11:55:06.359664
Yes,seaborn,seaborn.algorithms,f,98,25,No,0,0,Found no referenced functions,f.(),f,NameExpr(f [l]) Type is Any No missing import name ,2025-03-02 11:55:06.360869
Yes,seaborn,seaborn.algorithms,map,113,18,Yes,0,3,,map.(),builtins.map,,2025-03-02 11:55:06.537569
Yes,seaborn,seaborn.algorithms,map,116,22,Yes,0,3,,map.(),builtins.map,,2025-03-02 11:55:06.537569
Yes,seaborn,seaborn.axisgrid,set,39,16,No,0,2,Found no referenced functions,ax.set.(),ax,MemberExpr:39(  NameExpr(ax [l])  set) Type is Any No missing import name ,2025-03-02 11:55:06.603068
Yes,seaborn,seaborn.rcmod,set_theme,132,4,No,1,0,Found more functions than old purity analysis,set_theme.(),seaborn.rcmod.set_theme,,2025-03-02 11:55:06.604067
Yes,seaborn,seaborn._core.groupby,_get_groups,110,26,No,1,1,Found same amount of functions,self._get_groups.(),"NamedType(name='GroupBy', qname='seaborn._core.groupby.GroupBy')",,2025-03-02 11:55:06.610304
Yes,seaborn,seaborn._core.groupby,_reorder_columns,113,19,No,1,1,Found same amount of functions,self._reorder_columns.(),"NamedType(name='GroupBy', qname='seaborn._core.groupby.GroupBy')",,2025-03-02 11:55:06.611305
Yes,seaborn,seaborn._core.groupby,_reorder_columns,129,15,No,1,1,Found same amount of functions,self._reorder_columns.(),"NamedType(name='GroupBy', qname='seaborn._core.groupby.GroupBy')",,2025-03-02 11:55:06.611305
Yes,seaborn,seaborn.axisgrid,savefig,95,8,No,0,1,Found no referenced functions,self.figure.savefig.(),"NamedType(name='_BaseGrid', qname='seaborn.axisgrid._BaseGrid')","MemberExpr:95(  NameExpr(self [l])  figure) The found method has no result figure and is not the last in path, at path part figure | ",2025-03-02 11:55:06.614302
Yes,seaborn,seaborn.axisgrid,__init__,376,8,Yes,3,24,,super.().__init__.(),seaborn.axisgrid.FacetGrid,,2025-03-02 11:55:06.616464
Yes,seaborn,seaborn.axisgrid,categorical_order,383,24,No,0,2,Found no referenced functions,categorical_order.(),seaborn._oldcore.categorical_order,,2025-03-02 11:55:06.617463
Yes,seaborn,seaborn.axisgrid,categorical_order,391,24,No,0,2,Found no referenced functions,categorical_order.(),seaborn._oldcore.categorical_order,,2025-03-02 11:55:06.617463
Yes,seaborn,seaborn.axisgrid,categorical_order,396,24,No,0,2,Found no referenced functions,categorical_order.(),seaborn._oldcore.categorical_order,,2025-03-02 11:55:06.618462
Yes,seaborn,seaborn.axisgrid,_get_palette,385,17,No,1,1,Found same amount of functions,self._get_palette.(),"NamedType(name='FacetGrid', qname='seaborn.axisgrid.FacetGrid')",,2025-03-02 11:55:06.618462
Yes,seaborn,seaborn.axisgrid,_disable_autolayout,446,13,No,0,1,Found no referenced functions,_disable_autolayout.(),seaborn.utils._disable_autolayout,NameExpr(_disable_autolayout [seaborn.utils._disable_autolayout]) Mypy Node is a mp_nodes.Decorator ,2025-03-02 11:55:06.621595
Yes,seaborn,seaborn.axisgrid,figure,447,18,No,0,0,Found no referenced functions,plt.figure.(),matplotlib.pyplot,MemberExpr:447(  NameExpr(plt [matplotlib.pyplot])  figure [matplotlib.pyplot.figure]) Mypy Node is a mp_nodes.MypyFile ,2025-03-02 11:55:06.678126
Yes,seaborn,seaborn.axisgrid,set_titles,525,8,No,1,1,Found same amount of functions,self.set_titles.(),"NamedType(name='FacetGrid', qname='seaborn.axisgrid.FacetGrid')",,2025-03-02 11:55:06.726067
Yes,seaborn,seaborn.axisgrid,tight_layout,526,8,No,1,1,Found same amount of functions,self.tight_layout.(),"NamedType(name='FacetGrid', qname='seaborn.axisgrid.FacetGrid')",,2025-03-02 11:55:06.726067
Yes,seaborn,seaborn.axisgrid,despine,529,12,Yes,1,2,,self.despine.(),"NamedType(name='FacetGrid', qname='seaborn.axisgrid.FacetGrid')",,2025-03-02 11:55:06.727050
Yes,seaborn,seaborn.axisgrid,__init__,1242,8,Yes,3,24,,super.().__init__.(),seaborn.axisgrid.PairGrid,,2025-03-02 11:55:06.738325
Yes,seaborn,seaborn.axisgrid,_find_numeric_cols,1245,23,No,1,1,Found same amount of functions,self._find_numeric_cols.(),"NamedType(name='PairGrid', qname='seaborn.axisgrid.PairGrid')",,2025-03-02 11:55:06.739416
Yes,seaborn,seaborn.axisgrid,_disable_autolayout,1273,13,No,0,1,Found no referenced functions,_disable_autolayout.(),seaborn.utils._disable_autolayout,NameExpr(_disable_autolayout [seaborn.utils._disable_autolayout]) Mypy Node is a mp_nodes.Decorator ,2025-03-02 11:55:06.740432
Yes,seaborn,seaborn.axisgrid,figure,1274,18,No,0,0,Found no referenced functions,plt.figure.(),matplotlib.pyplot,MemberExpr:1274(  NameExpr(plt [matplotlib.pyplot])  figure [matplotlib.pyplot.figure]) Mypy Node is a mp_nodes.MypyFile ,2025-03-02 11:55:06.741432
Yes,seaborn,seaborn.axisgrid,_add_axis_labels,1304,8,Yes,1,2,,self._add_axis_labels.(),"NamedType(name='PairGrid', qname='seaborn.axisgrid.PairGrid')",,2025-03-02 11:55:06.741432
Yes,seaborn,seaborn.axisgrid,categorical_order,1321,36,No,0,2,Found no referenced functions,categorical_order.(),seaborn._oldcore.categorical_order,,2025-03-02 11:55:06.742415
Yes,seaborn,seaborn.axisgrid,_get_palette,1333,23,No,1,1,Found same amount of functions,self._get_palette.(),"NamedType(name='PairGrid', qname='seaborn.axisgrid.PairGrid')",,2025-03-02 11:55:06.743413
Yes,seaborn,seaborn.axisgrid,despine,1357,12,Yes,1,2,,utils.despine.(),seaborn.utils,,2025-03-02 11:55:06.744477
Yes,seaborn,seaborn.axisgrid,tight_layout,1358,8,No,1,1,Found same amount of functions,self.tight_layout.(),"NamedType(name='PairGrid', qname='seaborn.axisgrid.PairGrid')",,2025-03-02 11:55:06.745478
Yes,seaborn,seaborn.axisgrid,get_var,1735,17,No,1,1,Found same amount of functions,get_var.(),seaborn.axisgrid.JointGrid.get_var,,2025-03-02 11:55:06.800649
Yes,seaborn,seaborn.axisgrid,get_var,1736,17,No,1,1,Found same amount of functions,get_var.(),seaborn.axisgrid.JointGrid.get_var,,2025-03-02 11:55:06.801666
Yes,seaborn,seaborn.axisgrid,get_var,1737,19,No,1,1,Found same amount of functions,get_var.(),seaborn.axisgrid.JointGrid.get_var,,2025-03-02 11:55:06.802670
Yes,seaborn,seaborn.axisgrid,despine,1753,8,Yes,1,2,,utils.despine.(),seaborn.utils,,2025-03-02 11:55:06.803665
