Type-Aware?,Library,Module,Func Name,Line,Column,Improvement,#New,#Old,Reason for no improvement,Path,Left-most receiver,Date
No,seaborn,seaborn.algorithms,map,37,26,No,0,3,Found no referenced functions,,None,2025-01-17 11:27:42.447351
No,seaborn,seaborn.algorithms,map,60,16,No,0,3,Found no referenced functions,,None,2025-01-17 11:27:42.448350
No,seaborn,seaborn.algorithms,_handle_random_seed,57,10,No,0,1,Found no referenced functions,,None,2025-01-17 11:27:42.536696
No,seaborn,seaborn.algorithms,_structured_bootstrap,91,15,No,0,1,Found no referenced functions,,None,2025-01-17 11:27:43.199852
No,seaborn,seaborn.algorithms,f,98,25,No,0,0,Found no referenced functions,,None,2025-01-17 11:27:43.202985
No,seaborn,seaborn.algorithms,map,113,18,No,0,3,Found no referenced functions,,None,2025-01-17 11:27:43.359712
No,seaborn,seaborn.algorithms,map,116,22,No,0,3,Found no referenced functions,,None,2025-01-17 11:27:43.359712
No,seaborn,seaborn.axisgrid,set,39,16,No,0,2,Found no referenced functions,,None,2025-01-17 11:27:43.423663
No,seaborn,seaborn.rcmod,set_theme,132,4,No,0,0,Found no referenced functions,,None,2025-01-17 11:27:43.424679
No,seaborn,seaborn._core.groupby,_get_groups,110,26,No,0,1,Found no referenced functions,,None,2025-01-17 11:27:43.425679
No,seaborn,seaborn._core.groupby,_reorder_columns,113,19,No,0,1,Found no referenced functions,,None,2025-01-17 11:27:43.425679
No,seaborn,seaborn._core.groupby,_reorder_columns,129,15,No,0,1,Found no referenced functions,,None,2025-01-17 11:27:43.426674
No,seaborn,seaborn.axisgrid,savefig,95,8,No,0,1,Found no referenced functions,,None,2025-01-17 11:27:43.429669
No,seaborn,seaborn.axisgrid,__init__,376,8,No,0,24,Found no referenced functions,,None,2025-01-17 11:27:43.430656
No,seaborn,seaborn.axisgrid,categorical_order,383,24,No,0,2,Found no referenced functions,,None,2025-01-17 11:27:43.430656
No,seaborn,seaborn.axisgrid,categorical_order,391,24,No,0,2,Found no referenced functions,,None,2025-01-17 11:27:43.431655
No,seaborn,seaborn.axisgrid,categorical_order,396,24,No,0,2,Found no referenced functions,,None,2025-01-17 11:27:43.432654
No,seaborn,seaborn.axisgrid,_get_palette,385,17,No,0,1,Found no referenced functions,,None,2025-01-17 11:27:43.432654
No,seaborn,seaborn.axisgrid,_disable_autolayout,446,13,No,0,1,Found no referenced functions,,None,2025-01-17 11:27:43.434652
No,seaborn,seaborn.axisgrid,figure,447,18,No,0,0,Found no referenced functions,,None,2025-01-17 11:27:43.483725
No,seaborn,seaborn.axisgrid,set_titles,525,8,No,0,1,Found no referenced functions,,None,2025-01-17 11:27:43.533758
No,seaborn,seaborn.axisgrid,tight_layout,526,8,No,0,1,Found no referenced functions,,None,2025-01-17 11:27:43.533758
No,seaborn,seaborn.axisgrid,despine,529,12,No,0,2,Found no referenced functions,,None,2025-01-17 11:27:43.534761
No,seaborn,seaborn.axisgrid,__init__,1242,8,No,0,24,Found no referenced functions,,None,2025-01-17 11:27:43.545732
No,seaborn,seaborn.axisgrid,_find_numeric_cols,1245,23,No,0,1,Found no referenced functions,,None,2025-01-17 11:27:43.546744
No,seaborn,seaborn.axisgrid,_disable_autolayout,1273,13,No,0,1,Found no referenced functions,,None,2025-01-17 11:27:43.547741
No,seaborn,seaborn.axisgrid,figure,1274,18,No,0,0,Found no referenced functions,,None,2025-01-17 11:27:43.547741
No,seaborn,seaborn.axisgrid,_add_axis_labels,1304,8,No,0,2,Found no referenced functions,,None,2025-01-17 11:27:43.548730
No,seaborn,seaborn.axisgrid,categorical_order,1321,36,No,0,2,Found no referenced functions,,None,2025-01-17 11:27:43.548730
No,seaborn,seaborn.axisgrid,_get_palette,1333,23,No,0,1,Found no referenced functions,,None,2025-01-17 11:27:43.549728
No,seaborn,seaborn.axisgrid,despine,1357,12,No,0,2,Found no referenced functions,,None,2025-01-17 11:27:43.550727
No,seaborn,seaborn.axisgrid,tight_layout,1358,8,No,0,1,Found no referenced functions,,None,2025-01-17 11:27:43.551726
No,seaborn,seaborn.axisgrid,get_var,1735,17,No,0,1,Found no referenced functions,,None,2025-01-17 11:27:43.606436
No,seaborn,seaborn.axisgrid,get_var,1736,17,No,0,1,Found no referenced functions,,None,2025-01-17 11:27:43.606436
No,seaborn,seaborn.axisgrid,get_var,1737,19,No,0,1,Found no referenced functions,,None,2025-01-17 11:27:43.607435
No,seaborn,seaborn.axisgrid,despine,1753,8,No,0,2,Found no referenced functions,,None,2025-01-17 11:27:43.607435
No,seaborn,seaborn.axisgrid,despine,1755,12,No,0,2,Found no referenced functions,,None,2025-01-17 11:27:43.608434
No,seaborn,seaborn.axisgrid,despine,1756,12,No,0,2,Found no referenced functions,,None,2025-01-17 11:27:43.608434
No,seaborn,seaborn.axisgrid,tight_layout,1760,8,No,0,1,Found no referenced functions,,None,2025-01-17 11:27:43.609450
No,seaborn,seaborn.categorical,__init__,66,8,No,0,7,Found no referenced functions,,None,2025-01-17 11:27:43.611430
No,seaborn,seaborn.categorical,set,79,29,No,0,2,Found no referenced functions,,None,2025-01-17 11:27:43.612429
No,seaborn,seaborn.categorical,infer_orient,96,22,No,0,1,Found no referenced functions,,None,2025-01-17 11:27:43.612429
No,seaborn,seaborn.categorical,categorical_order,118,21,No,0,2,Found no referenced functions,,None,2025-01-17 11:27:43.613428
No,seaborn,seaborn.categorical,establish_variables,785,8,No,0,2,Found no referenced functions,,None,2025-01-17 11:27:43.620422
No,seaborn,seaborn.categorical,establish_colors,786,8,No,0,1,Found no referenced functions,,None,2025-01-17 11:27:43.621421
No,seaborn,seaborn.categorical,establish_variables,901,8,No,0,2,Found no referenced functions,,None,2025-01-17 11:27:43.621421
No,seaborn,seaborn.categorical,establish_colors,902,8,No,0,1,Found no referenced functions,,None,2025-01-17 11:27:43.622420
No,seaborn,seaborn.categorical,estimate_densities,903,8,No,0,1,Found no referenced functions,,None,2025-01-17 11:27:43.622420
No,seaborn,seaborn.categorical,establish_variables,1530,8,No,0,2,Found no referenced functions,,None,2025-01-17 11:27:43.624418
No,seaborn,seaborn.categorical,establish_colors,1532,8,No,0,1,Found no referenced functions,,None,2025-01-17 11:27:43.624418
No,seaborn,seaborn.categorical,estimate_statistic,1533,8,No,0,1,Found no referenced functions,,None,2025-01-17 11:27:43.625422
No,seaborn,seaborn.categorical,establish_variables,1601,8,No,0,2,Found no referenced functions,,None,2025-01-17 11:27:43.626415
No,seaborn,seaborn.categorical,establish_colors,1603,8,No,0,1,Found no referenced functions,,None,2025-01-17 11:27:43.627416
No,seaborn,seaborn.categorical,estimate_statistic,1604,8,No,0,1,Found no referenced functions,,None,2025-01-17 11:27:43.627416
No,seaborn,seaborn.categorical,color_palette,1608,27,No,0,1,Found no referenced functions,,None,2025-01-17 11:27:43.628413
No,seaborn,seaborn.categorical,establish_variables,1785,8,No,0,2,Found no referenced functions,,None,2025-01-17 11:27:43.630424
No,seaborn,seaborn.categorical,establish_colors,1786,8,No,0,1,Found no referenced functions,,None,2025-01-17 11:27:43.630424
No,seaborn,seaborn.distributions,__init__,113,8,No,0,7,Found no referenced functions,,None,2025-01-17 11:27:43.632422
No,seaborn,seaborn.matrix,_matrix_mask,113,15,No,0,1,Found no referenced functions,,None,2025-01-17 11:27:43.634420
No,seaborn,seaborn.matrix,_index_to_ticklabels,121,26,No,0,1,Found no referenced functions,,None,2025-01-17 11:27:43.635424
No,seaborn,seaborn.matrix,_index_to_ticklabels,123,26,No,0,1,Found no referenced functions,,None,2025-01-17 11:27:43.635424
No,seaborn,seaborn.matrix,_index_to_ticklabels,130,26,No,0,1,Found no referenced functions,,None,2025-01-17 11:27:43.635424
No,seaborn,seaborn.matrix,_index_to_ticklabels,132,26,No,0,1,Found no referenced functions,,None,2025-01-17 11:27:43.636405
No,seaborn,seaborn.matrix,_index_to_ticklabels,141,31,No,0,1,Found no referenced functions,,None,2025-01-17 11:27:43.636405
No,seaborn,seaborn.matrix,_index_to_ticklabels,151,31,No,0,1,Found no referenced functions,,None,2025-01-17 11:27:43.637404
No,seaborn,seaborn.matrix,_skip_ticks,143,44,No,0,1,Found no referenced functions,,None,2025-01-17 11:27:43.637404
No,seaborn,seaborn.matrix,_skip_ticks,153,44,No,0,1,Found no referenced functions,,None,2025-01-17 11:27:43.638403
No,seaborn,seaborn.matrix,_index_to_label,157,17,No,0,1,Found no referenced functions,,None,2025-01-17 11:27:43.638403
No,seaborn,seaborn.matrix,_index_to_label,158,17,No,0,1,Found no referenced functions,,None,2025-01-17 11:27:43.639415
