Type-Aware?,Library,Combined Callgraph,NodeID,#Nodes,#Edges,#Leaves,#Cycles,Max Depth,Branching Factor,Percentage of Leaves,Purity Result,Expected Purity,Date
Yes,pandas,Yes,pandas._config.config._get_single_key.116.0,958020481969593400117519815835,980181902962790760079253797385,653098227672327705167869423805,46384363227104694917247961,178,1.0231325127283664,0.6817163515435741,Impure,Impure,2025-03-07 12:59:46.661727
Yes,pandas,No,pandas._config.display.detect_console_encoding.17.0,3,2,2,0,1,0.6666666666666666,0.6666666666666666,Impure,Impure,2025-03-07 12:59:46.662726
Yes,pandas,No,pandas._testing.asserters._raise.654.4,1116457645473356236879304535571876490859770770811703530314235960,1142284116167950663649733297762985321104757924561257889922807607,761107432725025632508284620663912156205312115268017860088075442,54055396445018673717846161183818905677678398296930193867805,378,1.0231325127283664,0.6817163515435741,Impure,Impure,2025-03-07 13:00:06.555315
Yes,pandas,Yes,pandas._testing.asserters.assert_dict_equal.175.0,5,5,3,1,2,1.0,0.6,Pure,Pure,2025-03-07 13:00:06.556314
Yes,pandas,No,pandas._testing.asserters.assert_numpy_array_equal.602.0,3161327674012519070059525567301477092184009084392389262907188376775149223366597739052683809832061867558,3234457126670150703220565936528175017293886655514201352932070773528943211025820432560423365686300748170,2155128767961548132072931550384088232280670129901610733789485668707193328834079970007351744934611773962,153061624329602581083942215684277259188401999027522767664137004497600263718921859591098168363173611,684,1.0231325127283664,0.6817163515435741,Impure,Impure,2025-03-07 13:00:08.925873
Yes,pandas,No,pandas._testing.asserters.is_class_equiv.361.4,5,4,4,0,1,0.8,0.8,Impure,Pure,2025-03-07 13:00:08.926873
Yes,pandas,No,pandas._typing.readline.237.4,1,0,1,0,0,0.0,1.0,Pure,Pure,2025-03-07 13:00:08.927873
Yes,pandas,No,pandas.conftest._create_series.738.0,189998381519081151262410497241233876252639556297114897540886759055843147876393804668778884192847871,194393521497940316813871201635312609443906804671878247209432581900475386071927439046576105866326305,129525003448372054059658178861083426586565334328044112136653176113688326748603769443552376358782911,9199128940150144148197712374857014843870924151013745856704255121283338890385699668243166444879,651,1.0231325127283664,0.6817163515435741,Impure,Impure,2025-03-07 13:00:09.302363
Yes,pandas,No,pandas.conftest.any_numpy_dtype.1649.0,2,1,1,0,1,0.5,0.5,Impure,Impure,2025-03-07 13:00:09.535929
Yes,pandas,No,pandas.conftest.datapath.1152.0,1,0,1,0,0,0.0,1.0,Pure,Impure,2025-03-07 13:00:09.536936
Yes,pandas,No,pandas.core._numba.executor.generate_shared_aggregator.16.0,1,0,1,0,0,0.0,1.0,Pure,Impure,2025-03-07 13:00:09.537921
Yes,pandas,No,pandas.core.apply.__init__.991.4,2,1,1,0,1,0.5,0.5,Impure,Impure,2025-03-07 13:00:09.537921
Yes,pandas,No,pandas.core.apply.values.638.4,1,0,1,0,0,0.0,1.0,Impure,Impure,2025-03-07 13:00:09.538920
Yes,pandas,No,pandas.core.arrays._mixins._where.362.4,66805048960990144213460336757530405490076968599514139871284611638281013040806260732059959203442,68350417606399391181957555736719576877317333055192071631201631898099411435685228947057342223571,45542094242376042278909284794767914457313578979967713346493475329601091269348591893683191463515,3234492074783668203638648983627510266318123893127834769660229603725733041056890848964739340,625,1.0231325127283664,0.6817163515435741,Impure,Impure,2025-03-07 13:00:09.777398
