Type-Aware?,Library,Combined Callgraph,NodeID,#Nodes,#Edges,#Leaves,#Cycles,Max Depth,Branching Factor,Percentage of Leaves,Purity Result,Expected Purity,Date
Yes,pandas,Yes,pandas._config.config._get_single_key.116.0,2333952791616989710974198,2384092731723159937540760,1559168849795627409943043,95556971819725608925,143,1.0214828424491966,0.6680378692301728,Impure,Impure,2025-03-02 02:18:55.014530
Yes,pandas,No,pandas._config.display.detect_console_encoding.17.0,3,2,2,0,1,0.6666666666666666,0.6666666666666666,Impure,Impure,2025-03-02 02:18:55.016529
Yes,pandas,No,pandas._testing.asserters._raise.654.4,14473711393889642009657643230060457704028792694012487096097674009894138514049450352352474268879032,14784647855419713993621393877455716410968081126462943042049825441749396536896911691235286526693889,9668987319426511306063536766206598280977098040214150119177934597124246433511852320345483079424397,592584407345510658308717816868007908846611151120394381541879277143466643435192732663759358177,614,1.0214828424491966,0.6680378692301728,Impure,Impure,2025-03-02 02:19:35.236218
Yes,pandas,Yes,pandas._testing.asserters.assert_dict_equal.175.0,5,5,3,1,2,1.0,0.6,Pure,Pure,2025-03-02 02:19:35.236896
Yes,pandas,No,pandas._testing.asserters.assert_numpy_array_equal.602.0,12566906699456352487130206661102574137549229911242857558804597941053742611429943420352232071178327845784467853146141195098,12836879576154525766797326990544474651629150080201688235591049826451630168210182609882156496877404447937743289426488259419,8395169574319205761580973542454691111155799017199861678856828581383196765430638817789713564715640144694435230384215307585,514515783547234864497680553146405472801674984812872603091187623480670516123985669557212112169875162597909379593134482,778,1.0214828424491966,0.6680378692301728,Impure,Impure,2025-03-02 02:19:36.364258
Yes,pandas,No,pandas._testing.asserters.is_class_equiv.361.4,5,4,4,0,1,0.8,0.8,Impure,Pure,2025-03-02 02:19:36.366255
Yes,pandas,No,pandas._typing.readline.237.4,1,0,1,0,0,0.0,1.0,Pure,Pure,2025-03-02 02:19:36.367254
Yes,pandas,No,pandas.conftest._create_series.738.0,753736823856359212737437190497265496153492216127330328825393990161572726137039168753000526503615785021384762002586939,769929233291423179671021295728333978524061479673316911435109190804800883173151900698603694797684252219566055721292497,503524741769320314887824792691832436064862398434494250302336602738517193672037521894160890658046714461604757852877882,30859582376913448696823890642806357975733382391484395386923816668626916315868834006384901885911459736261492066689,745,1.0214828424491966,0.6680378692301728,Impure,Impure,2025-03-02 02:19:36.624790
Yes,pandas,No,pandas.conftest.any_numpy_dtype.1649.0,2,1,1,0,1,0.5,0.5,Impure,Impure,2025-03-02 02:19:36.625789
Yes,pandas,No,pandas.conftest.datapath.1152.0,1,0,1,0,0,0.0,1.0,Pure,Impure,2025-03-02 02:19:36.625789
Yes,pandas,No,pandas.core._numba.executor.generate_shared_aggregator.16.0,1,0,1,0,0,0.0,1.0,Pure,Impure,2025-03-02 02:19:36.626788
Yes,pandas,No,pandas.core.apply.__init__.991.4,2,1,1,0,1,0.5,0.5,Impure,Impure,2025-03-02 02:19:36.627787
Yes,pandas,No,pandas.core.apply.values.638.4,1,0,1,0,0,0.0,1.0,Impure,Impure,2025-03-02 02:19:36.628787
Yes,pandas,No,pandas.core.arrays._mixins._where.362.4,842374616137734629320926719636370183482883938988532646703089470198041004416237702083529507065635861707859,860471217299423993233585296329449136868880546345701148187469236856361617363711409303313519994524851188352,562738143658237008828807738598736756487826898529385468579553925530594989489973300316661719468540336461088,34488601374048346354719842879574219092975178742841757719010330058965253106672681290183654730975901364,661,1.0214828424491966,0.6680378692301728,Impure,Impure,2025-03-02 02:19:37.008591
Yes,pandas,No,pandas.core.arrays.arrow.array.__len__.565.4,2,1,1,0,1,0.5,0.5,Impure,Impure,2025-03-02 02:19:37.282553
Yes,pandas,No,pandas.core.arrays.arrow.array._dt_floor.2156.4,6,5,4,0,2,0.8333333333333334,0.6666666666666666,Impure,Impure,2025-03-02 02:19:37.798743
Yes,pandas,No,pandas.core.arrays.arrow.array._dt_round.2164.4,6,5,4,0,2,0.8333333333333334,0.6666666666666666,Impure,Impure,2025-03-02 02:19:38.068307
Yes,pandas,Yes,pandas.core.arrays.arrow.array.convert_fill_value.802.8,3441617546463361779993027558612684557378199718020751694196253410887693718661209353019975717860987287,3515553273984424524297994395081538088497002811420910023845295779493764165332296429975053877114231819,2299130852444559570163349626405492023794740328140630361612838633664360674308394000993251502754838263,140907113495567877537805788446888381676881693877668941996392906526364510920888193694795795020148,630,1.0214828424491966,0.6680378692301728,Impure,Impure,2025-03-02 02:19:38.484221
Yes,pandas,Yes,pandas.core.arrays.arrow.array.floordiv_compat.111.4,5,4,3,0,2,0.8,0.6,Impure,Impure,2025-03-02 02:19:38.485207
Yes,pandas,Yes,pandas.core.arrays.arrow.array.predicate.2031.20,135107555653646920664740022571909946258207563,138010049985450270340561353798397451742745230,90256963595759280561794688698165371072246180,5531589556823480038001516098377518291486,270,1.0214828424491966,0.6680378692301728,Impure,Impure,2025-03-02 02:19:38.486205
Yes,pandas,No,pandas.core.arrays.arrow.extension_types.__hash__.100.4,3,2,2,0,1,0.6666666666666666,0.6666666666666666,Impure,Impure,2025-03-02 02:19:38.487204
Yes,pandas,No,pandas.core.arrays.base._where.1530.4,40768353542171045748224494182072831826044739523706677213060944265655033121854629210672611913992356424203746678397052,41644173658230649901373741113882937694702760633352051134574372780486540483786368256737934004160920640928615634681119,27234804032334314695418419552397602939904806104562912675210487845912187144832805952045267523903067741910944955652032,1669142762680672154673991240373906169227864074159021858733219388169469742043755980525964000085163149188343392391,740,1.0214828424491966,0.6680378692301728,Impure,Impure,2025-03-02 02:19:38.765888
Yes,pandas,No,pandas.core.arrays.base.nbytes.527.4,3,2,2,0,1,0.6666666666666666,0.6666666666666666,Impure,Impure,2025-03-02 02:19:38.766887
Yes,pandas,Yes,pandas.core.arrays.boolean.__from_arrow__.103.4,406640499463766147817761367568689015636703237512781033153597682061770596159159750057202410540447995282806084437479853685,415376293247208824959400978120386317553973562411667546339198184688360956517469597601370128734071167950598016046747731719,271651252804467578158033745724176633739125117571218105757990504045940352199702979821828097892199777988163194237615337845,16648723524993594122369988388568021745717057708347605817105494731184957027686015115701084731985713345381069839872442,759,1.0214828424491966,0.6680378692301728,Impure,Impure,2025-03-02 02:19:38.767885
Yes,pandas,Yes,pandas.core.arrays.boolean.coerce_to_array.145.0,7648,7736,6079,6,14,1.0115062761506277,0.7948483263598326,Impure,Impure,2025-03-02 02:19:38.768885
Yes,pandas,Yes,pandas.core.arrays.categorical._encode_with_my_categories.2154.4,4,4,2,1,2,1.0,0.5,Impure,Impure,2025-03-02 02:19:38.769886
Yes,pandas,No,pandas.core.arrays.categorical._repr_categories.1831.4,5861486004166696550497490701684976016540092572530418077986336638456,5987407384512380250341553018476376483196076313871520488661327909824,3915694620745999956418052176023611374816546219267171283980290207135,239981654699118922173535532034598759678116005954370963162636492,409,1.0214828424491966,0.6680378692301728,Impure,Impure,2025-03-02 02:19:39.008637
Yes,pandas,No,pandas.core.arrays.categorical.codes.2463.4,753736823856359212737437190497265496153492216127330328825393990161572726137039168753000526503615785021384762002586938,769929233291423179671021295728333978524061479673316911435109190804800883173151900698603694797684252219566055721292496,503524741769320314887824792691832436064862398434494250302336602738517193672037521894160890658046714461604757852877881,30859582376913448696823890642806357975733382391484395386923816668626916315868834006384901885911459736261492066689,745,1.0214828424491966,0.6680378692301728,Impure,Impure,2025-03-02 02:19:39.272456
Yes,pandas,No,pandas.core.arrays.datetimelike._sub_datetimelike.1114.4,12160266313987560688867380519519858286556020661648392183096759222791393321569810561597241111938535367994159196007361572620,12421503399351227365344550423460836276033751558607191035571377690268874649285832142122654264150782061939281248067808624949,8123518397667697950847826656885643883608521481206370546442193023947525196595706894051669263449432180450825469461392601258,497867064689437021135957725676539423342175311531492821691111366798357842516950259712873931110287904446969248969157187,777,1.0214828424491966,0.6680378692301728,Impure,Impure,2025-03-02 02:19:39.744537
Yes,pandas,Yes,pandas.core.arrays.datetimelike.floor.2029.4,4,3,3,0,1,0.75,0.75,Impure,Impure,2025-03-02 02:19:40.094824
Yes,pandas,No,pandas.core.arrays.datetimes._assert_tzawareness_compat.731.4,1355,1370,1077,1,13,1.011070110701107,0.7948339483394834,Impure,Impure,2025-03-02 02:19:40.538579
Yes,pandas,No,pandas.core.arrays.datetimes._check_compatible_with.519.4,1356,1371,1077,1,14,1.011061946902655,0.7942477876106194,Impure,Impure,2025-03-02 02:19:40.818969
Yes,pandas,No,pandas.core.arrays.datetimes.isocalendar.1347.4,4,3,3,0,1,0.75,0.75,Impure,Impure,2025-03-02 02:19:41.295078
Yes,pandas,No,pandas.core.arrays.datetimes.month_name.1195.4,2846869028372301912062252781211606872099061416851901587849732050351822084636481098744602,2908027867182321300753206886022148402818930528429379837568031693056746298057822895588606,1901816319691205033371117678589279311656746139455198411916021322126796495092502177307504,116556849176949484469718826786361788259397582384174588690456759589534733316134072160,553,1.0214828424491966,0.6680378692301728,Impure,Impure,2025-03-02 02:19:43.142196
Yes,pandas,Yes,pandas.core.arrays.datetimes.objects_to_datetime64ns.2137.0,1,0,1,0,0,0.0,1.0,Impure,Impure,2025-03-02 02:19:43.143181
Yes,pandas,No,pandas.core.arrays.datetimes.timetz.1324.4,1,0,1,0,0,0.0,1.0,Impure,Impure,2025-03-02 02:19:43.144181
Yes,pandas,No,pandas.core.arrays.datetimes.tz_convert.799.4,23,25,17,2,4,1.0869565217391304,0.7391304347826086,Impure,Impure,2025-03-02 02:19:43.145180
Yes,pandas,No,pandas.core.arrays.interval.overlaps.1371.4,441870810738494770175301760988219914435629278687765383182208412338782959274132727160413653013709380904796586823196610456,451363451748488594734634129741001628840523590312612020009150257106314452978153958918355655983436147412450427815900377115,295186434880753021342302320664058425187907213632532375337739951222575975986082323913438898517741886374156619115041136996,18091127104779392880639074812469467460996525827441197685767481233722613742366527616604572665331446934347771344377237,759,1.0214828424491966,0.6680378692301728,Impure,Impure,2025-03-02 02:19:43.398694
Yes,pandas,Yes,pandas.core.arrays.masked.all.1300.4,9358607659214621660461611031640475357243418915160756822937312615684674712092609474187202454313775531280821793440140280299,9559657153101373375646516820927537352640969972848669826797942209338710652925601634510424184877434715348488925240502369840,6251904319622911358058282107892159603820874697565263656079555697315902273149524420392855072232836881750476111924351883538,383161223986827981257075748179791937856826095264064779920556947854657087982221460735606726683598378999030891061410502,776,1.0214828424491966,0.6680378692301728,Impure,Impure,2025-03-02 02:19:43.399693
Yes,pandas,Yes,pandas.core.arrays.masked.isin.880.4,1,0,1,0,0,0.0,1.0,Impure,Impure,2025-03-02 02:19:43.400692
Yes,pandas,Yes,pandas.core.arrays.masked.unique.906.4,1,0,1,0,0,0.0,1.0,Impure,Impure,2025-03-02 02:19:43.401691
Yes,pandas,No,pandas.core.arrays.period._add_timedelta_arraylike.742.4,24320532511634329847626901711125159652297157058642650636603843674535375065564916329953318885325102670631189600294316305503,24843006679862332305725115438319986278753627565232481903625590909548917889144089782215415473474114668038917107583554491207,16247036717615341423370659395536185478723931000477327729635534026740894365609672875663602707592529409128765497938512241237,995734124615635566473533550764863018698749967443300165305900636039456680423073708527810424930529835078895767799893350,777,1.0214828424491966,0.6680378692301728,Impure,Impure,2025-03-02 02:19:43.651128
Yes,pandas,No,pandas.core.arrays.sparse.accessor._prep_index.366.4,5,4,4,0,1,0.8,0.8,Impure,Impure,2025-03-02 02:19:43.652126
Yes,pandas,Yes,pandas.core.arrays.sparse.array._wrap_result.269.0,4230154690,4320903361,2827695400,184928,51,1.0214528020014322,0.668461464703552,Impure,Impure,2025-03-02 02:19:43.653109
Yes,pandas,No,pandas.core.arrays.sparse.array.nbytes.667.4,1,0,1,0,0,0.0,1.0,Impure,Impure,2025-03-02 02:19:43.654107
Yes,pandas,Yes,pandas.core.arrays.sparse.dtype.SparseDtype.43.0,1,0,1,0,0,0.0,1.0,Impure,Impure,2025-03-02 02:19:43.655106
Yes,pandas,No,pandas.core.arrays.string_._from_sequence_of_strings.368.4,1,0,1,0,0,0.0,1.0,Impure,Impure,2025-03-02 02:19:43.656107
Yes,pandas,No,pandas.core.arrays.timedeltas.__mod__.681.4,4,3,3,0,1,0.75,0.75,Impure,Impure,2025-03-02 02:19:43.657105
Yes,pandas,No,pandas.core.arrays.timedeltas._add_offset.465.4,4,3,3,0,1,0.75,0.75,Pure,Pure,2025-03-02 02:19:43.658104
Yes,pandas,No,pandas.core.base.__iter__.767.4,6,5,5,0,1,0.8333333333333334,0.8333333333333334,Impure,Impure,2025-03-02 02:19:43.660119
Yes,pandas,No,pandas.core.common.all_not_none.200.0,2,1,1,0,1,0.5,0.5,Pure,Pure,2025-03-02 02:19:43.661101
Yes,pandas,No,pandas.core.computation.align._align_core_single_unary_op.38.0,1,0,1,0,0,0.0,1.0,Impure,Impure,2025-03-02 02:19:43.661101
Yes,pandas,No,pandas.core.computation.ops.__new__.71.4,5,4,4,0,1,0.8,0.8,Impure,Impure,2025-03-02 02:19:43.662099
