Type-Aware?,Library,Combined Callgraph,NodeID,#Nodes,#Edges,#Leaves,#Cycles,Max Depth,Branching Factor,Percentage of Leaves,Purity Result,Expected Purity,Date
No,pandas,Yes,pandas._config.config._get_single_key.116.0,727209957631532632946220013408367102115798796,761168064594340391805687149446148260909897128,576770864401332426663969673816284980979769129,24492135578803369938482872021464586146362840,242,1.0466964273610977,0.7931283920806463,Impure,Impure,2025-03-02 22:51:25.671435
No,pandas,No,pandas._config.display.detect_console_encoding.17.0,566186082319940198992698677611974011224843181163025110459755249594314244040422984351406727028646,592624949585857737509539990483671964751476954817389355671625178689084342221758762307095481808967,449058257088854634476097399464000283518529737629451074793591908433444149838340690991997949131547,19068916955119273308582341526774288877951002095193396990412404421699457036404083191861902216723,548,1.0466964273610977,0.7931283920806463,Impure,Impure,2025-03-02 22:51:56.505054
No,pandas,No,pandas._testing.asserters._raise.654.4,1382770417490225025820611248447500183565364230986815799506317,1447340855847631981849484097914199609740934725055507575202970,1096714477840706222737402173971830807516614959658246852371508,46571145216206015245265233946908895461648587845180509667062,322,1.0466964273610977,0.7931283920806463,Impure,Impure,2025-03-02 22:51:57.449182
No,pandas,Yes,pandas._testing.asserters.assert_dict_equal.175.0,5,5,3,1,2,1.0,0.6,Pure,Pure,2025-03-02 22:51:57.450183
No,pandas,No,pandas._testing.asserters.assert_numpy_array_equal.602.0,4485748782564854317699653081178181260988785660075450230154238531301718282753641766884550408503,4695217224750026226904560118067327905323034400874900982248557636389316885498374898259238232202,3557774719193379759132982227596031712594983953340786736650753786150796412619690155578792390372,151078194408743169002982813879104862277565364331057999248523933373668198256729812418510332872,530,1.0466964273610977,0.7931283920806463,Impure,Impure,2025-03-02 22:51:59.855883
No,pandas,No,pandas._testing.asserters.is_class_equiv.361.4,5,4,4,0,1,0.8,0.8,Impure,Pure,2025-03-02 22:51:59.856882
No,pandas,No,pandas._typing.readline.237.4,1,0,1,0,0,0.0,1.0,Pure,Pure,2025-03-02 22:51:59.857979
No,pandas,No,pandas.conftest._create_series.738.0,466744378158104406138461825444293323451896819034330034261930683842663682527785094823479700736186,488539673108965018283821390113775748334898327108302048155160257777243881463281437591844045502912,370188218161218494905208068986725161814260510073916192876423326209209568114530705825663888466576,15719760807077372711512688300153129167328356189036474638626214186047043480519838894452969316112,547,1.0466964273610977,0.7931283920806463,Impure,Impure,2025-03-02 22:52:00.330111
No,pandas,No,pandas.conftest.any_numpy_dtype.1649.0,2,1,1,0,1,0.5,0.5,Impure,Impure,2025-03-02 22:52:00.331110
No,pandas,No,pandas.conftest.datapath.1152.0,1,0,1,0,0,0.0,1.0,Pure,Impure,2025-03-02 22:52:00.332109
No,pandas,No,pandas.core._numba.executor.generate_shared_aggregator.16.0,1,0,1,0,0,0.0,1.0,Pure,Impure,2025-03-02 22:52:00.333108
No,pandas,No,pandas.core.apply.__init__.991.4,2,1,1,0,1,0.5,0.5,Impure,Impure,2025-03-02 22:52:00.334108
No,pandas,No,pandas.core.apply.values.638.4,1,0,1,0,0,0.0,1.0,Impure,Impure,2025-03-02 22:52:00.335225
No,pandas,No,pandas.core.arrays._mixins._where.362.4,40960096487005937799542513064779607273478274328461206121773765996656580045,42872786657314961360508936567339448539531944188401016759782230431197625815,32486615466207150181261382439160331401131062875466180253051906697337874038,1379519389074324159851925465156480516916816907489647315302626821490431568,400,1.0466964273610977,0.7931283920806463,Impure,Impure,2025-03-02 22:52:00.894842
No,pandas,No,pandas.core.arrays.arrow.array.__len__.565.4,20,23,13,3,4,1.15,0.65,Impure,Impure,2025-03-02 22:52:01.218468
No,pandas,No,pandas.core.arrays.arrow.array._dt_floor.2156.4,7,6,5,0,2,0.8571428571428571,0.7142857142857143,Impure,Impure,2025-03-02 22:52:01.541321
No,pandas,No,pandas.core.arrays.arrow.array._dt_round.2164.4,7,6,5,0,2,0.8571428571428571,0.7142857142857143,Impure,Impure,2025-03-02 22:52:01.973484
No,pandas,Yes,pandas.core.arrays.arrow.array.convert_fill_value.802.8,3283070532211320985018553,3436378196840087118113982,2603896452300116837194803,110572480128821558992900,126,1.0466964273610977,0.7931283920806463,Impure,Impure,2025-03-02 22:52:02.317316
No,pandas,Yes,pandas.core.arrays.arrow.array.floordiv_compat.111.4,4,4,2,1,2,1.0,0.5,Impure,Impure,2025-03-02 22:52:02.709351
No,pandas,Yes,pandas.core.arrays.arrow.array.predicate.2031.20,1,0,1,0,0,0.0,1.0,Impure,Impure,2025-03-02 22:52:02.995149
No,pandas,No,pandas.core.arrays.arrow.extension_types.__hash__.100.4,3,2,2,0,1,0.6666666666666666,0.6666666666666666,Impure,Impure,2025-03-02 22:52:03.446080
No,pandas,No,pandas.core.arrays.base._where.1530.4,3200372314789841249930212043610866342972512086205920884127419958808264284959372105186926305933451988317,3349818268115892994873296467351185026828517829527689956743569518195863375462242289188053300192517718823,2538306148088682920140293678045760756203596212586465197782990031743598652576215241559290121495831238727,107787237803745323706896263755716128046601635085211519913546097716276882700609952004351096976584950344,615,1.0466964273610977,0.7931283920806463,Impure,Impure,2025-03-02 22:52:04.093381
No,pandas,No,pandas.core.arrays.base.nbytes.527.4,3,2,2,0,1,0.6666666666666666,0.6666666666666666,Impure,Impure,2025-03-02 22:52:04.094382
No,pandas,Yes,pandas.core.arrays.boolean.__from_arrow__.103.4,18630594632028590376882587351329736059253130617749672178957281159349405231846150363281,19500576840957169136579617920232801022642162642080652011794250013662825946376883094194,14776453564007156840065682070716573712855913631545466103902601753450853977069272771006,627470849171970563202411590508449913208354727401780706966210730970453758015820281678,480,1.0466964273610977,0.7931283920806463,Impure,Impure,2025-03-02 22:52:04.095379
No,pandas,Yes,pandas.core.arrays.boolean.coerce_to_array.145.0,1,0,1,0,0,0.0,1.0,Impure,Impure,2025-03-02 22:52:04.096504
No,pandas,Yes,pandas.core.arrays.categorical._encode_with_my_categories.2154.4,50441099709287554179319214913543352350018090085331,52796518857876183938974737692027038145169499710676,40006268307206795354669710767044938898705404553092,1698835721182156242089391316918147931456949324672,270,1.0466964273610977,0.7931283920806463,Impure,Impure,2025-03-02 22:52:04.097505
