Type-Aware?,Library,Combined Callgraph,NodeID,#Nodes,#Edges,#Leaves,#Cycles,Max Depth,Branching Factor,Percentage of Leaves,Purity Result,Expected Purity,Date
Yes,pandas,Yes,pandas._config.config._get_single_key.116.0,1638346649649067515771163055831686,1673599033339211898724321512034709,1093787612974713871046029936017802,127359354793025862120252170686,197,1.021517048115364,0.6676167178716435,Impure,Impure,2025-03-03 06:17:52.954219
Yes,pandas,No,pandas._config.display.detect_console_encoding.17.0,3,2,2,0,1,0.6666666666666666,0.6666666666666666,Impure,Impure,2025-03-03 06:17:52.956219
Yes,pandas,No,pandas._testing.asserters._raise.654.4,144714754319586734233333106993052143015244611363026563440534094383,147828588651284361471452382703631063128623854513878375027638065680,96613989306443739804908946784216705693099958076412174970629277073,11249620306619283547575735617015757438452185317629440147068448,405,1.021517048115364,0.6676167178716435,Impure,Impure,2025-03-03 06:18:30.644713
Yes,pandas,Yes,pandas._testing.asserters.assert_dict_equal.175.0,5,5,3,1,2,1.0,0.6,Pure,Pure,2025-03-03 06:18:30.645671
Yes,pandas,No,pandas._testing.asserters.assert_numpy_array_equal.602.0,3603835670997361958303800670452880825623864009259161074059067669963280810453236193514296472365274018793852053735,3681379576530077282361877018842114032091561958601174099380042856544549178919401575179496314627592295807295767744,2405980942420010857467225171489844936111035805992943647288551232558009262791231255506800690315408087649240514126,280149616649583313502513054993849729960507723337521401010190874538214617249030541812169319787743496878350852,749,1.021517048115364,0.6676167178716435,Impure,Impure,2025-03-03 06:18:38.397353
Yes,pandas,No,pandas._testing.asserters.is_class_equiv.361.4,5,4,4,0,1,0.8,0.8,Impure,Pure,2025-03-03 06:18:38.399356
Yes,pandas,No,pandas._typing.readline.237.4,1,0,1,0,0,0.0,1.0,Pure,Pure,2025-03-03 06:18:38.401355
Yes,pandas,No,pandas.conftest._create_series.738.0,216593474437638775155631576271481135891686488579260414627915135600809458246035915329992582999374858936810073,221253926648587310105118649522774684794457755519617536413676995099998697232679841956919519208612068782064843,144601424516472115249295757399468810437952422177173438505998194977153614962988568489612266275797886502237152,16837221330825281935199158026125268096704272724706590490808861724447328360508136535300834429273036907346,716,1.021517048115364,0.6676167178716435,Impure,Impure,2025-03-03 06:18:38.879423
Yes,pandas,No,pandas.conftest.any_numpy_dtype.1649.0,2,1,1,0,1,0.5,0.5,Impure,Impure,2025-03-03 06:18:38.881355
Yes,pandas,No,pandas.conftest.datapath.1152.0,1,0,1,0,0,0.0,1.0,Pure,Impure,2025-03-03 06:18:38.882354
Yes,pandas,No,pandas.core._numba.executor.generate_shared_aggregator.16.0,1,0,1,0,0,0.0,1.0,Pure,Impure,2025-03-03 06:18:38.883354
Yes,pandas,No,pandas.core.apply.__init__.991.4,2,1,1,0,1,0.5,0.5,Impure,Impure,2025-03-03 06:18:38.884354
Yes,pandas,No,pandas.core.apply.values.638.4,1,0,1,0,0,0.0,1.0,Impure,Impure,2025-03-03 06:18:38.886353
Yes,pandas,No,pandas.core.arrays._mixins._where.362.4,76156110113940169225662741828506197012939732934961515183059999037154692685758789011838078531133909256883,77794764799540778392798982478997620052665497954714780486781731969139568076817921842017356118094139314509,50843092280140210364470473661688502133525929786982342462882455644213945432791539958757697895217344335087,5920110405044994767996609029023038192425380080134171332726586843135027500674831804405351943564301286,690,1.021517048115364,0.6676167178716435,Impure,Impure,2025-03-03 06:18:39.369363
Yes,pandas,No,pandas.core.arrays.arrow.array.__len__.565.4,2,1,1,0,1,0.5,0.5,Impure,Impure,2025-03-03 06:18:39.370366
Yes,pandas,No,pandas.core.arrays.arrow.array._dt_floor.2156.4,6,5,4,0,2,0.8333333333333334,0.6666666666666666,Impure,Impure,2025-03-03 06:18:39.371367
Yes,pandas,No,pandas.core.arrays.arrow.array._dt_round.2164.4,6,5,4,0,2,0.8333333333333334,0.6666666666666666,Impure,Impure,2025-03-03 06:18:39.373366
Yes,pandas,Yes,pandas.core.arrays.arrow.array.convert_fill_value.802.8,87,88,69,0,4,1.0114942528735633,0.7931034482758621,Impure,Impure,2025-03-03 06:18:39.374355
Yes,pandas,Yes,pandas.core.arrays.arrow.array.floordiv_compat.111.4,5,4,3,0,2,0.8,0.6,Impure,Impure,2025-03-03 06:18:39.375356
Yes,pandas,Yes,pandas.core.arrays.arrow.array.predicate.2031.20,1,0,1,0,0,0.0,1.0,Impure,Impure,2025-03-03 06:18:39.376355
