Type-Aware?,Library,Combined Callgraph,NodeID,#Nodes,#Edges,#Leaves,#Cycles,Max Depth,Branching Factor,Percentage of Leaves,Purity Result,Expected Purity,Date
Yes,pandas,Yes,pandas._config.config._get_single_key.116.0,45957766765550351550799987455150,46948547368468673797036454328549,30659162516776798856253755580220,3297800317966660925536135527,187,1.0215585019170472,0.6671160213937704,Impure,Impure,2025-04-09 02:44:20.432782
Yes,pandas,No,pandas._config.display.detect_console_encoding.17.0,3,2,2,0,1,0.6666666666666666,0.6666666666666666,Impure,Impure,2025-04-09 02:44:20.433766
Yes,pandas,No,pandas._testing.asserters._raise.654.4,503646983297622001016013085395914566354390070772201944813760988968297137750684140746251533,514504857752558790029558108028479042252390762484101929830366476620148376892838673024659495,335990971684484324915106844655646456088821706915823855069316422060692672880143105161304117,36140293546788870664892981323014609350884416354982730991931094753642439177101633014456,590,1.0215585019170472,0.6671160213937704,Impure,Impure,2025-04-09 02:44:48.569346
Yes,pandas,Yes,pandas._testing.asserters.assert_dict_equal.175.0,5,5,3,1,2,1.0,0.6,Pure,Pure,2025-04-09 02:44:48.570345
Yes,pandas,No,pandas._testing.asserters.assert_numpy_array_equal.602.0,60436874603747123263502323568601111420667643599893912911810147268973219478000244165989781067556695196082420910953,61739803080752342774553221027385257408711302259969987412370345934778345040638277562503199093823579850000152005659,40318407331125985180809158778954068741112550614498313881643035955037355319279731844597078011649435399485073936243,4336780446750276808904848825977200538947586124321922837861981669760502695290414395395447317372702015715793516,768,1.0215585019170472,0.6671160213937704,Impure,Impure,2025-04-09 02:44:49.671048
Yes,pandas,No,pandas._testing.asserters.is_class_equiv.361.4,5,4,4,0,1,0.8,0.8,Impure,Pure,2025-04-09 02:44:49.672029
Yes,pandas,No,pandas._typing.readline.237.4,1,0,1,0,0,0.0,1.0,Pure,Pure,2025-04-09 02:44:49.672029
Yes,pandas,No,pandas.conftest._create_series.738.0,4377672966359241387612898668328082282925153278534860657333959645970188470202571878505557538654435059312856949,4472049037396702500090090687840865651333912720050650405074464247800760143209560970986811012100071419071955261,2920415772280642030134178112414471580768989733800956517777590357425016896825002912570960902923593634125794156,314129521873008276401826865964038812170645536569516971121493684415988858950968447250773498081933020124895,735,1.0215585019170472,0.6671160213937704,Impure,Impure,2025-04-09 02:44:50.226836
Yes,pandas,No,pandas.conftest.any_numpy_dtype.1649.0,2,1,1,0,1,0.5,0.5,Impure,Impure,2025-04-09 02:44:50.226836
Yes,pandas,No,pandas.conftest.datapath.1152.0,1,0,1,0,0,0.0,1.0,Pure,Impure,2025-04-09 02:44:50.227835
Yes,pandas,No,pandas.core._numba.executor.generate_shared_aggregator.16.0,1,0,1,0,0,0.0,1.0,Pure,Impure,2025-04-09 02:44:50.227835
Yes,pandas,No,pandas.core.apply.__init__.991.4,2,1,1,0,1,0.5,0.5,Impure,Impure,2025-04-09 02:44:50.227835
Yes,pandas,No,pandas.core.apply.values.638.4,1,0,1,0,0,0.0,1.0,Impure,Impure,2025-04-09 02:44:50.228834
Yes,pandas,No,pandas.core.arrays._mixins._where.362.4,90244388176044822363716706145916256058607763064232654682527726378648645384550790549175073369203287511838,92189921991540830240462267793888167626704671753783652414530572364104885384675871617919777361364914165071,60203477193118038737912750026498199067653561229550957480622772996822289041598125963203009336243041539834,6475683936947789767103180319985520153001759471543817937394141427976958563967806263559624799491510455,696,1.0215585019170472,0.6671160213937704,Impure,Impure,2025-04-09 02:44:50.463625
Yes,pandas,No,pandas.core.arrays.arrow.array.__len__.565.4,2,1,1,0,1,0.5,0.5,Impure,Impure,2025-04-09 02:44:50.464624
Yes,pandas,No,pandas.core.arrays.arrow.array._dt_floor.2156.4,6,5,4,0,2,0.8333333333333334,0.6666666666666666,Impure,Impure,2025-04-09 02:44:50.464624
Yes,pandas,No,pandas.core.arrays.arrow.array._dt_round.2164.4,6,5,4,0,2,0.8333333333333334,0.6666666666666666,Impure,Impure,2025-04-09 02:44:50.465622
Yes,pandas,Yes,pandas.core.arrays.arrow.array.convert_fill_value.802.8,1,0,1,0,0,0.0,1.0,Impure,Impure,2025-04-09 02:44:50.465622
Yes,pandas,Yes,pandas.core.arrays.arrow.array.floordiv_compat.111.4,5,4,3,0,2,0.8,0.6,Impure,Impure,2025-04-09 02:44:50.466621
Yes,pandas,Yes,pandas.core.arrays.arrow.array.predicate.2031.20,1,0,1,0,0,0.0,1.0,Impure,Impure,2025-04-09 02:44:50.466621
Yes,pandas,No,pandas.core.arrays.arrow.extension_types.__hash__.100.4,3,2,2,0,1,0.6666666666666666,0.6666666666666666,Impure,Impure,2025-04-09 02:44:50.466621
