Type-Aware?,Library,Combined Callgraph,NodeID,#Nodes,#Edges,#Leaves,#Cycles,Max Depth,Branching Factor,Percentage of Leaves,Purity Result,Expected Purity,Date
No,pandas,Yes,pandas._config.config._get_single_key.116.0,727885550163477475124244224823339766271668749,761843657126285233983711360861120925065767081,577108660667304847752981779525208709293826538,24492135578803369938482872021464586146362840,242,1.0466530857154412,0.7928563227250365,Impure,Impure,2025-04-07 14:27:25.848359
No,pandas,No,pandas._config.display.detect_console_encoding.17.0,565039556732349798204080029875361970353200497940492983551847109431220854018929894381721569321851,591400395605198989920858567698133005603659600490776463764282064310128534328699591354275605422757,447995185144995506968365887572823202190451250271216713478296112137148922560831154198522893534327,19012639319145065372881713419771032095022666960235986607357938834352642620968733741471157102978,548,1.0466530857154412,0.7928563227250365,Impure,Impure,2025-04-07 14:27:59.151193
No,pandas,No,pandas._testing.asserters._raise.654.4,1384055038743890516216607790479967839680482311942417163322790,1448625477101297472245480639946667265856052806011108939019443,1097356788467538967935400444990797806335470118444453483094414,46571145216206015245265233946908895461648587845180509667062,322,1.0466530857154412,0.7928563227250365,Impure,Impure,2025-04-07 14:27:59.986834
No,pandas,Yes,pandas._testing.asserters.assert_dict_equal.175.0,5,5,3,1,2,1.0,0.6,Pure,Pure,2025-04-07 14:27:59.987844
No,pandas,No,pandas._testing.asserters.assert_numpy_array_equal.602.0,4476705789910324541578153674248992829547741184210511981023819977745484018991233100836740130527,4685557928849822625563947114136742093985546824611017339610613193398908376205966156745201685390,3549384490510179762701055862737842769543142087576180648146369973026775472579698344864725007498,150633688398227563304924256193324554824252703180477606942310947070223683832980931004986817164,530,1.0466530857154412,0.7928563227250365,Impure,Impure,2025-04-07 14:28:00.830702
No,pandas,No,pandas._testing.asserters.is_class_equiv.361.4,5,4,4,0,1,0.8,0.8,Impure,Pure,2025-04-07 14:28:00.832966
No,pandas,No,pandas._typing.readline.237.4,1,0,1,0,0,0.0,1.0,Pure,Pure,2025-04-07 14:28:00.833962
No,pandas,No,pandas.conftest._create_series.738.0,465798927572026191964150528803841408557068163299390709866458313003194152812179592403480921577688,487529884866204497283957627614927956960165986285287102858884380694342518901811998722281716922713,369311624844022304897732799907443404954069808938586019931240198596606716552739376140643915166495,15673357554622475730961789581741134928541466598209814398945479937298175064069196738319782301309,547,1.0466530857154412,0.7928563227250365,Impure,Impure,2025-04-07 14:28:01.309098
No,pandas,No,pandas.conftest.any_numpy_dtype.1649.0,2,1,1,0,1,0.5,0.5,Impure,Impure,2025-04-07 14:28:01.310099
No,pandas,No,pandas.conftest.datapath.1152.0,1,0,1,0,0,0.0,1.0,Pure,Impure,2025-04-07 14:28:01.310099
No,pandas,No,pandas.core._numba.executor.generate_shared_aggregator.16.0,1,0,1,0,0,0.0,1.0,Pure,Impure,2025-04-07 14:28:01.311098
No,pandas,No,pandas.core.apply.__init__.991.4,2,1,1,0,1,0.5,0.5,Impure,Impure,2025-04-07 14:28:01.312096
No,pandas,No,pandas.core.apply.values.638.4,1,0,1,0,0,0.0,1.0,Impure,Impure,2025-04-07 14:28:01.313098
No,pandas,No,pandas.core.arrays._mixins._where.362.4,40998149232301791643963077800925056937274801367578379308367689991270088855,42910839402610815204929501303484898203328471227518189946376154425811134625,32505641838855077103471664807314017567378196260881410379620208201072160007,1379519389074324159851925465156480516916816907489647315302626821490431568,400,1.0466530857154412,0.7928563227250365,Impure,Impure,2025-04-07 14:28:01.733378
No,pandas,No,pandas.core.arrays.arrow.array.__len__.565.4,20,23,13,3,4,1.15,0.65,Impure,Impure,2025-04-07 14:28:01.734679
No,pandas,No,pandas.core.arrays.arrow.array._dt_floor.2156.4,7,6,5,0,2,0.8571428571428571,0.7142857142857143,Impure,Impure,2025-04-07 14:28:01.736685
No,pandas,No,pandas.core.arrays.arrow.array._dt_round.2164.4,7,6,5,0,2,0.8571428571428571,0.7142857142857143,Impure,Impure,2025-04-07 14:28:01.737685
No,pandas,Yes,pandas.core.arrays.arrow.array.convert_fill_value.802.8,3286120570113213943308473,3439428234741980076403902,2605421471251063316339763,110572480128821558992900,126,1.0466530857154412,0.7928563227250365,Impure,Impure,2025-04-07 14:28:01.738685
No,pandas,Yes,pandas.core.arrays.arrow.array.floordiv_compat.111.4,4,4,2,1,2,1.0,0.5,Impure,Impure,2025-04-07 14:28:01.739692
No,pandas,Yes,pandas.core.arrays.arrow.array.predicate.2031.20,1,0,1,0,0,0.0,1.0,Impure,Impure,2025-04-07 14:28:01.741694
