Type-Aware,Library,FunctionId,Runtime of body analysis,Date
No,pandas,pandas/core/ops/fill_binop,0.002997875213623047,2025-03-04 09:43:06.170199
No,pandas,pandas/core/ops/align_method_SERIES,0.0,2025-03-04 09:43:06.170199
No,pandas,pandas/core/ops/flex_method_SERIES,0.0019974708557128906,2025-03-04 09:43:06.170199
No,pandas,pandas/core/ops/align_method_FRAME,0.005994081497192383,2025-03-04 09:43:06.170199
No,pandas,pandas/core/ops/should_reindex_frame_op,0.0010004043579101562,2025-03-04 09:43:06.170199
No,pandas,pandas/core/ops/frame_arith_method_with_reindex,0.001535654067993164,2025-03-04 09:43:06.170199
No,pandas,pandas/core/ops/_maybe_align_series_as_frame,0.0005016326904296875,2025-03-04 09:43:06.170199
No,pandas,pandas/core/ops/flex_arith_method_FRAME,0.0019981861114501953,2025-03-04 09:43:06.170199
No,pandas,pandas/core/ops/flex_comp_method_FRAME,0.001998424530029297,2025-03-04 09:43:06.170199
No,pandas,pandas/compat/set_function_name,0.0009982585906982422,2025-03-04 09:43:06.170199
No,pandas,pandas/compat/is_platform_little_endian,0.0,2025-03-04 09:43:06.170199
No,pandas,pandas/compat/is_platform_windows,0.0009989738464355469,2025-03-04 09:43:06.170199
No,pandas,pandas/compat/is_platform_linux,0.0,2025-03-04 09:43:06.170199
No,pandas,pandas/compat/is_platform_mac,0.0,2025-03-04 09:43:06.170199
No,pandas,pandas/compat/is_platform_arm,0.0009992122650146484,2025-03-04 09:43:06.170199
No,pandas,pandas/compat/is_platform_power,0.0010001659393310547,2025-03-04 09:43:06.170199
No,pandas,pandas/compat/is_ci_environment,0.0,2025-03-04 09:43:06.170199
No,pandas,pandas/compat/get_lzma_file,0.0009980201721191406,2025-03-04 09:43:06.170199
No,pandas,pandas/_testing/reset_display_options,0.0,2025-03-04 09:43:06.170199
No,pandas,pandas/_testing/equalContents,0.0,2025-03-04 09:43:06.170199
No,pandas,pandas/_testing/box_expected,0.001997232437133789,2025-03-04 09:43:06.170199
No,pandas,pandas/_testing/to_array,0.0,2025-03-04 09:43:06.170199
No,pandas,pandas/_testing/getCols,0.0,2025-03-04 09:43:06.170199
No,pandas,pandas/_testing/makeStringIndex,0.0009989738464355469,2025-03-04 09:43:06.170199
No,pandas,pandas/_testing/makeCategoricalIndex,0.0,2025-03-04 09:43:06.170199
No,pandas,pandas/_testing/makeIntervalIndex,0.0,2025-03-04 09:43:06.170199
