Type-Aware?,Library,Runtime [s],Date
Yes,pandas,20563.649191617966,2025-02-26 16:15:17.569601
No,pandas,9088.325861930847,2025-02-26 19:03:46.955179
Yes,pandas,19717.40951681137,2025-02-26 23:28:49.397818
Yes,pandas,19134.099930763245,2025-02-27 05:55:01.329536
Yes,pandas,19581.479284524918,2025-02-27 15:06:28.800815
No,pandas,8554.524098873138,2025-02-27 20:13:30.854093
No,pandas,8613.91590833664,2025-02-28 12:16:19.099126
Yes,pandas,23372.58804988861,2025-03-02 07:25:15.166945
