Type-Aware?,Library,Combined Callgraph,NodeID,#Nodes,#Edges,#Leaves,#Cycles,Max Depth,Branching Factor,Percentage of Leaves,Purity Result,Expected Purity,Date
No,matplotlib,No,matplotlib._api.deprecation.emit_warning.192.8,6838446123966705923897608767915086595493142981725135,6957684640726398044966767865165135628394808153276254,5134454938812781603037178846235559751242811416361205,59553899118966430963220680917391283026040968720840,289,1.0174364928228061,0.7508218746972436,Impure,Impure,2025-04-11 18:05:57.698907
No,matplotlib,No,matplotlib._api.deprecation.wrapper.444.4,6,5,5,0,1,0.8333333333333334,0.8333333333333334,Impure,Impure,2025-04-11 18:05:57.702907
No,matplotlib,No,matplotlib._cm._g21.133.0,1,0,1,0,0,0.0,1.0,Pure,Pure,2025-04-11 18:05:57.703907
No,matplotlib,No,matplotlib._cm._prism_red.51.0,1,0,1,0,0,0.0,1.0,Impure,Impure,2025-04-11 18:05:57.704934
No,matplotlib,No,matplotlib._docstring.__missing__.51.4,9372059137188678114335387960298341729329830026882511795394,9535474979007430667143028568500464995242831670061218491969,7036747011121462026555626824517361921283175834637662906428,81618346325288704351737502104777199578542405872442415701,352,1.0174364928162172,0.7508218746934053,Impure,Impure,2025-04-11 18:05:58.164180
No,matplotlib,No,matplotlib._layoutgrid.edit_all_margins_min.306.4,44795205207430317951209185432160442021156781619424805,45576276481275707307007266337637536473716251561242434,33633219951144871426457762914424147531583866535287255,390107501364904630652807753995296614786373158909833,295,1.017436492817223,0.7508218746939913,Impure,Impure,2025-04-11 18:05:58.297779
No,matplotlib,No,matplotlib._mathtext.Error.1644.0,2,1,1,0,1,0.5,0.5,Impure,Impure,2025-04-11 18:05:58.298743
No,matplotlib,Yes,matplotlib._mathtext.__init__.698.4,1,0,1,0,0,0.0,1.0,Impure,Impure,2025-04-11 18:05:58.299742
No,matplotlib,No,matplotlib._mathtext.hpack.1164.4,10,9,8,0,2,0.9,0.8,Impure,Impure,2025-04-11 18:05:58.299742
No,matplotlib,No,matplotlib._mathtext.push_state.2011.4,1901939098741105429338786667231776351360373959068897715,1935102246173232239043666844895685033407038879532657675,1428017479669508734519566600348218109234061414600812107,16563395704046339848886232528668256781757064433750585,316,1.0174364928162407,0.7508218746934191,Impure,Impure,2025-04-11 18:05:58.450635
No,matplotlib,No,matplotlib._mathtext.render.961.4,1,0,1,0,0,0.0,1.0,Pure,Pure,2025-04-11 18:05:58.450635
