Type-Aware?,Library,Combined Callgraph,NodeID,#Nodes,#Edges,#Leaves,#Cycles,Max Depth,Branching Factor,Percentage of Leaves,Purity Result,Expected Purity,Date
Yes,matplotlib,No,matplotlib._api.deprecation.emit_warning.192.8,13,12,9,0,3,0.9230769230769231,0.6923076923076923,Impure,Impure,2025-02-28 21:37:35.969639
Yes,matplotlib,No,matplotlib._api.deprecation.wrapper.444.4,6,5,5,0,1,0.8333333333333334,0.8333333333333334,Impure,Impure,2025-02-28 21:37:35.971637
Yes,matplotlib,No,matplotlib._cm._g21.133.0,1,0,1,0,0,0.0,1.0,Pure,Pure,2025-02-28 21:37:35.972636
Yes,matplotlib,No,matplotlib._cm._prism_red.51.0,1,0,1,0,0,0.0,1.0,Impure,Impure,2025-02-28 21:37:35.974776
Yes,matplotlib,No,matplotlib._docstring.__missing__.51.4,6,6,3,1,2,1.0,0.5,Impure,Impure,2025-02-28 21:37:35.975776
Yes,matplotlib,No,matplotlib._layoutgrid.edit_all_margins_min.306.4,5,4,3,0,2,0.8,0.6,Impure,Impure,2025-02-28 21:37:35.976776
Yes,matplotlib,No,matplotlib._mathtext.Error.1644.0,1,0,1,0,0,0.0,1.0,Impure,Impure,2025-02-28 21:37:35.977773
Yes,matplotlib,Yes,matplotlib._mathtext.__init__.698.4,175,195,138,11,7,1.1142857142857143,0.7885714285714286,Impure,Impure,2025-02-28 21:37:35.977773
Yes,matplotlib,No,matplotlib._mathtext.hpack.1164.4,9,8,7,0,2,0.8888888888888888,0.7777777777777778,Impure,Impure,2025-02-28 21:37:35.978772
Yes,matplotlib,No,matplotlib._mathtext.push_state.2011.4,2,1,1,0,1,0.5,0.5,Pure,Impure,2025-02-28 21:37:35.980886
Yes,matplotlib,No,matplotlib._mathtext.render.961.4,1,0,1,0,0,0.0,1.0,Pure,Pure,2025-02-28 21:37:35.981885
Yes,matplotlib,Yes,matplotlib._mathtext.shrink.1107.4,140,194,89,9,8,1.3857142857142857,0.6357142857142857,Impure,Impure,2025-02-28 21:37:35.982884
Yes,matplotlib,No,matplotlib._mathtext.to_vector.104.4,3,2,2,0,1,0.6666666666666666,0.6666666666666666,Impure,Impure,2025-02-28 21:37:35.983884
Yes,matplotlib,No,matplotlib._pylab_helpers._set_new_active_manager.106.4,2,1,1,0,1,0.5,0.5,Impure,Impure,2025-02-28 21:37:35.985018
Yes,matplotlib,No,matplotlib._tight_layout._auto_adjust_subplotpars.20.0,25,24,22,0,2,0.96,0.88,Impure,Impure,2025-02-28 21:37:35.986017
Yes,matplotlib,No,matplotlib._type1font._decrypt.444.4,7,6,5,0,2,0.8571428571428571,0.7142857142857143,Pure,Impure,2025-02-28 21:37:35.987016
Yes,matplotlib,No,matplotlib._type1font._parse.491.4,29,28,24,0,3,0.9655172413793104,0.8275862068965517,Impure,Impure,2025-02-28 21:37:35.988015
Yes,matplotlib,No,matplotlib._type1font.transform.694.4,31,30,25,0,3,0.967741935483871,0.8064516129032258,Impure,Impure,2025-02-28 21:37:35.989014
Yes,matplotlib,No,matplotlib._type1font.value.93.4,1,0,1,0,0,0.0,1.0,Impure,Impure,2025-02-28 21:37:35.990014
Yes,matplotlib,No,matplotlib.animation._base_temp_name.452.4,1,0,1,0,0,0.0,1.0,Impure,Impure,2025-02-28 21:37:35.991014
Yes,matplotlib,No,matplotlib.animation._draw_frame.1152.4,2,1,1,0,1,0.5,0.5,Pure,Pure,2025-02-28 21:37:35.992012
Yes,matplotlib,No,matplotlib.artist._internal_update.1216.4,34,33,25,0,6,0.9705882352941176,0.7352941176470589,Impure,Impure,2025-02-28 21:37:35.993011
Yes,matplotlib,No,matplotlib.artist.aliased_name_rest.1586.4,14,13,10,0,3,0.9285714285714286,0.7142857142857143,Impure,Impure,2025-02-28 21:37:35.994009
Yes,matplotlib,No,matplotlib.artist.get_clip_box.894.4,1,0,1,0,0,0.0,1.0,Impure,Impure,2025-02-28 21:37:35.995009
Yes,matplotlib,No,matplotlib.axes._axes.bar_label.2645.4,21202331774757360898644641167431539293339717333954512675588,22477063117026795723584422773703579476252520971528746774853,16002490357501830881742818561019486006073630794154492938976,193408800636325195862177280332964833134165895864652547539,279,1.060122224093629,0.7547514361865495,Impure,Impure,2025-02-28 21:37:37.540315
Yes,matplotlib,No,matplotlib.axes._axes.hist2d.7037.4,4960321239,5258553387,3743849935,45242604,42,1.0601235552357338,0.7547595719334419,Impure,Impure,2025-02-28 21:37:37.544310
Yes,matplotlib,No,matplotlib.axes._axes.magnitude_spectrum.7357.4,220589821539300860776026904604160083315227059972236614343,233852172222660358238677524240262471880342289644705059718,166490484614921973944439480491472094510569536913403624446,2012232110587536540371307442655195005560759763071675101,265,1.060122224093629,0.7547514361865495,Impure,Impure,2025-02-28 21:37:37.564800
Yes,matplotlib,No,matplotlib.axes._axes.pie.3066.4,21202331774757360898644641167431438909121130521283496203345,22477063117026795723584422773703473056711448818658906188657,16002490357501830881742818561019410240940481932775539521400,193408800636325195862177280332963917423972981843563557246,275,1.060122224093629,0.7547514361865495,Impure,Impure,2025-02-28 21:37:37.572919
Yes,matplotlib,No,matplotlib.axes._axes.specgram.7645.4,21202331774757360898644641167431539293339717333954513172189,22477063117026795723584422773703579476252520971528747303992,16002490357501830881742818561019486006073630794154493327792,193408800636325195862177280332964833134165895864652549778,279,1.060122224093629,0.7547514361865495,Impure,Impure,2025-02-28 21:37:37.580861
Yes,matplotlib,No,matplotlib.axes._base.artists.1476.4,8,7,7,0,1,0.875,0.875,Impure,Impure,2025-02-28 21:37:37.581858
Yes,matplotlib,No,matplotlib.axes._base.get_agg_filter.4599.8,1,0,1,0,0,0.0,1.0,Pure,Pure,2025-02-28 21:37:37.582857
