Type-Aware?,Library,Combined Callgraph,NodeID,#Nodes,#Edges,#Leaves,#Cycles,Max Depth,Branching Factor,Percentage of Leaves,Purity Result,Expected Purity,Date
Yes,matplotlib,No,matplotlib._api.deprecation.emit_warning.192.8,4542989699583916965184596803476313,4562711628629053718770438383392941,3823416906103984638807146290778353,8165688990806734671046540391463,198,1.0043411784638083,0.8416080948750915,Impure,Impure,2025-03-03 00:38:19.602091
Yes,matplotlib,No,matplotlib._api.deprecation.wrapper.444.4,6,5,5,0,1,0.8333333333333334,0.8333333333333334,Impure,Impure,2025-03-03 00:38:19.603107
Yes,matplotlib,No,matplotlib._cm._g21.133.0,1,0,1,0,0,0.0,1.0,Pure,Pure,2025-03-03 00:38:19.606852
Yes,matplotlib,No,matplotlib._cm._prism_red.51.0,1,0,1,0,0,0.0,1.0,Impure,Impure,2025-03-03 00:38:19.607860
Yes,matplotlib,No,matplotlib._docstring.__missing__.51.4,559414151187646194685290189881375611081,561842667853131618789942288893750995540,470807478027201321154779014530222077677,1005505686282500399388546566747064588,246,1.0043411784638083,0.8416080948750915,Impure,Impure,2025-03-03 00:38:19.990067
Yes,matplotlib,No,matplotlib._layoutgrid.edit_all_margins_min.306.4,6,5,4,0,2,0.8333333333333334,0.6666666666666666,Impure,Impure,2025-03-03 00:38:19.990067
Yes,matplotlib,No,matplotlib._mathtext.Error.1644.0,1,0,1,0,0,0.0,1.0,Impure,Impure,2025-03-03 00:38:19.991024
Yes,matplotlib,Yes,matplotlib._mathtext.__init__.698.4,1,0,1,0,0,0.0,1.0,Impure,Impure,2025-03-03 00:38:19.991024
Yes,matplotlib,No,matplotlib._mathtext.hpack.1164.4,10,9,8,0,2,0.9,0.8,Impure,Impure,2025-03-03 00:38:19.992042
Yes,matplotlib,No,matplotlib._mathtext.push_state.2011.4,322272230722852653034548519664528903395,323671271990350168668959321966872919481,271226918129805954631075035513165388655,579260570786094084377618227216808658,243,1.0043411784638083,0.8416080948750915,Impure,Impure,2025-03-03 00:38:20.133268
Yes,matplotlib,No,matplotlib._mathtext.render.961.4,1,0,1,0,0,0.0,1.0,Pure,Pure,2025-03-03 00:38:20.134238
Yes,matplotlib,No,matplotlib._mathtext.shrink.1107.4,5,4,3,0,2,0.8,0.6,Impure,Impure,2025-03-03 00:38:20.134238
Yes,matplotlib,No,matplotlib._mathtext.to_vector.104.4,1,0,1,0,0,0.0,1.0,Impure,Impure,2025-03-03 00:38:20.135236
Yes,matplotlib,Yes,matplotlib._pylab_helpers._set_new_active_manager.106.4,169564157523583302455885942471328800,170300265792458484689783388106855639,142706567572522856855157120097529565,304779069706575941240864316029031,212,1.0043411784638083,0.8416080948750915,Impure,Impure,2025-03-03 00:38:20.136235
Yes,matplotlib,No,matplotlib._tight_layout._auto_adjust_subplotpars.20.0,18673139729900378006600093225554204,18754203161947505134711457285110139,15715465553417837873909049888721711,33563591731279646271183024783352,200,1.0043411784638083,0.8416080948750915,Impure,Impure,2025-03-03 00:38:20.264133
Yes,matplotlib,Yes,matplotlib._type1font._decrypt.444.4,108384148988513559416,108854663921920671177,91216977144881433428,194812515699644675,99,1.004341178463808,0.8416080948750958,Impure,Impure,2025-03-03 00:38:20.265165
Yes,matplotlib,Yes,matplotlib._type1font._parse.491.4,1,0,1,0,0,0.0,1.0,Impure,Impure,2025-03-03 00:38:20.266160
Yes,matplotlib,Yes,matplotlib._type1font.transform.694.4,108384148988513559444,108854663921920671205,91216977144881433452,194812515699644675,99,1.004341178463808,0.8416080948750958,Impure,Impure,2025-03-03 00:38:20.267138
Yes,matplotlib,No,matplotlib._type1font.value.93.4,1,0,1,0,0,0.0,1.0,Impure,Impure,2025-03-03 00:38:20.268133
Yes,matplotlib,No,matplotlib.animation._base_temp_name.452.4,1,0,1,0,0,0.0,1.0,Impure,Impure,2025-03-03 00:38:20.268133
