Type-Aware?,Library,Combined Callgraph,NodeID,#Nodes,#Edges,#Leaves,#Cycles,Max Depth,Branching Factor,Percentage of Leaves,Purity Result,Expected Purity,Date
Yes,matplotlib,No,matplotlib._api.deprecation.emit_warning.192.8,11051888944472206754067242218590215,11116593124667671255574594103620632,8397509613660754421511894673996244,15637765908810758772342649811272,200,1.005854581105597,0.7598257325831087,Impure,Impure,2025-04-08 23:47:16.258476
Yes,matplotlib,No,matplotlib._api.deprecation.wrapper.444.4,6,5,5,0,1,0.8333333333333334,0.8333333333333334,Impure,Impure,2025-04-08 23:47:16.260473
Yes,matplotlib,No,matplotlib._cm._g21.133.0,1,0,1,0,0,0.0,1.0,Pure,Pure,2025-04-08 23:47:16.263539
Yes,matplotlib,No,matplotlib._cm._prism_red.51.0,1,0,1,0,0,0.0,1.0,Impure,Impure,2025-04-08 23:47:16.265545
Yes,matplotlib,No,matplotlib._docstring.__missing__.51.4,1360906249349035634240098543957701448438,1368873785362963519200981293792225020444,1034051587888561795204046017013922229121,1925601447687563852211733519279901874,248,1.005854581105597,0.7598257325831087,Impure,Impure,2025-04-08 23:47:16.724468
Yes,matplotlib,No,matplotlib._layoutgrid.edit_all_margins_min.306.4,6,5,4,0,2,0.8333333333333334,0.6666666666666666,Impure,Impure,2025-04-08 23:47:16.726603
Yes,matplotlib,No,matplotlib._mathtext.Error.1644.0,2,1,1,0,1,0.5,0.5,Impure,Impure,2025-04-08 23:47:16.727603
Yes,matplotlib,Yes,matplotlib._mathtext.__init__.698.4,1,0,1,0,0,0.0,1.0,Impure,Impure,2025-04-08 23:47:16.729603
Yes,matplotlib,No,matplotlib._mathtext.hpack.1164.4,10,9,8,0,2,0.9,0.8,Impure,Impure,2025-04-08 23:47:16.730605
Yes,matplotlib,No,matplotlib._mathtext.push_state.2011.4,784002857009009238182699959779042000713,788592865322388331622479240547206106289,595705545174120660040642704486664281401,1109317439882328727104083547126124495,245,1.005854581105597,0.7598257325831087,Impure,Impure,2025-04-08 23:47:16.879603
Yes,matplotlib,No,matplotlib._mathtext.render.961.4,1,0,1,0,0,0.0,1.0,Pure,Pure,2025-04-08 23:47:16.881602
Yes,matplotlib,No,matplotlib._mathtext.shrink.1107.4,5,4,3,0,2,0.8,0.6,Impure,Impure,2025-04-08 23:47:16.881602
Yes,matplotlib,No,matplotlib._mathtext.to_vector.104.4,3,2,2,0,1,0.6666666666666666,0.6666666666666666,Impure,Impure,2025-04-08 23:47:16.883603
Yes,matplotlib,Yes,matplotlib._pylab_helpers._set_new_active_manager.106.4,412504619608816245855401161654198741,414919661360749542044108495629780511,313431624788185389248574719283080974,583669516600788966159177077042767,214,1.005854581105597,0.7598257325831087,Impure,Impure,2025-04-08 23:47:16.884621
Yes,matplotlib,No,matplotlib._tight_layout._auto_adjust_subplotpars.20.0,45426796049828604228514187761179893,45692750911669743928991802927012495,34516448587464487573568601050902670,64276216145821355120446459242029,202,1.005854581105597,0.7598257325831087,Impure,Impure,2025-04-08 23:47:17.026602
Yes,matplotlib,Yes,matplotlib._type1font._decrypt.444.4,263669886391572607611,265213563126555643540,200343164587581699303,373077216149229734,101,1.005854581105597,0.7598257325831087,Impure,Impure,2025-04-08 23:47:17.027602
Yes,matplotlib,Yes,matplotlib._type1font._parse.491.4,37,36,32,0,4,0.972972972972973,0.8648648648648649,Impure,Impure,2025-04-08 23:47:17.028602
Yes,matplotlib,Yes,matplotlib._type1font.transform.694.4,263669886391572607642,265213563126555643571,200343164587581699329,373077216149229734,101,1.005854581105597,0.7598257325831087,Impure,Impure,2025-04-08 23:47:17.029602
Yes,matplotlib,No,matplotlib._type1font.value.93.4,1,0,1,0,0,0.0,1.0,Impure,Impure,2025-04-08 23:47:17.030535
Yes,matplotlib,No,matplotlib.animation._base_temp_name.452.4,1,0,1,0,0,0.0,1.0,Impure,Impure,2025-04-08 23:47:17.031540
Yes,matplotlib,No,matplotlib.animation._draw_frame.1152.4,1,0,1,0,0,0.0,1.0,Pure,Pure,2025-04-08 23:47:17.033543
Yes,matplotlib,Yes,matplotlib.artist._internal_update.1216.4,15939268172079169575828707632,16032585910356469569284339979,12111066115688682893053572208,22553116999732519461384318,144,1.005854581105597,0.7598257325831087,Impure,Impure,2025-04-08 23:47:17.035584
Yes,matplotlib,No,matplotlib.artist.aliased_name_rest.1586.4,582251748270486677305753123060584075886,585660588354611949807424496964632406449,442409861177418332321989860426395453577,823851613529265657567082606240939431,245,1.005854581105597,0.7598257325831087,Impure,Impure,2025-04-08 23:47:17.036542
Yes,matplotlib,No,matplotlib.artist.get_clip_box.894.4,1,0,1,0,0,0.0,1.0,Impure,Impure,2025-04-08 23:47:17.037541
Yes,matplotlib,No,matplotlib.axes._axes.bar_label.2645.4,11553899755840891349713570625,11621542999047400423840935315,8778950346173605986788432729,16348081366314710750287159,144,1.005854581105597,0.7598257325831087,Impure,Impure,2025-04-08 23:47:17.206595
Yes,matplotlib,No,matplotlib.axes._axes.hist2d.7037.4,24654618,24743933,18618351,42426,26,1.003622647895011,0.7551668819204581,Impure,Impure,2025-04-08 23:47:17.325936
Yes,matplotlib,No,matplotlib.axes._axes.magnitude_spectrum.7357.4,1912734210395918986280217444644012734,1923932467964132129143598581324015205,1453344672650853108277499277350586283,2706405210749590059078533613268031,220,1.005854581105597,0.7598257325831087,Impure,Impure,2025-04-08 23:47:17.592076
Yes,matplotlib,No,matplotlib.axes._axes.pie.3066.4,525099986016849757264090624935874020211,528174226473533309297799901958305116067,398984481554633000222832353321332265582,742985267161806598623777841859996968,242,1.005854581105597,0.7598257325831087,Impure,Impure,2025-04-08 23:47:17.937811
Yes,matplotlib,No,matplotlib.axes._axes.specgram.7645.4,572722350084920436007742894603144549361,576075399534480781068860229559554857957,435169179219994316226173545880212850133,810368081544241048171422932568780963,244,1.005854581105597,0.7598257325831087,Impure,Impure,2025-04-08 23:47:18.822278
Yes,matplotlib,No,matplotlib.axes._base.artists.1476.4,8,7,7,0,1,0.875,0.875,Impure,Impure,2025-04-08 23:47:18.823279
Yes,matplotlib,No,matplotlib.axes._base.get_agg_filter.4599.8,1,0,1,0,0,0.0,1.0,Pure,Pure,2025-04-08 23:47:18.824251
Yes,matplotlib,Yes,matplotlib.axes._base.get_data_ratio.1862.4,63,62,47,0,4,0.9841269841269841,0.746031746031746,Impure,Impure,2025-04-08 23:47:18.825291
Yes,matplotlib,No,matplotlib.axes._base.get_ybound.3735.4,1,0,1,0,0,0.0,1.0,Impure,Impure,2025-04-08 23:47:18.826258
Yes,matplotlib,No,matplotlib.axis.__init__.543.4,1,0,1,0,0,0.0,1.0,Impure,Pure,2025-04-08 23:47:18.826258
Yes,matplotlib,Yes,matplotlib.axis._set_formatter.1832.4,477572599582874013716718248211755,480368587100942799245908583557451,362871950339676878797036946368536,675736840485945345095678850851,184,1.005854581105597,0.7598257325831087,Impure,Impure,2025-04-08 23:47:18.827258
Yes,matplotlib,No,matplotlib.axis.formatter.565.4,4,3,3,0,1,0.75,0.75,Impure,Impure,2025-04-08 23:47:18.828292
