Type-Aware?,Library,Combined Callgraph,NodeID,#Nodes,#Edges,#Leaves,#Cycles,Max Depth,Branching Factor,Percentage of Leaves,Purity Result,Expected Purity,Date
Yes,seaborn,No,seaborn._compat.scale_factory.70.0,6,5,5,0,1,0.8333333333333334,0.8333333333333334,Impure,Impure,2025-03-01 16:02:35.806571
Yes,seaborn,No,seaborn._compat.set_scale_obj.108.0,5,4,4,0,1,0.8,0.8,Impure,Impure,2025-03-01 16:02:35.807568
Yes,seaborn,No,seaborn._core.data.join.72.4,4,3,3,0,1,0.75,0.75,Impure,Impure,2025-03-01 16:02:35.811568
Yes,seaborn,No,seaborn._core.moves.__call__.53.4,4,3,2,0,2,0.75,0.5,Impure,Impure,2025-03-01 16:02:35.812570
Yes,seaborn,No,seaborn._core.moves.widths_to_offsets.130.8,2,1,1,0,1,0.5,0.5,Impure,Impure,2025-03-01 16:02:35.813569
Yes,seaborn,No,seaborn._core.plot.__init__.200.4,13,12,11,0,2,0.9230769230769231,0.8461538461538461,Impure,Impure,2025-03-01 16:02:35.815570
Yes,seaborn,No,seaborn._core.plot.__init__.875.4,1,0,1,0,0,0.0,1.0,Pure,Pure,2025-03-01 16:02:35.816569
Yes,seaborn,No,seaborn._core.plot._clone.283.4,3,2,2,0,1,0.6666666666666666,0.6666666666666666,Impure,Impure,2025-03-01 16:02:35.816569
Yes,seaborn,No,seaborn._core.plot._make_legend.1593.4,3,2,2,0,1,0.6666666666666666,0.6666666666666666,Impure,Impure,2025-03-01 16:02:35.817568
Yes,seaborn,No,seaborn._core.plot._plot_layer.1295.4,2408,2479,1825,8,12,1.029485049833887,0.757890365448505,Impure,Impure,2025-03-01 16:02:35.821576
Yes,seaborn,No,seaborn._core.plot._resolve_label.965.4,3,2,2,0,1,0.6666666666666666,0.6666666666666666,Impure,Impure,2025-03-01 16:02:35.822570
Yes,seaborn,No,seaborn._core.plot._resolve_positionals.234.4,9,8,8,0,1,0.8888888888888888,0.8888888888888888,Impure,Pure,2025-03-01 16:02:35.823601
Yes,seaborn,No,seaborn._core.plot._setup_figure.980.4,43,42,35,0,5,0.9767441860465116,0.813953488372093,Impure,Impure,2025-03-01 16:02:35.825570
Yes,seaborn,No,seaborn._core.plot._setup_split_generator.1471.4,1,0,1,0,0,0.0,1.0,Impure,Impure,2025-03-01 16:02:35.826569
Yes,seaborn,No,seaborn._core.plot._theme_with_defaults.309.4,302,302,199,0,9,1.0,0.6589403973509934,Impure,Impure,2025-03-01 16:02:35.828571
