Type-Aware?,Library,Combined Callgraph,NodeID,#Nodes,#Edges,#Leaves,#Cycles,Max Depth,Branching Factor,Percentage of Leaves,Purity Result,Expected Purity,Date
Yes,seaborn,Yes,seaborn._compat.scale_factory.70.0,6,6,5,0,1,1.0,0.8333333333333334,Impure,Impure,2025-04-09 06:19:30.102343
Yes,seaborn,No,seaborn._compat.set_scale_obj.108.0,142924,143495,98164,295,23,1.0039951302790293,0.6868265651675016,Impure,Impure,2025-04-09 06:19:30.113330
Yes,seaborn,No,seaborn._core.data.join.72.4,4,3,3,0,1,0.75,0.75,Impure,Impure,2025-04-09 06:19:30.114331
Yes,seaborn,No,seaborn._core.moves.__call__.53.4,2,1,1,0,1,0.5,0.5,Impure,Impure,2025-04-09 06:19:30.114331
Yes,seaborn,No,seaborn._core.moves.widths_to_offsets.130.8,2,1,1,0,1,0.5,0.5,Impure,Impure,2025-04-09 06:19:30.115329
Yes,seaborn,No,seaborn._core.plot.__init__.200.4,13,12,11,0,2,0.9230769230769231,0.8461538461538461,Impure,Impure,2025-04-09 06:19:30.115329
Yes,seaborn,No,seaborn._core.plot.__init__.875.4,1,0,1,0,0,0.0,1.0,Pure,Pure,2025-04-09 06:19:30.115329
Yes,seaborn,No,seaborn._core.plot._clone.283.4,8,8,6,1,2,1.0,0.75,Impure,Impure,2025-04-09 06:19:30.116329
Yes,seaborn,No,seaborn._core.plot._make_legend.1593.4,3,2,2,0,1,0.6666666666666666,0.6666666666666666,Impure,Impure,2025-04-09 06:19:30.116329
Yes,seaborn,No,seaborn._core.plot._plot_layer.1295.4,932,993,701,40,10,1.065450643776824,0.7521459227467812,Impure,Impure,2025-04-09 06:19:30.118326
Yes,seaborn,No,seaborn._core.plot._resolve_label.965.4,3,2,2,0,1,0.6666666666666666,0.6666666666666666,Impure,Impure,2025-04-09 06:19:30.119325
Yes,seaborn,No,seaborn._core.plot._resolve_positionals.234.4,9,8,8,0,1,0.8888888888888888,0.8888888888888888,Impure,Pure,2025-04-09 06:19:30.119325
Yes,seaborn,No,seaborn._core.plot._setup_figure.980.4,126317,126823,86760,262,23,1.0040057949444652,0.6868434177505799,Impure,Impure,2025-04-09 06:19:30.120324
Yes,seaborn,No,seaborn._core.plot._setup_split_generator.1471.4,1,0,1,0,0,0.0,1.0,Impure,Impure,2025-04-09 06:19:30.120324
