Type-Aware?,Library,Combined Callgraph,NodeID,#Nodes,#Edges,#Leaves,#Cycles,Max Depth,Branching Factor,Percentage of Leaves,Purity Result,Expected Purity,Date
Yes,seaborn,Yes,seaborn._compat.scale_factory.70.0,6,6,5,0,1,1.0,0.8333333333333334,Impure,Impure,2025-04-05 17:37:29.518187
Yes,seaborn,No,seaborn._compat.set_scale_obj.108.0,142926,143497,98166,295,23,1.0039950743741517,0.6868309474833131,Impure,Impure,2025-04-05 17:37:29.529482
Yes,seaborn,No,seaborn._core.data.join.72.4,4,3,3,0,1,0.75,0.75,Impure,Impure,2025-04-05 17:37:29.530496
Yes,seaborn,No,seaborn._core.moves.__call__.53.4,2,1,1,0,1,0.5,0.5,Impure,Impure,2025-04-05 17:37:29.531564
Yes,seaborn,No,seaborn._core.moves.widths_to_offsets.130.8,2,1,1,0,1,0.5,0.5,Impure,Impure,2025-04-05 17:37:29.532546
Yes,seaborn,No,seaborn._core.plot.__init__.200.4,13,12,11,0,2,0.9230769230769231,0.8461538461538461,Impure,Impure,2025-04-05 17:37:29.532546
Yes,seaborn,No,seaborn._core.plot.__init__.875.4,1,0,1,0,0,0.0,1.0,Pure,Pure,2025-04-05 17:37:29.533561
Yes,seaborn,No,seaborn._core.plot._clone.283.4,8,8,6,1,2,1.0,0.75,Impure,Impure,2025-04-05 17:37:29.534553
Yes,seaborn,No,seaborn._core.plot._make_legend.1593.4,3,2,2,0,1,0.6666666666666666,0.6666666666666666,Impure,Impure,2025-04-05 17:37:29.537079
Yes,seaborn,No,seaborn._core.plot._plot_layer.1295.4,932,993,701,40,10,1.065450643776824,0.7521459227467812,Impure,Impure,2025-04-05 17:37:29.539391
Yes,seaborn,No,seaborn._core.plot._resolve_label.965.4,3,2,2,0,1,0.6666666666666666,0.6666666666666666,Impure,Impure,2025-04-05 17:37:29.540315
Yes,seaborn,No,seaborn._core.plot._resolve_positionals.234.4,9,8,8,0,1,0.8888888888888888,0.8888888888888888,Impure,Pure,2025-04-05 17:37:29.540315
Yes,seaborn,No,seaborn._core.plot._setup_figure.980.4,126319,126825,86762,262,23,1.0040057315209905,0.6868483759371116,Impure,Impure,2025-04-05 17:37:29.541424
Yes,seaborn,No,seaborn._core.plot._setup_split_generator.1471.4,1,0,1,0,0,0.0,1.0,Impure,Impure,2025-04-05 17:37:29.541424
Yes,seaborn,No,seaborn._core.plot._theme_with_defaults.309.4,334,336,228,2,9,1.0059880239520957,0.6826347305389222,Impure,Impure,2025-04-05 17:37:29.542457
Yes,seaborn,No,seaborn._core.plot._variables.330.4,3,2,2,0,1,0.6666666666666666,0.6666666666666666,Impure,Impure,2025-04-05 17:37:29.542457
Yes,seaborn,No,seaborn._core.plot.add.390.4,16,16,13,1,3,1.0,0.8125,Impure,Impure,2025-04-05 17:37:29.542457
Yes,seaborn,No,seaborn._core.plot.get_order.1310.12,9,8,7,0,2,0.8888888888888888,0.7777777777777778,Impure,Impure,2025-04-05 17:37:29.543948
Yes,seaborn,No,seaborn._core.plot.on.344.4,12,12,9,1,3,1.0,0.75,Impure,Impure,2025-04-05 17:37:29.543948
Yes,seaborn,No,seaborn._core.plot.save.778.4,397607,399262,273160,864,27,1.004162401567377,0.6870100375496407,Impure,Impure,2025-04-05 17:37:29.544947
Yes,seaborn,No,seaborn._core.plot.scale.605.4,14,15,10,2,3,1.0714285714285714,0.7142857142857143,Impure,Impure,2025-04-05 17:37:29.545958
Yes,seaborn,No,seaborn._core.plot.split_generator.1485.8,142180,142738,97661,285,23,1.0039246026164017,0.6868828245885498,Impure,Impure,2025-04-05 17:37:29.545958
Yes,seaborn,No,seaborn._core.plot.theme_context.94.0,317,318,214,1,9,1.003154574132492,0.6750788643533123,Impure,Impure,2025-04-05 17:37:29.546961
Yes,seaborn,No,seaborn._core.properties._default_values.450.4,7,6,6,0,1,0.8571428571428571,0.8571428571428571,Impure,Impure,2025-04-05 17:37:29.546961
Yes,seaborn,No,seaborn._core.properties._default_values.546.4,5,4,4,0,1,0.8,0.8,Impure,Impure,2025-04-05 17:37:29.547958
Yes,seaborn,No,seaborn._core.properties._get_nominal_mapping.223.4,1,0,1,0,0,0.0,1.0,Pure,Impure,2025-04-05 17:37:29.547958
Yes,seaborn,No,seaborn._core.properties._get_values.378.4,18,17,15,0,2,0.9444444444444444,0.8333333333333334,Impure,Impure,2025-04-05 17:37:29.549159
Yes,seaborn,No,seaborn._core.properties._get_values.702.4,20,19,17,0,2,0.95,0.85,Impure,Impure,2025-04-05 17:37:29.549159
Yes,seaborn,No,seaborn._core.properties._inverse.172.4,1,0,1,0,0,0.0,1.0,Pure,Pure,2025-04-05 17:37:29.549159
Yes,seaborn,No,seaborn._core.properties._mapping.663.8,7,6,6,0,1,0.8571428571428571,0.8571428571428571,Impure,Impure,2025-04-05 17:37:29.550569
Yes,seaborn,No,seaborn._core.properties.default_scale.64.4,125587,126080,86262,252,23,1.0039255655442043,0.6868704563370412,Impure,Impure,2025-04-05 17:37:29.551873
Yes,seaborn,No,seaborn._core.properties.get_mapping.764.4,1,0,1,0,0,0.0,1.0,Pure,Impure,2025-04-05 17:37:29.552946
Yes,seaborn,No,seaborn._core.properties.get_mapping.97.4,1,0,1,0,0,0.0,1.0,Pure,Pure,2025-04-05 17:37:29.553876
Yes,seaborn,No,seaborn._core.properties.identity.99.8,1,0,1,0,0,0.0,1.0,Pure,Pure,2025-04-05 17:37:29.554871
Yes,seaborn,No,seaborn._core.properties.infer_scale.77.4,8,7,7,0,1,0.875,0.875,Impure,Impure,2025-04-05 17:37:29.554871
Yes,seaborn,No,seaborn._core.properties.standardize.103.4,1,0,1,0,0,0.0,1.0,Pure,Pure,2025-04-05 17:37:29.554871
Yes,seaborn,Yes,seaborn._core.rules.all_numeric.114.4,7,7,6,1,1,1.0,0.8571428571428571,Impure,Pure,2025-04-05 17:37:29.556214
Yes,seaborn,Yes,seaborn._core.rules.categorical_order.139.0,1042,1045,716,2,13,1.0028790786948176,0.6871401151631478,Impure,Impure,2025-04-05 17:37:29.556214
Yes,seaborn,Yes,seaborn._core.rules.variable_type.40.0,1036,1039,711,2,12,1.002895752895753,0.6862934362934363,Impure,Impure,2025-04-05 17:37:29.557215
Yes,seaborn,No,seaborn._core.scales._get_formatter.393.4,1,0,1,0,0,0.0,1.0,Impure,Impure,2025-04-05 17:37:29.557215
Yes,seaborn,No,seaborn._core.scales._make_identity_transforms.1000.0,1,0,1,0,0,0.0,1.0,Pure,Pure,2025-04-05 17:37:29.557215
Yes,seaborn,No,seaborn._core.scales._make_logit_transforms.1008.0,1,0,1,0,0,0.0,1.0,Pure,Pure,2025-04-05 17:37:29.558584
