Library,Module,Line,Column,Expr kind,Type Hint,DocString,Mypy inferred type,Date
matplotlib,matplotlib,1436,35,OpExpr,None,,OpExpr,2025-02-10 23:50:00.406942
matplotlib,matplotlib.cbook,1244,11,OpExpr,bool,,OpExpr,2025-02-10 23:50:01.120261
matplotlib,matplotlib.projections,110,25,OpExpr,None,,OpExpr,2025-02-10 23:50:01.579610
matplotlib,matplotlib.testing,74,56,OpExpr,None,,OpExpr,2025-02-10 23:50:01.610572
matplotlib,matplotlib.animation,175,24,ConditionalExpr,None,,ConditionalExpr,2025-02-10 23:50:01.680573
matplotlib,matplotlib.animation,754,27,OpExpr,None,,OpExpr,2025-02-10 23:50:01.884017
matplotlib,matplotlib.animation,1046,29,IndexExpr,None,,MovieWriterRegistry,2025-02-10 23:50:01.954019
matplotlib,matplotlib.animation,1410,29,ConditionalExpr,int,,ConditionalExpr,2025-02-10 23:50:02.093260
matplotlib,matplotlib.animation,1678,11,OpExpr,bool,,OpExpr,2025-02-10 23:50:02.156144
matplotlib,matplotlib.artist,716,35,OpExpr,None,,OpExpr,2025-02-10 23:50:02.330976
matplotlib,matplotlib.artist,716,52,OpExpr,None,,OpExpr,2025-02-10 23:50:02.331976
matplotlib,matplotlib.artist,1612,18,OpExpr,int,,OpExpr,2025-02-10 23:50:02.610690
matplotlib,matplotlib.artist,1636,18,OpExpr,int,,OpExpr,2025-02-10 23:50:02.620657
matplotlib,matplotlib.artist,1751,24,OpExpr,None,,OpExpr,2025-02-10 23:50:02.692510
matplotlib,matplotlib.axis,92,17,OpExpr,bool,,OpExpr,2025-02-10 23:50:02.734510
matplotlib,matplotlib.axis,89,15,OpExpr,bool,,OpExpr,2025-02-10 23:50:02.736527
matplotlib,matplotlib.axis,105,22,ConditionalExpr,bool,,ConditionalExpr,2025-02-10 23:50:02.741513
matplotlib,matplotlib.axis,1606,15,SliceExpr,None,,SliceExpr,2025-02-10 23:50:03.471808
matplotlib,matplotlib.axis,1619,15,SliceExpr,None,,SliceExpr,2025-02-10 23:50:03.475825
matplotlib,matplotlib.backend_bases,974,11,OpExpr,bool,,OpExpr,2025-02-10 23:50:04.340151
matplotlib,matplotlib.backend_bases,1081,25,OpExpr,None,,OpExpr,2025-02-10 23:50:04.358192
matplotlib,matplotlib.backend_bases,1081,41,OpExpr,None,,OpExpr,2025-02-10 23:50:04.358192
matplotlib,matplotlib.backend_bases,1123,25,ConditionalExpr,None,,ConditionalExpr,2025-02-10 23:50:04.361252
matplotlib,matplotlib.backend_bases,1125,24,ConditionalExpr,None,,ConditionalExpr,2025-02-10 23:50:04.363336
matplotlib,matplotlib.backend_bases,1348,35,ConditionalExpr,None,,ConditionalExpr,2025-02-10 23:50:04.422249
matplotlib,matplotlib.backend_bases,2304,31,OpExpr,None,,OpExpr,2025-02-10 23:50:04.701829
matplotlib,matplotlib.backend_tools,549,8,CallExpr,None,,"ToolViewsPositions, Any",2025-02-10 23:50:05.540697
matplotlib,matplotlib.backend_tools,549,8,IndexExpr,None,,ToolViewsPositions,2025-02-10 23:50:05.541695
matplotlib,matplotlib.backend_tools,550,8,CallExpr,None,,"ToolViewsPositions, Any",2025-02-10 23:50:05.542696
matplotlib,matplotlib.backend_tools,550,8,IndexExpr,None,,ToolViewsPositions,2025-02-10 23:50:05.542696
matplotlib,matplotlib.backend_tools,579,24,IndexExpr,None,,ToolViewsPositions,2025-02-10 23:50:05.550695
matplotlib,matplotlib.bezier,168,26,OpExpr,float,,OpExpr,2025-02-10 23:50:05.875626
matplotlib,matplotlib.bezier,568,52,OpExpr,float,,OpExpr,2025-02-10 23:50:06.129557
matplotlib,matplotlib.bezier,571,52,OpExpr,float,,OpExpr,2025-02-10 23:50:06.134552
matplotlib,matplotlib.bezier,584,60,OpExpr,float,,OpExpr,2025-02-10 23:50:06.148553
matplotlib,matplotlib.cm,149,8,IndexExpr,None,,ColormapRegistry,2025-02-10 23:50:06.258065
matplotlib,matplotlib.cm,291,15,IndexExpr,None,,ColormapRegistry,2025-02-10 23:50:06.284074
matplotlib,matplotlib.cm,293,15,CallExpr,None,,"ColormapRegistry, Any",2025-02-10 23:50:06.285065
matplotlib,matplotlib.cm,293,15,IndexExpr,None,,ColormapRegistry,2025-02-10 23:50:06.286065
matplotlib,matplotlib.cm,464,41,OpExpr,None,,OpExpr,2025-02-10 23:50:06.315066
matplotlib,matplotlib.cm,474,23,OpExpr,bool,,OpExpr,2025-02-10 23:50:06.334067
matplotlib,matplotlib.collections,1114,68,OpExpr,str,,OpExpr,2025-02-10 23:50:06.876345
matplotlib,matplotlib.colorbar,344,26,OpExpr,None,,OpExpr,2025-02-10 23:50:07.480927
matplotlib,matplotlib.colorbar,420,11,OpExpr,None,,OpExpr,2025-02-10 23:50:07.507783
matplotlib,matplotlib.colorbar,1446,57,OpExpr,float,,OpExpr,2025-02-10 23:50:08.107215
matplotlib,matplotlib.colorbar,1452,57,OpExpr,float,,OpExpr,2025-02-10 23:50:08.114229
matplotlib,matplotlib.colorbar,1456,17,OpExpr,int,,OpExpr,2025-02-10 23:50:08.117215
matplotlib,matplotlib.colorbar,1537,31,OpExpr,float,,OpExpr,2025-02-10 23:50:08.151212
matplotlib,matplotlib.colorbar,1537,61,OpExpr,float,,OpExpr,2025-02-10 23:50:08.152227
