Type-Aware,Library,Module,Line,Column,Expr kind,Type Hint,DocString,Mypy inferred type,Date
No,matplotlib,matplotlib,1436,35,OpExpr,None,,OpExpr,2025-03-08 12:56:37.786437
No,matplotlib,matplotlib.cbook,1244,11,OpExpr,bool,,OpExpr,2025-03-08 12:56:38.430934
No,matplotlib,matplotlib.projections,110,25,OpExpr,None,,OpExpr,2025-03-08 12:56:38.870053
No,matplotlib,matplotlib.testing,74,56,OpExpr,None,,OpExpr,2025-03-08 12:56:38.897515
No,matplotlib,matplotlib.animation,175,24,ConditionalExpr,None,,ConditionalExpr,2025-03-08 12:56:38.952720
No,matplotlib,matplotlib.animation,754,27,OpExpr,None,,OpExpr,2025-03-08 12:56:39.122285
No,matplotlib,matplotlib.animation,1046,29,IndexExpr,None,,MovieWriterRegistry,2025-03-08 12:56:39.191031
No,matplotlib,matplotlib.animation,1410,29,ConditionalExpr,int,,ConditionalExpr,2025-03-08 12:56:39.317271
No,matplotlib,matplotlib.animation,1678,11,OpExpr,bool,,OpExpr,2025-03-08 12:56:39.372395
No,matplotlib,matplotlib.artist,716,35,OpExpr,None,,OpExpr,2025-03-08 12:56:39.525832
No,matplotlib,matplotlib.artist,716,52,OpExpr,None,,OpExpr,2025-03-08 12:56:39.525832
No,matplotlib,matplotlib.artist,1612,18,OpExpr,int,,OpExpr,2025-03-08 12:56:39.766038
No,matplotlib,matplotlib.artist,1636,18,OpExpr,int,,OpExpr,2025-03-08 12:56:39.773108
No,matplotlib,matplotlib.artist,1751,24,OpExpr,None,,OpExpr,2025-03-08 12:56:39.840428
No,matplotlib,matplotlib.axis,92,17,OpExpr,bool,,OpExpr,2025-03-08 12:56:39.874064
No,matplotlib,matplotlib.axis,89,15,OpExpr,bool,,OpExpr,2025-03-08 12:56:39.876061
No,matplotlib,matplotlib.axis,105,22,ConditionalExpr,bool,,ConditionalExpr,2025-03-08 12:56:39.880128
No,matplotlib,matplotlib.axis,1606,15,SliceExpr,None,,SliceExpr,2025-03-08 12:56:40.480556
No,matplotlib,matplotlib.axis,1619,15,SliceExpr,None,,SliceExpr,2025-03-08 12:56:40.485659
