Type-Aware,Library,Module,Line,Column,Expr kind,Type Hint,DocString,Mypy inferred type,Date
Yes,matplotlib,matplotlib,1436,35,OpExpr,None,,OpExpr,2025-03-03 00:16:28.008808
Yes,matplotlib,matplotlib.cbook,1244,11,OpExpr,bool,,OpExpr,2025-03-03 00:16:28.664092
Yes,matplotlib,matplotlib.projections,110,25,OpExpr,None,,OpExpr,2025-03-03 00:16:29.133865
Yes,matplotlib,matplotlib.testing,74,56,OpExpr,None,,OpExpr,2025-03-03 00:16:29.163790
Yes,matplotlib,matplotlib.animation,175,24,ConditionalExpr,None,,ConditionalExpr,2025-03-03 00:16:29.222813
Yes,matplotlib,matplotlib.animation,754,27,OpExpr,None,,OpExpr,2025-03-03 00:16:29.415653
Yes,matplotlib,matplotlib.animation,1046,29,IndexExpr,None,,MovieWriterRegistry,2025-03-03 00:16:29.476577
Yes,matplotlib,matplotlib.animation,1410,29,ConditionalExpr,int,,ConditionalExpr,2025-03-03 00:16:29.599464
Yes,matplotlib,matplotlib.animation,1678,11,OpExpr,bool,,OpExpr,2025-03-03 00:16:29.656414
Yes,matplotlib,matplotlib.artist,716,35,OpExpr,None,,OpExpr,2025-03-03 00:16:29.813601
Yes,matplotlib,matplotlib.artist,716,52,OpExpr,None,,OpExpr,2025-03-03 00:16:29.814625
Yes,matplotlib,matplotlib.artist,1612,18,OpExpr,int,,OpExpr,2025-03-03 00:16:30.073015
Yes,matplotlib,matplotlib.artist,1636,18,OpExpr,int,,OpExpr,2025-03-03 00:16:30.081991
Yes,matplotlib,matplotlib.artist,1751,24,OpExpr,None,,OpExpr,2025-03-03 00:16:30.144987
Yes,matplotlib,matplotlib.axis,92,17,OpExpr,bool,,OpExpr,2025-03-03 00:16:30.179989
Yes,matplotlib,matplotlib.axis,89,15,OpExpr,bool,,OpExpr,2025-03-03 00:16:30.183992
Yes,matplotlib,matplotlib.axis,105,22,ConditionalExpr,bool,,ConditionalExpr,2025-03-03 00:16:30.188991
Yes,matplotlib,matplotlib.axis,1606,15,SliceExpr,None,,SliceExpr,2025-03-03 00:16:30.845621
Yes,matplotlib,matplotlib.axis,1619,15,SliceExpr,None,,SliceExpr,2025-03-03 00:16:30.852653
Yes,matplotlib,matplotlib.backend_bases,974,11,OpExpr,bool,,OpExpr,2025-03-03 00:16:31.652697
Yes,matplotlib,matplotlib.backend_bases,1081,25,OpExpr,None,,OpExpr,2025-03-03 00:16:31.675698
Yes,matplotlib,matplotlib.backend_bases,1081,41,OpExpr,None,,OpExpr,2025-03-03 00:16:31.705697
Yes,matplotlib,matplotlib.backend_bases,1123,25,ConditionalExpr,None,,ConditionalExpr,2025-03-03 00:16:31.708727
Yes,matplotlib,matplotlib.backend_bases,1125,24,ConditionalExpr,None,,ConditionalExpr,2025-03-03 00:16:31.709699
Yes,matplotlib,matplotlib.backend_bases,1348,35,ConditionalExpr,None,,ConditionalExpr,2025-03-03 00:16:31.778696
Yes,matplotlib,matplotlib.backend_bases,2304,31,OpExpr,None,,OpExpr,2025-03-03 00:16:32.035220
Yes,matplotlib,matplotlib.backend_tools,549,8,CallExpr,None,,"ToolViewsPositions, Any",2025-03-03 00:16:32.811417
Yes,matplotlib,matplotlib.backend_tools,549,8,IndexExpr,None,,ToolViewsPositions,2025-03-03 00:16:32.811417
Yes,matplotlib,matplotlib.backend_tools,550,8,CallExpr,None,,"ToolViewsPositions, Any",2025-03-03 00:16:32.812417
Yes,matplotlib,matplotlib.backend_tools,550,8,IndexExpr,None,,ToolViewsPositions,2025-03-03 00:16:32.813419
