Type-Aware,Library,Module,Line,Column,Expr kind,Type Hint,DocString,Mypy inferred type,Date
Yes,matplotlib,matplotlib,1436,35,OpExpr,None,,OpExpr,2025-03-01 16:39:17.633118
Yes,matplotlib,matplotlib.cbook,1244,11,OpExpr,bool,,OpExpr,2025-03-01 16:39:18.240898
Yes,matplotlib,matplotlib.projections,110,25,OpExpr,None,,OpExpr,2025-03-01 16:39:18.671753
Yes,matplotlib,matplotlib.testing,74,56,OpExpr,None,,OpExpr,2025-03-01 16:39:18.701756
Yes,matplotlib,matplotlib.animation,175,24,ConditionalExpr,None,,ConditionalExpr,2025-03-01 16:39:18.759750
Yes,matplotlib,matplotlib.animation,754,27,OpExpr,None,,OpExpr,2025-03-01 16:39:18.942633
Yes,matplotlib,matplotlib.animation,1046,29,IndexExpr,None,,MovieWriterRegistry,2025-03-01 16:39:19.007593
Yes,matplotlib,matplotlib.animation,1410,29,ConditionalExpr,int,,ConditionalExpr,2025-03-01 16:39:19.129097
Yes,matplotlib,matplotlib.animation,1678,11,OpExpr,bool,,OpExpr,2025-03-01 16:39:19.189147
Yes,matplotlib,matplotlib.artist,716,35,OpExpr,None,,OpExpr,2025-03-01 16:39:19.342466
Yes,matplotlib,matplotlib.artist,716,52,OpExpr,None,,OpExpr,2025-03-01 16:39:19.343432
Yes,matplotlib,matplotlib.artist,1612,18,OpExpr,int,,OpExpr,2025-03-01 16:39:19.607959
Yes,matplotlib,matplotlib.artist,1636,18,OpExpr,int,,OpExpr,2025-03-01 16:39:19.615989
Yes,matplotlib,matplotlib.artist,1751,24,OpExpr,None,,OpExpr,2025-03-01 16:39:19.685966
Yes,matplotlib,matplotlib.axis,92,17,OpExpr,bool,,OpExpr,2025-03-01 16:39:19.725547
Yes,matplotlib,matplotlib.axis,89,15,OpExpr,bool,,OpExpr,2025-03-01 16:39:19.727592
Yes,matplotlib,matplotlib.axis,105,22,ConditionalExpr,bool,,ConditionalExpr,2025-03-01 16:39:19.732565
Yes,matplotlib,matplotlib.axis,1606,15,SliceExpr,None,,SliceExpr,2025-03-01 16:39:20.437013
Yes,matplotlib,matplotlib.axis,1619,15,SliceExpr,None,,SliceExpr,2025-03-01 16:39:20.441009
Yes,matplotlib,matplotlib.backend_bases,974,11,OpExpr,bool,,OpExpr,2025-03-01 16:39:21.264779
Yes,matplotlib,matplotlib.backend_bases,1081,25,OpExpr,None,,OpExpr,2025-03-01 16:39:21.294649
Yes,matplotlib,matplotlib.backend_bases,1081,41,OpExpr,None,,OpExpr,2025-03-01 16:39:21.294649
Yes,matplotlib,matplotlib.backend_bases,1123,25,ConditionalExpr,None,,ConditionalExpr,2025-03-01 16:39:21.296684
Yes,matplotlib,matplotlib.backend_bases,1125,24,ConditionalExpr,None,,ConditionalExpr,2025-03-01 16:39:21.297652
Yes,matplotlib,matplotlib.backend_bases,1348,35,ConditionalExpr,None,,ConditionalExpr,2025-03-01 16:39:21.359654
Yes,matplotlib,matplotlib.backend_bases,2304,31,OpExpr,None,,OpExpr,2025-03-01 16:39:21.625610
Yes,matplotlib,matplotlib.backend_tools,549,8,CallExpr,None,,"ToolViewsPositions, Any",2025-03-01 16:39:22.418550
