Type-Aware,Library,Module,Line,Column,Expr kind,Type Hint,DocString,Mypy inferred type,Date
No,matplotlib,matplotlib,1436,35,OpExpr,None,,OpExpr,2025-02-28 21:22:25.178644
No,matplotlib,matplotlib.cbook,1244,11,OpExpr,bool,,OpExpr,2025-02-28 21:22:26.215730
No,matplotlib,matplotlib.projections,110,25,OpExpr,None,,OpExpr,2025-02-28 21:22:26.926882
No,matplotlib,matplotlib.testing,74,56,OpExpr,None,,OpExpr,2025-02-28 21:22:26.974133
No,matplotlib,matplotlib.animation,175,24,ConditionalExpr,None,,ConditionalExpr,2025-02-28 21:22:27.076812
No,matplotlib,matplotlib.animation,754,27,OpExpr,None,,OpExpr,2025-02-28 21:22:27.355685
No,matplotlib,matplotlib.animation,1046,29,IndexExpr,None,,MovieWriterRegistry,2025-02-28 21:22:27.451718
No,matplotlib,matplotlib.animation,1410,29,ConditionalExpr,int,,ConditionalExpr,2025-02-28 21:22:27.641044
No,matplotlib,matplotlib.animation,1678,11,OpExpr,bool,,OpExpr,2025-02-28 21:22:27.727221
No,matplotlib,matplotlib.artist,716,35,OpExpr,None,,OpExpr,2025-02-28 21:22:27.971498
No,matplotlib,matplotlib.artist,716,52,OpExpr,None,,OpExpr,2025-02-28 21:22:27.971498
No,matplotlib,matplotlib.artist,1612,18,OpExpr,int,,OpExpr,2025-02-28 21:22:28.383740
No,matplotlib,matplotlib.artist,1636,18,OpExpr,int,,OpExpr,2025-02-28 21:22:28.400011
No,matplotlib,matplotlib.artist,1751,24,OpExpr,None,,OpExpr,2025-02-28 21:22:28.508828
No,matplotlib,matplotlib.axis,92,17,OpExpr,bool,,OpExpr,2025-02-28 21:22:28.568808
No,matplotlib,matplotlib.axis,89,15,OpExpr,bool,,OpExpr,2025-02-28 21:22:28.572888
No,matplotlib,matplotlib.axis,105,22,ConditionalExpr,bool,,ConditionalExpr,2025-02-28 21:22:28.582071
No,matplotlib,matplotlib.axis,1606,15,SliceExpr,None,,SliceExpr,2025-02-28 21:22:29.632085
No,matplotlib,matplotlib.axis,1619,15,SliceExpr,None,,SliceExpr,2025-02-28 21:22:29.638163
No,matplotlib,matplotlib.backend_bases,974,11,OpExpr,bool,,OpExpr,2025-02-28 21:22:30.816620
No,matplotlib,matplotlib.backend_bases,1081,25,OpExpr,None,,OpExpr,2025-02-28 21:22:30.842135
No,matplotlib,matplotlib.backend_bases,1081,41,OpExpr,None,,OpExpr,2025-02-28 21:22:30.842135
No,matplotlib,matplotlib.backend_bases,1123,25,ConditionalExpr,None,,ConditionalExpr,2025-02-28 21:22:30.846536
No,matplotlib,matplotlib.backend_bases,1125,24,ConditionalExpr,None,,ConditionalExpr,2025-02-28 21:22:30.848534
No,matplotlib,matplotlib.backend_bases,1348,35,ConditionalExpr,None,,ConditionalExpr,2025-02-28 21:22:30.941705
No,matplotlib,matplotlib.backend_bases,2304,31,OpExpr,None,,OpExpr,2025-02-28 21:22:31.326012
No,matplotlib,matplotlib.backend_tools,549,8,CallExpr,None,,"ToolViewsPositions, Any",2025-02-28 21:22:32.499962
No,matplotlib,matplotlib.backend_tools,549,8,IndexExpr,None,,ToolViewsPositions,2025-02-28 21:22:32.500962
No,matplotlib,matplotlib.backend_tools,550,8,CallExpr,None,,"ToolViewsPositions, Any",2025-02-28 21:22:32.502043
No,matplotlib,matplotlib.backend_tools,550,8,IndexExpr,None,,ToolViewsPositions,2025-02-28 21:22:32.504043
No,matplotlib,matplotlib.backend_tools,579,24,IndexExpr,None,,ToolViewsPositions,2025-02-28 21:22:32.517463
No,matplotlib,matplotlib.bezier,168,26,OpExpr,float,,OpExpr,2025-02-28 21:22:32.947282
No,matplotlib,matplotlib.bezier,568,52,OpExpr,float,,OpExpr,2025-02-28 21:22:33.329028
No,matplotlib,matplotlib.bezier,571,52,OpExpr,float,,OpExpr,2025-02-28 21:22:33.335207
No,matplotlib,matplotlib.bezier,584,60,OpExpr,float,,OpExpr,2025-02-28 21:22:33.361737
