Type-Aware,Library,Module,Line,Column,Expr kind,Type Hint,DocString,Mypy inferred type,Date
Yes,sklearn,sklearn.utils,571,9,OpExpr,bool,,OpExpr,2025-03-09 03:00:59.244950
Yes,sklearn,sklearn.utils,784,11,OpExpr,int,,OpExpr,2025-03-09 03:00:59.290920
Yes,sklearn,sklearn.base,195,15,OpExpr,bool,,OpExpr,2025-03-09 03:00:59.475840
Yes,sklearn,sklearn.base,291,18,OpExpr,int,,OpExpr,2025-03-09 03:00:59.506806
Yes,sklearn,sklearn.calibration,862,17,MemberExpr,None,,"Any, Any",2025-03-09 03:00:59.861918
Yes,sklearn,sklearn.calibration,863,17,MemberExpr,None,,"Any, Any",2025-03-09 03:00:59.863916
Yes,sklearn,sklearn.calibration,1049,38,OpExpr,int,,OpExpr,2025-03-09 03:00:59.922866
Yes,sklearn,sklearn.calibration,1052,37,OpExpr,int,,OpExpr,2025-03-09 03:00:59.930848
Yes,sklearn,sklearn.discriminant_analysis,70,20,ConditionalExpr,None,,ConditionalExpr,2025-03-09 03:01:00.048879
Yes,sklearn,sklearn.discriminant_analysis,91,16,OpExpr,None,,OpExpr,2025-03-09 03:01:00.060755
Yes,sklearn,sklearn.multioutput,67,25,ConditionalExpr,None,,ConditionalExpr,2025-03-09 03:01:01.275904
Yes,sklearn,sklearn.multioutput,194,16,ConditionalExpr,None,,ConditionalExpr,2025-03-09 03:01:01.307855
Yes,sklearn,sklearn.random_projection,134,25,OpExpr,float,,OpExpr,2025-03-09 03:01:02.236632
Yes,sklearn,sklearn.random_projection,301,23,OpExpr,str,,OpExpr,2025-03-09 03:01:02.285174
Yes,sklearn,sklearn.cluster._agglomerative,315,18,OpExpr,None,,OpExpr,2025-03-09 03:01:02.632355
Yes,sklearn,sklearn.cluster._agglomerative,599,18,OpExpr,None,,OpExpr,2025-03-09 03:01:02.790011
Yes,sklearn,sklearn.cluster._kmeans,1030,18,OpExpr,None,,OpExpr,2025-03-09 03:01:03.859706
Yes,sklearn,sklearn.cluster._kmeans,1659,7,OpExpr,bool,,OpExpr,2025-03-09 03:01:04.002523
Yes,sklearn,sklearn.cluster._mean_shift,84,14,IndexExpr,int,,"Any, Any",2025-03-09 03:01:04.134776
Yes,sklearn,sklearn.cluster._mean_shift,84,14,SliceExpr,None,,SliceExpr,2025-03-09 03:01:04.135775
Yes,sklearn,sklearn.cluster._mean_shift,86,22,OpExpr,float,,OpExpr,2025-03-09 03:01:04.140609
Yes,sklearn,sklearn.covariance._graph_lasso,655,27,OpExpr,bool,,OpExpr,2025-03-09 03:01:05.462359
Yes,sklearn,sklearn.covariance._robust_covariance,180,16,OpExpr,int,,OpExpr,2025-03-09 03:01:05.659272
Yes,sklearn,sklearn.covariance._robust_covariance,348,17,SliceExpr,int,,SliceExpr,2025-03-09 03:01:05.689240
Yes,sklearn,sklearn.covariance._robust_covariance,516,20,IndexExpr,None,,"Any, Any",2025-03-09 03:01:05.777961
Yes,sklearn,sklearn.covariance._shrunk_covariance,142,18,OpExpr,float,,OpExpr,2025-03-09 03:01:05.944261
Yes,sklearn,sklearn.covariance._shrunk_covariance,340,19,OpExpr,int,,OpExpr,2025-03-09 03:01:05.978651
Yes,sklearn,sklearn.covariance._shrunk_covariance,349,41,OpExpr,int,,OpExpr,2025-03-09 03:01:05.983645
Yes,sklearn,sklearn.covariance._shrunk_covariance,350,41,OpExpr,int,,OpExpr,2025-03-09 03:01:05.985644
Yes,sklearn,sklearn.covariance._shrunk_covariance,353,37,OpExpr,int,,OpExpr,2025-03-09 03:01:05.998632
Yes,sklearn,sklearn.covariance._shrunk_covariance,357,37,OpExpr,int,,OpExpr,2025-03-09 03:01:06.013616
Yes,sklearn,sklearn.datasets._arff_parser,249,24,OpExpr,None,,OpExpr,2025-03-09 03:01:06.418750
Yes,sklearn,sklearn.datasets._arff_parser,399,53,OpExpr,None,,OpExpr,2025-03-09 03:01:06.481945
Yes,sklearn,sklearn.datasets._covtype,188,9,OpExpr,bool,,OpExpr,2025-03-09 03:01:06.825771
Yes,sklearn,sklearn.datasets._lfw,216,12,OpExpr,int,,OpExpr,2025-03-09 03:01:07.041647
Yes,sklearn,sklearn.datasets._openml,39,49,OpExpr,str,,OpExpr,2025-03-09 03:01:07.169637
Yes,sklearn,sklearn.datasets._openml,145,18,OpExpr,str,,OpExpr,2025-03-09 03:01:07.179627
Yes,sklearn,sklearn.datasets._openml,531,24,OpExpr,"UnionType[Dict[Any, Any], None]",,OpExpr,2025-03-09 03:01:07.240565
Yes,sklearn,sklearn.datasets._openml,1026,7,OpExpr,"UnionType[str, bool]",,OpExpr,2025-03-09 03:01:07.302837
