Library,Module,Line,Column,Expr kind,Type Hint,DocString,Mypy inferred type,Date
sklearn,sklearn.utils,571,9,OpExpr,bool,,OpExpr,2025-02-10 17:23:33.380473
sklearn,sklearn.utils,784,11,OpExpr,int,,OpExpr,2025-02-10 17:23:33.440053
sklearn,sklearn.base,195,15,OpExpr,bool,,OpExpr,2025-02-10 17:23:33.664548
sklearn,sklearn.base,291,18,OpExpr,int,,OpExpr,2025-02-10 17:23:33.708075
sklearn,sklearn.calibration,862,17,MemberExpr,None,,"Any, Any",2025-02-10 17:23:34.157823
sklearn,sklearn.calibration,863,17,MemberExpr,None,,"Any, Any",2025-02-10 17:23:34.158822
sklearn,sklearn.calibration,1049,38,OpExpr,int,,OpExpr,2025-02-10 17:23:34.239043
sklearn,sklearn.calibration,1052,37,OpExpr,int,,OpExpr,2025-02-10 17:23:34.244043
sklearn,sklearn.discriminant_analysis,70,20,ConditionalExpr,None,,ConditionalExpr,2025-02-10 17:23:34.382446
sklearn,sklearn.discriminant_analysis,91,16,OpExpr,None,,OpExpr,2025-02-10 17:23:34.396344
sklearn,sklearn.multioutput,67,25,ConditionalExpr,None,,ConditionalExpr,2025-02-10 17:23:35.923974
sklearn,sklearn.multioutput,194,16,ConditionalExpr,None,,ConditionalExpr,2025-02-10 17:23:35.965972
sklearn,sklearn.random_projection,134,25,OpExpr,float,,OpExpr,2025-02-10 17:23:37.155417
sklearn,sklearn.random_projection,301,23,OpExpr,str,,OpExpr,2025-02-10 17:23:37.219661
sklearn,sklearn.cluster._agglomerative,315,18,OpExpr,None,,OpExpr,2025-02-10 17:23:37.638247
sklearn,sklearn.cluster._agglomerative,599,18,OpExpr,None,,OpExpr,2025-02-10 17:23:37.830452
sklearn,sklearn.cluster._kmeans,1030,18,OpExpr,None,,OpExpr,2025-02-10 17:23:39.323684
sklearn,sklearn.cluster._kmeans,1659,7,OpExpr,bool,,OpExpr,2025-02-10 17:23:39.490718
sklearn,sklearn.cluster._mean_shift,84,14,IndexExpr,int,,"Any, Any",2025-02-10 17:23:39.675512
sklearn,sklearn.cluster._mean_shift,84,14,SliceExpr,None,,SliceExpr,2025-02-10 17:23:39.677516
sklearn,sklearn.cluster._mean_shift,86,22,OpExpr,float,,OpExpr,2025-02-10 17:23:39.680511
sklearn,sklearn.cluster.tests.common,35,12,SliceExpr,int,,SliceExpr,2025-02-10 17:23:40.318672
sklearn,sklearn.covariance._graph_lasso,655,27,OpExpr,bool,,OpExpr,2025-02-10 17:23:47.062399
sklearn,sklearn.covariance._robust_covariance,180,16,OpExpr,int,,OpExpr,2025-02-10 17:23:47.297614
sklearn,sklearn.covariance._robust_covariance,348,17,SliceExpr,int,,SliceExpr,2025-02-10 17:23:47.343615
sklearn,sklearn.covariance._robust_covariance,516,20,IndexExpr,None,,"Any, Any",2025-02-10 17:23:47.456615
sklearn,sklearn.covariance._shrunk_covariance,142,18,OpExpr,float,,OpExpr,2025-02-10 17:23:47.630179
sklearn,sklearn.covariance._shrunk_covariance,340,19,OpExpr,int,,OpExpr,2025-02-10 17:23:47.665178
sklearn,sklearn.covariance._shrunk_covariance,349,41,OpExpr,int,,OpExpr,2025-02-10 17:23:47.675179
sklearn,sklearn.covariance._shrunk_covariance,350,41,OpExpr,int,,OpExpr,2025-02-10 17:23:47.677178
sklearn,sklearn.covariance._shrunk_covariance,353,37,OpExpr,int,,OpExpr,2025-02-10 17:23:47.691179
sklearn,sklearn.covariance._shrunk_covariance,357,37,OpExpr,int,,OpExpr,2025-02-10 17:23:47.706178
sklearn,sklearn.datasets._arff_parser,249,24,OpExpr,None,,OpExpr,2025-02-10 17:23:49.580842
sklearn,sklearn.datasets._arff_parser,399,53,OpExpr,None,,OpExpr,2025-02-10 17:23:49.651149
sklearn,sklearn.datasets._covtype,188,9,OpExpr,bool,,OpExpr,2025-02-10 17:23:50.065522
sklearn,sklearn.datasets._lfw,216,12,OpExpr,int,,OpExpr,2025-02-10 17:23:50.348964
sklearn,sklearn.datasets._openml,39,49,OpExpr,str,,OpExpr,2025-02-10 17:23:50.526086
sklearn,sklearn.datasets._openml,145,18,OpExpr,str,,OpExpr,2025-02-10 17:23:50.539088
sklearn,sklearn.datasets._openml,531,24,OpExpr,"UnionType[Dict[Any, Any], None]",,OpExpr,2025-02-10 17:23:50.621198
sklearn,sklearn.datasets._openml,1026,7,OpExpr,"UnionType[str, bool]",,OpExpr,2025-02-10 17:23:50.708571
sklearn,sklearn.datasets._rcv1,184,7,OpExpr,bool,,OpExpr,2025-02-10 17:23:50.778594
sklearn,sklearn.datasets._rcv1,210,7,OpExpr,bool,,OpExpr,2025-02-10 17:23:50.828444
sklearn,sklearn.datasets._rcv1,275,12,OpExpr,str,,OpExpr,2025-02-10 17:23:50.840444
sklearn,sklearn.datasets._samples_generator,199,7,OpExpr,int,,OpExpr,2025-02-10 17:23:50.889343
