Type-Aware,Library,Module,Line,Column,Expr kind,Type Hint,DocString,Mypy inferred type,Date
No,sklearn,sklearn.utils,571,9,OpExpr,bool,,OpExpr,2025-03-02 22:59:34.630563
No,sklearn,sklearn.utils,784,11,OpExpr,int,,OpExpr,2025-03-02 22:59:34.722608
No,sklearn,sklearn.base,195,15,OpExpr,bool,,OpExpr,2025-03-02 22:59:35.102426
No,sklearn,sklearn.base,291,18,OpExpr,int,,OpExpr,2025-03-02 22:59:35.164588
No,sklearn,sklearn.calibration,862,17,MemberExpr,None,,"Any, Any",2025-03-02 22:59:35.873639
No,sklearn,sklearn.calibration,863,17,MemberExpr,None,,"Any, Any",2025-03-02 22:59:35.875747
No,sklearn,sklearn.calibration,1049,38,OpExpr,int,,OpExpr,2025-03-02 22:59:35.986285
No,sklearn,sklearn.calibration,1052,37,OpExpr,int,,OpExpr,2025-03-02 22:59:35.993402
No,sklearn,sklearn.discriminant_analysis,70,20,ConditionalExpr,None,,ConditionalExpr,2025-03-02 22:59:36.194780
No,sklearn,sklearn.discriminant_analysis,91,16,OpExpr,None,,OpExpr,2025-03-02 22:59:36.216038
No,sklearn,sklearn.multioutput,67,25,ConditionalExpr,None,,ConditionalExpr,2025-03-02 22:59:39.142134
No,sklearn,sklearn.multioutput,194,16,ConditionalExpr,None,,ConditionalExpr,2025-03-02 22:59:39.209049
No,sklearn,sklearn.random_projection,134,25,OpExpr,float,,OpExpr,2025-03-02 22:59:41.006473
No,sklearn,sklearn.random_projection,301,23,OpExpr,str,,OpExpr,2025-03-02 22:59:41.105520
No,sklearn,sklearn.cluster._agglomerative,315,18,OpExpr,None,,OpExpr,2025-03-02 22:59:41.742713
No,sklearn,sklearn.cluster._agglomerative,599,18,OpExpr,None,,OpExpr,2025-03-02 22:59:42.031078
No,sklearn,sklearn.cluster._kmeans,1030,18,OpExpr,None,,OpExpr,2025-03-02 22:59:43.998829
No,sklearn,sklearn.cluster._kmeans,1659,7,OpExpr,bool,,OpExpr,2025-03-02 22:59:44.261797
No,sklearn,sklearn.cluster._mean_shift,84,14,IndexExpr,int,,"Any, Any",2025-03-02 22:59:44.529585
No,sklearn,sklearn.cluster._mean_shift,84,14,SliceExpr,None,,SliceExpr,2025-03-02 22:59:44.532732
No,sklearn,sklearn.cluster._mean_shift,86,22,OpExpr,float,,OpExpr,2025-03-02 22:59:44.536388
No,sklearn,sklearn.covariance._graph_lasso,655,27,OpExpr,bool,,OpExpr,2025-03-02 22:59:46.963607
No,sklearn,sklearn.covariance._robust_covariance,180,16,OpExpr,int,,OpExpr,2025-03-02 22:59:47.313001
No,sklearn,sklearn.covariance._robust_covariance,348,17,SliceExpr,int,,SliceExpr,2025-03-02 22:59:47.379590
No,sklearn,sklearn.covariance._robust_covariance,516,20,IndexExpr,None,,"Any, Any",2025-03-02 22:59:47.551986
No,sklearn,sklearn.covariance._shrunk_covariance,142,18,OpExpr,float,,OpExpr,2025-03-02 22:59:47.812254
No,sklearn,sklearn.covariance._shrunk_covariance,340,19,OpExpr,int,,OpExpr,2025-03-02 22:59:47.865987
No,sklearn,sklearn.covariance._shrunk_covariance,349,41,OpExpr,int,,OpExpr,2025-03-02 22:59:47.880378
No,sklearn,sklearn.covariance._shrunk_covariance,350,41,OpExpr,int,,OpExpr,2025-03-02 22:59:47.882375
No,sklearn,sklearn.covariance._shrunk_covariance,353,37,OpExpr,int,,OpExpr,2025-03-02 22:59:47.905431
No,sklearn,sklearn.covariance._shrunk_covariance,357,37,OpExpr,int,,OpExpr,2025-03-02 22:59:47.927852
No,sklearn,sklearn.datasets._arff_parser,249,24,OpExpr,None,,OpExpr,2025-03-02 22:59:48.748567
No,sklearn,sklearn.datasets._arff_parser,399,53,OpExpr,None,,OpExpr,2025-03-02 22:59:48.859142
No,sklearn,sklearn.datasets._covtype,188,9,OpExpr,bool,,OpExpr,2025-03-02 22:59:49.522976
No,sklearn,sklearn.datasets._lfw,216,12,OpExpr,int,,OpExpr,2025-03-02 22:59:49.958998
No,sklearn,sklearn.datasets._openml,39,49,OpExpr,str,,OpExpr,2025-03-02 22:59:50.185215
No,sklearn,sklearn.datasets._openml,145,18,OpExpr,str,,OpExpr,2025-03-02 22:59:50.201522
No,sklearn,sklearn.datasets._openml,531,24,OpExpr,"UnionType[Dict[Any, Any], None]",,OpExpr,2025-03-02 22:59:50.317590
No,sklearn,sklearn.datasets._openml,1026,7,OpExpr,"UnionType[str, bool]",,OpExpr,2025-03-02 22:59:50.443652
No,sklearn,sklearn.datasets._rcv1,184,7,OpExpr,bool,,OpExpr,2025-03-02 22:59:50.583513
No,sklearn,sklearn.datasets._rcv1,210,7,OpExpr,bool,,OpExpr,2025-03-02 22:59:50.663214
No,sklearn,sklearn.datasets._rcv1,275,12,OpExpr,str,,OpExpr,2025-03-02 22:59:50.681579
No,sklearn,sklearn.datasets._samples_generator,199,7,OpExpr,int,,OpExpr,2025-03-02 22:59:50.757290
No,sklearn,sklearn.datasets._samples_generator,211,64,OpExpr,int,,OpExpr,2025-03-02 22:59:50.761387
No,sklearn,sklearn.datasets._samples_generator,206,31,OpExpr,int,,OpExpr,2025-03-02 22:59:50.764384
No,sklearn,sklearn.datasets._samples_generator,216,43,OpExpr,int,,OpExpr,2025-03-02 22:59:50.767494
No,sklearn,sklearn.datasets._samples_generator,222,26,OpExpr,None,,OpExpr,2025-03-02 22:59:50.768493
No,sklearn,sklearn.datasets._samples_generator,220,27,OpExpr,int,,OpExpr,2025-03-02 22:59:50.773606
No,sklearn,sklearn.datasets._samples_generator,227,18,OpExpr,int,,OpExpr,2025-03-02 22:59:50.773606
No,sklearn,sklearn.datasets._samples_generator,227,19,OpExpr,int,,OpExpr,2025-03-02 22:59:50.774605
No,sklearn,sklearn.datasets._samples_generator,229,16,OpExpr,int,,OpExpr,2025-03-02 22:59:50.776603
No,sklearn,sklearn.datasets._samples_generator,230,17,OpExpr,int,,OpExpr,2025-03-02 22:59:50.778601
No,sklearn,sklearn.datasets._samples_generator,234,12,OpExpr,int,,OpExpr,2025-03-02 22:59:50.781804
No,sklearn,sklearn.datasets._samples_generator,234,32,OpExpr,int,,OpExpr,2025-03-02 22:59:50.782803
No,sklearn,sklearn.datasets._samples_generator,249,17,OpExpr,float,,OpExpr,2025-03-02 22:59:50.799206
No,sklearn,sklearn.datasets._samples_generator,262,24,OpExpr,int,,OpExpr,2025-03-02 22:59:50.815540
No,sklearn,sklearn.datasets._samples_generator,273,29,OpExpr,int,,OpExpr,2025-03-02 22:59:50.837649
No,sklearn,sklearn.datasets._samples_generator,279,12,OpExpr,int,,OpExpr,2025-03-02 22:59:50.842950
No,sklearn,sklearn.datasets._samples_generator,281,17,OpExpr,int,,OpExpr,2025-03-02 22:59:50.853558
No,sklearn,sklearn.datasets._samples_generator,294,16,OpExpr,float,,OpExpr,2025-03-02 22:59:50.872986
No,sklearn,sklearn.datasets._samples_generator,429,17,OpExpr,int,,OpExpr,2025-03-02 22:59:50.916492
No,sklearn,sklearn.datasets._samples_generator,430,15,OpExpr,bool,,OpExpr,2025-03-02 22:59:50.919847
No,sklearn,sklearn.datasets._samples_generator,676,8,OpExpr,float,,OpExpr,2025-03-02 22:59:51.035123
No,sklearn,sklearn.datasets._samples_generator,755,24,OpExpr,int,,OpExpr,2025-03-02 22:59:51.071664
No,sklearn,sklearn.datasets._samples_generator,768,19,OpExpr,float,,OpExpr,2025-03-02 22:59:51.094053
No,sklearn,sklearn.datasets._samples_generator,769,19,OpExpr,float,,OpExpr,2025-03-02 22:59:51.097153
No,sklearn,sklearn.datasets._samples_generator,831,24,OpExpr,int,,OpExpr,2025-03-02 22:59:51.129592
No,sklearn,sklearn.datasets._samples_generator,1348,16,OpExpr,float,,OpExpr,2025-03-02 22:59:51.383647
No,sklearn,sklearn.datasets._samples_generator,1348,52,OpExpr,int,,OpExpr,2025-03-02 22:59:51.387752
No,sklearn,sklearn.datasets._samples_generator,1349,34,OpExpr,int,,OpExpr,2025-03-02 22:59:51.390873
