Type-Aware,Library,Module,Line,Column,Expr kind,Type Hint,DocString,Mypy inferred type,Date
Yes,sklearn,sklearn.utils,571,9,OpExpr,bool,,OpExpr,2025-03-02 02:24:36.781701
Yes,sklearn,sklearn.utils,784,11,OpExpr,int,,OpExpr,2025-03-02 02:24:36.876814
Yes,sklearn,sklearn.base,195,15,OpExpr,bool,,OpExpr,2025-03-02 02:24:37.180629
Yes,sklearn,sklearn.base,291,18,OpExpr,int,,OpExpr,2025-03-02 02:24:37.233576
Yes,sklearn,sklearn.calibration,862,17,MemberExpr,None,,"Any, Any",2025-03-02 02:24:37.812349
Yes,sklearn,sklearn.calibration,863,17,MemberExpr,None,,"Any, Any",2025-03-02 02:24:37.815347
Yes,sklearn,sklearn.calibration,1049,38,OpExpr,int,,OpExpr,2025-03-02 02:24:37.909341
Yes,sklearn,sklearn.calibration,1052,37,OpExpr,int,,OpExpr,2025-03-02 02:24:37.914336
Yes,sklearn,sklearn.discriminant_analysis,70,20,ConditionalExpr,None,,ConditionalExpr,2025-03-02 02:24:38.083595
Yes,sklearn,sklearn.discriminant_analysis,91,16,OpExpr,None,,OpExpr,2025-03-02 02:24:38.103575
Yes,sklearn,sklearn.multioutput,67,25,ConditionalExpr,None,,ConditionalExpr,2025-03-02 02:24:39.889693
Yes,sklearn,sklearn.multioutput,194,16,ConditionalExpr,None,,ConditionalExpr,2025-03-02 02:24:39.936869
Yes,sklearn,sklearn.random_projection,134,25,OpExpr,float,,OpExpr,2025-03-02 02:24:41.315403
Yes,sklearn,sklearn.random_projection,301,23,OpExpr,str,,OpExpr,2025-03-02 02:24:41.382324
Yes,sklearn,sklearn.cluster._agglomerative,315,18,OpExpr,None,,OpExpr,2025-03-02 02:24:41.898793
Yes,sklearn,sklearn.cluster._agglomerative,599,18,OpExpr,None,,OpExpr,2025-03-02 02:24:42.125353
Yes,sklearn,sklearn.cluster._kmeans,1030,18,OpExpr,None,,OpExpr,2025-03-02 02:24:43.731975
Yes,sklearn,sklearn.cluster._kmeans,1659,7,OpExpr,bool,,OpExpr,2025-03-02 02:24:43.947225
Yes,sklearn,sklearn.cluster._mean_shift,84,14,IndexExpr,int,,"Any, Any",2025-03-02 02:24:44.148585
Yes,sklearn,sklearn.cluster._mean_shift,84,14,SliceExpr,None,,SliceExpr,2025-03-02 02:24:44.151120
Yes,sklearn,sklearn.cluster._mean_shift,86,22,OpExpr,float,,OpExpr,2025-03-02 02:24:44.155116
Yes,sklearn,sklearn.covariance._graph_lasso,655,27,OpExpr,bool,,OpExpr,2025-03-02 02:24:46.162624
Yes,sklearn,sklearn.covariance._robust_covariance,180,16,OpExpr,int,,OpExpr,2025-03-02 02:24:46.468101
Yes,sklearn,sklearn.covariance._robust_covariance,348,17,SliceExpr,int,,SliceExpr,2025-03-02 02:24:46.521046
Yes,sklearn,sklearn.covariance._robust_covariance,516,20,IndexExpr,None,,"Any, Any",2025-03-02 02:24:46.665855
Yes,sklearn,sklearn.covariance._shrunk_covariance,142,18,OpExpr,float,,OpExpr,2025-03-02 02:24:46.890385
Yes,sklearn,sklearn.covariance._shrunk_covariance,340,19,OpExpr,int,,OpExpr,2025-03-02 02:24:46.928346
Yes,sklearn,sklearn.covariance._shrunk_covariance,349,41,OpExpr,int,,OpExpr,2025-03-02 02:24:46.938335
Yes,sklearn,sklearn.covariance._shrunk_covariance,350,41,OpExpr,int,,OpExpr,2025-03-02 02:24:46.941591
Yes,sklearn,sklearn.covariance._shrunk_covariance,353,37,OpExpr,int,,OpExpr,2025-03-02 02:24:46.959830
Yes,sklearn,sklearn.covariance._shrunk_covariance,357,37,OpExpr,int,,OpExpr,2025-03-02 02:24:46.977810
Yes,sklearn,sklearn.datasets._arff_parser,249,24,OpExpr,None,,OpExpr,2025-03-02 02:24:47.642253
Yes,sklearn,sklearn.datasets._arff_parser,399,53,OpExpr,None,,OpExpr,2025-03-02 02:24:47.735449
Yes,sklearn,sklearn.datasets._covtype,188,9,OpExpr,bool,,OpExpr,2025-03-02 02:24:48.272737
Yes,sklearn,sklearn.datasets._lfw,216,12,OpExpr,int,,OpExpr,2025-03-02 02:24:48.616380
Yes,sklearn,sklearn.datasets._openml,39,49,OpExpr,str,,OpExpr,2025-03-02 02:24:48.799321
Yes,sklearn,sklearn.datasets._openml,145,18,OpExpr,str,,OpExpr,2025-03-02 02:24:48.816304
Yes,sklearn,sklearn.datasets._openml,531,24,OpExpr,"UnionType[Dict[Any, Any], None]",,OpExpr,2025-03-02 02:24:48.904076
Yes,sklearn,sklearn.datasets._openml,1026,7,OpExpr,"UnionType[str, bool]",,OpExpr,2025-03-02 02:24:49.010224
Yes,sklearn,sklearn.datasets._rcv1,184,7,OpExpr,bool,,OpExpr,2025-03-02 02:24:49.114380
Yes,sklearn,sklearn.datasets._rcv1,210,7,OpExpr,bool,,OpExpr,2025-03-02 02:24:49.186625
Yes,sklearn,sklearn.datasets._rcv1,275,12,OpExpr,str,,OpExpr,2025-03-02 02:24:49.201609
Yes,sklearn,sklearn.datasets._samples_generator,199,7,OpExpr,int,,OpExpr,2025-03-02 02:24:49.273530
Yes,sklearn,sklearn.datasets._samples_generator,211,64,OpExpr,int,,OpExpr,2025-03-02 02:24:49.277526
Yes,sklearn,sklearn.datasets._samples_generator,206,31,OpExpr,int,,OpExpr,2025-03-02 02:24:49.278525
Yes,sklearn,sklearn.datasets._samples_generator,216,43,OpExpr,int,,OpExpr,2025-03-02 02:24:49.279524
Yes,sklearn,sklearn.datasets._samples_generator,222,26,OpExpr,None,,OpExpr,2025-03-02 02:24:49.280523
Yes,sklearn,sklearn.datasets._samples_generator,220,27,OpExpr,int,,OpExpr,2025-03-02 02:24:49.285519
Yes,sklearn,sklearn.datasets._samples_generator,227,18,OpExpr,int,,OpExpr,2025-03-02 02:24:49.286518
Yes,sklearn,sklearn.datasets._samples_generator,227,19,OpExpr,int,,OpExpr,2025-03-02 02:24:49.287515
Yes,sklearn,sklearn.datasets._samples_generator,229,16,OpExpr,int,,OpExpr,2025-03-02 02:24:49.289513
Yes,sklearn,sklearn.datasets._samples_generator,230,17,OpExpr,int,,OpExpr,2025-03-02 02:24:49.291512
Yes,sklearn,sklearn.datasets._samples_generator,234,12,OpExpr,int,,OpExpr,2025-03-02 02:24:49.294509
Yes,sklearn,sklearn.datasets._samples_generator,234,32,OpExpr,int,,OpExpr,2025-03-02 02:24:49.294509
Yes,sklearn,sklearn.datasets._samples_generator,249,17,OpExpr,float,,OpExpr,2025-03-02 02:24:49.307495
Yes,sklearn,sklearn.datasets._samples_generator,262,24,OpExpr,int,,OpExpr,2025-03-02 02:24:49.324478
Yes,sklearn,sklearn.datasets._samples_generator,273,29,OpExpr,int,,OpExpr,2025-03-02 02:24:49.344372
Yes,sklearn,sklearn.datasets._samples_generator,279,12,OpExpr,int,,OpExpr,2025-03-02 02:24:49.349427
Yes,sklearn,sklearn.datasets._samples_generator,281,17,OpExpr,int,,OpExpr,2025-03-02 02:24:49.357419
Yes,sklearn,sklearn.datasets._samples_generator,294,16,OpExpr,float,,OpExpr,2025-03-02 02:24:49.374401
Yes,sklearn,sklearn.datasets._samples_generator,429,17,OpExpr,int,,OpExpr,2025-03-02 02:24:49.413361
Yes,sklearn,sklearn.datasets._samples_generator,430,15,OpExpr,bool,,OpExpr,2025-03-02 02:24:49.416358
Yes,sklearn,sklearn.datasets._samples_generator,676,8,OpExpr,float,,OpExpr,2025-03-02 02:24:49.517679
Yes,sklearn,sklearn.datasets._samples_generator,755,24,OpExpr,int,,OpExpr,2025-03-02 02:24:49.548650
Yes,sklearn,sklearn.datasets._samples_generator,768,19,OpExpr,float,,OpExpr,2025-03-02 02:24:49.566652
Yes,sklearn,sklearn.datasets._samples_generator,769,19,OpExpr,float,,OpExpr,2025-03-02 02:24:49.569649
Yes,sklearn,sklearn.datasets._samples_generator,831,24,OpExpr,int,,OpExpr,2025-03-02 02:24:49.599617
Yes,sklearn,sklearn.datasets._samples_generator,1348,16,OpExpr,float,,OpExpr,2025-03-02 02:24:49.838896
Yes,sklearn,sklearn.datasets._samples_generator,1348,52,OpExpr,int,,OpExpr,2025-03-02 02:24:49.842009
Yes,sklearn,sklearn.datasets._samples_generator,1349,34,OpExpr,int,,OpExpr,2025-03-02 02:24:49.845594
Yes,sklearn,sklearn.datasets._samples_generator,1631,23,OpExpr,float,,OpExpr,2025-03-02 02:24:49.951917
Yes,sklearn,sklearn.datasets._samples_generator,1631,39,OpExpr,None,,OpExpr,2025-03-02 02:24:49.952432
Yes,sklearn,sklearn.datasets._samples_generator,1632,8,OpExpr,float,,OpExpr,2025-03-02 02:24:49.952974
Yes,sklearn,sklearn.datasets._samples_generator,1864,29,OpExpr,None,,OpExpr,2025-03-02 02:24:50.072276
Yes,sklearn,sklearn.datasets._samples_generator,1868,11,OpExpr,int,,OpExpr,2025-03-02 02:24:50.077269
Yes,sklearn,sklearn.datasets._samples_generator,1873,22,OpExpr,int,,OpExpr,2025-03-02 02:24:50.083265
